AREA;Regione;prov;2015_CodCom;NTN_2015_Uffici;NTN_2015_Negozi_Lab;NTN_2015_Depositi_Comm;NTN_2015_TCO_B04;NTN_2015_TCO_D02;NTN_2015_TCO_D05;NTN_2015_TCO_D08;NTN_2015_PRO;NTN_2015_AGR
Centro;Lazio;RI;D785;0;0;1;0;0;0;0;0;0
Centro;Lazio;RI;E160;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;E393;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;E535;0;2;4;0;0;0;0;1;0
Centro;Lazio;RI;E681;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;E812;0;2;10;0;0;0;0;0;2
Centro;Lazio;RI;E927;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;F193;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;F319;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;F430;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;F446;0;2;2;0;0;0;0;0;0
Centro;Lazio;RI;F541;0;0;5;0;0;0;0;0;0
Centro;Lazio;RI;F579;0;0;1;0;0;0;0;0;0
Centro;Lazio;RI;F619;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;F687;0;2;14;0;0;0;0;1;0
Centro;Lazio;RI;F746;0;0;0;0;0;0;0;0;0,67
Centro;Lazio;RI;F876;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;G232;0;0;0,75;0;0;0;0;0;0
Centro;Lazio;RI;G498;0;0;3,83;0;0;0;0;0;0
Centro;Lazio;RI;G507;0;0;1,2;0;0;0;0;0;0
Centro;Lazio;RI;G513;0;0;0,5;0;0;0;0;0;0
Centro;Lazio;RI;G756;0;2;1;0;0;0;0;0;0
Centro;Lazio;RI;G757;0;0;3,25;0;0;0;0;0;0
Centro;Lazio;RI;G763;0;4;9;0;0;0;0;0;0
Centro;Lazio;RI;G764;1;3;3;0;0;0;0;0;0
Centro;Lazio;RI;G765;0;0;2,14;0;0;0;0;0;0
Centro;Lazio;RI;G770;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;G934;0;0;2;0;0;0;0;1;0
Centro;Lazio;RI;G951;0;0;2;0;0;0;0;0;0
Centro;Lazio;RI;H282;9;24,33;39,37;0;0;0;1;6;0
Centro;Lazio;RI;H354;0;0;0;0;0;0;0;1;0
Centro;Lazio;RI;H427;0;0;4;0;0;0;0;0;0
Centro;Lazio;RI;H446;0;2;2,13;0;0;0;0;1;0
Centro;Lazio;RI;H713;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;I499;0;1;6;0;0;0;0;0;0
Centro;Lazio;RI;I581;0;0;3;0;0;0;0;0;0
Centro;Lazio;RI;I959;0;0;1;0;0;0;0;0;0
Centro;Lazio;RI;L046;0;2;4;0;0;0;0;0;0
Centro;Lazio;RI;L189;0;0;1;0;0;0;0;0;0
Centro;Lazio;RI;L286;0;0;3;0;0;0;0;0;0
Centro;Lazio;RI;L293;1;3;3,5;0;0;0;0;0;0
Centro;Lazio;RI;L525;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;L676;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;A062;0;0;4;0;0;0;0;0;0
Centro;Lazio;RM;A084;0;0;5;0;0;0;0;0;0
Centro;Lazio;RM;A132;5,5;11,5;25,92;0;0;1;0;6;0
Centro;Lazio;RM;A210;0;0;2,33;0;0;0;0;0;0
Centro;Lazio;RM;A297;1,09;4;12,5;0;0;0;0;1,5;0
Centro;Lazio;RM;A309;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;A323;1;17,33;30,49;0;1;0;1;3,25;0
Centro;Lazio;RM;A370;0;1;1;0;0;0;0;0;0
Centro;Lazio;RM;A401;1;4;12,76;0;0;0;0;4;0
Centro;Lazio;RM;A446;0;0;1,66;0;0;0;0;0;0
Centro;Lazio;RM;A449;0;3;2,7;0;0;0;0;0;0
Centro;Lazio;RM;A749;0;1;2,67;0;0;0;0;0;0
Centro;Lazio;RM;B114;5,5;4,33;15;0;0;0;1;2;0
Centro;Lazio;RM;B472;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;B496;1;5;17,46;0;0;0;0;0;0
Centro;Lazio;RM;B576;0;1;2,67;0;0;0;0;0;0
Centro;Lazio;RM;B632;0;0;2;0;0;0;0;0;0
Centro;Lazio;RM;B635;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;B649;0;2;18,49;0;0;0;4;0,03;0
Centro;Lazio;RM;B687;0;1;0;0;0;0;0;0;0
Centro;Lazio;RM;B828;0;2;2;0;0;0;0;0;0
Centro;Lazio;RM;B932;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;C116;1;2;7,94;0;0;0;0;0;0
Centro;Lazio;RM;C203;1;3,5;9,29;0;0;0;0;0;0
Centro;Lazio;RM;C237;0;0;6,82;0;0;0;0;0;0
Centro;Lazio;RM;C266;0;1;0;0;0;0;0;0;0
Centro;Lazio;RM;C390;0;3,5;9,96;0;0;0;2;0;0
Centro;Lazio;RM;C518;0;0;2,6;0;0;0;0;0;0
Centro;Lazio;RM;C543;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;C552;0;7,5;23,5;0;0;0;0;0;1
Centro;Lazio;RM;C677;0;0;2;0;0;0;0;0;0
Centro;Lazio;RM;C702;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;C767;0;2;18,5;0;0;0;0;0;1,5
Centro;Lazio;RM;C773;11;20,25;19,19;0;1;1;1;2;0
Centro;Lazio;RM;C784;0;0;6;0;0;0;0;0;0
Centro;Lazio;RM;C858;1;10,5;9;0;0;0;1;12;0
Centro;Lazio;RM;C900;0;1,44;4;0;0;0;0;0;0
Centro;Lazio;RM;D561;7;5;13,22;0;1;0;1;2;0
Centro;Lazio;RM;D586;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;D707;0;9;18,33;0;0;0;0;10;0
Centro;Lazio;RM;D773;5,34;11,97;12,1;0;0;0;19;3;0
Centro;Lazio;RM;D875;0;1,39;3;0;0;0;0;1;0
Centro;Lazio;RM;D945;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;D964;0;1,5;9;0;0;0;0;0;0
Centro;Lazio;RM;D972;1;9,92;16;0;0;0;0;0;0
Centro;Lazio;RM;D978;0;0,46;2;0;0;0;0;0;0
Centro;Lazio;RM;E091;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;E204;0;7,73;19,15;0;0;0;0;0;0
Centro;Lazio;RM;E263;10;28,5;61,99;0;0;0;4;13;0
Centro;Lazio;RM;E382;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;E392;0;1;7,14;0;0;0;0;0;0
Centro;Lazio;RM;E576;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;E813;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;E900;0;1;9,5;0;0;0;0;0;0
Centro;Lazio;RM;E908;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;E924;0;0;6,33;0;0;0;0;0;0
Centro;Lazio;RM;E958;5;5,5;39,08;0;2;0;0;0;0
Centro;Lazio;RM;F064;0;2;1;0;0;0;0;0;1
Centro;Lazio;RM;F127;0;5;17;0;0;0;1;1;0
Centro;Lazio;RM;F477;0;2;9,5;0;0;0;0;1;0
Centro;Lazio;RM;F504;0;0;2;0;0;0;0;0;0
Centro;Lazio;RM;F534;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;F545;0;3;5;0;0;0;0,5;1;0
Centro;Lazio;RM;F590;0;2;6;0;0;0;0;0;0
Centro;Lazio;RM;F611;4;13,33;22,43;0;0;0;2;2;0
Centro;Lazio;RM;F692;0;1;1;0;0;0;0;0;0
Centro;Lazio;RM;F730;0;1;3;0;0;0;0;0;0
Centro;Lazio;RM;F734;1;3;10,5;0;0;0;1;0;0
Centro;Lazio;RM;F857;0;0;3,5;0;0;0;0;0;0
Centro;Lazio;RM;F865;0;1;1;0;0;0;0;0;0
Centro;Lazio;RM;F871;2;0;6;0;0;0;0;0;0
Centro;Lazio;RM;F880;3;13,33;17,11;0;1;0;0;1;2
Centro;Lazio;RM;G022;0;0,25;5;0;0;0;0;0;0
Centro;Lazio;RM;G274;0;4;34,23;0;0;0;0;4;0
Centro;Lazio;RM;G293;0;6;23,27;0;0;0;2;1;0
Centro;Lazio;RM;G444;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;G704;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;G784;0;1;3;0;0;0;0;0;0
Centro;Lazio;RM;G811;35;18,53;26,07;0;0;0;7;17;0
Centro;Lazio;RM;G874;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;H267;0;0;7,9;0;0;0;0;2;0
Centro;Lazio;RM;H288;0;3;9,5;0;0;0;0;0;0
Centro;Lazio;RM;H300;0;0;3;0;0;0;0;0;0
Centro;Lazio;RM;H387;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;H401;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;H404;0;3,5;9,7;0;0;0;0;0;0
Centro;Lazio;RM;H411;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;H432;1;3;6;0;0;0;0;0;0
Centro;Lazio;RM;H441;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;H494;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;H501;482,39;1380,77;740,71;20;22,25;13;100,89;93,85;3
Centro;Lazio;RM;H618;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;H658;0;0;3,08;0;0;0;0;0;0
Centro;Lazio;RM;H745;0;0;0;0;0;0;0;1;0
Centro;Lazio;RM;H942;0;0;2,75;0;0;0;0;0;0
Centro;Lazio;RM;I125;0;1;4;0;0;0;0;0;0
Centro;Lazio;RM;I255;1,63;6,75;12,15;0;0;0;0;0;0
Centro;Lazio;RM;I284;0;1;7;0;0;0;0;0;0
Centro;Lazio;RM;I352;0;2;3;0;0;0;1;0;0
Centro;Lazio;RM;I400;0;0;6,89;0;0;0;0;0;0
Centro;Lazio;RM;I424;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;I573;1;3;8,34;0;0;0;0;0;0
Centro;Lazio;RM;I992;0;4;8,79;0;0;0;0;0;0
Centro;Lazio;RM;L182;3;23,11;26,39;0;0;0;0;1;1
Centro;Lazio;RM;L192;0;3;7;0;0;0;0;0;0
Centro;Lazio;RM;L302;2;1;4;0;0;0;0;0;0
Centro;Lazio;RM;L401;0;1;5;0;0;0;0;0;0
Centro;Lazio;RM;L611;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;L625;0;2;2;0;0;0;0;0;0
Centro;Lazio;RM;L639;0;3;5,5;0;0;0;1;0;0
Centro;Lazio;RM;L719;3;19,33;32,67;1;0;0;1;2;0
Centro;Lazio;RM;L851;0;1,8;3,93;0;0;0;0;0;0
Centro;Lazio;RM;M095;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;M141;4;7,9;23,62;0;0;0;0;0;0
Centro;Lazio;RM;M207;0;3;6;0;0;0;0;0;0
Centro;Lazio;RM;M212;2;13,5;6,5;0;0;0;0;0;0
Centro;Lazio;RM;M213;2;17,5;16,75;0;0;0;0;2;7
Centro;Lazio;RM;M272;1;9;15,96;0;0;0;0,17;0;0
Centro;Lazio;RM;M295;5,17;6;11,5;0;0;0;6,5;7,05;0
Centro;Lazio;RM;M297;11;22,29;28,42;0;0;0;1;6;1
Centro;Lazio;VT;A040;0;3;22,17;0;0;0;0;5;1
Centro;Lazio;VT;A412;0;0;3,33;0;0;0;0;0;0
Centro;Lazio;VT;A577;0;0,5;15;0;0;0;0;0,5;0
Centro;Lazio;VT;A628;0;0;2;0;0;0;0;0;0
Centro;Lazio;VT;A701;0;1;5,5;0;0;0;0;0;0
Centro;Lazio;VT;A704;0;0;10;0;0;0;0;0;0
Centro;Lazio;VT;A706;0;0;4,5;0;0;0;0;0;0
Centro;Lazio;VT;A857;0;1;7,78;0;0;0;0;0,33;0
Centro;Lazio;VT;A949;0;1;4,75;0;0;0;0;0;0
Centro;Lazio;VT;A955;0;0;4;0;0;0;0;0;0
Centro;Lazio;VT;B388;0;0;1;0;0;0;0;0;0
Centro;Lazio;VT;B597;0;0;5,33;0;0;0;0;0;0
Centro;Lazio;VT;B604;0;1;14;0;0;0;0;0;0
Centro;Lazio;VT;B663;0;0;9;0;0;0;0;0;0
Centro;Lazio;VT;B688;0;5;10,17;0;0;0;0;0;0
Centro;Lazio;VT;B691;0;2;8,16;0;0;0;0;0;0
Centro;Lazio;VT;B735;0;1;13,33;0;0;0;0;0;0,67
Centro;Lazio;VT;C269;0;1;5;0;0;0;0;0;0
Centro;Lazio;VT;C315;0;0;5,75;0;0;0;0;0;1
Centro;Lazio;VT;C446;0;0;0;0;0;0;0;0;0
Centro;Lazio;VT;C447;0;0;7;0;0;0;0;1;0
Centro;Lazio;VT;C765;0;8,92;9,84;0;0;0;3;3;2
Centro;Lazio;VT;C780;0;0;1;0;0;0;0;0;0
Centro;Lazio;VT;C988;0;0;12;0;0;0;0;0;0
Centro;Lazio;VT;D024;0;8,08;16,16;0;0;0;1;2;0
Centro;Lazio;VT;D452;0;0;7;0;0;0;0;1;0
Centro;Lazio;VT;D475;0;1;2;0;0;0;0;0;0
Centro;Lazio;VT;D503;0;0;5,5;0;0;0;0;0;0
Centro;Lazio;VT;D870;0;0;4;0;0;0;0;0;0
Centro;Lazio;VT;E126;0;0;2;0;0;0;0;0;0
Centro;Lazio;VT;E128;0;0;4,25;0;0;0;0;0;0
Centro;Lazio;VT;E210;0;1,5;2,83;0;0;0;0;1;0
Centro;Lazio;VT;E330;0;0;3;0;0;0;0;3;0
Centro;Lazio;VT;E467;0;1;3,25;0;0;0;0;0;0
Centro;Lazio;VT;E713;0;0;2;0;0;0;0;0;0
Centro;Lazio;VT;E978;0;0;9,5;0;0;0;0;0;0
Centro;Lazio;VT;F419;0;2;8,5;0;0;0;0,01;1;1
Centro;Lazio;VT;F499;0;0,52;21,81;0;0;0;0;0;0
Centro;Lazio;VT;F603;0;2;2,5;0;0;0;0;0;0
Centro;Lazio;VT;F606;0;3;2,5;0;0;0;0;0;0
Centro;Lazio;VT;F868;1;4;19,5;0;0;0;0;0;0,16
Centro;Lazio;VT;G065;0;0;2,99;0;0;0;0;0;0
Centro;Lazio;VT;G111;0;1;5,5;0;0;0;0;0;0
Centro;Lazio;VT;G135;0;5;10,67;0;1;0;0;0;0
Centro;Lazio;VT;G571;0;0;2,17;0;0;0;0;1;0
Centro;Lazio;VT;H071;0;0;1;0;0;0;0;0;0
Centro;Lazio;VT;H534;0;5;14,67;0;0;0;2;0;0
Centro;Lazio;VT;H913;0;0;5,5;0;0;0;0;0;0
Centro;Lazio;VT;H969;0;0;4,5;0;0;0;0;0;0
Centro;Lazio;VT;I855;0;2;12,1;0;0;0;0;0;0
Centro;Lazio;VT;L017;0;1;7;0;0;0;0;0;0
Centro;Lazio;VT;L150;0;0;2;0;0;0;0;0;0
Centro;Lazio;VT;L310;0;2;40,5;0;0;0;0;3;0
Centro;Lazio;VT;L569;0;3,5;6,03;0;0;0;0;0;0
Centro;Lazio;VT;L612;0;1;7;0;0;0;0;0;0
Centro;Lazio;VT;L713;0;1;6;0;0;0;0;0;0
Centro;Lazio;VT;L814;1;4;27,64;0;0;0;0;0;1
Centro;Lazio;VT;L882;0;0;8,17;0;0;0;0;0;0
Centro;Lazio;VT;M082;8,5;43,33;87,63;0;0;0;11;3;3
Centro;Lazio;VT;M086;0;1,33;8;0;0;0;0;0;0
Centro;Marche;AN;A092;0;0;5,89;0;0;0;0;0;0
Centro;Marche;AN;A271;23;57,1;47,39;0;0;2;0,5;23,64;3
Centro;Marche;AN;A366;0;0;7,5;0;0;0;0;0;1,33
Centro;Marche;AN;A626;0;0;3;0;0;0;0;0;0
Centro;Marche;AN;A769;0;1;1,5;0;0;0;0;2,33;0
Centro;Marche;AN;B468;0;2,2;5,17;0;0;0;2;3;2
Centro;Marche;AN;B470;0;1;1;0;0;0;0;0;1
Centro;Marche;AN;C060;0;6;5,5;0;0;0;1;2;0
Centro;Marche;AN;C100;1;5,89;11,72;0;0;0;0;6;0
Centro;Marche;AN;C152;0;1;2;0;0;0;0;0;0
Centro;Marche;AN;C248;1;2;2,5;0;0;0;0;2;1
Centro;Marche;AN;C524;0;1;1,5;0;0;0;0;0;2
Centro;Marche;AN;C615;4;7;5,65;0;0;0;1;1;0
Centro;Marche;AN;D007;1;0,5;1;0;0;0;0;0;1
Centro;Marche;AN;D211;0;1,78;7,5;0;0;0;0;0;0,67
Centro;Marche;AN;D451;3;9;20,06;0;0;0;0;8;2,25
Centro;Marche;AN;D472;9;8;11,79;0;0;0;4,33;9;2
Centro;Marche;AN;D597;2;1;11,5;0;0;0;0;6;1,5
Centro;Marche;AN;D965;0;0;2;0;0;0;0;0;0
Centro;Marche;AN;E388;9;17,45;24,74;0;0;0;6,2;5,02;3,75
Centro;Marche;AN;E690;0;7;7;0;0;0;1;2;0
Centro;Marche;AN;E837;1;6;5,33;0;0;0;1;0;0
