AREA;REGIONE;PROVINCIA;2021_CodCom;NTN_2021_Depositi_Pert;NTN_2021_Box
Nord Est;Veneto;PD;A001;17,1;335,49
Nord Ovest;Lombardia;LO;A004;0;2
Nord Ovest;Lombardia;LC;A005;14,17;38
Centro;Toscana;SI;A006;16,75;55,22
Isole;Sardegna;OR;A007;2;1,08
Sud;Abruzzo;PE;A008;3;1
Nord Ovest;Lombardia;MI;A010;104,23;393,29
Sud;Basilicata;PZ;A013;8,28;0
Isole;Sicilia;RG;A014;1;17
Sud;Puglia;FG;A015;3;9,78
Nord Ovest;Piemonte;CN;A016;1;2
Sud;Basilicata;MT;A017;7,34;2
Sud;Abruzzo;AQ;A018;1;1
Centro;Lazio;RI;A019;0;1
Sud;Basilicata;PZ;A020;10;2
Sud;Campania;SA;A023;12,43;7,93
Sud;Campania;NA;A024;43,33;227,81
Isole;Sicilia;CT;A025;2;19
Isole;Sicilia;CT;A026;28;130,02
Isole;Sicilia;CT;A027;18;172,14
Isole;Sicilia;CT;A028;50,59;246,43
Isole;Sicilia;CT;A029;22;72,93
Centro;Lazio;FR;A032;0;0
Sud;Calabria;CS;A033;1;0
Nord Ovest;Lombardia;BS;A034;1;10,72
Centro;Marche;PS;A035;1;7,5
Nord Ovest;Lombardia;MN;A038;0;9,42
Nord Ovest;Lombardia;CR;A039;2;6,92
Centro;Lazio;VT;A040;9,17;22,5
Sud;Calabria;CS;A041;4;4
Sud;Calabria;VV;A043;1;0
Centro;Marche;AP;A044;22,17;5,7
Centro;Umbria;TR;A045;13,5;25
Centro;Marche;AP;A047;2,5;22,39
Sud;Puglia;BA;A048;35,22;104,44
Isole;Sicilia;CL;A049;2;0
Sud;Molise;CB;A050;0;2,5
Sud;Molise;IS;A051;0;1
Nord Ovest;Piemonte;AL;A052;67,37;132,58
Sud;Calabria;CS;A053;11,27;10
Centro;Lazio;FR;A054;3;0
Sud;Puglia;BA;A055;21,33;91,33
Isole;Sicilia;CT;A056;32,17;115,23
Nord Ovest;Lombardia;BG;A057;6;18,67
Nord Ovest;Lombardia;BG;A058;0,5;7
Nord Est;Veneto;RO;A059;21,5;133,74
Nord Ovest;Lombardia;BS;A060;4,5;53,28
Nord Est;Veneto;VR;A061;4;52,9
Centro;Lazio;RM;A062;2;4
Sud;Campania;NA;A064;38,39;98,75
Sud;Calabria;RC;A065;0;1
Nord Est;Emilia-Romagna;PC;A067;10,25;23,83
Sud;Campania;NA;A068;12;8
Isole;Sardegna;SS;A069;4;0
Isole;Sicilia;EN;A070;10,25;23,63
Centro;Toscana;PT;A071;18,75;103,2
Nord Ovest;Piemonte;AT;A072;5;7,04
Nord Ovest;Piemonte;TO;A074;5;29
Nord Est;Veneto;PD;A075;1;13
Nord Ovest;Lombardia;CR;A076;1;54,33
Sud;Calabria;RC;A077;0;0
Sud;Molise;IS;A080;2;7,13
Centro;Lazio;FR;A081;3;3,6
Nord Ovest;Lombardia;BS;A082;3,84;21,83
Nord Est;Veneto;BL;A083;8,67;39,67
Centro;Lazio;RM;A084;10;2
Nord Ovest;Lombardia;VA;A085;2,04;6,5
Nord Ovest;Lombardia;MI;A087;119,08;330,87
Nord Ovest;Piemonte;NO;A088;6;29
Isole;Sicilia;AG;A089;48,75;57,76
Sud;Campania;SA;A091;40,29;100,84
Centro;Marche;AN;A092;4;32,63
Nord Est;Veneto;VI;A093;1;9
Nord Ovest;Valle d'Aosta;AO;A094;41,51;72,39
Nord Ovest;Lombardia;MI;A096;4;21
Isole;Sardegna;OR;A097;0;0
Isole;Sicilia;EN;A098;4;10,72
Sud;Abruzzo;AQ;A100;5;4
Sud;Campania;AV;A101;4,34;14,07
Sud;Calabria;CS;A102;1;1
Sud;Calabria;CS;A105;1;0
Sud;Campania;CE;A106;1;0
Nord Ovest;Piemonte;BI;A107;0,66;2,66
Nord Ovest;Valle d'Aosta;AO;A108;13,75;10,5
Nord Ovest;Piemonte;TO;A109;10;38,5
Sud;Campania;BN;A110;9;10,67
Nord Ovest;Liguria;IM;A111;9;3
Nord Ovest;Lombardia;LC;A112;9,83;23,73
Nord Ovest;Piemonte;CN;A113;1,33;6,5
Isole;Sardegna;SS;A115;0;0
Nord Ovest;Piemonte;TO;A117;5;7
Nord Ovest;Lombardia;PV;A118;3;11
Nord Ovest;Piemonte;VC;A119;1,56;14,34
Sud;Abruzzo;PE;A120;0;2
Nord Est;Veneto;BL;A121;1;26
Nord Ovest;Liguria;SV;A122;107,63;356,66
Centro;Lazio;FR;A123;19,05;21,89
Nord Ovest;Piemonte;CN;A124;187,01;410,7
Sud;Abruzzo;TE;A125;116,67;226,13
Isole;Sardegna;OR;A126;0;0
Nord Ovest;Lombardia;MI;A127;22,34;71,5
Sud;Campania;SA;A128;10;2,5
Nord Ovest;Lombardia;BG;A129;12,74;148,21
Nord Ovest;Piemonte;VC;A130;2;1
Sud;Basilicata;PZ;A131;4,34;0
Centro;Lazio;RM;A132;61,03;289,28
Nord Ovest;Lombardia;PV;A134;0;2
Nord Ovest;Lombardia;SO;A135;4;3
Nord Est;Veneto;VR;A137;2;55,17
Nord Est;Emilia-Romagna;PR;A138;12,5;18,25
Nord Ovest;Piemonte;CN;A139;0;2
Nord Ovest;Lombardia;CO;A143;5,75;62,95
Nord Ovest;Liguria;SV;A145;77,83;189,83
Nord Ovest;Piemonte;AL;A146;1;2
Sud;Puglia;BA;A149;17;30,2
Sud;Puglia;FG;A150;2,22;4
Nord Ovest;Lombardia;CO;A153;11;39,83
Nord Est;Veneto;VI;A154;1;16,72
Sud;Calabria;CZ;A155;2;0
Nord Ovest;Piemonte;TO;A157;0;8,5
Nord Ovest;Lombardia;MI;A159;26,07;101,89
Sud;Calabria;CS;A160;2;0
Nord Est;Veneto;PD;A161;16,88;584,72
Nord Est;Emilia-Romagna;RE;A162;20,62;87,54
Nord Ovest;Lombardia;BG;A163;38,98;224,66
Nord Ovest;Lombardia;CO;A164;11,5;30,78
Nord Ovest;Liguria;SV;A165;16;58,41
Nord Ovest;Liguria;SV;A166;63,14;74,5
Nord Ovest;Lombardia;VA;A167;4,07;50,96
Nord Ovest;Lombardia;PV;A171;0;5
Nord Ovest;Lombardia;SO;A172;43,12;19,49
Nord Ovest;Piemonte;AT;A173;2;6
Nord Ovest;Lombardia;PV;A175;4;61,83
Isole;Sicilia;TP;A176;39;128,77
Isole;Sicilia;ME;A177;1,92;3
Isole;Sardegna;OR;A180;0;0
Isole;Sicilia;AG;A181;6;1
Nord Ovest;Piemonte;AL;A182;274,84;664,9
Sud;Calabria;CS;A183;1;1
Sud;Puglia;LE;A184;5;7,94
Sud;Puglia;LE;A185;7;28,33
Sud;Campania;SA;A186;1;0
Sud;Abruzzo;AQ;A187;9,38;13,15
Nord Ovest;Lombardia;BS;A188;0,5;9,33
Nord Ovest;Piemonte;AL;A189;2;2
Nord Est;Emilia-Romagna;RA;A191;11,5;98,15
Isole;Sardegna;SS;A192;124,61;438,17
Nord Ovest;Lombardia;BG;A193;1,5;8,13
Isole;Sicilia;ME;A194;1;2
Isole;Sicilia;PA;A195;6;2
Sud;Basilicata;MT;A196;3;0
Nord Ovest;Piemonte;AL;A197;2;1
Nord Ovest;Piemonte;VC;A198;3;21
Sud;Campania;CE;A200;2;4
Isole;Sicilia;ME;A201;0,57;5
Isole;Sicilia;PA;A202;4;4
Isole;Sicilia;PA;A203;2;0
Isole;Sardegna;OR;A204;0;1
Nord Ovest;Valle d'Aosta;AO;A205;0;0
Nord Est;Veneto;BL;A206;8,45;25
Centro;Umbria;TR;A207;0,5;13,75
Sud;Puglia;LE;A208;4;16,5
Centro;Lazio;RM;A210;6,67;4
Nord Ovest;Lombardia;BG;A214;25,28;68,67
Nord Ovest;Lombardia;BG;A215;12,79;57,99
Nord Ovest;Lombardia;BG;A216;13;65,68
Nord Ovest;Lombardia;BG;A217;10;57,22
Nord Ovest;Piemonte;TO;A218;19;59,6
Nord Est;Veneto;VI;A220;1;14,11
Nord Ovest;Piemonte;TO;A221;2,5;5
Nord Ovest;Piemonte;TO;A222;65,84;191,4
Nord Est;Emilia-Romagna;PC;A223;19;54,97
Nord Ovest;Lombardia;CO;A224;8;36
Sud;Puglia;BA;A225;206,05;451,81
Nord Ovest;Liguria;SV;A226;19,08;10
Nord Ovest;Piemonte;AL;A227;1;4
Sud;Campania;AV;A228;3;2,33
Isole;Sicilia;PA;A229;10,33;7
Sud;Campania;SA;A230;15,63;13,67
Nord Est;Veneto;VI;A231;10;222,18
Centro;Marche;AP;A233;3;60,83
Sud;Calabria;CS;A234;1;0
Sud;Abruzzo;CH;A235;3;21
Nord Est;Veneto;VI;A236;7;11
Nord Est;Veneto;TV;A237;4;30
Nord Ovest;Piemonte;CN;A238;0;0
Isole;Sicilia;PA;A239;7,17;6
Sud;Calabria;CS;A240;11;1
Centro;Toscana;LU;A241;24;146,5
Centro;Umbria;TR;A242;6,5;4
Sud;Campania;CE;A243;3,06;5,78
Centro;Lazio;FR;A244;6;2
Nord Ovest;Piemonte;AL;A245;0;0
Nord Ovest;Lombardia;BG;A246;38,01;231,23
Nord Ovest;Lombardia;CO;A249;14,1;59,47
Sud;Campania;SA;A251;7,67;4
Centro;Marche;AP;A252;13,5;17,16
Sud;Calabria;CS;A253;7,3;40,33
Nord Est;Friuli- Venezia Giulia;UD;A254;1,5;5
Sud;Calabria;CZ;A255;1;0
Centro;Lazio;FR;A256;1;4,83
Sud;Calabria;CZ;A257;1;0
Centro;Lazio;RI;A258;5,16;3
Nord Ovest;Lombardia;BG;A259;5,84;32,33
Nord Ovest;Liguria;SP;A261;24,58;33,5
Centro;Umbria;TR;A262;50,33;81,92
Sud;Calabria;CS;A263;2;5,57
Nord Ovest;Piemonte;NO;A264;2;2,67
Sud;Campania;BN;A265;0;2
Nord Est;Friuli- Venezia Giulia;UD;A267;1;5
Sud;Campania;NA;A268;10;7
Centro;Lazio;FR;A269;27,5;42,98
Sud;Abruzzo;TE;A270;2;6
Centro;Marche;AN;A271;264,91;493,43
Sud;Calabria;CZ;A272;0;0
Nord Ovest;Lombardia;SO;A273;1;0
Nord Ovest;Piemonte;TO;A275;2;13,5
Nord Ovest;Liguria;SV;A278;62,57;202,14
Nord Ovest;Piemonte;BI;A280;11,18;22
Sud;Puglia;LE;A281;1;1
Nord Ovest;Piemonte;TO;A282;11;3
Nord Est;Friuli- Venezia Giulia;PN;A283;1;2
Sud;Campania;AV;A284;4,92;2,92
Sud;Puglia;BA;A285;176,79;439,69
Isole;Sardegna;SS;A287;1;0
Nord Ovest;Lombardia;BS;A288;2;4,67
Nord Ovest;Lombardia;VA;A290;12,1;56,17
Centro;Toscana;AR;A291;17,44;20,46
Nord Est;Veneto;VR;A292;0;46,34
Nord Ovest;Lombardia;BS;A293;6;17,33
Sud;Campania;SA;A294;28,59;104,51
Nord Ovest;Piemonte;TO;A295;4;4
Nord Est;Veneto;PD;A296;1,34;19,24
Centro;Lazio;RM;A297;16,42;61,44
Nord Ovest;Lombardia;CR;A299;1;13,34
Nord Ovest;Piemonte;AT;A300;6;13,17
Nord Ovest;Lombardia;LC;A301;8;15
Nord Est;Veneto;VE;A302;6,5;25,5
Sud;Calabria;RC;A303;0;0
Nord Ovest;Lombardia;BG;A304;3,17;33
Nord Ovest;Valle d'Aosta;AO;A305;11,68;17,83
Nord Ovest;Valle d'Aosta;AO;A308;3,77;5
Centro;Lazio;RM;A309;7;1
Centro;Lazio;FR;A310;25,51;27,08
Nord Ovest;Piemonte;AT;A312;2;6
Isole;Sicilia;ME;A313;1;1
Sud;Calabria;RC;A314;0;0
Centro;Lazio;RI;A315;4,83;11,5
Nord Ovest;Piemonte;VB;A317;3,75;7
Sud;Abruzzo;AQ;A318;1,83;3,27
Nord Ovest;Lombardia;CO;A319;3,5;10
Sud;Puglia;FG;A320;0,5;3
Sud;Basilicata;PZ;A321;3,75;1
Centro;Lazio;RM;A323;138,08;518,86
Nord Est;Emilia-Romagna;BO;A324;38;160,25
Nord Ovest;Piemonte;VB;A325;5,33;2
Nord Ovest;Valle d'Aosta;AO;A326;137,46;285,1
Centro;Marche;PS;A327;2;4,92
Sud;Campania;BN;A328;8;5,5
Centro;Marche;MC;A329;0,5;4
Sud;Campania;BN;A330;1,4;0
Nord Ovest;Lombardia;CO;A333;18,42;86,7
Centro;Marche;MC;A334;2,17;18
Centro;Marche;AP;A335;0;5
Nord Ovest;Lombardia;SO;A337;32,69;80,04
Nord Ovest;Liguria;IM;A338;18,5;1
Sud;Puglia;FG;A339;7,5;42,92
Sud;Calabria;CS;A340;3;1
Centro;Lazio;LT;A341;147,09;563,1
Sud;Campania;SA;A343;4;0
Nord Ovest;Liguria;IM;A344;0;0
Sud;Abruzzo;AQ;A345;205,29;444,04
Sud;Campania;AV;A347;2,67;4,75
Centro;Lazio;FR;A348;2;6
Sud;Puglia;LE;A350;4;7
Isole;Sicilia;AG;A351;17;6
Nord Ovest;Piemonte;AT;A352;0;5
Nord Est;Friuli- Venezia Giulia;PN;A354;1;4,33
Isole;Sardegna;NU;A355;18;85,35
Isole;Sardegna;OR;A357;0;2
Nord Ovest;Piemonte;VC;A358;1;7
Isole;Sardegna;CA;A359;5;21,17
Nord Est;Veneto;TV;A360;6;39,5
Centro;Lazio;FR;A363;7;4
Nord Ovest;Lombardia;BG;A365;9,27;62,82
Centro;Marche;AN;A366;13;12
Sud;Abruzzo;CH;A367;3;4
Isole;Sardegna;OR;A368;0;0,67
Centro;Toscana;GR;A369;67,33;21,77
Centro;Lazio;RM;A370;11;13
Nord Ovest;Lombardia;VA;A371;16,83;88,32
Nord Ovest;Liguria;SP;A373;40,88;39,5
Nord Est;Veneto;VR;A374;4,86;53
Nord Ovest;Lombardia;MI;A375;15,5;74,77
Nord Ovest;Lombardia;MI;A376;102,75;281,36
Nord Est;Veneto;VI;A377;17,5;60,18
Isole;Sardegna;SS;A379;0;1
Isole;Sardegna;OR;A380;0;1
Nord Ovest;Lombardia;SO;A382;11,84;11
Nord Ovest;Lombardia;BG;A383;10,17;40,07
Sud;Calabria;RC;A385;9;7,75
Sud;Calabria;VV;A386;3;1
Nord Ovest;Lombardia;PV;A387;4;3
Nord Ovest;Liguria;GE;A388;43,59;189,89
Nord Ovest;Lombardia;MI;A389;70,34;308,03
Centro;Toscana;AR;A390;272,79;768,09
Nord Ovest;Lombardia;CO;A391;9,5;17,5
Nord Est;Emilia-Romagna;BO;A392;18,58;157,3
Nord Est;Emilia-Romagna;FE;A393;32,15;207,24
Nord Ovest;Piemonte;CN;A394;1;15,17
Nord Ovest;Piemonte;CN;A396;0;3
Sud;Calabria;CZ;A397;0;0
Sud;Abruzzo;CH;A398;0;2,83
Sud;Campania;AV;A399;19,14;40,02
Nord Est;Veneto;RO;A400;1;7
Centro;Lazio;RM;A401;32;77,5
Sud;Abruzzo;CH;A402;0;1
Sud;Campania;CE;A403;6;7,68
Nord Ovest;Piemonte;TO;A405;0;15
Isole;Sardegna;NU;A407;0;2
Nord Ovest;Piemonte;VB;A409;2;24,22
Centro;Lazio;VT;A412;8;1
Nord Ovest;Lombardia;MI;A413;28,84;127,98
Nord Ovest;Piemonte;NO;A414;11,5;9,5
Sud;Basilicata;PZ;A415;4;0
Nord Ovest;Liguria;IM;A418;0;0
Isole;Sardegna;CA;A419;0;0
Centro;Lazio;FR;A421;2;0,5
Nord Ovest;Liguria;SV;A422;4;0
Nord Ovest;Valle d'Aosta;AO;A424;8;1
Sud;Puglia;LE;A425;4;5
Nord Ovest;Piemonte;VB;A427;2;1
Nord Ovest;Piemonte;NO;A429;67,13;193,95
Nord Ovest;Lombardia;CO;A430;7;63
Sud;Campania;BN;A431;1;3
Sud;Campania;BN;A432;0;0
Centro;Lazio;FR;A433;9,75;4
Nord Est;Veneto;PD;A434;9,66;10
Nord Est;Veneto;RO;A435;3;20,5
Nord Ovest;Piemonte;AL;A436;13,17;60,5
Centro;Marche;AP;A437;10;2
Nord Est;Veneto;PD;A438;3;16,5
Centro;Umbria;TR;A439;2,67;4,84
Nord Ovest;Lombardia;BG;A440;3;36,79
Nord Ovest;Lombardia;VA;A441;4;48,16
Nord Est;Veneto;BL;A443;9,5;17,98
Nord Est;Veneto;VI;A444;6,58;20,38
Sud;Abruzzo;TE;A445;0;0
Centro;Lazio;RM;A446;1,97;3
Nord Est;Friuli- Venezia Giulia;UD;A447;2;13,5
Nord Est;Friuli- Venezia Giulia;UD;A448;18,77;32,5
Centro;Lazio;RM;A449;13,56;33
Nord Ovest;Lombardia;BS;A451;10,6;58,43
Nord Ovest;Valle d'Aosta;AO;A452;8;2,25
Isole;Sardegna;SS;A453;37,35;157,26
Isole;Sardegna;NU;A454;0;0
Sud;Campania;NA;A455;15,65;28,67
Nord Est;Veneto;PD;A458;1;41,88
Nord Est;Veneto;VI;A459;23,17;238,31
Sud;Campania;SA;A460;8,5;38,2
Centro;Toscana;SI;A461;13,2;56,25
Centro;Marche;AP;A462;111,01;219,54
Sud;Puglia;FG;A463;8;13,67
Centro;Lazio;RI;A464;5;1
Nord Est;Veneto;VI;A465;27,63;161,75
Nord Ovest;Piemonte;VC;A466;2;7,25
Nord Est;Veneto;VI;A467;1;4
Centro;Toscana;SI;A468;24,56;69,09
Nord Ovest;Lombardia;MN;A470;21,89;101,3
Nord Est;Veneto;TV;A471;3;59,97
Centro;Lazio;RI;A472;2;4
Nord Ovest;Lombardia;MI;A473;61,87;227
Isole;Sardegna;CA;A474;31,5;93
Centro;Umbria;PG;A475;43,11;145,76
Nord Ovest;Lombardia;CO;A476;9;29,67
Isole;Sardegna;OR;A477;0;0
Isole;Sicilia;EN;A478;5,48;7,56
Nord Ovest;Piemonte;AT;A479;237,35;575,99
Isole;Sardegna;OR;A480;0;0
Sud;Abruzzo;AQ;A481;12,25;3
Sud;Basilicata;PZ;A482;5;10,5
Sud;Campania;SA;A484;7;3
Sud;Abruzzo;CH;A485;17;29,5
Centro;Lazio;FR;A486;3,73;4,5
Sud;Campania;SA;A487;2;0
Sud;Abruzzo;TE;A488;22,15;23
Sud;Campania;AV;A489;16,68;34,5
Centro;Umbria;TR;A490;7;6,67
Nord Est;Friuli- Venezia Giulia;UD;A491;1;8
Isole;Sardegna;NU;A492;0;0
Isole;Sicilia;SR;A494;22,37;106,45
Sud;Campania;SA;A495;1,4;2
Centro;Toscana;MS;A496;24,62;48,33
Nord Ovest;Piemonte;VB;A497;3;1
Nord Ovest;Liguria;IM;A499;7;1
Nord Est;Veneto;BL;A501;22,44;76,05
Centro;Lazio;FR;A502;0,25;2
Isole;Sardegna;NU;A503;0;0
Nord Ovest;Liguria;GE;A506;8;28
Sud;Campania;AV;A508;4,5;5
Sud;Campania;AV;A509;39,97;289,9
Nord Ovest;Lombardia;BG;A511;5;3
Sud;Campania;CE;A512;39,55;230,06
Sud;Puglia;TA;A514;9;8
Sud;Abruzzo;AQ;A515;54,5;230,08
Nord Est;Friuli- Venezia Giulia;PN;A516;25,83;119,22
Nord Ovest;Lombardia;BG;A517;0;44,58
Nord Ovest;Piemonte;TO;A518;42,5;115,34
Sud;Basilicata;PZ;A519;27,7;11,4
Nord Ovest;Valle d'Aosta;AO;A521;1;2
Isole;Sicilia;SR;A522;23,5;75,8
Nord Ovest;Piemonte;AL;A523;1;1
Nord Ovest;Piemonte;TO;A525;2;14
Nord Ovest;Lombardia;CR;A526;0;8
Nord Ovest;Piemonte;AT;A527;0;1
Nord Ovest;Lombardia;BG;A528;17,67;90,87
Nord Ovest;Lombardia;BS;A529;1;61
Nord Est;Friuli- Venezia Giulia;PN;A530;30,5;159,31
Nord Ovest;Lombardia;VA;A531;18;75,33
Nord Ovest;Lombardia;VA;A532;3;3
Nord Ovest;Lombardia;BG;A533;1;2,63
Nord Ovest;Piemonte;VB;A534;5,97;5
Sud;Campania;NA;A535;15,36;18,13
Nord Ovest;Liguria;IM;A536;6;1
Nord Ovest;Lombardia;PV;A538;0;1
Nord Est;Veneto;RO;A539;10,09;76,53
Nord Est;Veneto;VR;A540;4,52;11,58
Centro;Toscana;AR;A541;0;0
Sud;Calabria;CZ;A542;7,5;2
Sud;Calabria;RC;A544;0;0
Isole;Sicilia;PA;A546;32,5;53,35
Nord Est;Emilia-Romagna;RA;A547;7,17;136,63
Nord Ovest;Lombardia;PV;A550;2,84;1,67
Nord Est;Emilia-Romagna;RA;A551;1;19,5
Sud;Calabria;RC;A552;0,5;4
Nord Est;Friuli- Venezia Giulia;UD;A553;9;33,01
Nord Ovest;Piemonte;CN;A555;2;4,67
Nord Ovest;Lombardia;BG;A557;8,35;76,14
Centro;Toscana;LU;A560;8,5;10,5
Centro;Toscana;PT;A561;38,24;192,92
Centro;Toscana;PI;A562;77,93;230,39
Centro;Toscana;FI;A564;39,5;181,33
Nord Est;Emilia-Romagna;FO;A565;15,9;47,96
Sud;Campania;AV;A566;4,33;23,17
Sud;Molise;IS;A567;1;2
Nord Est;Veneto;PD;A568;1;29
Nord Ovest;Lombardia;BS;A569;7;107,84
Nord Ovest;Lombardia;CR;A570;3,17;87,67
Nord Ovest;Piemonte;CN;A571;25,01;84,59
Sud;Puglia;LE;A572;4;1
Nord Est;Emilia-Romagna;RE;A573;7,84;109,7
Nord Est;Veneto;RO;A574;1;6
Nord Ovest;Lombardia;MN;A575;3,5;84,55
Centro;Toscana;MS;A576;19,25;7,92
Centro;Lazio;VT;A577;7;12,5
Nord Ovest;Lombardia;BS;A578;10,5;12,09
Sud;Campania;CE;A579;1;1
Sud;Campania;AV;A580;2,22;10,5
Nord Ovest;Liguria;IM;A581;9,33;1
Nord Ovest;Piemonte;TO;A584;5;2
Nord Est;Emilia-Romagna;RE;A586;14;27,58
Nord Ovest;Piemonte;TO;A587;11;19
Nord Ovest;Piemonte;AT;A588;1;2
Nord Ovest;Piemonte;CN;A589;2;4
Nord Ovest;Piemonte;TO;A590;2,5;3
Nord Ovest;Piemonte;TO;A591;9,5;52,42
Isole;Sicilia;PA;A592;6;4
Nord Ovest;Liguria;SV;A593;6;3
Nord Ovest;Lombardia;LC;A594;8,33;61,16
Isole;Sardegna;CA;A597;0;0
Nord Ovest;Piemonte;TO;A599;2;3
Nord Ovest;Piemonte;VC;A600;0;0
Nord Ovest;Piemonte;VC;A601;0;4
Sud;Abruzzo;AQ;A603;0,5;10
Sud;Basilicata;PZ;A604;0;1
Nord Ovest;Piemonte;AL;A605;3;9
Isole;Sardegna;SS;A606;0;2
Nord Ovest;Piemonte;TO;A607;12,5;38,17
Isole;Sardegna;OR;A609;0;0
Nord Ovest;Piemonte;VB;A610;2;12
Sud;Basilicata;PZ;A612;2;0
Nord Est;Veneto;PD;A613;1;29,17
Isole;Sardegna;OR;A614;0;0
Sud;Basilicata;PZ;A615;3;2
Sud;Molise;CB;A616;3;5
Sud;Campania;NA;A617;8,17;1
Nord Ovest;Lombardia;MI;A618;28,42;71,25
Nord Ovest;Lombardia;VA;A619;1;13
Isole;Sardegna;OR;A621;0;0
Nord Ovest;Piemonte;TO;A625;2;13
Centro;Marche;AN;A626;4;4
Centro;Lazio;VT;A628;3;1
Nord Ovest;Piemonte;CN;A629;0;1
Nord Ovest;Lombardia;BS;A630;2;19,25
Nord Ovest;Lombardia;BG;A631;0;6
Centro;Toscana;FI;A632;14,17;105,13
Nord Ovest;Lombardia;PV;A634;1;9
Nord Est;Veneto;PD;A637;0;0
Isole;Sicilia;ME;A638;23,1;30,72
Nord Est;Friuli- Venezia Giulia;PN;A640;1;0,33
Nord Ovest;Valle d'Aosta;AO;A643;1;0
Nord Ovest;Lombardia;VA;A645;0;21
Nord Est;Emilia-Romagna;PR;A646;8,22;18,8
Nord Ovest;Liguria;SV;A647;8;2
Nord Est;Veneto;VR;A650;12,44;141,11
Nord Ovest;Piemonte;TO;A651;60,55;259,06
Nord Ovest;Lombardia;MI;A652;64,69;236,13
Nord Ovest;Piemonte;NO;A653;1;3
Isole;Sardegna;OR;A655;0;0
Sud;Abruzzo;AQ;A656;2;3
Centro;Toscana;LU;A657;16,58;27
Nord Ovest;Liguria;GE;A658;28;12
Nord Ovest;Piemonte;CN;A660;32,67;59,22
Nord Ovest;Lombardia;BS;A661;3;1,5
Sud;Puglia;BA;A662;685,39;2133,28
Isole;Sardegna;NU;A663;1;8
Nord Ovest;Lombardia;BG;A664;2;36,5
Nord Est;Emilia-Romagna;BO;A665;9;91,67
Sud;Basilicata;PZ;A666;7,76;5,8
Sud;Abruzzo;AQ;A667;3;8
Nord Ovest;Lombardia;MI;A668;16;94,6
Sud;Puglia;BA;A669;110,52;411,63
Nord Ovest;Lombardia;CO;A670;1;4
Nord Ovest;Piemonte;CN;A671;0;0
Nord Ovest;Piemonte;TO;A673;2;3
Sud;Campania;SA;A674;40,22;117,61
Isole;Sicilia;EN;A676;12;19,67
Isole;Sardegna;CA;A677;0;0
Sud;Abruzzo;AQ;A678;4;1,5
Isole;Sardegna;CA;A681;0;0
Nord Ovest;Lombardia;LC;A683;5,72;23,48
Nord Ovest;Lombardia;BG;A684;4,44;20
Nord Ovest;Lombardia;LC;A686;12,89;56,89
Nord Ovest;Lombardia;LC;A687;11,11;49,49
Nord Ovest;Piemonte;AL;A689;3;18
Nord Ovest;Lombardia;PV;A690;2;14,08
Centro;Umbria;TR;A691;22;22,25
Sud;Abruzzo;TE;A692;6;7
Sud;Campania;BN;A696;2;0
Nord Ovest;Lombardia;MI;A697;12;48,58
Isole;Sicilia;ME;A698;0;0
Nord Ovest;Lombardia;MI;A699;35;174,1
Nord Est;Friuli- Venezia Giulia;UD;A700;2,5;31
Centro;Lazio;VT;A701;10,5;7,5
Nord Ovest;Lombardia;BS;A702;0;10
Nord Est;Veneto;VI;A703;91,87;549,01
Centro;Lazio;VT;A704;15,67;12,31
Nord Ovest;Lombardia;VA;A705;1;2,5
Centro;Lazio;VT;A706;4;8
Centro;Lazio;LT;A707;5,5;1
Nord Ovest;Piemonte;AL;A708;0;10
Nord Ovest;Piemonte;CN;A709;4;5
Centro;Umbria;PG;A710;39,17;189,06
Nord Ovest;Lombardia;PV;A712;0;4,5
Nord Est;Emilia-Romagna;MO;A713;7;62,83
Nord Est;Veneto;PD;A714;3,5;31,75
Nord Ovest;Piemonte;CN;A716;3;1
Sud;Campania;SA;A717;52,58;203,56
Nord Ovest;Lombardia;PV;A718;1;10
Isole;Sicilia;PA;A719;2;0
Centro;Lazio;FR;A720;3;3
Isole;Sardegna;OR;A721;0;0
Isole;Sardegna;NU;A722;0;5
Nord Ovest;Piemonte;VB;A725;14,61;94,29
Nord Ovest;Lombardia;VA;A728;1;1
Nord Ovest;Lombardia;BS;A729;7,76;121,31
Nord Est;Emilia-Romagna;PR;A731;6,33;24,83
Nord Ovest;Lombardia;BG;A732;1;2,51
Nord Ovest;Piemonte;VB;A733;6;6,33
Nord Ovest;Piemonte;TO;A734;65;146,8
Nord Ovest;Piemonte;CN;A735;14,5;40
Sud;Calabria;CZ;A736;1;3
Nord Est;Veneto;VR;A737;6;31,46
Nord Ovest;Piemonte;AL;A738;4;2
Centro;Marche;MC;A739;3;7
Centro;Marche;PS;A740;2,33;1
Nord Ovest;Lombardia;PV;A741;10,5;70,97
Nord Ovest;Piemonte;VB;A742;0;8
Sud;Basilicata;PZ;A743;6,89;4,89
Nord Ovest;Lombardia;LC;A745;24,01;89,01
Sud;Abruzzo;TE;A746;2;22,5
Nord Est;Emilia-Romagna;RN;A747;44,44;195,57
Centro;Lazio;RM;A749;4;3
Nord Ovest;Piemonte;CN;A750;0;0
Nord Ovest;Lombardia;MI;A751;8,24;43,33
Nord Ovest;Piemonte;NO;A752;16,59;108,66
Sud;Campania;CE;A755;8,22;21,99
Sud;Campania;SA;A756;4,33;1
Nord Est;Veneto;BL;A757;91,07;283,85
Nord Ovest;Lombardia;MI;A759;17;76,82
