AREA;Regione;prov;2014_CodFitt;NTN 2014 fino a 50 mq;NTN 2014 50 -| 85 mq;NTN 2014 85 -| 115 mq;NTN 2014 115 -| 145 mq;NTN 2014 oltre 145;NTN 2014
Nord Est;Veneto;VR;F172;0,5;5,11;3,5;4;16,33;29,44
Nord Est;Veneto;VR;F218;0,67;6,17;2,66;2,33;13,26;25,09
Nord Est;Veneto;VR;F461;0;1;5;5,33;3,5;14,83
Nord Est;Veneto;VR;F508;2,44;12;16,5;11,78;22;64,72
Nord Est;Veneto;VR;F789;1;15;29,94;13,5;6;65,44
Nord Est;Veneto;VR;F861;9,42;28,75;30,09;27,67;41,41;137,34
Nord Est;Veneto;VR;F918;0;9;7;17,52;17,25;50,77
Nord Est;Veneto;VR;F921;5;4;4;1,83;0,67;15,5
Nord Est;Veneto;VR;G080;1,2;18,3;19,07;12,9;19,98;71,45
Nord Est;Veneto;VR;G297;0;1;1;0,5;1,5;4
Nord Est;Veneto;VR;G365;0;4,5;11,25;7;5;27,75
Nord Est;Veneto;VR;G481;4;37,5;50,5;28,83;21,5;142,33
Nord Est;Veneto;VR;G489;19,5;94,34;51,4;21,03;18,5;204,77
Nord Est;Veneto;VR;G945;0;23;11,5;17,43;8,19;60,12
Nord Est;Veneto;VR;H048;1;0;1,34;6,5;6;14,84
Nord Est;Veneto;VR;H356;0;5;1;4;5;15
Nord Est;Veneto;VR;H522;0;3,5;6;4,5;6,5;20,5
Nord Est;Veneto;VR;H540;1,5;0,5;9;5,42;10,37;26,79
Nord Est;Veneto;VR;H606;0;0;3;2;5;10
Nord Est;Veneto;VR;H608;3;1;3,5;3,67;5,5;16,67
Nord Est;Veneto;VR;H610;1;6,26;5;3,26;3,17;18,69
Nord Est;Veneto;VR;H712;0;2;1;0;2,81;5,81
Nord Est;Veneto;VR;H714;2;2;3;5;9;21
Nord Est;Veneto;VR;H783;4;34,5;35,51;32,5;18,09;124,6
Nord Est;Veneto;VR;H916;3,16;1,67;3,17;4;10;22
Nord Est;Veneto;VR;H924;1;35,5;54,45;44,83;34,41;170,19
Nord Est;Veneto;VR;H944;0;3;5;0;8;16
Nord Est;Veneto;VR;I003;3;50;48,57;38,67;26,5;166,74
Nord Est;Veneto;VR;I105;0;4,33;2;4;11,33;21,66
Nord Est;Veneto;VR;I109;4;17;16,97;10;20,37;68,34
Nord Est;Veneto;VR;I259;4;25;27,89;19,44;14,17;90,5
Nord Est;Veneto;VR;I292;1;2;2,5;5,45;3,28;14,23
Nord Est;Veneto;VR;I414;1;12;6;4;5;28
Nord Est;Veneto;VR;I594;0;1;4;2,42;3;10,42
Nord Est;Veneto;VR;I775;1;12;15,09;4,25;18,83;51,17
Nord Est;Veneto;VR;I821;1;23,5;29,72;12;13,51;79,73
Nord Est;Veneto;VR;I826;1;28;31,33;22,17;24,16;106,66
Nord Est;Veneto;VR;I850;0;0;1;1,5;3,5;6
Nord Est;Veneto;VR;L136;1;2;4;1;7,67;15,67
Nord Est;Veneto;VR;L287;4;41;13,92;14;10,24;83,16
Nord Est;Veneto;VR;L364;2;5,34;6,95;12,33;18,17;44,79
Nord Est;Veneto;VR;L396;1,5;0;6;2;4,94;14,44
Nord Est;Veneto;VR;L567;2;44,5;39,5;35,5;29,6;151,1
Nord Est;Veneto;VR;L722;0;6,44;2,32;1;1,89;11,65
Nord Est;Veneto;VR;L781;105,39;638,87;798,76;413,4;301,28;2257,7
Nord Est;Veneto;VR;L810;1;4;4;3,28;3;15,28
Nord Est;Veneto;VR;L869;3;18,22;28,44;15,67;20,11;85,44
Nord Est;Veneto;VR;L912;0;1;9;12,9;10,5;33,4
Nord Est;Veneto;VR;L949;5;45;44;41,42;43,14;178,56
Nord Est;Veneto;VR;M172;4,79;21;33,44;19,44;27,75;106,42
Nord Est;Veneto;VR;M178;1;5;6,5;6,5;16,16;35,16
Centro;Lazio;FR;A032;0;1;0;0;0;1
Centro;Lazio;FR;A054;2;5,5;1,5;0;0;9
Centro;Lazio;FR;A081;2;1;2;1;0;6
Centro;Lazio;FR;A123;4,91;25,33;18,7;15;22,53;86,47
Centro;Lazio;FR;A244;0;1;3;2;2;8
Centro;Lazio;FR;A256;2;0;1;1;0,75;4,75
Centro;Lazio;FR;A269;10,17;22,5;26,5;14;16,65;89,82
Centro;Lazio;FR;A310;15,01;33,77;11,67;6,01;3;69,46
Centro;Lazio;FR;A348;0;5;2,2;2,5;1;10,7
Centro;Lazio;FR;A363;3,33;4,5;1;6;12,82;27,65
Centro;Lazio;FR;A421;0;0;2;0;3,75;5,75
Centro;Lazio;FR;A433;5,17;4;5,49;5,09;10,5;30,25
Centro;Lazio;FR;A486;1;0;7,75;0;5,92;14,67
Centro;Lazio;FR;A502;1;2;4;1;1;9
Centro;Lazio;FR;A720;2;5;8;3,33;4;22,33
Centro;Lazio;FR;A763;0;0;0;0;1;1
Centro;Lazio;FR;B195;0;2;1;4;2;9
Centro;Lazio;FR;B543;1;1;0;1;0;3
Centro;Lazio;FR;B862;1;1,66;1,33;1;1;5,99
Centro;Lazio;FR;B919;3;4;1;1,5;3,94;13,44
Centro;Lazio;FR;C034;20;88;64,75;53,46;42,44;268,65
Centro;Lazio;FR;C177;1;0;2,5;0;2;5,5
Centro;Lazio;FR;C223;0;1;0;0;0;1
Centro;Lazio;FR;C338;2;3;1;2;2,67;10,67
Centro;Lazio;FR;C340;0;2;0;2;5,71;9,71
Centro;Lazio;FR;C413;2;8;15,09;11,5;16,56;53,15
Centro;Lazio;FR;C479;1;2,5;7,72;6;6,92;24,14
Centro;Lazio;FR;C545;8;12,75;7;8;9,16;44,91
Centro;Lazio;FR;C836;0;2;1;1,33;4;8,33
Centro;Lazio;FR;C864;2;1;0;1;2;6
Centro;Lazio;FR;C870;0;0;1;0,5;0;1,5
Centro;Lazio;FR;C998;0;0;3;0;0,5;3,5
Centro;Lazio;FR;D440;0;3,5;0,5;0;0;4
Centro;Lazio;FR;D483;0;0;1;1;0;2
Centro;Lazio;FR;D539;9,5;32;16;13,75;18,34;89,59
Centro;Lazio;FR;D591;14;5;1,67;2,5;1;24,17
Centro;Lazio;FR;D667;1,8;2;1;4;5,5;14,3
Centro;Lazio;FR;D682;1;0;1,17;0,17;3;5,34
Centro;Lazio;FR;D810;10,67;41,52;47,08;60,11;35,03;194,41
Centro;Lazio;FR;D819;1;2;0;1;1;5
Centro;Lazio;FR;D881;4;2;0;0;1;7
Centro;Lazio;FR;E057;0;1,75;3,75;2;2,67;10,17
Centro;Lazio;FR;E236;2,96;4;1;2;3;12,96
Centro;Lazio;FR;E340;3;11,97;8,17;7;13,25;43,39
Centro;Lazio;FR;F620;0,17;1;2,78;2,5;12,42;18,87
Centro;Lazio;FR;F740;4;2;4;2;5;17
Centro;Lazio;FR;G276;6;9,5;7;12,3;2;36,8
Centro;Lazio;FR;G362;0;0;0;1;0;1
Centro;Lazio;FR;G374;3;7,28;1;3;2;16,28
Centro;Lazio;FR;G500;1;0;0;0;1;2
Centro;Lazio;FR;G591;0;1;2;1;0,8;4,8
Centro;Lazio;FR;G592;0;1;0;0;3,33;4,33
Centro;Lazio;FR;G598;1;10,33;10,33;6,17;3;30,83
Centro;Lazio;FR;G659;6;18;4,5;8;5,43;41,93
Centro;Lazio;FR;G662;0;0;0;1;3,5;4,5
Centro;Lazio;FR;G749;2;1;3;0,22;3,33;9,55
Centro;Lazio;FR;G838;1;9;11,58;8;10,18;39,76
Centro;Lazio;FR;G935;0;0;0;0;0;0
Centro;Lazio;FR;H324;1,5;6;1;4;4;16,5
Centro;Lazio;FR;H393;0;1;0;0;1;2
Centro;Lazio;FR;H443;0;1,78;5;3,28;15,5;25,56
Centro;Lazio;FR;H779;1;2;0;1,5;0,5;5
Centro;Lazio;FR;H824;2;3,67;2;3;3,4;14,07
Centro;Lazio;FR;H880;2;1;4;0;2;9
Centro;Lazio;FR;H917;0;0;4,75;1;0,5;6,25
Centro;Lazio;FR;I256;2;1;0;1;2;6
Centro;Lazio;FR;I265;0;0;0;0;2;2
Centro;Lazio;FR;I302;0,26;2;2;0,5;1,67;6,43
Centro;Lazio;FR;I321;0;2,5;10,5;2;2,67;17,67
Centro;Lazio;FR;I351;0;0;2,25;0;1;3,25
Centro;Lazio;FR;I364;3,5;2;0;0;0;5,5
Centro;Lazio;FR;I408;0;0,5;1;2;1;4,5
Centro;Lazio;FR;I669;1,66;4;9;6;5,08;25,74
Centro;Lazio;FR;I697;0;0;2;0;0;2
Centro;Lazio;FR;I716;6;7;0;1;4,5;18,5
Centro;Lazio;FR;I838;3;17,78;23,83;18,36;18,75;81,72
Centro;Lazio;FR;I973;0;1;0;0;2;3
Centro;Lazio;FR;L009;4;11;2;4,5;0;21,5
Centro;Lazio;FR;L105;0;0;1;0;0;1
Centro;Lazio;FR;L243;0;4;2;1;0;7
Centro;Lazio;FR;L290;0;0;0;1;3,84;4,84
Centro;Lazio;FR;L398;6,33;19;4;1,5;1;31,83
Centro;Lazio;FR;L437;0;2,5;0;0;1,25;3,75
Centro;Lazio;FR;L598;0;3,5;0;0,5;3;7
Centro;Lazio;FR;L605;0;1;0;0;0;1
Centro;Lazio;FR;L614;2;2;0,08;0,5;1,17;5,75
Centro;Lazio;FR;L780;5,83;4,5;13,98;9;11,64;44,95
Centro;Lazio;FR;L836;0;0;0;1;0;1
Centro;Lazio;FR;L843;1;0,67;7,25;3;1;12,92
Centro;Lazio;FR;L905;0;1;0;1;3,5;5,5
Centro;Lazio;FR;M083;2;1;1;0;0;4
Centro;Lazio;LT;A341;35;182,24;137,88;67,17;53,03;475,32
Centro;Lazio;LT;A707;0;4;3;0,33;1;8,33
Centro;Lazio;LT;B527;1;1,17;1;0;0,5;3,67
Centro;Lazio;LT;C104;2;2;4;2;4,44;14,44
Centro;Lazio;LT;C740;8;56,44;54,11;37,52;21,33;177,4
Centro;Lazio;LT;D003;7,5;15;13,08;9,17;6;50,75
Centro;Lazio;LT;D662;18;32,42;54,95;40;24,17;169,54
Centro;Lazio;LT;D708;25,16;63,23;57,02;53,34;29,99;228,74
Centro;Lazio;LT;D843;14,5;54,11;41,59;34,96;12,42;157,58
Centro;Lazio;LT;E375;4;8;8;4;7,33;31,33
Centro;Lazio;LT;E472;49,33;316,35;255;173,07;98,75;892,5
Centro;Lazio;LT;E527;1;10;3;1;2;17
Centro;Lazio;LT;E798;5,5;7;2;0;2,66;17,16
Centro;Lazio;LT;F224;13,8;51,49;15,83;20,5;14,67;116,29
Centro;Lazio;LT;F616;1;1,71;0;2;9;13,71
Centro;Lazio;LT;F937;9;7,5;4;1,44;1;22,94
Centro;Lazio;LT;G698;9;15,17;16;11,67;5,5;57,34
Centro;Lazio;LT;G865;0;10,5;23,67;19,84;8,94;62,95
Centro;Lazio;LT;G871;4,13;3,8;2;0;2;11,93
Centro;Lazio;LT;H076;3;3,9;2,33;1;1;11,23
Centro;Lazio;LT;H413;4;6,22;2;0;0;12,22
Centro;Lazio;LT;H421;0;2;1;1;2;6
Centro;Lazio;LT;H444;0;0;0;2,33;0;2,33
Centro;Lazio;LT;H647;3,5;48,91;44;38,16;14,96;149,53
Centro;Lazio;LT;H836;7,5;17,17;24,22;7,5;9,42;65,81
Centro;Lazio;LT;I339;2;4;5,5;6,33;3,5;21,33
Centro;Lazio;LT;I634;2;31,66;20,05;14,67;13,33;81,71
Centro;Lazio;LT;I712;9,25;12;13,67;14,03;8,69;57,64
Centro;Lazio;LT;I832;8;2;4;6;4,17;24,17
Centro;Lazio;LT;I892;11;6,56;6;3;5;31,56
Centro;Lazio;LT;I902;2,66;0;2;1;2;7,66
Centro;Lazio;LT;L120;29,89;107,73;100,23;50,05;48,54;336,44
Centro;Lazio;LT;L742;0;1;2;1;0;4
Centro;Lazio;RI;A019;1;1;1;0;1,92;4,92
Centro;Lazio;RI;A258;8,99;14;8,16;2,33;4,16;37,64
Centro;Lazio;RI;A315;1;3;3,19;1;4;12,19
Centro;Lazio;RI;A464;0,25;1,5;0;1;0;2,75
Centro;Lazio;RI;A472;2;4;1;3;1,5;11,5
Centro;Lazio;RI;A765;0;1;0;0;0,5;1,5
Centro;Lazio;RI;A981;0;3;2;1,5;1;7,5
Centro;Lazio;RI;A996;0;1;0,17;0;0;1,17
Centro;Lazio;RI;B008;11,94;14;9,73;6;6;47,67
Centro;Lazio;RI;B595;2,83;4,94;1;1;0,25;10,02
Centro;Lazio;RI;B627;2;1,5;3,67;0,5;5;12,67
Centro;Lazio;RI;B631;0;3;4;2;4;13
Centro;Lazio;RI;B934;1;3;0;3;2;9
Centro;Lazio;RI;C098;2;0;0;0;1;3
Centro;Lazio;RI;C224;3;3;3;1;2;12
Centro;Lazio;RI;C268;1;2;1,5;0;0;4,5
Centro;Lazio;RI;C746;3;8;8,75;8,69;11,69;40,13
Centro;Lazio;RI;C749;1,42;0;0,5;0;1;2,92
Centro;Lazio;RI;C841;2;3;1;0;0;6
Centro;Lazio;RI;C857;0;1;2;0;0;3
Centro;Lazio;RI;C859;0;2,51;0;0;0;2,51
Centro;Lazio;RI;C876;0;2,75;0;0;2;4,75
Centro;Lazio;RI;C880;0;1;0;0;0;1
Centro;Lazio;RI;C946;1;0;0;0;0;1
Centro;Lazio;RI;C959;3;0;2;0,8;0;5,8
Centro;Lazio;RI;C969;1;3;5,17;9,25;7,5;25,92
Centro;Lazio;RI;D124;1;3;2;2;1;9
Centro;Lazio;RI;D493;8;24,62;24,25;17,81;17,17;91,85
Centro;Lazio;RI;D560;1;5;6,5;0;0;12,5
Centro;Lazio;RI;D689;1;8;7;5,01;5;26,01
Centro;Lazio;RI;D785;1,42;2;1;0;1;5,42
Centro;Lazio;RI;E160;1;2,5;5;1;1;10,5
Centro;Lazio;RI;E393;1;0;0;0;1;2
Centro;Lazio;RI;E535;4,58;16;4,25;4,67;2,75;32,25
Centro;Lazio;RI;E681;3,5;1;2;0;2;8,5
Centro;Lazio;RI;E812;1;4,67;4,17;2;2;13,84
Centro;Lazio;RI;E927;0;2,75;1,8;0,75;0;5,3
Centro;Lazio;RI;F193;10;6;1;0;0;17
Centro;Lazio;RI;F319;0;1;1;0;3;5
Centro;Lazio;RI;F430;0;0;1;1;1;3
Centro;Lazio;RI;F446;1;0,34;1;1;3,5;6,84
Centro;Lazio;RI;F541;3;3;0;2;1;9
Centro;Lazio;RI;F579;0;2;0;1;1;4
Centro;Lazio;RI;F619;2,01;0,5;1,5;1,5;1;6,51
Centro;Lazio;RI;F687;2;6,33;12,33;1;4;25,66
Centro;Lazio;RI;F746;1;1;0;0;0;2
Centro;Lazio;RI;F876;0;0;0;0,83;0;0,83
Centro;Lazio;RI;G232;1;1;1;2;2;7
Centro;Lazio;RI;G498;6;4;5;1;0,5;16,5
Centro;Lazio;RI;G507;0;1;1;1;1;4
Centro;Lazio;RI;G513;6,66;12,75;4,34;2,92;3,25;29,92
Centro;Lazio;RI;G756;1;8;0;0,67;2;11,67
Centro;Lazio;RI;G757;1,5;2,33;2;0;5,1;10,93
Centro;Lazio;RI;G763;6;22,5;25,27;9,33;3,38;66,48
Centro;Lazio;RI;G764;3;4;2;1;0;10
Centro;Lazio;RI;G765;2;7;8;0;3;20
Centro;Lazio;RI;G770;0;4,23;2;1;3,5;10,73
Centro;Lazio;RI;G934;1;1,75;4;0;0,5;7,25
Centro;Lazio;RI;G951;4;4,67;0;0;0;8,67
Centro;Lazio;RI;H282;25;82,16;81,29;61,07;52,47;301,99
Centro;Lazio;RI;H354;0;1;1;2;0;4
Centro;Lazio;RI;H427;0;0;1;1;1;3
Centro;Lazio;RI;H446;7,5;5;4,17;4;0;20,67
Centro;Lazio;RI;H713;0;0,5;1;0;0;1,5
Centro;Lazio;RI;I499;7;8;11,5;5,5;4;36
Centro;Lazio;RI;I581;1;2;0;0;2;5
Centro;Lazio;RI;I959;3;6,5;6;1,5;3;20
Centro;Lazio;RI;L046;2;10;3;0;9;24
Centro;Lazio;RI;L189;5;7;4;0;1;17
Centro;Lazio;RI;L286;1;4,5;3;1;3,5;13
Centro;Lazio;RI;L293;1;1;1;0,67;5;8,67
Centro;Lazio;RI;L525;0;0;0;0;0;0
Centro;Lazio;RI;L676;2;1;1;0;0;4
Centro;Lazio;RM;A062;0;1,5;1;1;1;4,5
Centro;Lazio;RM;A084;3;1;1;7,25;1;13,25
Centro;Lazio;RM;A132;18;120,98;116,47;32,22;24,5;312,17
Centro;Lazio;RM;A210;5;9,89;9,88;2,89;1,5;29,16
Centro;Lazio;RM;A297;10;35,17;21,59;16,67;21,71;105,14
Centro;Lazio;RM;A309;1;2,5;4;1;3;11,5
Centro;Lazio;RM;A323;27,66;231,04;220,6;91,28;81,67;652,25
Centro;Lazio;RM;A370;8,49;10;2,5;1;2;23,99
Centro;Lazio;RM;A401;5;24;26,83;13,94;21,67;91,44
Centro;Lazio;RM;A446;0;1;3;1;1;6
Centro;Lazio;RM;A449;3,5;13;15;13,5;7,06;52,06
Centro;Lazio;RM;A749;3;7,55;2,5;1;0;14,05
Centro;Lazio;RM;B114;11;59,17;38,58;26,33;15,85;150,93
Centro;Lazio;RM;B472;1;3;4;0,75;0;8,75
Centro;Lazio;RM;B496;7;22;11;12,66;14;66,66
Centro;Lazio;RM;B576;0;5;5;5,75;8,5;24,25
Centro;Lazio;RM;B632;0;3;0;0;0;3
Centro;Lazio;RM;B635;0;1;0;0;0;1
Centro;Lazio;RM;B649;5;31,33;37,33;10;6,49;90,15
Centro;Lazio;RM;B687;2;1;1;0;0;4
Centro;Lazio;RM;B828;4;11,06;5,17;0,5;0;20,73
Centro;Lazio;RM;B932;2;3,67;5,33;0;0;11
Centro;Lazio;RM;C116;6;13,67;6;6,5;11,1;43,27
Centro;Lazio;RM;C203;6;10,17;13;7;6;42,17
Centro;Lazio;RM;C237;6;11;12,5;5;6;40,5
Centro;Lazio;RM;C266;0;1;0;4;1,33;6,33
Centro;Lazio;RM;C390;4;23,25;19,43;7;4;57,68
Centro;Lazio;RM;C518;0;3;0;2,01;1;6,01
Centro;Lazio;RM;C543;1;2,5;1,5;1;2;8
Centro;Lazio;RM;C552;44,5;124,19;69,45;44,15;39,45;321,74
Centro;Lazio;RM;C677;4;2,5;2;0;0;8,5
Centro;Lazio;RM;C702;1;2;0;0;0;3
Centro;Lazio;RM;C767;1;31,32;20,33;5;9,84;67,49
Centro;Lazio;RM;C773;24,03;145,78;114,08;52,87;27,97;364,73
Centro;Lazio;RM;C784;5,75;5,5;1;0;0;12,25
Centro;Lazio;RM;C858;3;39,11;35,64;24,89;10,49;113,13
Centro;Lazio;RM;C900;0;4;12,33;0;1;17,33
Centro;Lazio;RM;D561;9;34;24;11,23;7,5;85,73
Centro;Lazio;RM;D586;1;0;3;1,25;0;5,25
Centro;Lazio;RM;D707;3;28,21;18,34;18,5;21,21;89,26
Centro;Lazio;RM;D773;4,5;50,05;49,17;31,62;18,5;153,84
Centro;Lazio;RM;D875;9;13,27;13,33;7;7;49,6
Centro;Lazio;RM;D945;1;4,5;1;2;3,5;12
Centro;Lazio;RM;D964;5;12;3,5;3;9;32,5
Centro;Lazio;RM;D972;13,5;35,33;34,62;20,33;13,97;117,75
Centro;Lazio;RM;D978;8;2;3,5;1,78;2,89;18,17
Centro;Lazio;RM;E091;0;0;0;1;0;1
Centro;Lazio;RM;E204;10,5;43,5;36,33;17,67;27;135
Centro;Lazio;RM;E263;34,47;347,1;217,46;139,57;59,66;798,26
Centro;Lazio;RM;E382;2,17;0;0;0,33;0;2,5
Centro;Lazio;RM;E392;1;19;13,17;9;5,5;47,67
Centro;Lazio;RM;E576;0;3,42;1;1;0;5,42
Centro;Lazio;RM;E813;0;1;4,34;0;0;5,34
Centro;Lazio;RM;E900;5,67;25;19,9;19;15,5;85,07
Centro;Lazio;RM;E908;1;1;2,33;1;0,17;5,5
Centro;Lazio;RM;E924;4;6;1,5;5;3,5;20
Centro;Lazio;RM;E958;49,33;304,34;110,25;53,48;46,42;563,82
Centro;Lazio;RM;F064;1;1;2,33;4;3;11,33
Centro;Lazio;RM;F127;11,5;70,96;24,54;16;11,17;134,17
Centro;Lazio;RM;F477;8;36;22,25;14,25;3,33;83,83
Centro;Lazio;RM;F504;1;1;2;0;0;4
Centro;Lazio;RM;F534;1;7,17;2;2,13;2;14,3
Centro;Lazio;RM;F545;1;9,5;4,5;8;3,5;26,5
Centro;Lazio;RM;F590;0;14;16,5;7,5;5,08;43,08
Centro;Lazio;RM;F611;22,25;137,83;88,04;38,54;17,14;303,8
Centro;Lazio;RM;F692;1;6,5;6;1;1,33;15,83
Centro;Lazio;RM;F730;0;5;0;2;1,1;8,1
Centro;Lazio;RM;F734;6;18,5;9,5;6,5;12;52,5
Centro;Lazio;RM;F857;1;2;1;0;0;4
Centro;Lazio;RM;F865;3;8,5;0,25;2;3,13;16,88
Centro;Lazio;RM;F871;5;6;3,5;2;0;16,5
Centro;Lazio;RM;F880;57,17;170,36;96,97;44,73;26,67;395,9
Centro;Lazio;RM;G022;7,42;21,5;14;6;3;51,92
Centro;Lazio;RM;G274;11;31,61;20,5;11,5;19,5;94,11
Centro;Lazio;RM;G293;11;22,5;18,72;7,26;15,5;74,98
Centro;Lazio;RM;G444;0;1;0;0;0;1
Centro;Lazio;RM;G704;0;3,5;0;1;0;4,5
Centro;Lazio;RM;G784;2,5;2,5;4;1;3;13
Centro;Lazio;RM;G811;69,5;270,23;174,31;57,41;30,17;601,62
Centro;Lazio;RM;G874;0;4;1;1;1;7
Centro;Lazio;RM;H267;0;17,67;25;12;8;62,67
Centro;Lazio;RM;H288;3;23;12;8,5;11,67;58,17
Centro;Lazio;RM;H300;5,34;2,67;1;0;0;9,01
Centro;Lazio;RM;H387;1;0;1;0;0;2
Centro;Lazio;RM;H401;3;0;0;0;1;4
Centro;Lazio;RM;H404;13;45,92;23;16;13,03;110,95
Centro;Lazio;RM;H411;2;2;0;0;1;5
Centro;Lazio;RM;H432;7;18;16;16;16,17;73,17
Centro;Lazio;RM;H441;0;3;2;1;0;6
Centro;Lazio;RM;H494;3;1,67;0;2,5;1;8,17
Centro;Lazio;RM;H501;2196,21;11355,76;7473,42;3621,42;2457,43;27104,24
Centro;Lazio;RM;H618;1;3,67;2;0;0,33;7
Centro;Lazio;RM;H658;4;12;12;9;11,53;48,53
Centro;Lazio;RM;H745;2,75;3,68;0,88;0;1;8,31
Centro;Lazio;RM;H942;1;2;1;1;0;5
Centro;Lazio;RM;I125;7;4;4;2;4;21
Centro;Lazio;RM;I255;28,34;142,67;71,92;30,5;20,72;294,15
Centro;Lazio;RM;I284;3,56;12,95;6,63;5;1;29,14
Centro;Lazio;RM;I352;4,42;4,5;7,31;1;2,5;19,73
Centro;Lazio;RM;I400;1;6,8;2;1,83;1,75;13,38
Centro;Lazio;RM;I424;0,89;3,08;0;0;1;4,97
Centro;Lazio;RM;I573;10;17,75;15,5;10,5;12,83;66,58
Centro;Lazio;RM;I992;14;27,75;11,67;7;6;66,42
Centro;Lazio;RM;L182;36,5;150,82;97,55;51,89;27,16;363,92
Centro;Lazio;RM;L192;7,42;15,17;6;6,17;2,25;37,01
Centro;Lazio;RM;L302;1,11;1;3;0;0,11;5,22
Centro;Lazio;RM;L401;8,75;21,46;13,83;11,29;14,5;69,83
Centro;Lazio;RM;L611;1;2;0,5;0;0;3,5
Centro;Lazio;RM;L625;1;2;0;0;0;3
Centro;Lazio;RM;L639;6;22,66;17,5;9;3,5;58,66
Centro;Lazio;RM;L719;20,84;105,95;72,97;46,75;53,58;300,09
Centro;Lazio;RM;L851;7;6,68;11;5;1;30,68
Centro;Lazio;RM;M095;0;0,75;1,75;0;0;2,5
Centro;Lazio;RM;M141;16;39,75;19,33;12;17;104,08
Centro;Lazio;RM;M207;1;18,01;23,61;8,67;14,08;65,37
Centro;Lazio;RM;M212;38,63;216,48;132,53;40;27,58;455,22
Centro;Lazio;RM;M213;62,25;255,37;131,7;57,21;55,17;561,7
Centro;Lazio;RM;M272;23;115,41;83,19;35,8;11,7;269,1
Centro;Lazio;RM;M295;2,9;25,44;15;14;14,43;71,77
Centro;Lazio;RM;M297;30,75;400,3;136,64;93,89;76,41;737,99
Centro;Lazio;VT;A040;2,5;12,5;9,8;5;8,67;38,47
Centro;Lazio;VT;A412;0;2;0;1;0;3
Centro;Lazio;VT;A577;2;3,67;4;4;6;19,67
Centro;Lazio;VT;A628;1,8;1,8;0,5;1;4;9,1
Centro;Lazio;VT;A701;2;2;2;4,83;1;11,83
Centro;Lazio;VT;A704;1;9,25;8;2,5;6,22;26,97
Centro;Lazio;VT;A706;3;2;4;3,34;0,67;13,01
Centro;Lazio;VT;A857;2;10,5;7,33;3,5;4;27,33
Centro;Lazio;VT;A949;7,42;9,83;4,67;5;3;29,92
Centro;Lazio;VT;A955;4;4;0;3;1,67;12,67
Centro;Lazio;VT;B388;2;0;0;0;1;3
Centro;Lazio;VT;B597;1;7,92;2;0;1,5;12,42
Centro;Lazio;VT;B604;1;12,94;20,67;6;1;41,61
Centro;Lazio;VT;B663;6;9,5;3;4;1;23,5
Centro;Lazio;VT;B688;6;18;13,39;11,11;7,75;56,25
Centro;Lazio;VT;B691;4;12,33;9;9;5;39,33
Centro;Lazio;VT;B735;2,83;5,83;10;3;3,5;25,16
Centro;Lazio;VT;C269;0;1;4;1,25;4;10,25
Centro;Lazio;VT;C315;0;6,5;5,5;1,83;2,92;16,75
Centro;Lazio;VT;C446;0;0;6,75;0;2,5;9,25
Centro;Lazio;VT;C447;4;4;2;0;1;11
Centro;Lazio;VT;C765;6;26;25,17;15,5;2,5;75,17
Centro;Lazio;VT;C780;2;5;2;0;2,75;11,75
Centro;Lazio;VT;C988;1;4,22;5;3,8;2,22;16,24
Centro;Lazio;VT;D024;15,5;52,96;50,6;27,63;22,33;169,02
Centro;Lazio;VT;D452;6;9;4;11;4;34
Centro;Lazio;VT;D475;2;0;1;2;0,17;5,17
Centro;Lazio;VT;D503;4;5,75;1;2;2,17;14,92
Centro;Lazio;VT;D870;2;1;1,67;0;0;4,67
Centro;Lazio;VT;E126;0;5;0;0;2;7
Centro;Lazio;VT;E128;3,34;1,67;5;1,5;3,17;14,68
Centro;Lazio;VT;E210;4;9,84;7,5;2;4;27,34
Centro;Lazio;VT;E330;3,8;8;4,5;5;1,83;23,13
Centro;Lazio;VT;E467;3;3,67;1;1;1;9,67
Centro;Lazio;VT;E713;0;0;2;1;1;4
Centro;Lazio;VT;E978;4;6;7,5;9;5;31,5
Centro;Lazio;VT;F419;16;62,16;30,49;11;5;124,65
Centro;Lazio;VT;F499;2,11;17;24,3;18;12;73,41
Centro;Lazio;VT;F603;3,5;7;5;2;2;19,5
Centro;Lazio;VT;F606;0;8;6;3;26,6;43,6
Centro;Lazio;VT;F868;3,5;22;25,91;24,87;15,4;91,68
Centro;Lazio;VT;G065;1;3,5;2,5;1;1;9
Centro;Lazio;VT;G111;1;12;5,8;5,5;4,5;28,8
Centro;Lazio;VT;G135;4,5;16,63;24;12;8;65,13
Centro;Lazio;VT;G571;2,5;4;2,95;2;1;12,45
Centro;Lazio;VT;H071;0;0;0;0;5;5
Centro;Lazio;VT;H534;7,5;27;27,07;13;19,53;94,1
Centro;Lazio;VT;H913;1;4,17;9,5;1;5,17;20,84
Centro;Lazio;VT;H969;0;1;0,5;2;1;4,5
Centro;Lazio;VT;I855;5,3;19;8,5;6,25;6,5;45,55
Centro;Lazio;VT;L017;2;8;15,5;19,25;15;59,75
Centro;Lazio;VT;L150;0;2;1;0;1;4
Centro;Lazio;VT;L310;2;10,44;19;9,5;11,45;52,39
Centro;Lazio;VT;L569;6,63;10;4,5;2;2,66;25,79
Centro;Lazio;VT;L612;1;7,5;2,75;4,5;0;15,75
Centro;Lazio;VT;L713;2,5;2,39;4;1;3;12,89
