AREA;Regione;prov;2014_CodFitt;NTN_2014_Box;NTN_2014_Depositi_Pert
Nord Ovest;Lombardia;PV;H450;0;0
Nord Ovest;Lombardia;PV;H491;4,5;0
Nord Ovest;Lombardia;PV;H505;3;2
Nord Ovest;Lombardia;PV;H527;16;0
Nord Ovest;Lombardia;PV;H559;2;0
Nord Ovest;Lombardia;PV;H614;0;0
Nord Ovest;Lombardia;PV;H637;0;1
Nord Ovest;Lombardia;PV;H799;3;0
Nord Ovest;Lombardia;PV;H814;0;0
Nord Ovest;Lombardia;PV;H859;30,5;1,5
Nord Ovest;Lombardia;PV;H885;6;1
Nord Ovest;Lombardia;PV;I014;57,5;13,03
Nord Ovest;Lombardia;PV;I048;14,02;1
Nord Ovest;Lombardia;PV;I175;14,33;2
Nord Ovest;Lombardia;PV;I203;2,5;1,5
Nord Ovest;Lombardia;PV;I213;4,33;0,5
Nord Ovest;Lombardia;PV;I230;2;1,5
Nord Ovest;Lombardia;PV;I236;43,25;1
Nord Ovest;Lombardia;PV;I237;8;0
Nord Ovest;Lombardia;PV;I276;2;0
Nord Ovest;Lombardia;PV;I416;0;1
Nord Ovest;Lombardia;PV;I447;5,17;1
Nord Ovest;Lombardia;PV;I487;3;0
Nord Ovest;Lombardia;PV;I599;0;0
Nord Ovest;Lombardia;PV;I739;1;0
Nord Ovest;Lombardia;PV;I825;7,5;0
Nord Ovest;Lombardia;PV;I894;4;1
Nord Ovest;Lombardia;PV;I968;61,37;6
Nord Ovest;Lombardia;PV;L237;6;0
Nord Ovest;Lombardia;PV;L250;1;0
Nord Ovest;Lombardia;PV;L256;3;1
Nord Ovest;Lombardia;PV;L262;2;0
Nord Ovest;Lombardia;PV;L269;26,5;0
Nord Ovest;Lombardia;PV;L285;18,76;1
Nord Ovest;Lombardia;PV;L292;1;2
Nord Ovest;Lombardia;PV;L440;25,5;4
Nord Ovest;Lombardia;PV;L449;19;0,5
Nord Ovest;Lombardia;PV;L453;1;0
Nord Ovest;Lombardia;PV;L562;2,2;0
Nord Ovest;Lombardia;PV;L568;1;0
Nord Ovest;Lombardia;PV;L593;9,28;0
Nord Ovest;Lombardia;PV;L617;6,25;2
Nord Ovest;Lombardia;PV;L659;2;0
Nord Ovest;Lombardia;PV;L690;11,33;5,5
Nord Ovest;Lombardia;PV;L716;0;0
Nord Ovest;Lombardia;PV;L720;24;1
Nord Ovest;Lombardia;PV;L784;0,75;0
Nord Ovest;Lombardia;PV;L788;1,5;1
Nord Ovest;Lombardia;PV;L854;53,58;1,75
Nord Ovest;Lombardia;PV;L872;421,35;55,19
Nord Ovest;Lombardia;PV;L917;0;0
Nord Ovest;Lombardia;PV;L983;2,5;0
Nord Ovest;Lombardia;PV;L994;13;1
Nord Ovest;Lombardia;PV;M079;6;0
Nord Ovest;Lombardia;PV;M109;291,73;18,94
Nord Ovest;Lombardia;PV;M119;0;0
Nord Ovest;Lombardia;PV;M150;3;1
Nord Ovest;Lombardia;PV;M152;12;2
Nord Ovest;Lombardia;PV;M161;4;0
Nord Ovest;Lombardia;PV;M162;1;0
Nord Ovest;Lombardia;PV;M166;0;0
Nord Ovest;Lombardia;PV;M167;7,25;0
Nord Ovest;Lombardia;PV;M180;6;0
Nord Ovest;Lombardia;PV;M338;4;1
Nord Ovest;Lombardia;SO;A135;1;1,6
Nord Ovest;Lombardia;SO;A172;4;15
Nord Ovest;Lombardia;SO;A273;1;1,33
Nord Ovest;Lombardia;SO;A337;20,67;9
Nord Ovest;Lombardia;SO;A382;12;4
Nord Ovest;Lombardia;SO;A777;0;1
Nord Ovest;Lombardia;SO;A787;1;7,72
Nord Ovest;Lombardia;SO;A848;0;5
Nord Ovest;Lombardia;SO;B049;50,33;35,97
Nord Ovest;Lombardia;SO;B255;0;5
Nord Ovest;Lombardia;SO;B366;7;3,33
Nord Ovest;Lombardia;SO;B530;17,83;12,66
Nord Ovest;Lombardia;SO;B993;9,16;10,08
Nord Ovest;Lombardia;SO;C186;0;0
Nord Ovest;Lombardia;SO;C325;0,08;2,88
Nord Ovest;Lombardia;SO;C418;0;1
Nord Ovest;Lombardia;SO;C493;0,66;1,66
Nord Ovest;Lombardia;SO;C623;46,89;15,38
Nord Ovest;Lombardia;SO;C628;32,33;18,27
Nord Ovest;Lombardia;SO;C651;7,5;5,83
Nord Ovest;Lombardia;SO;C709;3;1
Nord Ovest;Lombardia;SO;C785;3;9,75
Nord Ovest;Lombardia;SO;C903;2,66;6,99
Nord Ovest;Lombardia;SO;D088;26,13;16,94
Nord Ovest;Lombardia;SO;D258;5;1
Nord Ovest;Lombardia;SO;D266;5,53;3,58
Nord Ovest;Lombardia;SO;D377;22,99;0,85
Nord Ovest;Lombardia;SO;D456;2;0
Nord Ovest;Lombardia;SO;D694;0;2
Nord Ovest;Lombardia;SO;D830;1;2
Nord Ovest;Lombardia;SO;D990;3;7
Nord Ovest;Lombardia;SO;E090;2;5,49
Nord Ovest;Lombardia;SO;E200;13,75;13,5
Nord Ovest;Lombardia;SO;E201;6,33;7
Nord Ovest;Lombardia;SO;E342;19,47;5,14
Nord Ovest;Lombardia;SO;E443;13;5,25
Nord Ovest;Lombardia;SO;E621;66;39,14
Nord Ovest;Lombardia;SO;E705;1;0
Nord Ovest;Lombardia;SO;E896;1,5;1,66
Nord Ovest;Lombardia;SO;F070;1;1
Nord Ovest;Lombardia;SO;F115;2;5
Nord Ovest;Lombardia;SO;F121;0;0
Nord Ovest;Lombardia;SO;F153;3,5;5
Nord Ovest;Lombardia;SO;F393;11,5;6,2
Nord Ovest;Lombardia;SO;F712;81,58;13,48
Nord Ovest;Lombardia;SO;F956;13;4,84
Nord Ovest;Lombardia;SO;G410;0;2
Nord Ovest;Lombardia;SO;G431;3;3
Nord Ovest;Lombardia;SO;G572;2;1
Nord Ovest;Lombardia;SO;G576;2,33;4,83
Nord Ovest;Lombardia;SO;G718;7;3,45
Nord Ovest;Lombardia;SO;G829;4,5;4,53
Nord Ovest;Lombardia;SO;G937;1;0
Nord Ovest;Lombardia;SO;G993;8,5;3
Nord Ovest;Lombardia;SO;H192;0;0
Nord Ovest;Lombardia;SO;H493;1;0
Nord Ovest;Lombardia;SO;H752;5;6
Nord Ovest;Lombardia;SO;H868;2;4,5
Nord Ovest;Lombardia;SO;I636;0;2
Nord Ovest;Lombardia;SO;I828;7,5;7
Nord Ovest;Lombardia;SO;I829;213,31;68,57
Nord Ovest;Lombardia;SO;I928;1;1
Nord Ovest;Lombardia;SO;L035;7;5,33
Nord Ovest;Lombardia;SO;L056;0;0,81
Nord Ovest;Lombardia;SO;L084;4,58;16,08
Nord Ovest;Lombardia;SO;L175;38,97;7,5
Nord Ovest;Lombardia;SO;L244;2,92;6,32
Nord Ovest;Lombardia;SO;L316;0;0
Nord Ovest;Lombardia;SO;L330;13,17;3
Nord Ovest;Lombardia;SO;L392;4,33;6
Nord Ovest;Lombardia;SO;L557;35,77;15,63
Nord Ovest;Lombardia;SO;L563;36,86;31
Nord Ovest;Lombardia;SO;L576;23;11,5
Nord Ovest;Lombardia;SO;L638;0;8,21
Nord Ovest;Lombardia;SO;L749;2;7,5
Nord Ovest;Lombardia;SO;L799;0;0
Nord Ovest;Lombardia;SO;L907;0,75;8,13
Nord Ovest;Lombardia;SO;L908;3,5;7,25
Nord Ovest;Lombardia;VA;A085;9,6;0,6
Nord Ovest;Lombardia;VA;A167;26,93;0
Nord Ovest;Lombardia;VA;A290;16,3;0
Nord Ovest;Lombardia;VA;A371;78,83;6,5
Nord Ovest;Lombardia;VA;A441;18;0
Nord Ovest;Lombardia;VA;A531;27;5
Nord Ovest;Lombardia;VA;A532;1;0
Nord Ovest;Lombardia;VA;A619;14,83;2,67
Nord Ovest;Lombardia;VA;A645;9;0
Nord Ovest;Lombardia;VA;A705;1,05;0
Nord Ovest;Lombardia;VA;A728;9,67;1
Nord Ovest;Lombardia;VA;A819;13;1,28
Nord Ovest;Lombardia;VA;A825;35,25;3
Nord Ovest;Lombardia;VA;A826;36,89;2,68
Nord Ovest;Lombardia;VA;A845;16,39;3
Nord Ovest;Lombardia;VA;A891;15,5;1
Nord Ovest;Lombardia;VA;A918;16,5;1
Nord Ovest;Lombardia;VA;B126;14,03;2
Nord Ovest;Lombardia;VA;B131;4,5;0
Nord Ovest;Lombardia;VA;B150;4,75;0
Nord Ovest;Lombardia;VA;B166;18,66;5,5
Nord Ovest;Lombardia;VA;B182;3;1
Nord Ovest;Lombardia;VA;B191;6,17;0,75
Nord Ovest;Lombardia;VA;B219;0;0
Nord Ovest;Lombardia;VA;B228;15,24;2
Nord Ovest;Lombardia;VA;B258;32,33;2
Nord Ovest;Lombardia;VA;B300;648,79;87,32
Nord Ovest;Lombardia;VA;B312;1;0
Nord Ovest;Lombardia;VA;B326;20,28;4
Nord Ovest;Lombardia;VA;B347;5;2
Nord Ovest;Lombardia;VA;B368;37,5;0
Nord Ovest;Lombardia;VA;B634;30;4
Nord Ovest;Lombardia;VA;B732;6;1
Nord Ovest;Lombardia;VA;B754;121,7;8,5
Nord Ovest;Lombardia;VA;B796;42;5,08
Nord Ovest;Lombardia;VA;B805;195,63;15,74
Nord Ovest;Lombardia;VA;B807;14,1;1
Nord Ovest;Lombardia;VA;B875;22,17;2
Nord Ovest;Lombardia;VA;B921;5,5;1
Nord Ovest;Lombardia;VA;B949;22,11;2
Nord Ovest;Lombardia;VA;B987;30,05;0,03
Nord Ovest;Lombardia;VA;B999;3;0
Nord Ovest;Lombardia;VA;C004;134,55;13,57
Nord Ovest;Lombardia;VA;C139;158,34;21,74
Nord Ovest;Lombardia;VA;C181;10,83;1
Nord Ovest;Lombardia;VA;C273;8;0
Nord Ovest;Lombardia;VA;C300;54,27;8,16
Nord Ovest;Lombardia;VA;C343;21,88;1
Nord Ovest;Lombardia;VA;C382;26,25;1
Nord Ovest;Lombardia;VA;C409;0;0
Nord Ovest;Lombardia;VA;C732;95,41;8
Nord Ovest;Lombardia;VA;C751;19;0
Nord Ovest;Lombardia;VA;C796;8,5;0
Nord Ovest;Lombardia;VA;C810;11,93;1
Nord Ovest;Lombardia;VA;C911;5,45;0
Nord Ovest;Lombardia;VA;C922;24,5;1
Nord Ovest;Lombardia;VA;D144;6;0
Nord Ovest;Lombardia;VA;D185;3;0
Nord Ovest;Lombardia;VA;D192;34,5;2
Nord Ovest;Lombardia;VA;D199;14,5;5,33
Nord Ovest;Lombardia;VA;D204;21,5;1,67
Nord Ovest;Lombardia;VA;D217;1;2
Nord Ovest;Lombardia;VA;D238;11;0
Nord Ovest;Lombardia;VA;D239;3;3
Nord Ovest;Lombardia;VA;D256;12,5;0
Nord Ovest;Lombardia;VA;D384;9,67;5
Nord Ovest;Lombardia;VA;D385;0;1
Nord Ovest;Lombardia;VA;D467;63,39;10,16
Nord Ovest;Lombardia;VA;D543;48,25;6
Nord Ovest;Lombardia;VA;D551;4;1
Nord Ovest;Lombardia;VA;D869;423,05;51,34
Nord Ovest;Lombardia;VA;D871;11;0
Nord Ovest;Lombardia;VA;D946;85,71;3,34
Nord Ovest;Lombardia;VA;D951;26,83;1,5
Nord Ovest;Lombardia;VA;D963;15,8;0
Nord Ovest;Lombardia;VA;D981;84,52;10,21
Nord Ovest;Lombardia;VA;D987;23,5;0
Nord Ovest;Lombardia;VA;E079;21,67;3
Nord Ovest;Lombardia;VA;E101;22,67;4
Nord Ovest;Lombardia;VA;E102;53,2;3,5
Nord Ovest;Lombardia;VA;E104;7;0
Nord Ovest;Lombardia;VA;E144;3,27;0
Nord Ovest;Lombardia;VA;E292;6;0
Nord Ovest;Lombardia;VA;E299;69,81;4
Nord Ovest;Lombardia;VA;E367;32,03;5,33
Nord Ovest;Lombardia;VA;E386;27,33;1,44
Nord Ovest;Lombardia;VA;E494;49,37;4
Nord Ovest;Lombardia;VA;E496;83,1;19
Nord Ovest;Lombardia;VA;E510;35,5;5
Nord Ovest;Lombardia;VA;E529;12;0
Nord Ovest;Lombardia;VA;E665;50,5;3,5
Nord Ovest;Lombardia;VA;E666;63,17;10,25
Nord Ovest;Lombardia;VA;E707;14;1
Nord Ovest;Lombardia;VA;E734;103,34;15,5
Nord Ovest;Lombardia;VA;E769;12,75;1
Nord Ovest;Lombardia;VA;E856;4,5;0
Nord Ovest;Lombardia;VA;E863;138,8;21
Nord Ovest;Lombardia;VA;E929;19,66;0,33
Nord Ovest;Lombardia;VA;E965;65,3;7
Nord Ovest;Lombardia;VA;F002;0,5;3
Nord Ovest;Lombardia;VA;F007;0;1
Nord Ovest;Lombardia;VA;F134;14;2
Nord Ovest;Lombardia;VA;F154;10;2
Nord Ovest;Lombardia;VA;F526;10;0,14
Nord Ovest;Lombardia;VA;F703;11;0
Nord Ovest;Lombardia;VA;F711;24,67;1,5
Nord Ovest;Lombardia;VA;F736;30,76;1,06
Nord Ovest;Lombardia;VA;G008;26;0
Nord Ovest;Lombardia;VA;G028;108;3,5
Nord Ovest;Lombardia;VA;G103;118,08;7,96
Nord Ovest;Lombardia;VA;G105;1;0
Nord Ovest;Lombardia;VA;G906;10,5;2
Nord Ovest;Lombardia;VA;G907;15,83;3,83
Nord Ovest;Lombardia;VA;H173;1;0
Nord Ovest;Lombardia;VA;H174;17,5;8
Nord Ovest;Lombardia;VA;H723;17;4
Nord Ovest;Lombardia;VA;H736;79,26;4
Nord Ovest;Lombardia;VA;H872;11;2
Nord Ovest;Lombardia;VA;I441;357,3;18,52
Nord Ovest;Lombardia;VA;I688;77,89;6,5
Nord Ovest;Lombardia;VA;I793;34;1
Nord Ovest;Lombardia;VA;I794;37,4;1
Nord Ovest;Lombardia;VA;I819;131,25;11
Nord Ovest;Lombardia;VA;L003;29,72;1,39
Nord Ovest;Lombardia;VA;L032;12,5;0
Nord Ovest;Lombardia;VA;L115;20;2
Nord Ovest;Lombardia;VA;L319;134,21;7,5
Nord Ovest;Lombardia;VA;L342;37,5;1
Nord Ovest;Lombardia;VA;L480;78,15;3,07
Nord Ovest;Lombardia;VA;L577;12;0
Nord Ovest;Lombardia;VA;L671;15,07;4
Nord Ovest;Lombardia;VA;L682;627,59;91,58
Nord Ovest;Lombardia;VA;L703;57;0,24
Nord Ovest;Lombardia;VA;L733;34,49;3,02
Nord Ovest;Lombardia;VA;L734;61,15;2
Nord Ovest;Lombardia;VA;L765;37,25;9
Nord Ovest;Lombardia;VA;L876;24,5;2,5
Nord Ovest;Lombardia;VA;M101;5,98;1
Nord Ovest;Lombardia;VA;M339;19,83;6,75
Nord Ovest;Piemonte;AL;A052;109,93;18
Nord Ovest;Piemonte;AL;A146;0;1
Nord Ovest;Piemonte;AL;A182;393,33;40
Nord Ovest;Piemonte;AL;A189;2;0
Nord Ovest;Piemonte;AL;A197;2;0
Nord Ovest;Piemonte;AL;A211;2;0
Nord Ovest;Piemonte;AL;A227;0;0,5
Nord Ovest;Piemonte;AL;A245;2;0
Nord Ovest;Piemonte;AL;A436;93,5;11
Nord Ovest;Piemonte;AL;A523;1;2
Nord Ovest;Piemonte;AL;A605;3,5;0
Nord Ovest;Piemonte;AL;A689;13;1
Nord Ovest;Piemonte;AL;A708;2,5;0
Nord Ovest;Piemonte;AL;A738;2;2
Nord Ovest;Piemonte;AL;A793;1;2
Nord Ovest;Piemonte;AL;A813;0;0
Nord Ovest;Piemonte;AL;A889;6,68;1,33
Nord Ovest;Piemonte;AL;A998;10;3
Nord Ovest;Piemonte;AL;B029;2;1
Nord Ovest;Piemonte;AL;B037;3,33;2
Nord Ovest;Piemonte;AL;B071;11,5;4
Nord Ovest;Piemonte;AL;B080;2;0
Nord Ovest;Piemonte;AL;B109;1;0
Nord Ovest;Piemonte;AL;B179;0;0
Nord Ovest;Piemonte;AL;B311;1;1
Nord Ovest;Piemonte;AL;B453;5;2
Nord Ovest;Piemonte;AL;B482;0;1
Nord Ovest;Piemonte;AL;B629;3;3
Nord Ovest;Piemonte;AL;B701;8;1
Nord Ovest;Piemonte;AL;B736;4;0
Nord Ovest;Piemonte;AL;B765;0;0
Nord Ovest;Piemonte;AL;B769;0;0
Nord Ovest;Piemonte;AL;B818;2;0
Nord Ovest;Piemonte;AL;B836;0;1
Nord Ovest;Piemonte;AL;B840;0;0
Nord Ovest;Piemonte;AL;B847;1;0
Nord Ovest;Piemonte;AL;B870;4;0
Nord Ovest;Piemonte;AL;B882;1;0
Nord Ovest;Piemonte;AL;B885;185,95;28,94
Nord Ovest;Piemonte;AL;B902;7;0
Nord Ovest;Piemonte;AL;B941;0;0
Nord Ovest;Piemonte;AL;C005;7;0
Nord Ovest;Piemonte;AL;C027;10;2
Nord Ovest;Piemonte;AL;C030;2,9;1,4
Nord Ovest;Piemonte;AL;C137;1;0
Nord Ovest;Piemonte;AL;C142;2,5;0
Nord Ovest;Piemonte;AL;C148;18,66;1
Nord Ovest;Piemonte;AL;C156;0,67;0
Nord Ovest;Piemonte;AL;C158;7;1
Nord Ovest;Piemonte;AL;C160;0;0
Nord Ovest;Piemonte;AL;C162;4;0,5
Nord Ovest;Piemonte;AL;C229;0,33;0
Nord Ovest;Piemonte;AL;C243;20,14;0,25
Nord Ovest;Piemonte;AL;C274;0;0
Nord Ovest;Piemonte;AL;C387;0;0
Nord Ovest;Piemonte;AL;C432;0;0
Nord Ovest;Piemonte;AL;C503;1;0
Nord Ovest;Piemonte;AL;C507;0;0
Nord Ovest;Piemonte;AL;C531;2;0
Nord Ovest;Piemonte;AL;C962;5;0
Nord Ovest;Piemonte;AL;C977;2,33;0
Nord Ovest;Piemonte;AL;D102;2;1
Nord Ovest;Piemonte;AL;D149;2;0
Nord Ovest;Piemonte;AL;D194;0;0
Nord Ovest;Piemonte;AL;D272;0;0
Nord Ovest;Piemonte;AL;D277;0;1
Nord Ovest;Piemonte;AL;D447;3;3
Nord Ovest;Piemonte;AL;D528;4;0
Nord Ovest;Piemonte;AL;D559;1,33;0
Nord Ovest;Piemonte;AL;D759;2;1
Nord Ovest;Piemonte;AL;D770;0,83;0
Nord Ovest;Piemonte;AL;D777;0;0
Nord Ovest;Piemonte;AL;D780;2;0
Nord Ovest;Piemonte;AL;D797;1;0
Nord Ovest;Piemonte;AL;D813;1,5;0
Nord Ovest;Piemonte;AL;D814;12,5;1
Nord Ovest;Piemonte;AL;D835;4;0
Nord Ovest;Piemonte;AL;D890;0,5;0,5
Nord Ovest;Piemonte;AL;D910;0;1
Nord Ovest;Piemonte;AL;D941;2;0
Nord Ovest;Piemonte;AL;D944;15,5;9,5
Nord Ovest;Piemonte;AL;E015;0,5;0
Nord Ovest;Piemonte;AL;E164;2;1
Nord Ovest;Piemonte;AL;E188;1,5;0
Nord Ovest;Piemonte;AL;E191;1;3
Nord Ovest;Piemonte;AL;E255;0;0
Nord Ovest;Piemonte;AL;E360;0;0
Nord Ovest;Piemonte;AL;E543;2;0
Nord Ovest;Piemonte;AL;E712;0,5;0
Nord Ovest;Piemonte;AL;E870;0;0
Nord Ovest;Piemonte;AL;F015;7,5;1
Nord Ovest;Piemonte;AL;F096;2;0
Nord Ovest;Piemonte;AL;F131;0;2
Nord Ovest;Piemonte;AL;F232;8,44;0
Nord Ovest;Piemonte;AL;F281;9;2
Nord Ovest;Piemonte;AL;F293;0;0
Nord Ovest;Piemonte;AL;F313;1,8;0
Nord Ovest;Piemonte;AL;F320;0;1
Nord Ovest;Piemonte;AL;F337;1;0
Nord Ovest;Piemonte;AL;F365;1;2
Nord Ovest;Piemonte;AL;F374;2;0,33
Nord Ovest;Piemonte;AL;F387;0;1
Nord Ovest;Piemonte;AL;F403;0;0
Nord Ovest;Piemonte;AL;F404;0,5;0
Nord Ovest;Piemonte;AL;F455;1;3
Nord Ovest;Piemonte;AL;F469;0;2,25
Nord Ovest;Piemonte;AL;F518;0;0
Nord Ovest;Piemonte;AL;F562;0,22;0
Nord Ovest;Piemonte;AL;F707;0;1
Nord Ovest;Piemonte;AL;F713;3,33;1
Nord Ovest;Piemonte;AL;F737;1;0
Nord Ovest;Piemonte;AL;F751;1;0
Nord Ovest;Piemonte;AL;F814;6;2
Nord Ovest;Piemonte;AL;F965;187,76;17,67
Nord Ovest;Piemonte;AL;F995;0;0
Nord Ovest;Piemonte;AL;F997;5;0
Nord Ovest;Piemonte;AL;F998;1;0
Nord Ovest;Piemonte;AL;G042;1;0
Nord Ovest;Piemonte;AL;G124;0;0
Nord Ovest;Piemonte;AL;G193;0;0
Nord Ovest;Piemonte;AL;G197;40;6,5
Nord Ovest;Piemonte;AL;G199;1;0
Nord Ovest;Piemonte;AL;G204;5,26;0
Nord Ovest;Piemonte;AL;G215;1;0
Nord Ovest;Piemonte;AL;G334;0;0
Nord Ovest;Piemonte;AL;G338;2;0
Nord Ovest;Piemonte;AL;G367;3;0
Nord Ovest;Piemonte;AL;G397;1;1
Nord Ovest;Piemonte;AL;G619;1;1
Nord Ovest;Piemonte;AL;G695;2;0
Nord Ovest;Piemonte;AL;G807;1,5;1
Nord Ovest;Piemonte;AL;G839;16,67;1
Nord Ovest;Piemonte;AL;G858;4;1
Nord Ovest;Piemonte;AL;G861;6;0
Nord Ovest;Piemonte;AL;G872;2,5;0
Nord Ovest;Piemonte;AL;G877;9,72;3,67
Nord Ovest;Piemonte;AL;G960;1,33;0
Nord Ovest;Piemonte;AL;G961;24;2
Nord Ovest;Piemonte;AL;G987;2;0
Nord Ovest;Piemonte;AL;H021;2;3
Nord Ovest;Piemonte;AL;H104;3,75;0
Nord Ovest;Piemonte;AL;H121;2,33;0
Nord Ovest;Piemonte;AL;H272;1,5;0
Nord Ovest;Piemonte;AL;H334;4;1
Nord Ovest;Piemonte;AL;H343;1;2
Nord Ovest;Piemonte;AL;H406;0;0
Nord Ovest;Piemonte;AL;H414;8;0
Nord Ovest;Piemonte;AL;H465;0;1
Nord Ovest;Piemonte;AL;H569;1;0
Nord Ovest;Piemonte;AL;H677;2;0
Nord Ovest;Piemonte;AL;H694;8,83;2,5
Nord Ovest;Piemonte;AL;H810;0,5;0
Nord Ovest;Piemonte;AL;H878;3;1
Nord Ovest;Piemonte;AL;I144;11,7;2
Nord Ovest;Piemonte;AL;I150;0;1
Nord Ovest;Piemonte;AL;I190;0;0
Nord Ovest;Piemonte;AL;I429;3;0
Nord Ovest;Piemonte;AL;I432;2,2;3
Nord Ovest;Piemonte;AL;I645;1;0
Nord Ovest;Piemonte;AL;I657;20,56;5
Nord Ovest;Piemonte;AL;I711;1;0
Nord Ovest;Piemonte;AL;I738;9,5;6
Nord Ovest;Piemonte;AL;I798;5;0
Nord Ovest;Piemonte;AL;I808;0,25;0
Nord Ovest;Piemonte;AL;I901;2;0,33
Nord Ovest;Piemonte;AL;I911;1;0
Nord Ovest;Piemonte;AL;I941;6;1,5
Nord Ovest;Piemonte;AL;I977;6,33;1
Nord Ovest;Piemonte;AL;L027;6;2
Nord Ovest;Piemonte;AL;L059;2;1
Nord Ovest;Piemonte;AL;L139;1;0
Nord Ovest;Piemonte;AL;L143;3;2
Nord Ovest;Piemonte;AL;L165;2,33;1
Nord Ovest;Piemonte;AL;L304;160,96;17,4
Nord Ovest;Piemonte;AL;L403;1;0
Nord Ovest;Piemonte;AL;L432;1;1
Nord Ovest;Piemonte;AL;L570;87,56;8,39
Nord Ovest;Piemonte;AL;L633;2;0
Nord Ovest;Piemonte;AL;L881;0;0,5
Nord Ovest;Piemonte;AL;L887;17;3
Nord Ovest;Piemonte;AL;L904;5,5;0
Nord Ovest;Piemonte;AL;L931;2;0
Nord Ovest;Piemonte;AL;L963;1;0
Nord Ovest;Piemonte;AL;L970;1;0
Nord Ovest;Piemonte;AL;L972;4;1
Nord Ovest;Piemonte;AL;M009;2,25;2
Nord Ovest;Piemonte;AL;M077;3;1
Nord Ovest;Piemonte;AL;M120;2;0
Nord Ovest;Piemonte;AL;M121;0;0
Nord Ovest;Piemonte;AL;M123;3;2
Nord Ovest;Piemonte;AT;A072;3;0
Nord Ovest;Piemonte;AT;A173;3;0
Nord Ovest;Piemonte;AT;A300;9;3
Nord Ovest;Piemonte;AT;A312;1;0
Nord Ovest;Piemonte;AT;A352;1;0
Nord Ovest;Piemonte;AT;A479;448,68;22,45
Nord Ovest;Piemonte;AT;A527;0;0
Nord Ovest;Piemonte;AT;A588;1,5;0
Nord Ovest;Piemonte;AT;A770;1;0
Nord Ovest;Piemonte;AT;A812;2;0
Nord Ovest;Piemonte;AT;B221;0;0
Nord Ovest;Piemonte;AT;B236;3;0
Nord Ovest;Piemonte;AT;B306;4,5;0
Nord Ovest;Piemonte;AT;B376;7;0,78
Nord Ovest;Piemonte;AT;B418;1,5;0
Nord Ovest;Piemonte;AT;B425;0;0
Nord Ovest;Piemonte;AT;B469;0;0
Nord Ovest;Piemonte;AT;B594;41,5;6,07
Nord Ovest;Piemonte;AT;B633;7;0
Nord Ovest;Piemonte;AT;B707;1;0
Nord Ovest;Piemonte;AT;B991;1;0,47
Nord Ovest;Piemonte;AT;C022;1;0
Nord Ovest;Piemonte;AT;C047;1;2,5
Nord Ovest;Piemonte;AT;C049;5;0
Nord Ovest;Piemonte;AT;C064;0;0
Nord Ovest;Piemonte;AT;C127;12,5;3
Nord Ovest;Piemonte;AT;C154;1;0
Nord Ovest;Piemonte;AT;C161;0;0
Nord Ovest;Piemonte;AT;C226;0;0
Nord Ovest;Piemonte;AT;C230;1;0
Nord Ovest;Piemonte;AT;C232;12,5;1
Nord Ovest;Piemonte;AT;C253;0;0
Nord Ovest;Piemonte;AT;C438;2;0
Nord Ovest;Piemonte;AT;C440;0;0
Nord Ovest;Piemonte;AT;C528;0;0
Nord Ovest;Piemonte;AT;C533;3,5;0
Nord Ovest;Piemonte;AT;C583;0;0
Nord Ovest;Piemonte;AT;C658;0;0
Nord Ovest;Piemonte;AT;C701;0;0
Nord Ovest;Piemonte;AT;C739;4;0
Nord Ovest;Piemonte;AT;C804;0;0
Nord Ovest;Piemonte;AT;C807;0,83;0
Nord Ovest;Piemonte;AT;D046;0;0
Nord Ovest;Piemonte;AT;D050;0;0
Nord Ovest;Piemonte;AT;D051;0;0
Nord Ovest;Piemonte;AT;D052;1;0
Nord Ovest;Piemonte;AT;D072;0;0
Nord Ovest;Piemonte;AT;D101;0;0
Nord Ovest;Piemonte;AT;D119;25;2,5
Nord Ovest;Piemonte;AT;D207;0;0
Nord Ovest;Piemonte;AT;D388;3,1;0
Nord Ovest;Piemonte;AT;D554;4;1
Nord Ovest;Piemonte;AT;D678;0;0
Nord Ovest;Piemonte;AT;D802;1;0
Nord Ovest;Piemonte;AT;E134;1;3
Nord Ovest;Piemonte;AT;E159;1;0
Nord Ovest;Piemonte;AT;E295;4,75;2,5
Nord Ovest;Piemonte;AT;E338;2;0,67
Nord Ovest;Piemonte;AT;E633;3;0
Nord Ovest;Piemonte;AT;E917;1;0
Nord Ovest;Piemonte;AT;E944;0,67;0
Nord Ovest;Piemonte;AT;F254;0;0
Nord Ovest;Piemonte;AT;F308;0;0
Nord Ovest;Piemonte;AT;F311;4,33;0
Nord Ovest;Piemonte;AT;F316;4;0
Nord Ovest;Piemonte;AT;F323;2;0
Nord Ovest;Piemonte;AT;F325;1;1
Nord Ovest;Piemonte;AT;F336;7;1
Nord Ovest;Piemonte;AT;F343;0;0
Nord Ovest;Piemonte;AT;F361;0;0
Nord Ovest;Piemonte;AT;F386;1;0
Nord Ovest;Piemonte;AT;F390;1,5;1
Nord Ovest;Piemonte;AT;F409;0;0
Nord Ovest;Piemonte;AT;F468;3;0
Nord Ovest;Piemonte;AT;F527;7;0
Nord Ovest;Piemonte;AT;F556;1;0
Nord Ovest;Piemonte;AT;F709;1,92;0
Nord Ovest;Piemonte;AT;F902;60,33;9
Nord Ovest;Piemonte;AT;G048;0;0
Nord Ovest;Piemonte;AT;G358;2;0
Nord Ovest;Piemonte;AT;G430;0;0
