AREA;Regione;prov;2014_CodFitt;NTN_2014_Uffici;NTN_2014_Negozi_Lab;NTN_2014_Depositi_Comm;NTN_2014_TCO_B04;NTN_2014_TCO_D02;NTN_2014_TCO_D05;NTN_2014_TCO_D08;NTN_2014_PRO;NTN_2014_AGR
Nord Ovest;Lombardia;LC;G009;0;1;3,67;0;1;0;0;3;0
Nord Ovest;Lombardia;LC;G026;0;0;3,5;0;0;0;0;2,29;0
Nord Ovest;Lombardia;LC;G030;0;1;5;0;0;0;0;15;0
Nord Ovest;Lombardia;LC;G040;1;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;G161;0;0;4;0;0;0;0;1,15;0
Nord Ovest;Lombardia;LC;G218;0;0;2,07;0;0;0;0;0,02;0
Nord Ovest;Lombardia;LC;G223;2;2;3;0;0;0;0;1,11;0
Nord Ovest;Lombardia;LC;G241;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;G336;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;G368;0;0;4,08;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;G448;0;1;3;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;G456;0;0;0,67;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;G485;0;0;0;0;0;0;0;0,11;0
Nord Ovest;Lombardia;LC;H028;0;1;2,25;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;H063;1;2;2;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;H486;0;0;0;0;0;0;0;1,04;0
Nord Ovest;Lombardia;LC;H596;0;1,09;3;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;I243;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;I759;0;1;2;0;0;0;0;4;0
Nord Ovest;Lombardia;LC;I761;0;2;2;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;I994;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;I996;0;0;1;0;0;0;0;0,03;0
Nord Ovest;Lombardia;LC;L022;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;L257;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;L368;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;L581;0;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;L634;1;0;10,5;0;0;1;0;5,06;0
Nord Ovest;Lombardia;LC;L680;0;0;1,56;0;1;0;0;0;0
Nord Ovest;Lombardia;LC;L731;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;L751;0;0;0;0;0;0;0;0,16;0
Nord Ovest;Lombardia;LC;L813;1;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;L866;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;LC;M337;3;0;1,33;0;0;0;0;1,13;0
Nord Ovest;Lombardia;LO;A004;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;A811;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;A919;0;0;0,17;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;A995;0;2;0;0;0;0;1;1;1
Nord Ovest;Lombardia;LO;B017;0;1;2;0;0;0;0;3;0
Nord Ovest;Lombardia;LO;B141;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;B456;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;B887;0;0;0;0;0;0;0;0;1
Nord Ovest;Lombardia;LO;B899;2;1;3;0;0;0;2;0,5;0
Nord Ovest;Lombardia;LO;B910;2;7;5,5;0;0;0;0;2;0
Nord Ovest;Lombardia;LO;B958;0;1;0;0;0;0;1;0;0
Nord Ovest;Lombardia;LO;B961;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C228;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C304;0;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C329;0;0;6;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C362;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C394;0;0;2;0;0;0;0;1;0
Nord Ovest;Lombardia;LO;C555;0;0;0;0;0;0;0;1;1
Nord Ovest;Lombardia;LO;C816;5;7;6,13;0;0;0;0;4;0
Nord Ovest;Lombardia;LO;C917;0;0;0,5;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;D021;0;4;3;0;0;0;0;1;0
Nord Ovest;Lombardia;LO;D028;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;D029;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;D068;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;D159;0;0;0;0;0;0;0;0;0,5
Nord Ovest;Lombardia;LO;D660;0;0,5;3;0;0;0;0;3;0
Nord Ovest;Lombardia;LO;D868;1;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;E127;0;0;3;0;0;0;0;0;1
Nord Ovest;Lombardia;LO;E238;0;1;1,12;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;E627;0;0;0,11;0;0;0;0;0;1
Nord Ovest;Lombardia;LO;E648;10;25,75;25,71;0;0;1;2;1,27;0,67
Nord Ovest;Lombardia;LO;E651;0;3;3;0;0;0;0;1;0
Nord Ovest;Lombardia;LO;E777;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;E840;0;0;1;0;0;0;1;0;2
Nord Ovest;Lombardia;LO;E852;1;0;1;0;0;0;0;0;0,55
Nord Ovest;Lombardia;LO;E994;0;0;0,5;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;F028;1;1;2;0;0;0;1;2;0
Nord Ovest;Lombardia;LO;F102;0;0;0,33;0;0;0;0;0;0,2
Nord Ovest;Lombardia;LO;F149;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;F260;0;2;4;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;F423;0;0;1;0;0;0;0;4;0
Nord Ovest;Lombardia;LO;F801;1;2;1;0;0;0;0;2;0
Nord Ovest;Lombardia;LO;G096;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;G107;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;G166;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;G171;0;1;0;0;0;0;0;0;1
Nord Ovest;Lombardia;LO;H701;0;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;H844;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;I012;0;0;0;0;0;0;0;3;0
Nord Ovest;Lombardia;LO;I140;0;0;4;0;0;0;0;1;1
Nord Ovest;Lombardia;LO;I274;1,51;10,01;6,4;0;0;0;0;1;0,22
Nord Ovest;Lombardia;LO;I362;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;LO;I561;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;LO;I612;0;0;2,5;0;0;0;0;0;1,75
Nord Ovest;Lombardia;LO;I815;0;0;0;0;0;0;0;3;0,33
Nord Ovest;Lombardia;LO;I848;0;1;5;0;0;0;0;1;0
Nord Ovest;Lombardia;LO;L125;0;0;0;0;0;0;0;1;1
Nord Ovest;Lombardia;LO;L469;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;L572;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;L977;0;2;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;M158;1;5;5;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A010;3;15;16,75;0;0;0;0;2;3
Nord Ovest;Lombardia;MI;A087;35;7,5;21;0;1;0;0;4;0
Nord Ovest;Lombardia;MI;A096;0;0;0,5;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;A127;0;1;0;0;0;0;0;4;0
Nord Ovest;Lombardia;MI;A159;1;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A375;3;5;7;0;0;0;0;7;0
Nord Ovest;Lombardia;MI;A376;7,4;4,18;11,91;0;0;0;0;10;0
Nord Ovest;Lombardia;MI;A389;2;11;3;0;0;0;0;6;0
Nord Ovest;Lombardia;MI;A413;1;7;4,5;0;0;0;1;2;0
Nord Ovest;Lombardia;MI;A473;25;14,33;10,66;0;0;0;27;19,5;0
Nord Ovest;Lombardia;MI;A618;0;5;2;0;0;0;2;2;0
Nord Ovest;Lombardia;MI;A652;9;8,17;9,67;0;0;0;1;4,4;0
Nord Ovest;Lombardia;MI;A668;0;2;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A697;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A699;3;0;0;0;0;0;0;0,07;0
Nord Ovest;Lombardia;MI;A751;1;0;1,2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A759;1;1;4,5;0;0;0;0;3,39;0
Nord Ovest;Lombardia;MI;A802;0;2;7,81;0;0;0;0;5,06;0
Nord Ovest;Lombardia;MI;A804;0;0;0;0;0;0;0;4,16;0
Nord Ovest;Lombardia;MI;A818;1;7;11,08;0;0;0;0;2,15;0
Nord Ovest;Lombardia;MI;A820;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A849;0;5,34;13,33;0;0;0;2;5;0
Nord Ovest;Lombardia;MI;A872;0;7;1,47;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;A920;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;A940;7;13;10,33;0;0;0;0,33;7;0
Nord Ovest;Lombardia;MI;B105;0;10,5;6,67;0;0;0;0;4,16;0
Nord Ovest;Lombardia;MI;B162;3;13,75;6,55;0;0;0;1,05;5;0
Nord Ovest;Lombardia;MI;B187;0;1;3,75;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;B212;9;16;16,92;0;0;0;5;7;0
Nord Ovest;Lombardia;MI;B235;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;B240;2;9,5;5;0;0;0;3;10;0
Nord Ovest;Lombardia;MI;B272;0;3;0;0;0;0;0;1,05;0
Nord Ovest;Lombardia;MI;B286;1;3;3;0;0;0;2;0,51;0
Nord Ovest;Lombardia;MI;B289;2;2;5,13;0;0;0;0;6;0
Nord Ovest;Lombardia;MI;B292;1;2;3;0;0;0;1;0;0
Nord Ovest;Lombardia;MI;B301;0;5,5;4;0;0;0;1;1;0
Nord Ovest;Lombardia;MI;B448;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;B461;1;1;3,25;0;0;0;2;5;0
Nord Ovest;Lombardia;MI;B501;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;B593;0;4;6,93;0;0;0;0;2;0
Nord Ovest;Lombardia;MI;B671;1;5;4,51;0;0;0;0;3;0
Nord Ovest;Lombardia;MI;B729;8;13;14,5;0;0;0;0;3,5;0
Nord Ovest;Lombardia;MI;B798;0;5;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;B820;0;1;0,33;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;B850;0;6;3,61;0;0;0;0;1,02;0
Nord Ovest;Lombardia;MI;B938;0;1;0;0;0;0;0;3;0
Nord Ovest;Lombardia;MI;B989;1;1,5;1;0;0;0;2;5;0
Nord Ovest;Lombardia;MI;C003;1,5;7;12;0;0;0;0;8;0
Nord Ovest;Lombardia;MI;C013;1,5;8,34;7;0;0;0;3;4;0
Nord Ovest;Lombardia;MI;C014;3;5,97;3;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;C033;0;1;0,75;0;0;0;0;5;1
Nord Ovest;Lombardia;MI;C052;1;7,5;7,5;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;C395;0;4;3,3;0;0;0;0;2,03;0
Nord Ovest;Lombardia;MI;C512;0;2;9,49;0;0;0;0;4;0
Nord Ovest;Lombardia;MI;C523;16;17,93;18,18;0;0;0;4;5;0
Nord Ovest;Lombardia;MI;C536;0;0;3;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;C537;5;4;8;0;0;0;0;3,12;0
Nord Ovest;Lombardia;MI;C565;0;10,5;6,14;0;0;0;1;1;0
Nord Ovest;Lombardia;MI;C566;5;9,5;13,95;0;0;0;1;2;0
Nord Ovest;Lombardia;MI;C569;2;4;7;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C707;15;27,83;15,05;0;0;0;3;7,5;0
Nord Ovest;Lombardia;MI;C733;0;0;8,66;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;C820;1;0,25;2;0;0;0;0;12;0
Nord Ovest;Lombardia;MI;C895;4;20;10,83;0;0;0;11;12,33;0
Nord Ovest;Lombardia;MI;C908;0;1;0;0;0;0;0;2;0
Nord Ovest;Lombardia;MI;C952;5;8;10,84;0;0;0;2;8,88;0
Nord Ovest;Lombardia;MI;C986;2;8,5;9,16;0;0;0;0,67;4,06;0
Nord Ovest;Lombardia;MI;D013;1;18,01;5;0;0;0;7;3;0
Nord Ovest;Lombardia;MI;D018;1;5;12,5;0;0;0;2;4;0,25
Nord Ovest;Lombardia;MI;D019;1;5,78;5,39;0;0;0;0;2;0
Nord Ovest;Lombardia;MI;D033;0;4;0;0;0;0;0;2;0
Nord Ovest;Lombardia;MI;D038;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;D045;1;11;10;0;0;0;1;3;0
Nord Ovest;Lombardia;MI;D198;0,07;0;4,51;0;0;0;0;5;0
Nord Ovest;Lombardia;MI;D229;1;4;2;0;0;0;1;8;0
Nord Ovest;Lombardia;MI;D231;2;10;10,08;0;0;0;0;3,03;0
Nord Ovest;Lombardia;MI;D244;0;3,33;4;0;0;0;0;3;0
Nord Ovest;Lombardia;MI;D286;5;14,5;17,58;0;0;0;2;12,19;0
Nord Ovest;Lombardia;MI;D367;1;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;D845;0;0;3;0;0;0;16;7,11;0
Nord Ovest;Lombardia;MI;D912;2;7,67;10,08;0;0;0;1;4,05;0
Nord Ovest;Lombardia;MI;D995;2;1;1,92;0;0;0;0;5;0
Nord Ovest;Lombardia;MI;E063;3;6;22,84;0;0;0;1;15,33;0
Nord Ovest;Lombardia;MI;E094;1,5;6;3;0;0;0;0;2;0
Nord Ovest;Lombardia;MI;E170;0;0;3;0;0;0;0;5;0
Nord Ovest;Lombardia;MI;E258;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;E313;1;5,25;4,5;0;0;0;0;8;0
Nord Ovest;Lombardia;MI;E317;0;3;6,33;0;0;0;0;1;1
Nord Ovest;Lombardia;MI;E395;1;1;1;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;E415;6;9;9,18;0;0;0;0;7;0
Nord Ovest;Lombardia;MI;E504;0;3,5;5,67;0;0;0;0;3;0
Nord Ovest;Lombardia;MI;E514;28;44;22,5;0;0;0;5;14,79;0
Nord Ovest;Lombardia;MI;E530;1;1;8,25;0;0;0;1;3;0
Nord Ovest;Lombardia;MI;E550;2;3;3,4;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;E591;1;17,5;13,62;0;0;0;1;8;0
Nord Ovest;Lombardia;MI;E610;0;1;0;0;0;0;2;1;0
Nord Ovest;Lombardia;MI;E617;7,33;29,01;51,89;0;0;0;3,15;8,05;0
Nord Ovest;Lombardia;MI;E639;0;2;6;0;0;0;0;3;0
Nord Ovest;Lombardia;MI;E786;2;3;4,33;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;E801;9;9,61;9,33;0;0;0;1,22;5,09;0
Nord Ovest;Lombardia;MI;E819;1;3;6,66;0;0;0;1;3;0
Nord Ovest;Lombardia;MI;E921;2;3;4,5;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;F003;0;1;2;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;F078;7;16,5;12,64;0;0;0;3;7,33;0
Nord Ovest;Lombardia;MI;F084;0;5;1,25;0;0;0;2;3;0
Nord Ovest;Lombardia;MI;F100;2;9;4,64;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;F119;7;4,71;3;0;0;0;0;3;0,18
Nord Ovest;Lombardia;MI;F155;1;5;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;F165;0;0;0,33;0;0;0;0;2;1
Nord Ovest;Lombardia;MI;F205;628,6;1043,89;462,58;6;14;11;109,33;77,01;1
Nord Ovest;Lombardia;MI;F247;0;3;1,5;0;0;0;0;3;0
Nord Ovest;Lombardia;MI;F704;51,46;64,41;43,13;1;0;1;3;10;0
Nord Ovest;Lombardia;MI;F783;0;0;5,25;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;F797;2;12;13,25;0;0;0;3;0;0
Nord Ovest;Lombardia;MI;F874;2;7,34;9,67;0;0;0;0;8,03;0
Nord Ovest;Lombardia;MI;F939;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;F944;2;5,87;8,79;0;0;0;1;5;0
Nord Ovest;Lombardia;MI;F955;1;17;3,48;0;0;0;1;2;0
Nord Ovest;Lombardia;MI;F968;0;1;0,5;0;0;0;0;0;1
Nord Ovest;Lombardia;MI;G078;6;9,5;3;0;0;0;0;5;0
Nord Ovest;Lombardia;MI;G116;1;3;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;G181;0;1;2,5;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;G206;0;0;1,33;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;G220;3;25,6;27,61;0;0;0;1;17,44;0
Nord Ovest;Lombardia;MI;G316;0;2;0;0;0;0;3;0;0
Nord Ovest;Lombardia;MI;G324;0,5;10;7,34;0;0;0;0;3,1;0
Nord Ovest;Lombardia;MI;G385;1,5;6;4;0;0;0;0;3;0
Nord Ovest;Lombardia;MI;G488;1;11;2;0;0;0;0;8;0
Nord Ovest;Lombardia;MI;G502;2;7,5;10,17;0;0;0;0;4;0
Nord Ovest;Lombardia;MI;G634;2;16;2;0;0;0;0;2;0
Nord Ovest;Lombardia;MI;G686;6;11,5;7,08;0;0;0;3;14;0
Nord Ovest;Lombardia;MI;G772;0;1;14,75;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;G955;1;5;3,5;0;0;0;0;4;0
Nord Ovest;Lombardia;MI;G965;0;3;0,17;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;H026;0;1;4;0;0;0;0;2;0
Nord Ovest;Lombardia;MI;H233;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;H240;1;3;7;0;0;0;5;4,04;0
Nord Ovest;Lombardia;MI;H264;24,4;31,21;22,31;0;0;0,08;2;14;0
Nord Ovest;Lombardia;MI;H371;0;1;3;0;0;0;0;4;0
Nord Ovest;Lombardia;MI;H373;1;4;5,01;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;H470;2;11;1;1;0;0;1;0;0
Nord Ovest;Lombardia;MI;H529;1;1;1,83;0;0;0;0;5;0
Nord Ovest;Lombardia;MI;H537;0;1;2,46;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;H560;0;4;0;0;0;0;1;0;0
Nord Ovest;Lombardia;MI;H623;0,08;20,5;10,12;0;0;0;1;4;0
Nord Ovest;Lombardia;MI;H803;1,5;7;11;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;H827;7;10;2;0;0;0;2;4;0
Nord Ovest;Lombardia;MI;H884;0;3,83;2,34;0;0;0;0;2;0
Nord Ovest;Lombardia;MI;H930;7;13;3,75;0;0;0;7,8;6,16;0
Nord Ovest;Lombardia;MI;I361;0;2;0;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;I409;2;6;1,5;0;0;0;0;7;0
Nord Ovest;Lombardia;MI;I415;0;3;4;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;I566;0;3,5;5;0;0;0;1;2;0
Nord Ovest;Lombardia;MI;I577;2;14;10,13;0;1;0;1;6;0
Nord Ovest;Lombardia;MI;I602;5;9;17,25;0;0;0;0;16;0
Nord Ovest;Lombardia;MI;I625;2,5;25,24;26,58;0;0;0;1;4,04;0
Nord Ovest;Lombardia;MI;I690;11,16;29,25;13;0;0;0;2;4,02;0
Nord Ovest;Lombardia;MI;I696;2;5;2,5;0;0;0;0;6;0
Nord Ovest;Lombardia;MI;I700;8;25;7;0;0;0;0;14;0
Nord Ovest;Lombardia;MI;I709;2,17;4;8,21;0;0;0;0,17;2;0
Nord Ovest;Lombardia;MI;I786;0;4,08;3,01;0;0;0;0;4;0
Nord Ovest;Lombardia;MI;I878;1;3,5;1;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;I998;2;0;3;0;0;0;0;4,25;0
Nord Ovest;Lombardia;MI;L408;2;1;4;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;L409;1;15,08;11;0;0;0;1;8;0
Nord Ovest;Lombardia;MI;L411;5;3;8;0;0;0;1,02;9;0
Nord Ovest;Lombardia;MI;L415;0;1;0;0;0;0;0;2;0
Nord Ovest;Lombardia;MI;L434;0;1;6,5;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;L454;0;0;2,09;0;0;0;1;0;0,03
Nord Ovest;Lombardia;MI;L471;0;2;2;0;0;0;0;3,06;0
Nord Ovest;Lombardia;MI;L511;3;1;9,33;0;0;1;0;4;0
Nord Ovest;Lombardia;MI;L664;1;4;6;0;0;0;1;0;0
Nord Ovest;Lombardia;MI;L665;0;2;1,07;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;L667;0;3;0;0;0;0;0;5;0
Nord Ovest;Lombardia;MI;L677;2;4;13,34;0;0;0;1;6,01;0
Nord Ovest;Lombardia;MI;L704;1;3;3,33;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;L709;0;1,5;2;0;0;0;0,33;1,49;0
Nord Ovest;Lombardia;MI;L744;2;1;7,67;0;0;0;2;2;0
Nord Ovest;Lombardia;MI;L768;0;3,33;1,33;0;0;0;0;2;0
Nord Ovest;Lombardia;MI;L773;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;L883;0;7;1,25;0;0;0;1;5;0
Nord Ovest;Lombardia;MI;L928;0;1;1,33;0;0;0;0;0,01;0
Nord Ovest;Lombardia;MI;M017;2;4;5,5;0;0;0;0;4;0
Nord Ovest;Lombardia;MI;M052;9;8;19,68;0;0;0;2;4;0
Nord Ovest;Lombardia;MI;M053;1;8,92;6,92;0;0;0;1;4;0
Nord Ovest;Lombardia;MI;M091;3;1;7,13;0;0;0;1;3;0
Nord Ovest;Lombardia;MI;M102;0;2;3;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;M160;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;M176;0;2;3,5;0;0;0;1;0;0
Nord Ovest;Lombardia;MN;A038;1;0;2;0;0;0;0;2;2
Nord Ovest;Lombardia;MN;A470;1;7,13;7,67;0;0;0;0;0;4
Nord Ovest;Lombardia;MN;A575;6;125;15;0;0;0;4,17;13;0
Nord Ovest;Lombardia;MN;A866;0;0;1;0;0;0;0;0;1
Nord Ovest;Lombardia;MN;B012;0;1;1;0;0;0;0;3;1
Nord Ovest;Lombardia;MN;B013;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;B110;0;0;0,33;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;B612;0;4;4;0;0;0;0;1;0,57
Nord Ovest;Lombardia;MN;B739;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;B901;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;B907;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;B911;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;C059;0;3;1,5;0;0;0;0;1;0
Nord Ovest;Lombardia;MN;C076;1;1;3,83;0;0;0;0;0;1
Nord Ovest;Lombardia;MN;C118;1;3;7,8;0;0;0;1;4;0,12
Nord Ovest;Lombardia;MN;C195;3;1;1;0;0;0;1;0;1,39
Nord Ovest;Lombardia;MN;C312;3;2,66;24,5;0;0;1;0;0,03;2
Nord Ovest;Lombardia;MN;C406;0;1;3;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;C502;0;2;2,33;0;0;0;0;0;1
Nord Ovest;Lombardia;MN;C930;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;D227;4;45;9;0;0;0;3;4,19;4
Nord Ovest;Lombardia;MN;D351;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;D529;0,5;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;D949;0;2;2,22;0;0;0;0;0;2
Nord Ovest;Lombardia;MN;D959;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;E078;3;0;0,5;0;0;0;1;3,22;0
Nord Ovest;Lombardia;MN;E089;0;6;2,2;0;0;0;1;4,1;0,35
Nord Ovest;Lombardia;MN;E261;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;E818;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;E897;16;34;23,5;2;1;0;4;0;0
Nord Ovest;Lombardia;MN;E922;0;0;4,34;0;0;0;1;0;0
Nord Ovest;Lombardia;MN;E949;0;0;0,5;0;0;0;0;1;0
Nord Ovest;Lombardia;MN;E962;1;3;2;0;0;0;1;1;0
Nord Ovest;Lombardia;MN;F086;0;1,33;2;0;0;0;1;0;1
Nord Ovest;Lombardia;MN;F267;0;2;4;0;0;0;0;1;0
Nord Ovest;Lombardia;MN;F705;0;2,33;4,78;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;F804;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;G186;2;3,33;7;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;G417;0;4;4,75;0;0;0;0;0;1,18
Nord Ovest;Lombardia;MN;G633;0;0;1;0;0;0;0;0;2
Nord Ovest;Lombardia;MN;G717;0;0;1;0;0;0;0;0;1
Nord Ovest;Lombardia;MN;G753;1,56;5;3;0;0;2;2;2;0
Nord Ovest;Lombardia;MN;G816;0;0;2;0;0;0;0;2;0
Nord Ovest;Lombardia;MN;G862;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;G917;3;9,5;6,72;0;0;0;3;0;1
Nord Ovest;Lombardia;MN;H129;0;0;0;0;0;0;0;3;0
Nord Ovest;Lombardia;MN;H143;1,5;1,44;3,44;0;0;0;0;0;1,34
Nord Ovest;Lombardia;MN;H218;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;H248;0;1;3;0;0;0;0;2;0
Nord Ovest;Lombardia;MN;H342;0;0;4;0;0;0;0;0;1
Nord Ovest;Lombardia;MN;H481;0;1;3,5;0;0;0;0;1;1
Nord Ovest;Lombardia;MN;H541;0;2;4,5;0;0;0;2;1;0,07
Nord Ovest;Lombardia;MN;H604;2;0;2;0;0;0;0;2;0
Nord Ovest;Lombardia;MN;H652;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;H771;0;4,33;2,06;0;0;0;0;5,06;3
Nord Ovest;Lombardia;MN;H870;0;0;1;0;0;0;0;0;0,33
Nord Ovest;Lombardia;MN;H883;5;1;2;0;0;0;3;3;1
Nord Ovest;Lombardia;MN;H912;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;I005;0;0,39;1;0;0;0;0;0;0,33
Nord Ovest;Lombardia;MN;I532;0;0;3,5;0;0;0;0;0;2
Nord Ovest;Lombardia;MN;I632;0;0;2,33;0;0;0;0;0;1,06
Nord Ovest;Lombardia;MN;I662;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;I801;0;0;3;0;0;0;0;0,04;0
Nord Ovest;Lombardia;MN;L015;0;0;2,33;0;0;0;0;1,5;1,33
