Area;Regione;Provincia;2024_CodCom;NTN_2024_Uffici;NTN_2024_Negozi_Lab;NTN_2024_Depositi_Comm_Autorimesse;NTN_2024_TCO_B04;NTN_2024_TCO_D02;NTN_2024_TCO_D05;NTN_2024_TCO_D08;NTN_2024_PRO;NTN_2024_AGR
Centro;Toscana;GR;C147;0;2;8,67;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C148;1;0;14;0;0;0;2;2;0
Nord Ovest;Piemonte;NO;C149;0;0;1;0;0;0;0;0;0
Centro;Marche;AN;C152;0;1;2;0;0;0;0;0;2,19
Nord Ovest;Lombardia;CR;C153;2,5;5;9,01;0;0;0;0;4;0
Nord Ovest;Piemonte;AT;C154;0;0;0;0;0;0;0;2;0
Nord Ovest;Piemonte;BI;C155;0;0;8;0;0;0;0;1;0
Nord Ovest;Piemonte;AL;C156;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C157;0;0;2;0;0;0;0;2;2
Nord Ovest;Piemonte;AL;C158;0;0;6;0;0;0;0;0;0,16
Nord Ovest;Piemonte;AL;C160;0;1;2;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C161;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C162;0;0;3;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C165;0;3;10;0;0;0;0;0;1
Nord Ovest;Piemonte;NO;C166;4;10,08;32,94;0;0;0;2;3,16;0
Nord Ovest;Piemonte;CN;C167;0;0;3;0;0;0;0;2;0
Sud;Abruzzo;TE;C169;0;0;6;0;0;0;0;2;0
Centro;Toscana;SI;C172;1;5;11,08;0;0;1;0;0;2
Nord Ovest;Piemonte;CN;C173;0;1;6,6;0;0;0;0;1;0
Centro;Toscana;PI;C174;0;4;3;0;0;0;0;2;0
Sud;Molise;CB;C175;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C176;0;0;4;0;0;0;0;0;0
Centro;Lazio;FR;C177;0;0;0;0;0;0;0;0;0
Sud;Campania;CE;C178;0;2;1;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C181;0;0;6,33;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C184;0;0;2;0;0;0;0;1;0
Nord Est;Emilia-Romagna;BO;C185;0;3;6,08;0;0;0;1;2;4
Nord Ovest;Lombardia;SO;C186;0;0;3,72;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;C187;0;1;5,5;0;0;0;2;4,65;0
Sud;Campania;NA;C188;1;1;4,83;0;0;0;1;4;0
Nord Est;Veneto;TV;C190;2;4,38;16,38;0;0;1;0;1,76;0
Nord Ovest;Lombardia;MN;C195;0;3;2;0;0;0;0;0;0
Sud;Molise;CB;C197;0;0;2;0;0;0;0;1;0
Sud;Puglia;FG;C198;0;0;8;0;0;0;0;0;2
Sud;Basilicata;PZ;C199;0;1;1;0;0;0;0;0;0
Sud;Molise;IS;C200;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;C201;0;0;3;0;0;0;0;0;0
Sud;Puglia;FG;C202;0;0;2;0;0;0;0;0;0
Centro;Lazio;RM;C203;0;4;20,5;0;0;0;1;0;0
Nord Est;Emilia-Romagna;BO;C204;18;21;14;0;0;1;2;16,25;3
Nord Ovest;Piemonte;CN;C205;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;C206;0;1;2;0;0;0;0;5;0
Nord Est;Veneto;RO;C207;1;1;4,84;0;0;0;0;0;0,75
Nord Ovest;Lombardia;BS;C208;2;5;6;0;0;0;1;7,42;0
Sud;Basilicata;PZ;C209;0;0;5;0;0;0;0;0;0
Isole;Sicilia;ME;C210;0;1;3;0;0;0;0;0;0
Sud;Campania;CE;C211;0;1;0,44;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C213;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C214;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;RO;C215;0;3;15;0;0;0;0;1;5,6
Nord Est;Friuli- Venezia Giulia;PN;C217;0;0;3,66;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RE;C218;3,5;1,5;19,63;0;0;0;0;5;0
Nord Est;Emilia-Romagna;RE;C219;1;10,17;25,84;0;0;0;2,17;9;0
Nord Ovest;Lombardia;CO;C220;0;9;1;0;0;0;0;0;0
Sud;Puglia;FG;C222;0;0;1;0;0;0;0;0;0
Centro;Lazio;FR;C223;0;0;1;0;0;0;0;0;0
Centro;Lazio;RI;C224;0;0;2;0;0;0;0;0;0
Nord Est;Veneto;VR;C225;5;10,5;18,25;0;0;0;1;2;0
Nord Ovest;Piemonte;AT;C226;1;1;7,67;0;0;0;0;0;0
Centro;Toscana;SI;C227;0;1;14,83;0;1;0;0;2;0
Nord Ovest;Lombardia;LO;C228;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C229;0;0;12;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C230;0;0;0,5;0;0;0;0;0;0
Sud;Campania;SA;C231;2;2;4;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C232;0;3,5;10,5;0;0;1;0;2;0
Sud;Campania;SA;C235;0;0;0;0;0;0;0;0;0
Centro;Toscana;LU;C236;3;4;8;0;0;0;0;2;0
Centro;Lazio;RM;C237;0;15;16,5;0;0;0;0;1;0
Nord Ovest;Liguria;SP;C240;2;2;9,63;0;0;0;0;3;0
Nord Ovest;Piemonte;TO;C241;0;0;2;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;C242;1;7;11,94;0;0;0;7;16;0
Nord Ovest;Piemonte;AL;C243;1;4;13,67;0;0;0;1;5;5
Centro;Toscana;PI;C244;0;1;8,22;0;0;0;0;0;0
Sud;Campania;BN;C245;0;0;4,67;0;0;0;0;0;0
Sud;Molise;IS;C246;0;1;5,25;0;0;0;0;0;0
Sud;Molise;IS;C247;0;0;0;0;0;0;0;0;0
Centro;Marche;AN;C248;0;4;7;0;0;0;0;0;0,5
Sud;Campania;BN;C250;0;0;0;0;0;0;0;0;0
Centro;Marche;MC;C251;1;2;13;0;2;0;2,5;1;0
Centro;Umbria;PG;C252;0;0;10,5;0;0;0;0;0;1
Nord Ovest;Piemonte;AT;C253;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C255;1;1;6,5;0;0;0;0;3;0
Sud;Campania;SA;C259;2;8,01;17,4;0;0;0;0;0;0
Nord Est;Emilia-Romagna;PC;C261;6;7,33;26,52;0;0;0;1;29;2
Sud;Campania;SA;C262;0;0;7,5;0;0;0;0;0;0
Centro;Toscana;AR;C263;0;8;4,1;0;0;0;0;0;0
Nord Est;Emilia-Romagna;BO;C265;3;13;28,91;0;0;0;0;19;6
Centro;Lazio;RM;C266;0;0;0;0;0;0;0;0;0
Centro;Marche;MC;C267;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;C268;0;0;0;0;0;0;0;1;0
Centro;Lazio;VT;C269;0;0;7;0;0;0;0;0;1
Sud;Molise;IS;C270;0;0;2;0;0;0;0;0;0
Sud;Basilicata;PZ;C271;0;0;3,6;0;0;0;0;0;2
Isole;Sardegna;SS;C272;0;12;16;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C273;0;0;4;0;0;0;0;3;0
Nord Ovest;Piemonte;AL;C274;0;0;4,5;0;0;0;0;0;0
Isole;Sicilia;AG;C275;0;2;22,93;0;0;0;1;4;0
Nord Ovest;Liguria;SV;C276;0;0;4;0;0;0;0;0;0
Sud;Abruzzo;AQ;C278;0;0;2;0;0;0;0;0;0
Sud;Abruzzo;AQ;C279;0;0;1;0;0;0;0;0;0
Sud;Campania;BN;C280;0;0;6,1;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;C282;0;3;2;0;0;0;0;0;0
Sud;Campania;AV;C283;0;3;5;0;0;0;0;0;0
Sud;Campania;BN;C284;0;0;1;0;0;0;0;0;0
Sud;Calabria;RC;C285;1;6;6;0;0;0;0;0;0
Isole;Sicilia;TP;C286;0;12,75;71,46;0;1;2;0;4;0
Nord Est;Emilia-Romagna;MO;C287;1;5;19,17;0;0;0;3;6;1
Nord Est;Emilia-Romagna;PC;C288;0;0;12,55;0;0;0;2,67;3;3
Centro;Umbria;TR;C289;0;0;4;0;0;0;0;1;0
Nord Ovest;Lombardia;CR;C290;1;0;2;0;0;0;0;0;0
Sud;Campania;CE;C291;0;21;51,83;0;1,83;0;1;1;3
Nord Est;Emilia-Romagna;BO;C292;5,61;4,5;17;0;2;0;4;19;4
Nord Ovest;Lombardia;BS;C293;6;11;19,57;0;0;0;5,02;23;1
Nord Ovest;Valle d'Aosta;AO;C294;0;6;9,5;0;1;0;0;3;2,3
Nord Est;Emilia-Romagna;BO;C296;1;5;9,17;0;0;0;0;0;2
Isole;Sicilia;CT;C297;0;1,11;18,86;0;0;0;0;0;1
Sud;Abruzzo;CH;C298;0;1;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C300;1;0;7,63;0;0;0;1;2;0
Sud;Calabria;CS;C301;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;C302;0;0;3;0;0;0;0;0;0
Centro;Toscana;LU;C303;0;0;2,9;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C304;0;1;9;0;0;0;0;1;0
Sud;Campania;SA;C306;0;1;4;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C307;0;1;19,51;0;0;0;0;0;0
Sud;Abruzzo;PE;C308;0;0;1;0;0;0;0;0;0
Centro;Umbria;PG;C309;4;10,6;55,33;0;0;0;1;1;2
Centro;Toscana;GR;C310;1;15,01;11,23;0;1;0;2;1,21;0
Sud;Abruzzo;TE;C311;0;1;2;0;0;0;0;0;1
Nord Ovest;Lombardia;MN;C312;8;19,33;34,5;0;0;2;4;10,12;2
Centro;Toscana;SI;C313;0;0;8;0;0;0;1;1,4;1
Nord Ovest;Piemonte;CN;C314;0;0;5;0;0;0;0;0;0
Centro;Lazio;VT;C315;1;2;7;0;0;0;0;0;0
Sud;Abruzzo;TE;C316;2;0;4,4;0;0;0;0;0;1
Nord Ovest;Piemonte;CN;C317;1;1;7;0;0;0;0;0;0
Centro;Toscana;AR;C318;1;3;0,5;0;0;0;1;0;0
Centro;Toscana;AR;C319;0;15;16,82;0;2;0;1;0;6,5
Centro;Marche;AP;C321;0;3;4;0;0;0;0;0;0
Sud;Abruzzo;TE;C322;0;0;1;0;0;0;0;1;0
Nord Ovest;Piemonte;CN;C323;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C324;0;1;12,33;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C325;0;3;7,5;0;0;0;1;2;0
Nord Est;Friuli- Venezia Giulia;UD;C327;0;5;5;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C329;0;0;2,68;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C330;2;0;5;0;0;0;0;1;0
Centro;Marche;AP;C331;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C332;1;1;13,84;0;0;0;2;1;0
Sud;Puglia;LE;C334;0;0;0,5;0;0;0;0;0;0
Sud;Puglia;LE;C335;0;0;4,25;0;0;0;0;0;0
Sud;Puglia;LE;C336;1;0,5;9,14;0;2,32;0;0;0;0
Nord Ovest;Lombardia;BG;C337;0;0;0;0;0;0;0;0;0
Centro;Lazio;FR;C338;0;2,5;10,17;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FO;C339;2;3;4,5;0;1;0;0;2,01;0,13
Centro;Lazio;FR;C340;0;0;3,33;0;0;0;0;1;0
Isole;Sicilia;AG;C341;0,5;0,5;6,17;0;0;1;0;0;0
Isole;Sicilia;EN;C342;2;10,08;24,44;0;0;0;1;1;1
Nord Ovest;Lombardia;VA;C343;0;2;8,5;0;0;0;1;6;0
Isole;Sicilia;PA;C344;0;1;10,25;0;0;0;0;2;0
Sud;Basilicata;PZ;C345;0;1;1;0;0;0;0;0;0
Sud;Molise;CB;C346;0;0;2;0;0;0;0;0;0
Isole;Sicilia;ME;C347;0;3;1;0;0;0;0;0;0
Sud;Calabria;CS;C348;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;C349;5;19;28,41;0;0;0;1;1;1
Isole;Sicilia;CT;C351;51,84;348,19;206,93;0;1;2;16,5;35;5
Sud;Calabria;CZ;C352;31,03;114,35;95,63;0;0;1;33;10,02;0
Isole;Sicilia;EN;C353;0;3;3;0;0;0;0;0;0
Sud;Abruzzo;PE;C354;0;0;2;0;0;0;0;0;0
Isole;Sicilia;AG;C356;1;1;13,67;0;0;0;0,5;0;0
Nord Est;Emilia-Romagna;RN;C357;6;25,9;23,25;0;2;0;0;3,15;0
Sud;Campania;BN;C359;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C360;0;1;9,33;0;0;0;1;3,04;0
Sud;Campania;SA;C361;6;34,92;44,75;0;1;0;0,19;3;0
Nord Ovest;Piemonte;BI;C363;0;0;7,5;0;0;0;0;2,5;0
Nord Ovest;Piemonte;NO;C364;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;C365;1;0;1;0;0;0;0;4;0
Nord Ovest;Piemonte;TO;C369;0;1;5,89;0;0;0;0;0;0
Nord Est;Veneto;VR;C370;2;1;19,63;0;0;0;0;5;0
Nord Ovest;Piemonte;CN;C375;0;0;18,5;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;C376;0;3;17,55;0;0;0;1;2,5;5
Sud;Puglia;LE;C377;6,67;8;18;0;0;0;2;0;0
Nord Ovest;Piemonte;NO;C378;0;0;2;0;0;0;1;0;0
Nord Ovest;Lombardia;CO;C381;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C382;2;5;11,05;0;0;0;0;7;0
Nord Est;Veneto;VE;C383;3;8,16;18,5;0;0;0;0;6;1
Nord Est;Veneto;TV;C384;2;2;9,86;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;PN;C385;0;0;7;0;0;0;0;2;2
Nord Ovest;Piemonte;AL;C387;0;0;6;0;0;0;0;0;0
Nord Est;Veneto;VE;C388;28,66;39,02;44,18;0;9;0;5;7,31;0
Nord Est;Friuli- Venezia Giulia;UD;C389;0;0;2;0;0;0;0;0;0
Centro;Lazio;RM;C390;2;8;22,78;0;0;0;2;1;0
Nord Ovest;Lombardia;LO;C394;0;1;3,33;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C395;1;3,25;1,67;0;0;0;1;3,04;0
Nord Ovest;Lombardia;BG;C396;0;4;20;0;0;0;1;1,32;0
Nord Est;Emilia-Romagna;MO;C398;3;1;8;0;0;0;2;2;2
Nord Ovest;Piemonte;TO;C404;0;2;26,34;0;0;0;0;3;4,08
Nord Est;Emilia-Romagna;RE;C405;1,5;2;9;0;0;0;3;18;0
Nord Ovest;Lombardia;MN;C406;0;3;3,4;0;0;0;0;5,04;1
Centro;Toscana;AR;C407;1;7;16,12;1;0;0;0;1;0
Nord Ovest;Lombardia;BS;C408;1;6,5;5,05;0;0;0;1;7;1
Nord Ovest;Lombardia;VA;C409;0;0;3,34;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C410;0;1;3;0;0;0;0;3;0
Nord Est;Veneto;VR;C412;0;0;4,94;0;0;0;0;0;0,16
Centro;Lazio;FR;C413;3;12;15,64;0;0;0;1;2;0
Nord Ovest;Lombardia;PV;C414;0;0;0;0;0;0;0;0;0
Centro;Toscana;LI;C415;10;20,07;43,58;0;2;0;8;5;2
Nord Ovest;Lombardia;BS;C417;0;0;2,08;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C418;0;0;3,75;0;0;0;0;0;0
Isole;Sicilia;PA;C420;0;0;1;0;0;0;0;0;0
Isole;Sicilia;PA;C421;2;10,61;26,75;0;0,25;0;0;2;0
Nord Est;Veneto;VE;C422;3;2;4,33;0;1;0;0;8;1
Sud;Puglia;BR;C424;1;18,13;28,25;0;0;0;0;0;0
Sud;Abruzzo;AQ;C426;2;1,33;20,94;0;0;0;0;5;1
Sud;Abruzzo;CH;C428;0;0;2;0;0;0;0;0;0
Sud;Puglia;FG;C429;0;0;8;0;0;0;0;0;1
Sud;Calabria;CS;C430;0;0;7,5;0;0;0;0;2;0
Nord Ovest;Piemonte;AL;C432;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;C435;0;1;0;0;0;0;0;0;0
Sud;Puglia;BA;C436;0;0;7;0;0;0;0;1;1
Sud;Calabria;CS;C437;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C438;0;0;3,22;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C439;1;1;7,5;0;0;0;1;3;1
Nord Ovest;Piemonte;AT;C440;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C441;0;0;3;0;0;0;0;0;0
Sud;Puglia;FG;C442;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C443;1;3;12,39;0;3;0;0;0;0
Sud;Campania;SA;C444;0;0;3,67;0;0;0;0;0;0
Centro;Lazio;VT;C446;0;2;2,5;0;0;0;0;3;0
Centro;Lazio;VT;C447;0;2;7;0;0;0;0;0;0
Sud;Puglia;BR;C448;0;1;3;0;0;0;0;0;0
Sud;Abruzzo;TE;C449;0;0;5;0;0;0;0;2;0
Sud;Calabria;CZ;C453;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C456;0;0;8;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;C457;0;1;8,52;0;0;0;0;6;0
Nord Est;Veneto;BL;C458;1;1;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C459;0;0;4,61;0;0;0;0;0;0
Nord Est;Veneto;RO;C461;1;0;1;0;0;0;0;0;1
Nord Ovest;Liguria;SV;C463;0;5,5;9;0;0;0;0;1;0
Nord Ovest;Piemonte;CN;C466;1;4;25,53;0;0;0;0;1;3
Nord Est;Emilia-Romagna;FE;C469;6;26,66;30,56;0;1;1;4;13,07;1
Sud;Campania;SA;C470;0;0,33;8,88;0;0;0;2;0;0
Isole;Sicilia;EN;C471;0;1;22,05;0;0;0;0;0;0
Sud;Calabria;CZ;C472;0;1;1;0;0;0;0;0;0
Sud;Abruzzo;PE;C474;0;8;12,67;0;0;1;0;3;0
Sud;Campania;BN;C476;0;0;5;0;0;0;1;3;0
Nord Ovest;Piemonte;VB;C478;0;0;1,13;0;0;0;0;0;0
Centro;Lazio;FR;C479;1;8,5;7,97;0;0;0;0;0;0
Isole;Sicilia;EN;C480;0;2;8;0;0;0;0;0;3
Nord Ovest;Liguria;GE;C481;0;1;15;0;0;0;0;3;0
Nord Ovest;Lombardia;CO;C482;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;C483;1;6;12,5;0;0;0;1;2;0
Nord Ovest;Lombardia;PV;C484;0;0;0;0;0;0;0;0;0
Sud;Campania;SA;C485;0;0;3,89;0;0;0;0;0;0
Sud;Molise;CB;C486;0;0;10;0;1;0;0;0;1
Nord Ovest;Piemonte;TO;C487;0;0;3;0;0;0;0;0;0
Sud;Molise;CB;C488;0;0;1;0;0;0;0;0;1,5
Sud;Calabria;CS;C489;0;0;5;0;0;0;0;0;0
Sud;Abruzzo;AQ;C492;0;0;1,09;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C493;0;0;4;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C494;0;0;5,17;0;0;0;0;0;0
Sud;Campania;NA;C495;3;4,5;13,98;0;0;0;1;2;0
Isole;Sicilia;PA;C496;0;2,25;2;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C497;0;0;7,92;0;0;0;0;0;0
Nord Est;Veneto;VR;C498;1;24,7;39,33;0;0;1;1;8;2
Nord Est;Veneto;RO;C500;0;4;6;0;0;0;1;0;0
Sud;Calabria;KR;C501;0;1;5;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;C502;0;0;4,5;0;0;0;1;1;5,25
Nord Ovest;Piemonte;AL;C503;0;0;3;0;0;0;1;2;2
Nord Ovest;Piemonte;CN;C504;0;0;8;0;0;0;1;1;0
Nord Ovest;Piemonte;TO;C505;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C506;0;0;7,91;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C507;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C508;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C509;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C510;0;5;17,62;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C511;0;0;7;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C512;0;7;13,56;0;0;0;0;1,02;0
Nord Est;Emilia-Romagna;PC;C513;0;0;2;0;0;0;0;0;0
Sud;Puglia;FG;C514;21;32,23;71,02;0;0;0;5;7;5,67
Sud;Calabria;CS;C515;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;C516;0;3,5;12;0;0;0;2;1,18;0
Sud;Abruzzo;TE;C517;0;3;6;0;0;0;0;0;0
Centro;Lazio;RM;C518;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;C520;1;12;13,89;0;1;1;0;2,48;0
Nord Ovest;Lombardia;LC;C521;5;4;7;0;0;0;1;7,03;0
Nord Ovest;Lombardia;MI;C523;20;24,5;25,93;0;0;1;10;9;0
Centro;Marche;AN;C524;0;1;2,5;0;0;0;0;0;0
Sud;Campania;BN;C525;0;2;2,33;0;0;0;0;0;0
Centro;Umbria;PG;C527;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C528;0;0;1,83;0;0;0;0;0;0
Centro;Toscana;FI;C529;2;11;24,74;0;0;0;0;2;0
Nord Ovest;Piemonte;CN;C530;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C531;0;0;0,25;0;0;0;0;2;0
Nord Ovest;Piemonte;BI;C532;0;0;9;0;0;0;0;1;0
Nord Ovest;Piemonte;AT;C533;0;0;1;0;0;0;0;0;0
Sud;Molise;IS;C534;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C536;0;3;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C537;1;20;15;0;0;0;1;11,13;0
Nord Est;Veneto;VR;C538;0;0;10,17;0;1;0;0;0;1
Sud;Basilicata;PZ;C539;0;0;0;0;0;0;0;0;0
Centro;Toscana;FI;C540;3;19;44,35;0;0;0;0;7;1
Nord Ovest;Lombardia;PV;C541;2;1;6;0;0;0;0;2;0
Sud;Calabria;CZ;C542;0;0;11,78;0;0;0;0;0;0
Centro;Lazio;RM;C543;0;0;1,5;0;0;0;0;0;0
Nord Est;Veneto;PD;C544;3;0,29;5,22;0;0;0;2;4,5;0
Centro;Lazio;FR;C545;0;2;10;0;0;0;0;2;0
Nord Ovest;Piemonte;CN;C547;2;1;13,64;0;0;0;0;2;0
Nord Ovest;Piemonte;VC;C548;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C549;0;0;3;0;0;0;0;0;1
Nord Ovest;Piemonte;CN;C550;0;1;8;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C551;0;0;2;0;0;0;1;0;0
Centro;Lazio;RM;C552;1;15;37,53;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RA;C553;12;33;38,18;1;8,41;0;8,17;15,46;2,22
Sud;Calabria;CS;C554;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C555;0;0,5;1,83;0;0;0;0;0;0
Sud;Campania;AV;C557;1;9,18;5,5;0;0;0;0;1;0
Sud;Campania;CE;C558;0;2;8;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C559;1;0;6,58;0;1;0;0;0;0
Sud;Calabria;CS;C560;0;0;2;0;0;0;0;0;0
Sud;Campania;CE;C561;4;2;12,92;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;C563;0;2;2,5;0;0;0;0;1;0
Nord Ovest;Piemonte;TO;C564;1;1;4,33;0;0;0;0;0,01;0
Nord Ovest;Lombardia;MI;C565;1;20,83;10,5;0;0;0;1;6;0
Nord Ovest;Lombardia;MI;C566;13;51,78;65,82;0;0;0;1;11,75;0
Nord Ovest;Piemonte;VB;C567;0;0;2;0;0;0;0;1;0
Isole;Sicilia;ME;C568;0;2;14,82;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C569;4;11;9,72;0;0;0;0;3;0
Nord Est;Emilia-Romagna;FO;C573;44,5;78,74;78,89;0;1;1;8,08;52,91;15,25
Nord Est;Emilia-Romagna;FO;C574;8;33,16;19;0;4,56;0;1;9,79;3
Sud;Campania;AV;C576;0;0;3;0;0;0;0;0;0
Nord Est;Veneto;BL;C577;0;2;12,97;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C578;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;TV;C580;0;0;7,23;0;0;0;0;4;1
Sud;Calabria;VV;C581;0;2;1,5;0;0;0;0;0;0
Centro;Marche;MC;C582;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C583;0;0;2,67;0;0;0;0;0;0
Sud;Campania;SA;C584;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C585;0;0;7;0;0;0;0;0;0
Centro;Toscana;SI;C587;0;1;5,17;0;0;0;0;0;0
Sud;Calabria;CS;C588;0;2;8;0;0;0;0;2;0
Nord Ovest;Piemonte;CN;C589;4;8;19;0;0;0;0;2;1
Nord Ovest;Lombardia;BS;C591;0;0;4,66;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;C593;0;0;7;0;0;0;0;0;1
Nord Ovest;Valle d'Aosta;AO;C594;0;0;3;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;C595;0;1;4;0;0;0;1;0;1
Nord Ovest;Valle d'Aosta;AO;C596;0;1;1;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;C598;0;0;3;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C599;0;2;31,38;0;0;1;2;3;2,83
Isole;Sardegna;SS;C600;0;0;0;0;0;0;0;0;1
Nord Ovest;Piemonte;TO;C604;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;VI;C605;2;10;13,1;0;0;0;1;15,58;0
Sud;Campania;AV;C606;0;0;0;0;0;0;0;0;0
Centro;Toscana;SI;C608;2;7;11,5;0;0;0;0;2;0
Centro;Toscana;PI;C609;0;1;10;0;0;0;0;2;0
Nord Ovest;Piemonte;TO;C610;0;0;3;0;0;0;0;0;0
Isole;Sicilia;RG;C612;0;1;29;0;0;0;1;0;12,7
Isole;Sardegna;SS;C613;0;1;2;0;0;0;0;1;0
Nord Est;Veneto;TV;C614;0;1;7,83;0;0;0;0;3;1,34
Centro;Marche;AN;C615;1,5;12,75;21,11;0;0;0;1;0;1
Sud;Calabria;CZ;C616;0;1;7,33;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C618;16;12,2;35,85;0;0;0;0;11,06;5,75
Sud;Basilicata;PZ;C619;0;2;9;0;0;0;0;0;1
Sud;Molise;IS;C620;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;C621;3;18,5;16,67;0;0,05;0;0;1,06;0
Nord Ovest;Lombardia;SO;C623;3;3;25,02;0;0;0;0;1,05;0
Nord Ovest;Piemonte;TO;C624;0;0;4;0;0;0;0;0;1
Nord Ovest;Piemonte;TO;C627;5;16;49,73;0;0;1;3;18;0,19
Nord Ovest;Lombardia;SO;C628;0;2;6,8;0;1;0;0;0;0
Nord Ovest;Piemonte;TO;C629;0;0;2;0;0;0;0;0;0
Nord Est;Veneto;BL;C630;0;0;19,37;0;0;0;0;0;0
