Area;Regione;Provincia;2024_CodCom;NTN 2024 fino a 50 mq;NTN 2024 50 -| 85 mq;NTN 2024 85 -| 115 mq;NTN 2024 115 -| 145 mq;NTN 2024 oltre 145 mq;NTN_2024
Nord Ovest;Lombardia;MN;B911;0;1;1,5;1;3;6,5
Nord Est;Veneto;PD;B912;0;7,7;15,3;6,17;13,97;43,14
Nord Ovest;Lombardia;CR;B914;0;0;0,5;7,5;3,66;11,66
Sud;Puglia;FG;B915;7,83;33,71;23;25,99;17,33;107,86
Sud;Campania;CE;B916;4,5;12,8;21,69;10,67;17;66,66
Sud;Puglia;FG;B917;4;3;0;0,78;3;10,78
Isole;Sicilia;ME;B918;1,5;2,67;2;0;1;7,17
Centro;Lazio;FR;B919;0;5;0,67;2;10,5;18,17
Nord Ovest;Piemonte;NO;B920;0;2;1;3;3,83;9,83
Nord Ovest;Lombardia;VA;B921;0;5,22;3;3;5;16,22
Sud;Campania;NA;B922;5;7;5;3,5;8,67;29,17
Sud;Puglia;BA;B923;21,5;61,5;91,38;37,5;45,17;257,05
Sud;Campania;NA;B924;2,82;14,24;7;3,2;2,49;29,75
Sud;Campania;NA;B925;1;10;26,4;11;10,25;58,65
Nord Ovest;Liguria;SV;B927;1;6,5;5;2;4;18,5
Nord Ovest;Piemonte;VC;B928;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B929;0;0;1;1;3;5
Centro;Lazio;RM;B932;6;5,5;1;1;0;13,5
Nord Ovest;Piemonte;BI;B933;0;1;0,5;1;7;9,5
Centro;Lazio;RI;B934;5;1,5;5;2;5,9;19,4
Sud;Campania;CE;B935;1;12;26,2;23,83;22;85,03
Sud;Puglia;LE;B936;11,73;33,75;32,01;32,15;38,17;147,81
Nord Ovest;Lombardia;LC;B937;7,5;15,89;6,14;4;2,27;35,8
Nord Ovest;Lombardia;MI;B938;5;32;14,5;4;3,5;59
Nord Ovest;Liguria;GE;B939;5,5;25;17;4;5,25;56,75
Nord Est;Friuli- Venezia Giulia;PN;B940;5;14;16,25;11,67;27,4;74,32
Nord Ovest;Piemonte;AL;B941;1;1;0;0;2;4
Nord Ovest;Lombardia;LC;B943;10,02;32,59;41,5;31,8;34,56;150,47
Nord Ovest;Lombardia;PV;B945;0;2;2;2;4,5;10,5
Sud;Campania;NA;B946;7,5;30,75;47,28;27,49;12,2;125,22
Nord Ovest;Lombardia;BG;B947;2;8,39;13,83;11,86;15,44;51,52
Centro;Umbria;PG;B948;5,5;8;9,33;5;4,5;32,33
Nord Ovest;Lombardia;VA;B949;4,67;9,5;6,52;6,17;13,5;40,36
Centro;Toscana;PI;B950;10;137,58;138,49;85,5;122,28;493,85
Nord Ovest;Piemonte;VC;B952;0;1;0;3;3;7
Nord Ovest;Piemonte;TO;B953;0;0;1;4;2;7
Nord Ovest;Lombardia;PV;B954;1;3;7;2;8;21
Nord Ovest;Piemonte;TO;B955;0;9;12;6;9;36
Nord Ovest;Liguria;GE;B956;3;15;14,5;8;3;43,5
Nord Ovest;Lombardia;LO;B958;4;30;13;7,5;6;60,5
Sud;Campania;SA;B959;5;4,5;3;0;2;14,5
Nord Ovest;Piemonte;TO;B960;21,5;90;57;25,5;30,5;224,5
Nord Ovest;Lombardia;LO;B961;0;0;4;1;11;16
Centro;Toscana;FI;B962;36;185,05;205,06;70,42;57,81;554,34
Sud;Campania;CE;B963;56,61;124,1;214,72;225,18;236,83;857,44
Nord Est;Veneto;TV;B965;7;36,5;25;18,78;39,49;126,77
Sud;Calabria;RC;B966;0;0;0;0;1;1
Nord Est;Emilia-Romagna;RE;B967;2;19;18,4;14,33;21,9;75,63
Sud;Calabria;KR;B968;2;0;0;0;1;3
Nord Est;Emilia-Romagna;BO;B969;4,5;10;11;6,58;8,67;40,75
Nord Ovest;Lombardia;BG;B971;1;27;23,5;6,5;11,75;69,75
Nord Ovest;Lombardia;CO;B974;0;10,3;3,36;1,05;0;14,71
Nord Ovest;Lombardia;CO;B977;5;15,5;23,5;11,17;17;72,17
Nord Ovest;Lombardia;BG;B978;1;5;7,5;7;6,44;26,94
Centro;Toscana;MS;B979;0,25;8,5;1,69;4,75;3;18,19
Sud;Campania;NA;B980;2,26;0,5;3,5;3,8;2;12,06
Nord Est;Emilia-Romagna;RA;B982;1;3;8;4;5,5;21,5
Centro;Toscana;SI;B984;4;20;17,08;14,42;7,66;63,16
Sud;Abruzzo;CH;B985;1;3;7,5;8;21;40,5
Nord Ovest;Lombardia;VA;B987;4;31,49;22,35;10;14,83;82,67
Nord Ovest;Lombardia;PV;B988;5;60,25;49,78;26,5;39,17;180,7
Nord Ovest;Lombardia;MI;B989;0;16;20,83;10;8;54,83
Sud;Campania;NA;B990;36,58;126,72;206,08;118,34;52,34;540,06
Nord Ovest;Piemonte;AT;B991;0;1;2;4;9,5;16,5
Nord Ovest;Lombardia;SO;B993;28,11;27,55;4,89;2,4;0,5;63,45
Nord Est;Friuli- Venezia Giulia;UD;B994;0;4;0;5,5;20;29,5
Nord Ovest;Lombardia;LC;B996;6;13;17,33;4,44;7;47,77
Sud;Campania;AV;B997;0;0;1;0;2;3
Sud;Puglia;BA;B998;24,75;84;48,5;34,5;30,29;222,04
Nord Ovest;Lombardia;VA;B999;0;0;0;1;2;3
Sud;Calabria;CS;C002;27,59;67,69;49,75;23,25;26;194,28
Nord Ovest;Lombardia;MI;C003;20;118,04;136,75;51,75;23,17;349,71
Nord Ovest;Lombardia;VA;C004;6,5;98,5;92,86;47,83;51,86;297,55
Isole;Sicilia;SR;C006;3,5;5,3;2,64;2;2,25;15,69
Nord Ovest;Lombardia;BG;C007;0;1,8;0;0;0;1,8
Nord Ovest;Lombardia;MI;C013;17,5;66,17;35,5;3,5;11;133,67
Nord Ovest;Lombardia;MI;C014;13;55,59;49,77;26,5;24,75;169,61
Nord Ovest;Lombardia;CO;C020;1;12;28,5;6,5;16;64
Nord Ovest;Piemonte;AT;C022;0;1;0;0;4,64;5,64
Nord Ovest;Lombardia;LC;C024;6,25;14,5;4;0;0;24,75
Nord Ovest;Piemonte;AL;C027;1;11;9;4;15,34;40,34
Nord Ovest;Piemonte;AL;C030;1;5;5;3,5;8;22,5
Nord Ovest;Lombardia;MI;C033;1;5;5;3;4;18
Centro;Lazio;FR;C034;63,25;130,91;89,14;39,51;64,76;387,57
Nord Est;Veneto;VI;C037;2;40;35,5;35,33;37,47;150,3
Nord Ovest;Lombardia;PV;C038;4,38;38,5;21,75;18,5;16,76;99,89
Sud;Abruzzo;TE;C040;0;0;0;0;2;2
Nord Est;Veneto;VR;C041;0;4;8;8;30,5;50,5
Centro;Toscana;LI;C044;14;86,02;66,17;18,86;26,25;211,3
Nord Ovest;Piemonte;TO;C045;0,5;1,9;5;5;16;28,4
Nord Ovest;Piemonte;CN;C046;1;10;5;7;6,33;29,33
Nord Ovest;Piemonte;AT;C047;0;2;3;2;18;25
Nord Ovest;Piemonte;TO;C048;0;5;9;1,5;13;28,5
Nord Ovest;Piemonte;AT;C049;2,67;11;11,33;4,67;19,5;49,17
Nord Ovest;Lombardia;PV;C050;0;1;0;2;4,44;7,44
Isole;Sicilia;ME;C051;2;2;5;1;1;11
Nord Ovest;Lombardia;MI;C052;6;52,83;39,67;24,47;20,39;143,36
Nord Ovest;Lombardia;PV;C053;1;22,5;30,83;9;18,59;81,92
Nord Ovest;Lombardia;BS;C055;1;16;19,22;12,5;19,55;68,27
Nord Est;Veneto;VI;C056;0;4;3;12;7,73;26,73
Nord Est;Veneto;PD;C057;0;1;1;1,5;6,11;9,61
Sud;Campania;AV;C058;0;4;3,5;2,4;4,33;14,23
Nord Ovest;Lombardia;MN;C059;0,5;4;19,5;8,01;5,86;37,87
Centro;Marche;AN;C060;2;8;17,92;12;6,65;46,57
Nord Ovest;Liguria;SV;C063;0;2;3,5;1;1;7,5
Nord Ovest;Piemonte;AT;C064;1;0;2;2;6;11
Nord Est;Emilia-Romagna;RA;C065;6;42,92;41,25;12,55;21,73;124,45
Sud;Molise;CB;C066;0;3;2;2;4;11
Isole;Sicilia;PA;C067;11;19,75;9,1;5,91;12,63;58,39
Sud;Campania;SA;C069;0;2;1;4;0;7
Centro;Marche;AP;C070;0;2;4,25;4;3,5;13,75
Nord Ovest;Lombardia;BS;C072;2;20;20,8;5,5;19,3;67,6
Nord Est;Veneto;TV;C073;0;6;2;5;9,5;22,5
Isole;Sicilia;PA;C074;5;25;50,89;27;30,68;138,57
Nord Est;Emilia-Romagna;BO;C075;5;9,72;5;7;20,09;46,81
Nord Ovest;Lombardia;MN;C076;4;18;9;7;15;53
Nord Est;Veneto;VR;C078;1;31,67;45,34;31,5;28,11;137,62
Nord Ovest;Lombardia;BG;C079;1;38,67;17;15,5;17,78;89,95
Nord Est;Emilia-Romagna;RN;C080;1;2;0;1;1;5
Nord Ovest;Piemonte;CN;C081;2;5;2;1;4;14
Sud;Molise;IS;C082;2;2;2;0;1;7
Sud;Abruzzo;AQ;C083;1;5,8;2,22;1;1,67;11,69
Centro;Toscana;GR;C085;3;18;21,17;13,67;25,83;81,67
Nord Est;Emilia-Romagna;BO;C086;0,33;3;4;6,5;1,73;15,56
Nord Ovest;Lombardia;CR;C089;0;0;1;1;6,5;8,5
Sud;Abruzzo;AQ;C090;1;2;2;0,75;1;6,75
Isole;Sicilia;CT;C091;10,5;7,5;8,48;2;6;34,48
Centro;Marche;AP;C093;0;11,42;24,17;15;8,5;59,09
Isole;Sicilia;ME;C094;0;2;0;1;1;4
Sud;Abruzzo;AQ;C096;29,5;95,46;45,97;22,42;9,38;202,73
Sud;Campania;CE;C097;0;2;0;1;6;9
Centro;Lazio;RI;C098;2;1;0;0;0;3
Centro;Marche;AN;C100;9;22,99;47,17;44,08;35,5;158,74
Centro;Toscana;FI;C101;14;76,8;89,31;27;25,67;232,78
Centro;Toscana;AR;C102;0;2;7;2,68;5;16,68
Centro;Lazio;LT;C104;1;8;5;4;5;23
Sud;Campania;AV;C105;0;3;2;0;1,33;6,33
Sud;Campania;BN;C106;1,67;2,67;1;1;1,33;7,67
Nord Est;Emilia-Romagna;MO;C107;40,07;211;155,32;71,3;60,33;538,02
Sud;Calabria;CS;C108;0;3;13;13,5;20,75;50,25
Nord Ovest;Liguria;IM;C110;1;2;0;1;1;5
Nord Est;Veneto;TV;C111;23;127;121,78;85,81;114,65;472,24
Centro;Toscana;PI;C113;6;23,5;43,5;20,75;44,58;138,33
Sud;Abruzzo;CH;C114;2;17,4;15;9,22;8,44;52,06
Nord Ovest;Lombardia;CR;C115;1;0;1;0;5;7
Centro;Lazio;RM;C116;3;37,5;28;8;11;87,5
Centro;Umbria;TR;C117;1;3;7;7;7,42;25,42
Nord Ovest;Lombardia;MN;C118;3;35;19;22,5;44,5;124
Nord Est;Veneto;VI;C119;1;6;18;10;20,51;55,51
Sud;Basilicata;PZ;C120;2;2;1;0,5;1;6,5
Nord Est;Emilia-Romagna;BO;C121;4,75;16,25;22,97;4,25;13;61,22
Nord Est;Veneto;RO;C122;0;2;3;3;9;17
Sud;Abruzzo;CH;C123;0;4;1;2;0;7
Sud;Campania;SA;C125;12,33;47,33;24,33;12,5;9,06;105,55
Sud;Abruzzo;AQ;C126;4;5,67;3,5;1;2;16,17
Nord Ovest;Piemonte;AT;C127;2;9,25;5;1;24,26;41,51
Sud;Abruzzo;TE;C128;1;6;16;16,12;6;45,12
Sud;Campania;NA;C129;45,55;97,65;108,97;77,01;37,69;366,87
Isole;Sicilia;TP;C130;34,58;65,9;49,12;43,25;56,52;249,37
Nord Ovest;Piemonte;TO;C133;12;23,5;37,5;15;33,5;121,5
Sud;Puglia;BA;C134;31;50,5;57;52,39;29,73;220,62
Isole;Sicilia;PA;C135;4,67;9,58;12;2,17;4,17;32,59
Sud;Puglia;TA;C136;25,25;98,5;86,48;67,5;42,68;320,41
Nord Ovest;Piemonte;AL;C137;0;0;0;0;1;1
Nord Ovest;Lombardia;VA;C139;24;79,5;65,5;33,33;29,47;231,8
Nord Est;Emilia-Romagna;RE;C141;20,33;62,5;52,45;28,34;34,44;198,06
Nord Ovest;Piemonte;AL;C142;1;0;1;1;2;5
Nord Ovest;Liguria;IM;C143;0;5;5,5;0;1;11,5
Nord Est;Emilia-Romagna;PC;C145;1;19;13,5;12,5;27,33;73,33
Centro;Toscana;GR;C147;3;6,56;9;1;6;25,56
Nord Ovest;Piemonte;AL;C148;0;9;10,5;6;22;47,5
Nord Ovest;Piemonte;NO;C149;0;0;0;0;1;1
Centro;Marche;AN;C152;2,25;1;2,5;0;3,22;8,97
Nord Ovest;Lombardia;CR;C153;5;26;40;28;21,51;120,51
Nord Ovest;Piemonte;AT;C154;0;0;0;0;1;1
Nord Ovest;Piemonte;BI;C155;1;2;5;0;6;14
Nord Ovest;Piemonte;AL;C156;0;1;1;1;3;6
Nord Ovest;Lombardia;PV;C157;1;3;1;4;5;14
Nord Ovest;Piemonte;AL;C158;3;9;9;13;10,66;44,66
Nord Ovest;Piemonte;AL;C160;0;1;0;1;6;8
Nord Ovest;Piemonte;AT;C161;0;0;0;1;3;4
Nord Ovest;Piemonte;AL;C162;0;1,01;4;2;9,25;16,26
Nord Ovest;Piemonte;CN;C165;0;4;1;1;4;10
Nord Ovest;Piemonte;NO;C166;11,83;47,13;46;23,08;35,9;163,94
Nord Ovest;Piemonte;CN;C167;1;0;3,17;1;3;8,17
Sud;Abruzzo;TE;C169;2;1;1;1,21;3;8,21
Centro;Toscana;SI;C172;2;6,08;9;12;10,03;39,11
Nord Ovest;Piemonte;CN;C173;0;1;1;0;7,6;9,6
Centro;Toscana;PI;C174;3;15,75;9,92;2,5;7;38,17
Sud;Molise;CB;C175;0;2;1;0;0;3
Nord Ovest;Piemonte;CN;C176;1;0;1;0;1,5;3,5
Centro;Lazio;FR;C177;0;1;0;1,5;4,67;7,17
Sud;Campania;CE;C178;2;1;0;1;4;8
Nord Ovest;Lombardia;VA;C181;2;12,5;6;4;9;33,5
Nord Ovest;Lombardia;PV;C184;0;2;2;3;3,5;10,5
Nord Est;Emilia-Romagna;BO;C185;5;48,75;21,72;14;18,33;107,8
Nord Ovest;Lombardia;SO;C186;3,88;1;0;1,22;0,5;6,6
Nord Ovest;Lombardia;LC;C187;1;8;21;7;2;39
Sud;Campania;NA;C188;6;15;17,39;5,5;5,5;49,39
Nord Est;Veneto;TV;C190;0;10,33;7,5;4;20,63;42,46
Nord Ovest;Lombardia;MN;C195;0,5;6;9;2;7;24,5
Sud;Molise;CB;C197;0;3,83;4;1;1,5;10,33
Sud;Puglia;FG;C198;1;7;4;3;4;19
Sud;Basilicata;PZ;C199;1;0;2;1;0,5;4,5
Sud;Molise;IS;C200;0;0;0;0;1;1
Sud;Basilicata;PZ;C201;2;4;2,5;0;2;10,5
Sud;Puglia;FG;C202;3;6,33;3;3;0;15,33
Centro;Lazio;RM;C203;11,23;21,5;10,83;4,5;5;53,06
Nord Est;Emilia-Romagna;BO;C204;11;80,66;84,25;25,9;24,5;226,31
Nord Ovest;Piemonte;CN;C205;0;0;1;2;0;3
Nord Ovest;Lombardia;CO;C206;0;2;4;8;2,34;16,34
Nord Est;Veneto;RO;C207;1,17;12;11,92;6,75;20,75;52,59
Nord Ovest;Lombardia;BS;C208;9,5;59,83;36;19,17;20,43;144,93
Sud;Basilicata;PZ;C209;1;2;2;1;2;8
Isole;Sicilia;ME;C210;1;3;7;4;4;19
Sud;Campania;CE;C211;0;1;1;2;3;7
Nord Ovest;Lombardia;PV;C213;1;4;1;2,5;12;20,5
Nord Ovest;Piemonte;CN;C214;0;0;0;0;0;0
Nord Est;Veneto;RO;C215;1;2;8;1;27,6;39,6
Nord Est;Friuli- Venezia Giulia;PN;C217;0;1;2;2,33;8,5;13,83
Nord Est;Emilia-Romagna;RE;C218;4;19;32,8;16,39;34,33;106,52
Nord Est;Emilia-Romagna;RE;C219;5;41,73;56;25,08;16,5;144,31
Nord Ovest;Lombardia;CO;C220;1;2,5;6;1,5;2;13
Sud;Puglia;FG;C222;1;5;4,33;1;2,83;14,16
Centro;Lazio;FR;C223;1;6;0;0;1;8
Centro;Lazio;RI;C224;2;4;3;1;8,5;18,5
Nord Est;Veneto;VR;C225;9;74,5;64,13;35;34,5;217,13
Nord Ovest;Piemonte;AT;C226;1;2;3;0,67;11,67;18,34
Centro;Toscana;SI;C227;5;29,5;30,17;11,5;18,67;94,84
Nord Ovest;Lombardia;LO;C228;1;5;3;5,67;8,75;23,42
Nord Ovest;Piemonte;AL;C229;0;1;2;3;10;16
Nord Ovest;Piemonte;AT;C230;0;4;2,5;1,5;8;16
Sud;Campania;SA;C231;3;9;5;1;1;19
Nord Ovest;Piemonte;AT;C232;3;10;10,5;4,78;14;42,28
Sud;Campania;SA;C235;0;5;1;1;2,8;9,8
Centro;Toscana;LU;C236;0;5,92;13,5;9;22,61;51,03
Centro;Lazio;RM;C237;3;21,5;18,5;17,75;22;82,75
Nord Ovest;Liguria;SP;C240;8;19,83;33,5;16,33;21,33;98,99
Nord Ovest;Piemonte;TO;C241;1;3,67;3;3;3,17;13,84
Nord Est;Emilia-Romagna;MO;C242;4,5;42;74,34;30,5;34;185,34
Nord Ovest;Piemonte;AL;C243;0,5;13;18;6;16,17;53,67
Centro;Toscana;PI;C244;0;10;12;4;5,5;31,5
Sud;Campania;BN;C245;0;1,67;1,5;0;1,67;4,84
Sud;Molise;IS;C246;3;2,02;5;1;3,25;14,27
Sud;Molise;IS;C247;0;0;0;0;0;0
Centro;Marche;AN;C248;0;11;12,33;8,67;12,5;44,5
Sud;Campania;BN;C250;4;1;1;2;2,33;10,33
Centro;Marche;MC;C251;28,5;20,5;17,95;9;7,33;83,28
Centro;Umbria;PG;C252;2;2;3;4;10,5;21,5
Nord Ovest;Piemonte;AT;C253;0;1;0;1;2;4
Nord Ovest;Lombardia;BG;C255;0;11;12;6,5;5;34,5
Sud;Campania;SA;C259;5;19,5;20,33;25,67;28,68;99,18
Nord Est;Emilia-Romagna;PC;C261;6;48;72,5;32;44,08;202,58
Sud;Campania;SA;C262;2;7;5;3;1,5;18,5
Centro;Toscana;AR;C263;1;7;6,52;0;10,42;24,94
Nord Est;Emilia-Romagna;BO;C265;10,3;82,71;87,9;40,22;35,85;256,98
Centro;Lazio;RM;C266;1;1;0;2;0;4
Centro;Marche;MC;C267;1;3;0;0;0;4
Centro;Lazio;RI;C268;2;3,5;5;3;2;15,5
Centro;Lazio;VT;C269;2;5;2,2;2;2,67;13,87
Sud;Molise;IS;C270;1;3;2;0;3;9
Sud;Basilicata;PZ;C271;3;2;2,5;0;0,5;8
Isole;Sardegna;SS;C272;55,5;69,1;12,33;10;6,53;153,46
Nord Ovest;Lombardia;VA;C273;0;6;4;1,5;3;14,5
Nord Ovest;Piemonte;AL;C274;0;0;0;1;8;9
Isole;Sicilia;AG;C275;10,83;15,13;14,86;23,16;17;80,98
Nord Ovest;Liguria;SV;C276;1;1;4;2;6,5;14,5
Sud;Abruzzo;AQ;C278;5;1;3;0;0,25;9,25
Sud;Abruzzo;AQ;C279;2;2;1;0;1,5;6,5
Sud;Campania;BN;C280;4;1;1;1;9,67;16,67
Nord Ovest;Valle d'Aosta;AO;C282;3;5;11;3;2;24
Sud;Campania;AV;C283;4;2,33;4;0;3;13,33
Sud;Campania;BN;C284;2;2,83;1;1;2;8,83
Sud;Calabria;RC;C285;6;20;5,5;5;9;45,5
Isole;Sicilia;TP;C286;19;45,33;58,94;88,25;84,97;296,49
Nord Est;Emilia-Romagna;MO;C287;15;29;29,17;7,5;30,92;111,59
Nord Est;Emilia-Romagna;PC;C288;11;12,5;22,75;18;32,4;96,65
Centro;Umbria;TR;C289;7;12;9,56;3;3;34,56
Nord Ovest;Lombardia;CR;C290;1;1;0;1;1;4
Sud;Campania;CE;C291;32,64;177,89;201,82;149,11;160,1;721,56
Nord Est;Emilia-Romagna;BO;C292;10;67,5;87;35,75;69,8;270,05
Nord Ovest;Lombardia;BS;C293;6;36,75;38,75;18;30,88;130,38
Nord Ovest;Valle d'Aosta;AO;C294;6,31;19,33;13;7;3;48,64
Nord Est;Emilia-Romagna;BO;C296;6,5;21;16,23;16,5;26,83;87,06
Isole;Sicilia;CT;C297;5;15;22,5;7,11;9,25;58,86
Sud;Abruzzo;CH;C298;1;2,5;4;1,5;4;13
Nord Ovest;Lombardia;VA;C300;3;24;26,5;15,5;16,38;85,38
Sud;Calabria;CS;C301;0;1;2;2;8;13
Nord Ovest;Liguria;GE;C302;1;6,83;7,33;4;1;20,16
Centro;Toscana;LU;C303;4;2,33;3,61;2;9,67;21,61
Nord Ovest;Lombardia;LO;C304;1;16;14,17;9,5;15;55,67
Sud;Campania;SA;C306;0;4;3;1;2;10
Nord Ovest;Piemonte;TO;C307;1;24,33;12,11;17;39,51;93,95
Sud;Abruzzo;PE;C308;0;0;1,67;1,5;2;5,17
Centro;Umbria;PG;C309;9,83;49,67;58,01;32,36;68,94;218,81
Centro;Toscana;GR;C310;29,95;77,63;52,52;18,68;31,67;210,45
Sud;Abruzzo;TE;C311;0;1;1,67;1;3;6,67
Nord Ovest;Lombardia;MN;C312;13,17;83;83,33;48,5;67,89;295,89
Centro;Toscana;SI;C313;2;7,5;9,33;5;7;30,83
Nord Ovest;Piemonte;CN;C314;1;0;2;2;2;7
Centro;Lazio;VT;C315;3;7;10,5;0;6,5;27
Sud;Abruzzo;TE;C316;0;1;2;2;4,4;9,4
Nord Ovest;Piemonte;CN;C317;0;2;3;0;8;13
Centro;Toscana;AR;C318;0;3,67;4;5,5;7;20,17
Centro;Toscana;AR;C319;1;26,5;34,16;22,33;45,33;129,32
Centro;Marche;AP;C321;0;3;4;1;2;10
Sud;Abruzzo;TE;C322;0;2;1;3;3;9
Nord Ovest;Piemonte;CN;C323;1;1;0;1;4;7
Nord Ovest;Lombardia;BG;C324;15,66;65,42;44,08;12;12,57;149,73
Nord Ovest;Lombardia;SO;C325;2;6;3;2,5;4;17,5
Nord Est;Friuli- Venezia Giulia;UD;C327;0;5;11;3;11;30
Nord Ovest;Lombardia;LO;C329;0,05;14;6;7,67;10;37,72
Nord Ovest;Lombardia;BS;C330;1;3;6;1,06;1;12,06
Centro;Marche;AP;C331;1;3;4;3;0,33;11,33
Nord Ovest;Lombardia;BS;C332;4;8;19;20,5;24,19;75,69
Sud;Puglia;LE;C334;2,43;8,56;4,5;4;2,67;22,16
Sud;Puglia;LE;C335;2;2,92;5;8,91;4,84;23,67
Sud;Puglia;LE;C336;9,97;31,78;16,5;12,67;17,87;88,79
Nord Ovest;Lombardia;BG;C337;2,66;3,5;3,34;1;1;11,5
Centro;Lazio;FR;C338;3;3,67;1;3,5;6,67;17,84
Nord Est;Emilia-Romagna;FO;C339;19;21,5;21,33;8;16,21;86,04
Centro;Lazio;FR;C340;0;0;3;5;12,62;20,62
Isole;Sicilia;AG;C341;4;11;4;6;6,5;31,5
Isole;Sicilia;EN;C342;29,5;41,21;65,52;59,43;48,62;244,28
Nord Ovest;Lombardia;VA;C343;1;12,39;13;16,5;8;50,89
Isole;Sicilia;PA;C344;2;6;3;1;2;14
Sud;Basilicata;PZ;C345;1;2;1;2;1;7
Sud;Molise;CB;C346;5;5;2;2;3;17
Isole;Sicilia;ME;C347;1;3;5;1;6;16
Sud;Calabria;CS;C348;0;0;0;0;1;1
Sud;Calabria;CS;C349;14;23;36;26,07;32,3;131,37
Isole;Sicilia;CT;C351;446,77;969,19;1070,98;811,14;565,13;3863,21
Sud;Calabria;CZ;C352;61,34;224,26;219,08;178,91;141,65;825,24
Isole;Sicilia;EN;C353;2;5,38;3;4;4,25;18,63
Sud;Abruzzo;PE;C354;1;2;0;0;2,03;5,03
Isole;Sicilia;AG;C356;11,5;12,75;16,5;11;9;60,75
Nord Est;Emilia-Romagna;RN;C357;30,67;100,5;51,87;35,58;17,16;235,78
Sud;Campania;BN;C359;0;1;1;1;4;7
Nord Ovest;Lombardia;PV;C360;3,1;28;35;14,5;23,83;104,43
Sud;Campania;SA;C361;12,8;63,5;70,45;61,89;66,3;274,94
Nord Ovest;Piemonte;BI;C363;2,5;9;14,5;2,5;9,5;38
Nord Ovest;Piemonte;NO;C364;2;3;0;2;1;8
Nord Ovest;Piemonte;NO;C365;0;3;1;1;2,5;7,5
Nord Ovest;Piemonte;TO;C369;1;2;4;13;13,89;33,89
Nord Est;Veneto;VR;C370;0;31;16,5;12;26,5;86
Nord Ovest;Piemonte;CN;C375;0;1;1;2;5,5;9,5
Nord Ovest;Piemonte;CN;C376;1;15;10,67;5;15,22;46,89
Sud;Puglia;LE;C377;3;29,5;38,67;42;45,57;158,74
Nord Ovest;Piemonte;NO;C378;1;1;1;1,67;9,17;13,84
Nord Ovest;Lombardia;CO;C381;0;0;1;0;0;1
Nord Ovest;Lombardia;VA;C382;2;32,17;25,75;19;14;92,92
Nord Est;Veneto;VE;C383;3;37,08;53,41;30,5;39,46;163,45
Nord Est;Veneto;TV;C384;0,05;9;9;12;10,93;40,98
Nord Est;Friuli- Venezia Giulia;PN;C385;0;2;2;1;8;13
Nord Ovest;Piemonte;AL;C387;2,33;1,33;0;0;4;7,66
Nord Est;Veneto;VE;C388;195;741,05;315,08;94;82,4;1427,53
Nord Est;Friuli- Venezia Giulia;UD;C389;0;1;2;0,5;4;7,5
Centro;Lazio;RM;C390;19,5;46,92;41,17;21;19,67;148,26
Nord Ovest;Lombardia;LO;C394;4;12,16;4;6;8;34,16
Nord Ovest;Lombardia;MI;C395;10;50,73;51,5;19,8;5;137,03
Nord Ovest;Lombardia;BG;C396;2;15;23,5;16;8,5;65
Nord Est;Emilia-Romagna;MO;C398;0;18;27,5;17;19,33;81,83
Nord Ovest;Piemonte;TO;C404;2;4;14,83;7,5;23,41;51,74
Nord Est;Emilia-Romagna;RE;C405;2;27;33,83;16,39;30;109,22
Nord Ovest;Lombardia;MN;C406;1;2;7;2;4,4;16,4
Centro;Toscana;AR;C407;4;46;36,5;22,83;25;134,33
Nord Ovest;Lombardia;BS;C408;0,76;17,67;21,17;15;30,05;84,65
Nord Ovest;Lombardia;VA;C409;0;3;3;1;4,67;11,67
Nord Ovest;Lombardia;BG;C410;0;2;5,3;2;1;10,3
Nord Est;Veneto;VR;C412;2;4;4,5;1,5;6,75;18,75
Centro;Lazio;FR;C413;7;23,42;25,5;19,44;34;109,36
Nord Ovest;Lombardia;PV;C414;1;0;1;1;2;5
Centro;Toscana;LI;C415;108,75;171,41;116,12;51;41,02;488,3
Nord Ovest;Lombardia;BS;C417;2;2,25;3,24;2,75;0,5;10,74
Nord Ovest;Lombardia;SO;C418;1,75;0;1,75;3;0;6,5
Isole;Sicilia;PA;C420;1;1;1;0;2;5
Isole;Sicilia;PA;C421;30,32;66,84;37,14;24,94;19,5;178,74
Nord Est;Veneto;VE;C422;0;30,5;18,55;15,8;23,95;88,8
Sud;Puglia;BR;C424;115,51;95;59,59;41,63;29,84;341,57
Sud;Abruzzo;AQ;C426;14,5;11;29;13;9,17;76,67
Sud;Abruzzo;CH;C428;5;3;2;0;5;15
Sud;Puglia;FG;C429;1;3;2;2;1;9
Sud;Calabria;CS;C430;1;7,56;4;2;3;17,56
Nord Ovest;Piemonte;AL;C432;0;0;0;1;4;5
Nord Ovest;Lombardia;CR;C435;0;1;4;6;8,5;19,5
Sud;Puglia;BA;C436;3;11,17;11;9,5;15;49,67
Sud;Calabria;CS;C437;0;1;0;2;4;7
Nord Ovest;Piemonte;AT;C438;0;0;1;2;6,22;9,22
Nord Ovest;Lombardia;BS;C439;0;10;4,67;11,5;10,8;36,97
Nord Ovest;Piemonte;AT;C440;0,5;0;0;1;4;5,5
Nord Ovest;Piemonte;CN;C441;2;1;2;1;0;6
Sud;Puglia;FG;C442;4;2,5;0;0;0;6,5
