Area;Regione;Provincia;2025_CodCom;NTN_2025_Depositi_Pert;NTN_2025_Box
Nord Ovest;Piemonte;NO;B920;4;3
Nord Ovest;Lombardia;VA;B921;2,5;7
Sud;Campania;NA;B922;5;9
Sud;Puglia;BA;B923;50,28;147,22
Sud;Campania;NA;B924;3;1
Sud;Campania;NA;B925;3,17;15,9
Nord Ovest;Liguria;SV;B927;11;1
Nord Ovest;Piemonte;VC;B928;0;0
Nord Ovest;Lombardia;PV;B929;2;4
Centro;Lazio;RM;B932;6,21;4,7
Nord Ovest;Piemonte;BI;B933;6,63;5
Centro;Lazio;RI;B934;3,7;1
Sud;Campania;CE;B935;13;43
Sud;Puglia;LE;B936;16;38
Nord Ovest;Lombardia;LC;B937;3,08;23,35
Nord Ovest;Lombardia;MI;B938;12,5;49,5
Nord Ovest;Liguria;GE;B939;13,33;31,5
Nord Est;Friuli- Venezia Giulia;PN;B940;19,42;76,4
Nord Ovest;Piemonte;AL;B941;1;2
Nord Ovest;Lombardia;LC;B943;36,03;141,83
Nord Ovest;Lombardia;PV;B945;0;3
Sud;Campania;NA;B946;13,93;181,96
Nord Ovest;Lombardia;BG;B947;12;29,22
Centro;Umbria;PG;B948;5;8,27
Nord Ovest;Lombardia;VA;B949;7;28,33
Centro;Toscana;PI;B950;90,79;299,99
Nord Ovest;Piemonte;VC;B952;3,5;5
Nord Ovest;Piemonte;TO;B953;8,5;10,5
Nord Ovest;Lombardia;PV;B954;5;21,5
Nord Ovest;Piemonte;TO;B955;5;18
Nord Ovest;Liguria;GE;B956;18,72;28,79
Nord Ovest;Lombardia;LO;B958;8,12;60,67
Sud;Campania;SA;B959;3;0
Nord Ovest;Piemonte;TO;B960;68,75;187
Nord Ovest;Lombardia;LO;B961;1;8
Centro;Toscana;FI;B962;136,18;340,11
Sud;Campania;CE;B963;185,01;654,85
Nord Est;Veneto;TV;B965;20;141,98
Sud;Calabria;RC;B966;0;0
Nord Est;Emilia-Romagna;RE;B967;12;41,67
Sud;Calabria;KR;B968;2;3
Nord Est;Emilia-Romagna;BO;B969;9;21,67
Nord Ovest;Lombardia;BG;B971;19,22;71,47
Nord Ovest;Lombardia;CO;B974;10,13;8,5
Nord Ovest;Lombardia;CO;B977;10,6;62,52
Nord Ovest;Lombardia;BG;B978;1,25;21,33
Centro;Toscana;MS;B979;12;3
Sud;Campania;NA;B980;4,83;2,11
Nord Est;Emilia-Romagna;RA;B982;7,17;12,75
Centro;Toscana;SI;B984;19,06;34,33
Sud;Abruzzo;CH;B985;8;18
Nord Ovest;Lombardia;VA;B987;16,53;64,84
Nord Ovest;Lombardia;PV;B988;21,04;127,46
Nord Ovest;Lombardia;MI;B989;21;66,32
Sud;Campania;NA;B990;37,44;145,07
Nord Ovest;Piemonte;AT;B991;1;0
Nord Ovest;Lombardia;SO;B993;37;44,5
Nord Est;Friuli- Venezia Giulia;UD;B994;1;19,45
Nord Ovest;Lombardia;LC;B996;11,17;40
Sud;Campania;AV;B997;7;2
Sud;Puglia;BA;B998;16,92;65,72
Nord Ovest;Lombardia;VA;B999;3;5
Sud;Calabria;CS;C002;11,15;46,04
Nord Ovest;Lombardia;MI;C003;125,09;325,57
Nord Ovest;Lombardia;VA;C004;43,26;216,98
Isole;Sicilia;SR;C006;1;1
Nord Ovest;Lombardia;BG;C007;0;0
Nord Ovest;Lombardia;MI;C013;49,75;241,6
Nord Ovest;Lombardia;MI;C014;75,5;330,83
Nord Ovest;Lombardia;CO;C020;14;72,85
Nord Ovest;Piemonte;AT;C022;1;2
Nord Ovest;Lombardia;LC;C024;4;33,77
Nord Ovest;Piemonte;AL;C027;9,09;23,5
Nord Ovest;Piemonte;AL;C030;2;6
Nord Ovest;Lombardia;MI;C033;9;35,17
Centro;Lazio;FR;C034;20,49;130,6
Nord Est;Veneto;VI;C037;27;171
Nord Ovest;Lombardia;PV;C038;16;50,8
Sud;Abruzzo;TE;C040;1;1
Nord Est;Veneto;VR;C041;8;20,69
Centro;Toscana;LI;C044;38,72;59,67
Nord Ovest;Piemonte;TO;C045;8;17
Nord Ovest;Piemonte;CN;C046;7;23,5
Nord Ovest;Piemonte;AT;C047;2;4
Nord Ovest;Piemonte;TO;C048;1,13;18,28
Nord Ovest;Piemonte;AT;C049;7;23
Nord Ovest;Lombardia;PV;C050;5;5
Isole;Sicilia;ME;C051;5;1
Nord Ovest;Lombardia;MI;C052;34,03;110,67
Nord Ovest;Lombardia;PV;C053;25;59,11
Nord Ovest;Lombardia;BS;C055;13,14;79,39
Nord Est;Veneto;VI;C056;0;31
Nord Est;Veneto;PD;C057;1;4,58
Sud;Campania;AV;C058;0,93;0,13
Nord Ovest;Lombardia;MN;C059;0;48
Centro;Marche;AN;C060;12,82;42,25
Nord Ovest;Liguria;SV;C063;3,14;4
Nord Ovest;Piemonte;AT;C064;1;1
Nord Est;Emilia-Romagna;RA;C065;13,7;106,33
Sud;Molise;CB;C066;3;2
Isole;Sicilia;PA;C067;22,64;5,83
Sud;Campania;SA;C069;4;1
Centro;Marche;AP;C070;2;3
Nord Ovest;Lombardia;BS;C072;8,09;63
Nord Est;Veneto;TV;C073;2;19
Isole;Sicilia;PA;C074;10;15,25
Nord Est;Emilia-Romagna;BO;C075;11,31;32,8
Nord Ovest;Lombardia;MN;C076;9;40
Nord Est;Veneto;VR;C078;39,2;166,36
Nord Ovest;Lombardia;BG;C079;11,5;80,26
Nord Est;Emilia-Romagna;RN;C080;1;1,5
Nord Ovest;Piemonte;CN;C081;3;3
Sud;Molise;IS;C082;3;1
Sud;Abruzzo;AQ;C083;5,67;2
Centro;Toscana;GR;C085;32,41;36,27
Nord Est;Emilia-Romagna;BO;C086;4,33;8,09
Nord Ovest;Lombardia;CR;C089;0;2
Sud;Abruzzo;AQ;C090;2;4
Isole;Sicilia;CT;C091;2;2
Centro;Marche;AP;C093;13,67;63,59
Isole;Sicilia;ME;C094;2;0
Sud;Abruzzo;AQ;C096;44;70
Sud;Campania;CE;C097;1;0
Centro;Lazio;RI;C098;5;4
Centro;Marche;AN;C100;14,83;118,49
Centro;Toscana;FI;C101;53,19;117,83
Centro;Toscana;AR;C102;2;10,5
Centro;Lazio;LT;C104;11;11
Sud;Campania;AV;C105;1;6
Sud;Campania;BN;C106;1;0
Nord Est;Emilia-Romagna;MO;C107;81,3;518,45
Sud;Calabria;CS;C108;7,5;14,5
Nord Ovest;Liguria;IM;C110;5;0
Nord Est;Veneto;TV;C111;70,9;429,28
Centro;Toscana;PI;C113;18,16;93,76
Sud;Abruzzo;CH;C114;8;10,5
Nord Ovest;Lombardia;CR;C115;1;4
Centro;Lazio;RM;C116;25,52;102,5
Centro;Umbria;TR;C117;9;5,5
Nord Ovest;Lombardia;MN;C118;2,11;137,02
Nord Est;Veneto;VI;C119;5,33;57,33
Sud;Basilicata;PZ;C120;3;1
Nord Est;Emilia-Romagna;BO;C121;9;49,17
Nord Est;Veneto;RO;C122;3;11
Sud;Abruzzo;CH;C123;1;3
Sud;Campania;SA;C125;8,5;38,5
Sud;Abruzzo;AQ;C126;0;2
Nord Ovest;Piemonte;AT;C127;25;52
Sud;Abruzzo;TE;C128;12;21
Sud;Campania;NA;C129;51,87;109,78
Isole;Sicilia;TP;C130;21,75;33,33
Nord Ovest;Piemonte;TO;C133;40,5;105,58
Sud;Puglia;BA;C134;59,5;77,61
Isole;Sicilia;PA;C135;3,13;5
Sud;Puglia;TA;C136;41,75;78,58
Nord Ovest;Piemonte;AL;C137;0;0
Nord Ovest;Lombardia;VA;C139;55;183,87
Nord Est;Emilia-Romagna;RE;C141;33,5;204,5
Nord Ovest;Piemonte;AL;C142;1;0
Nord Ovest;Liguria;IM;C143;6;8
Nord Est;Emilia-Romagna;PC;C145;3;37,42
Centro;Toscana;GR;C147;14,17;9,5
Nord Ovest;Piemonte;AL;C148;7;26,5
Nord Ovest;Piemonte;NO;C149;0;0
Centro;Marche;AN;C152;4,25;5,75
Nord Ovest;Lombardia;CR;C153;13;88,81
Nord Ovest;Piemonte;AT;C154;0;0
Nord Ovest;Piemonte;BI;C155;5;14
Nord Ovest;Piemonte;AL;C156;3;2
Nord Ovest;Lombardia;PV;C157;5;11
Nord Ovest;Piemonte;AL;C158;4;23
Nord Ovest;Piemonte;AL;C160;0;4
Nord Ovest;Piemonte;AT;C161;1;2
Nord Ovest;Piemonte;AL;C162;3;16
Nord Ovest;Piemonte;CN;C165;2;2
Nord Ovest;Piemonte;NO;C166;33,5;124,79
Nord Ovest;Piemonte;CN;C167;2;0
Sud;Abruzzo;TE;C169;0;2
Centro;Toscana;SI;C172;6,75;19,17
Nord Ovest;Piemonte;CN;C173;1;3,8
Centro;Toscana;PI;C174;12,33;13,17
Sud;Molise;CB;C175;2;0
Nord Ovest;Piemonte;CN;C176;7;2
Centro;Lazio;FR;C177;0;1
Sud;Campania;CE;C178;0;0
Nord Ovest;Lombardia;VA;C181;14;14,33
Nord Ovest;Lombardia;PV;C184;0;10
Nord Est;Emilia-Romagna;BO;C185;7;87,2
Nord Ovest;Lombardia;SO;C186;3;2
Nord Ovest;Lombardia;LC;C187;2;37,5
Sud;Campania;NA;C188;10,5;24
Nord Est;Veneto;TV;C190;6;27
Nord Ovest;Lombardia;MN;C195;6;58,5
Sud;Molise;CB;C197;4;6
Sud;Puglia;FG;C198;0;5
Sud;Basilicata;PZ;C199;2;0
Sud;Molise;IS;C200;0;0
Sud;Basilicata;PZ;C201;0;0
Sud;Puglia;FG;C202;2;3
Centro;Lazio;RM;C203;16,88;8,38
Nord Est;Emilia-Romagna;BO;C204;62,11;250,41
Nord Ovest;Piemonte;CN;C205;0;0
Nord Ovest;Lombardia;CO;C206;2;5
Nord Est;Veneto;RO;C207;3,27;49,62
Nord Ovest;Lombardia;BS;C208;9,22;166,88
Sud;Basilicata;PZ;C209;1;0
Isole;Sicilia;ME;C210;4;1
Sud;Campania;CE;C211;0,67;0,67
Nord Ovest;Lombardia;PV;C213;0;4
Nord Ovest;Piemonte;CN;C214;0;0
Nord Est;Veneto;RO;C215;2;18,5
Nord Est;Friuli- Venezia Giulia;PN;C217;1,75;9,33
Nord Est;Emilia-Romagna;RE;C218;22;97,62
Nord Est;Emilia-Romagna;RE;C219;55,64;102,58
Nord Ovest;Lombardia;CO;C220;1;4,5
Sud;Puglia;FG;C222;3,33;0
Centro;Lazio;FR;C223;3;1
Centro;Lazio;RI;C224;2,33;3
Nord Est;Veneto;VR;C225;35,56;220,86
Nord Ovest;Piemonte;AT;C226;2;2
Centro;Toscana;SI;C227;20,3;84,13
Nord Ovest;Lombardia;LO;C228;0;15,72
Nord Ovest;Piemonte;AL;C229;1;3
Nord Ovest;Piemonte;AT;C230;2;4
Sud;Campania;SA;C231;5;11,25
Nord Ovest;Piemonte;AT;C232;9;24
Sud;Campania;SA;C235;0;1
Centro;Toscana;LU;C236;11;18,5
Centro;Lazio;RM;C237;15;43,67
Nord Ovest;Liguria;SP;C240;20,25;33,67
Nord Ovest;Piemonte;TO;C241;1;3
Nord Est;Emilia-Romagna;MO;C242;28,32;212,39
Nord Ovest;Piemonte;AL;C243;11;35,67
Centro;Toscana;PI;C244;17,92;7,67
Sud;Campania;BN;C245;0,25;4
Sud;Molise;IS;C246;1;4
Sud;Molise;IS;C247;0;0
Centro;Marche;AN;C248;3,83;19,06
Sud;Campania;BN;C250;1;1,55
Centro;Marche;MC;C251;9,33;32,67
Centro;Umbria;PG;C252;3;11
Nord Ovest;Piemonte;AT;C253;0;3
Nord Ovest;Lombardia;BG;C255;7;51,33
Sud;Campania;SA;C259;17,17;37,79
Nord Est;Emilia-Romagna;PC;C261;39,5;149
Sud;Campania;SA;C262;5,42;5
Centro;Toscana;AR;C263;13,75;11,5
Nord Est;Emilia-Romagna;BO;C265;76,3;206,08
Centro;Lazio;RM;C266;9;3
Centro;Marche;MC;C267;0,5;0
Centro;Lazio;RI;C268;4,92;13,11
Centro;Lazio;VT;C269;11,5;8,5
Sud;Molise;IS;C270;1;0
Sud;Basilicata;PZ;C271;3;1
Isole;Sardegna;SS;C272;16,59;138,5
Nord Ovest;Lombardia;VA;C273;3;5,5
Nord Ovest;Piemonte;AL;C274;0;4
Isole;Sicilia;AG;C275;17,51;9,08
Nord Ovest;Liguria;SV;C276;3;2,5
Sud;Abruzzo;AQ;C278;6,75;3
Sud;Abruzzo;AQ;C279;2;0,5
Sud;Campania;BN;C280;3;2
Nord Ovest;Valle d'Aosta;AO;C282;15,83;15,5
Sud;Campania;AV;C283;7;2
Sud;Campania;BN;C284;1;0
Sud;Calabria;RC;C285;3;3,17
Isole;Sicilia;TP;C286;42,81;91,18
Nord Est;Emilia-Romagna;MO;C287;26;111,04
Nord Est;Emilia-Romagna;PC;C288;10,36;77,88
Centro;Umbria;TR;C289;14,13;3,5
Nord Ovest;Lombardia;CR;C290;0;2
Sud;Campania;CE;C291;21,79;60
Nord Est;Emilia-Romagna;BO;C292;69,04;299,84
Nord Ovest;Lombardia;BS;C293;15,12;92,89
Nord Ovest;Valle d'Aosta;AO;C294;35;36
Nord Est;Emilia-Romagna;BO;C296;22,5;32,53
Isole;Sicilia;CT;C297;12;2,5
Sud;Abruzzo;CH;C298;0;2
Nord Ovest;Lombardia;VA;C300;32,58;109,71
Sud;Calabria;CS;C301;4;2
Nord Ovest;Liguria;GE;C302;4;6
Centro;Toscana;LU;C303;1;3,67
Nord Ovest;Lombardia;LO;C304;5;39,09
Sud;Campania;SA;C306;3;5
Nord Ovest;Piemonte;TO;C307;35,5;68,03
Sud;Abruzzo;PE;C308;2;0
Centro;Umbria;PG;C309;60,25;147,06
Centro;Toscana;GR;C310;25,88;110,05
Sud;Abruzzo;TE;C311;2;5,5
Nord Ovest;Lombardia;MN;C312;22;227,95
Centro;Toscana;SI;C313;11;16
Nord Ovest;Piemonte;CN;C314;1;1
Centro;Lazio;VT;C315;9,5;7,5
Sud;Abruzzo;TE;C316;7,85;5
Nord Ovest;Piemonte;CN;C317;0;1
Centro;Toscana;AR;C318;3,21;10,5
Centro;Toscana;AR;C319;18,83;66,25
Centro;Marche;AP;C321;2,33;3,5
Sud;Abruzzo;TE;C322;3;4
Nord Ovest;Piemonte;CN;C323;0;1
Nord Ovest;Lombardia;BG;C324;21,1;112,14
Nord Ovest;Lombardia;SO;C325;17,43;8,13
Nord Est;Friuli- Venezia Giulia;UD;C327;13;32
Nord Ovest;Lombardia;LO;C329;3;58
Nord Ovest;Lombardia;BS;C330;3,5;7
Centro;Marche;AP;C331;2,5;16,5
Nord Ovest;Lombardia;BS;C332;16,5;125,5
Sud;Puglia;LE;C334;1;2
Sud;Puglia;LE;C335;3;2,75
Sud;Puglia;LE;C336;10;16,5
Nord Ovest;Lombardia;BG;C337;5;8
Centro;Lazio;FR;C338;2;2
Nord Est;Emilia-Romagna;FO;C339;13,76;50
Centro;Lazio;FR;C340;2;4
Isole;Sicilia;AG;C341;8;1,5
Isole;Sicilia;EN;C342;39,07;91,75
Nord Ovest;Lombardia;VA;C343;10,94;53,94
Isole;Sicilia;PA;C344;6;4
Sud;Basilicata;PZ;C345;4;0,83
Sud;Molise;CB;C346;2,8;1,8
Isole;Sicilia;ME;C347;0;1
Sud;Calabria;CS;C348;0;0
Sud;Calabria;CS;C349;21,83;28
Isole;Sicilia;CT;C351;186,99;1580,65
Sud;Calabria;CZ;C352;142,69;130,84
Isole;Sicilia;EN;C353;3;5
Sud;Abruzzo;PE;C354;4,33;4
Isole;Sicilia;AG;C356;13,39;2
Nord Est;Emilia-Romagna;RN;C357;35,3;209,61
Sud;Campania;BN;C359;2,33;1,33
Nord Ovest;Lombardia;PV;C360;16,14;83,5
Sud;Campania;SA;C361;76,66;106,61
Nord Ovest;Piemonte;BI;C363;16;37
Nord Ovest;Piemonte;NO;C364;0;5
Nord Ovest;Piemonte;NO;C365;3;6
Nord Ovest;Piemonte;TO;C369;7,5;23,5
Nord Est;Veneto;VR;C370;10;86,21
Nord Ovest;Piemonte;CN;C375;0;9
Nord Ovest;Piemonte;CN;C376;10;31,83
Sud;Puglia;LE;C377;10;80,44
Nord Ovest;Piemonte;NO;C378;5;13,5
Nord Ovest;Lombardia;CO;C381;0;0
Nord Ovest;Lombardia;VA;C382;13,5;68
Nord Est;Veneto;VE;C383;8,83;103,86
Nord Est;Veneto;TV;C384;1;20,33
Nord Est;Friuli- Venezia Giulia;PN;C385;0;5
Nord Ovest;Piemonte;AL;C387;3;4
Nord Est;Veneto;VE;C388;177,43;1197,47
Nord Est;Friuli- Venezia Giulia;UD;C389;1;4
Centro;Lazio;RM;C390;13,17;39,5
Nord Ovest;Lombardia;LO;C394;7;37,77
Nord Ovest;Lombardia;MI;C395;50,53;129,82
Nord Ovest;Lombardia;BG;C396;5,5;43,2
Nord Est;Emilia-Romagna;MO;C398;9;70,75
Nord Ovest;Piemonte;TO;C404;10;40,15
Nord Est;Emilia-Romagna;RE;C405;20,67;79,11
Nord Ovest;Lombardia;MN;C406;1;17
Centro;Toscana;AR;C407;15;76,42
Nord Ovest;Lombardia;BS;C408;8;59,17
Nord Ovest;Lombardia;VA;C409;3;3
Nord Ovest;Lombardia;BG;C410;1;9
Nord Est;Veneto;VR;C412;2;21
Centro;Lazio;FR;C413;16;25,67
Nord Ovest;Lombardia;PV;C414;2;1
Centro;Toscana;LI;C415;110,12;249,81
Nord Ovest;Lombardia;BS;C417;2,17;5,5
Nord Ovest;Lombardia;SO;C418;1;0,5
Isole;Sicilia;PA;C420;2;1
Isole;Sicilia;PA;C421;33,33;22,71
Nord Est;Veneto;VE;C422;15,67;70,06
Sud;Puglia;BR;C424;35,05;78,53
Sud;Abruzzo;AQ;C426;5,5;19,7
Sud;Abruzzo;CH;C428;0;1
Sud;Puglia;FG;C429;2,83;0
Sud;Calabria;CS;C430;3,5;0
Nord Ovest;Piemonte;AL;C432;0;1
Nord Ovest;Lombardia;CR;C435;0;10,34
Sud;Puglia;BA;C436;4;29,2
Sud;Calabria;CS;C437;2;1
Nord Ovest;Piemonte;AT;C438;0;5
Nord Ovest;Lombardia;BS;C439;10,26;42,26
Nord Ovest;Piemonte;AT;C440;2;1
Nord Ovest;Piemonte;CN;C441;0,67;0,67
Sud;Puglia;FG;C442;0;1
Nord Ovest;Liguria;SV;C443;30,93;35,75
Sud;Campania;SA;C444;1,17;1
Centro;Lazio;VT;C446;1,83;5,17
Centro;Lazio;VT;C447;3;1
Sud;Puglia;BR;C448;1;15
Sud;Abruzzo;TE;C449;4,9;4
Sud;Calabria;CZ;C453;0,25;0
Nord Ovest;Lombardia;BG;C456;8,5;25
Nord Ovest;Lombardia;BG;C457;10,8;39,18
Nord Est;Veneto;BL;C458;0,5;11,33
Nord Ovest;Lombardia;BG;C459;6,4;44,33
Nord Est;Veneto;RO;C461;0;13
Nord Ovest;Liguria;SV;C463;18,42;40,67
Nord Ovest;Piemonte;CN;C466;28,66;55,03
Nord Est;Emilia-Romagna;FE;C469;77,86;443,68
Sud;Campania;SA;C470;6;3
Isole;Sicilia;EN;C471;12,36;12,92
Sud;Calabria;CZ;C472;0;0
Sud;Abruzzo;PE;C474;13;54
Sud;Campania;BN;C476;1;0
Nord Ovest;Piemonte;VB;C478;2;4
Centro;Lazio;FR;C479;4;13,05
Isole;Sicilia;EN;C480;6,09;1,5
Nord Ovest;Liguria;GE;C481;12,75;11
Nord Ovest;Lombardia;CO;C482;2;1
Nord Ovest;Piemonte;NO;C483;27,25;86,92
Nord Ovest;Lombardia;PV;C484;2;52
Sud;Campania;SA;C485;3;0
Sud;Molise;CB;C486;2;3
Nord Ovest;Piemonte;TO;C487;4,5;10
Sud;Molise;CB;C488;3;3
Sud;Calabria;CS;C489;5,33;0
Sud;Abruzzo;AQ;C492;3;2
Nord Ovest;Lombardia;SO;C493;6;3,5
Nord Est;Friuli- Venezia Giulia;UD;C494;0;1
Sud;Campania;NA;C495;18,32;47,55
Isole;Sicilia;PA;C496;4;3
Nord Ovest;Piemonte;TO;C497;9;12,67
Nord Est;Veneto;VR;C498;35;194,11
Nord Est;Veneto;RO;C500;5,5;20,2
Sud;Calabria;KR;C501;1;0
Nord Ovest;Lombardia;MN;C502;2;16,8
Nord Ovest;Piemonte;AL;C503;2;6
Nord Ovest;Piemonte;CN;C504;4;11
Nord Ovest;Piemonte;TO;C505;3,5;3
Nord Ovest;Lombardia;BG;C506;5,5;45,17
Nord Ovest;Piemonte;AL;C507;0;0
Nord Ovest;Lombardia;PV;C508;0;2
Nord Ovest;Lombardia;PV;C509;1;0
Nord Ovest;Liguria;SV;C510;60,3;182,46
Nord Ovest;Liguria;IM;C511;32,5;1
Nord Ovest;Lombardia;MI;C512;26;65,25
Nord Est;Emilia-Romagna;PC;C513;1;1
Sud;Puglia;FG;C514;61,76;198,03
Sud;Calabria;CS;C515;2;0
Nord Ovest;Lombardia;CO;C516;20,36;107,39
Sud;Abruzzo;TE;C517;9;6
Centro;Lazio;RM;C518;3;1
Nord Ovest;Lombardia;CO;C520;37,18;66,13
Nord Ovest;Lombardia;LC;C521;11,25;58,78
Nord Ovest;Lombardia;MI;C523;224,87;581,22
Centro;Marche;AN;C524;6,33;23,84
Sud;Campania;BN;C525;3;2,17
Centro;Umbria;PG;C527;8,5;2
Nord Ovest;Piemonte;AT;C528;0;0
Centro;Toscana;FI;C529;11,25;66,42
Nord Ovest;Piemonte;CN;C530;0;0
Nord Ovest;Piemonte;AL;C531;4;8,66
Nord Ovest;Piemonte;BI;C532;12;31,5
Nord Ovest;Piemonte;AT;C533;0;1
Sud;Molise;IS;C534;0;2
Nord Ovest;Lombardia;MI;C536;41;149,7
Nord Ovest;Lombardia;MI;C537;91,17;234,5
Nord Est;Veneto;VR;C538;11,5;34,56
Sud;Basilicata;PZ;C539;0;0
Centro;Toscana;FI;C540;76,54;99,5
Nord Ovest;Lombardia;PV;C541;14;130,17
Sud;Calabria;CZ;C542;0,11;1
Centro;Lazio;RM;C543;12;27,5
Nord Est;Veneto;PD;C544;5;33,17
Centro;Lazio;FR;C545;6,91;6,91
Nord Ovest;Piemonte;CN;C547;5;44
Nord Ovest;Piemonte;VC;C548;0;1
Nord Ovest;Lombardia;BS;C549;6;2
Nord Ovest;Piemonte;CN;C550;8;21
Nord Ovest;Lombardia;PV;C551;0;10
Centro;Lazio;RM;C552;84,92;262,1
Nord Est;Emilia-Romagna;RA;C553;87,84;690,19
Sud;Calabria;CS;C554;2;1
Nord Ovest;Lombardia;LO;C555;24;59
Sud;Campania;AV;C557;9;2
Sud;Campania;CE;C558;1;1
Nord Ovest;Liguria;IM;C559;18,17;33
Sud;Calabria;CS;C560;1;0
Sud;Campania;CE;C561;6,5;46
Nord Ovest;Lombardia;LC;C563;6,9;19
Nord Ovest;Piemonte;TO;C564;52,22;117,63
Nord Ovest;Lombardia;MI;C565;76,83;163,22
Nord Ovest;Lombardia;MI;C566;200,95;473,11
Nord Ovest;Piemonte;VB;C567;5;4
Isole;Sicilia;ME;C568;1,5;5,97
Nord Ovest;Lombardia;MI;C569;58,32;173,3
Nord Est;Emilia-Romagna;FO;C573;164,72;826,3
Nord Est;Emilia-Romagna;FO;C574;54,82;272,16
Sud;Campania;AV;C576;3;12
Nord Est;Veneto;BL;C577;8;19,5
Nord Ovest;Liguria;IM;C578;2;2
Nord Est;Veneto;TV;C580;2;47,73
Sud;Calabria;VV;C581;1;0
Centro;Marche;MC;C582;1;0,53
Nord Ovest;Piemonte;AT;C583;0;0
Sud;Campania;SA;C584;0;0
Nord Ovest;Lombardia;BS;C585;3,13;2,67
Centro;Toscana;SI;C587;17,5;24
Sud;Calabria;CS;C588;9,17;6
Nord Ovest;Piemonte;CN;C589;24;50,25
Nord Ovest;Lombardia;BS;C591;3,85;3,66
Nord Ovest;Valle d'Aosta;AO;C593;6;18,17
Nord Ovest;Valle d'Aosta;AO;C594;6;4
Nord Ovest;Valle d'Aosta;AO;C595;4;0
Nord Ovest;Valle d'Aosta;AO;C596;9;0
Nord Ovest;Valle d'Aosta;AO;C598;10,04;19,5
Nord Ovest;Piemonte;CN;C599;36;80,07
Isole;Sardegna;SS;C600;0;0
Nord Ovest;Piemonte;TO;C604;3;9
Nord Est;Veneto;VI;C605;18,79;87,06
Sud;Campania;AV;C606;0;1
Centro;Toscana;SI;C608;22,58;77,74
Centro;Toscana;PI;C609;12,08;7,5
Nord Ovest;Piemonte;TO;C610;3;3
Isole;Sicilia;RG;C612;15,17;20,25
Isole;Sardegna;SS;C613;0;0,5
Nord Est;Veneto;TV;C614;0,6;27
Centro;Marche;AN;C615;58;116,83
Sud;Calabria;CZ;C616;3;1
Nord Ovest;Lombardia;BS;C618;56,12;219,56
Sud;Basilicata;PZ;C619;9;2
Sud;Molise;IS;C620;2;1,66
Nord Ovest;Liguria;GE;C621;148,94;313,38
Nord Ovest;Lombardia;SO;C623;51,75;64,86
Nord Ovest;Piemonte;TO;C624;9;16
Nord Ovest;Piemonte;TO;C627;153,97;405,67
Nord Ovest;Lombardia;SO;C628;71,42;57,69
Nord Ovest;Piemonte;TO;C629;0;0
Nord Est;Veneto;BL;C630;5;1
Centro;Toscana;PT;C631;3;22,5
Sud;Abruzzo;CH;C632;135,15;373,51
Sud;Puglia;FG;C633;4;2,33
Nord Ovest;Lombardia;CR;C634;2;21,6
Nord Ovest;Lombardia;BG;C635;4,33;26,5
Nord Ovest;Lombardia;PV;C637;18,5;42,84
Nord Est;Veneto;VE;C638;195,19;622,47
Nord Ovest;Piemonte;TO;C639;13,22;15,22
Nord Est;Friuli- Venezia Giulia;PN;C640;6;40,33
Centro;Toscana;AR;C648;0;2
Nord Ovest;Lombardia;BG;C649;12,08;65,23
Nord Est;Veneto;VI;C650;4;5
Nord Ovest;Lombardia;SO;C651;9;1
Nord Ovest;Piemonte;CN;C653;14,33;32,04
Isole;Sicilia;PA;C654;12;6
Nord Ovest;Piemonte;TO;C655;8;12,38
Nord Est;Friuli- Venezia Giulia;UD;C656;1;24
Nord Ovest;Liguria;IM;C657;8;0
Nord Ovest;Piemonte;AT;C658;0;0
Sud;Campania;AV;C659;2,65;7,25
Nord Ovest;Liguria;IM;C660;5;2
Centro;Toscana;SI;C661;19,99;6,5
Centro;Toscana;SI;C662;23,66;46,85
Centro;Toscana;AR;C663;3;7,5
Nord Ovest;Piemonte;TO;C665;89,06;260,81
Isole;Sicilia;AG;C668;12;7,91
Nord Est;Emilia-Romagna;RE;C669;9;21
Nord Est;Veneto;TV;C670;4;28,5
Nord Est;Veneto;BL;C672;1;10,87
Nord Ovest;Liguria;GE;C673;15,5;11,5
Sud;Calabria;CZ;C674;3;1
Sud;Campania;NA;C675;10,55;41,42
Sud;Campania;SA;C676;2;2
Centro;Lazio;RM;C677;5,67;6,67
Nord Ovest;Lombardia;CR;C678;0;7,56
Nord Ovest;Piemonte;TO;C679;1;1
Nord Ovest;Piemonte;VC;C680;10;43,7
Nord Ovest;Piemonte;CN;C681;3;0
Nord Ovest;Lombardia;PV;C684;6;6
Nord Ovest;Lombardia;BS;C685;2;7
Nord Ovest;Lombardia;PV;C686;14,25;66,18
Nord Est;Veneto;TV;C689;6;25,16
Nord Ovest;Lombardia;BS;C691;0;2
Sud;Calabria;RC;C695;0;0
Isole;Sicilia;PA;C696;1;1,33
Sud;Campania;NA;C697;13,29;17
Nord Ovest;Lombardia;BS;C698;1;3,17
Nord Est;Friuli- Venezia Giulia;PN;C699;1;2
Nord Ovest;Piemonte;AT;C701;0;1
Centro;Lazio;RM;C702;2;2
Nord Ovest;Lombardia;CR;C703;1;8,5
Centro;Marche;MC;C704;19,5;31
Centro;Toscana;GR;C705;20,75;13
Nord Ovest;Lombardia;MI;C707;265,06;565,47
Isole;Sicilia;PA;C708;9;18,5
Nord Ovest;Lombardia;SO;C709;3;1
Sud;Calabria;RC;C710;8;9
