Area;Regione;prov;COD_COM;NTN_2017_Uffici;NTN_2017_Negozi_Lab;NTN_2017_Depositi_Comm_Autorimesse;NTN_2017_TCO_B04;NTN_2017_TCO_D02;NTN_2017_TCO_D05;NTN_2017_TCO_D08;NTN_2017_PRO;NTN_2017_AGR
"Nord Ovest";"Lombardia";"PV";"E152";0,000000;0,000000;2,890000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"VB";"E153";2,000000;4,000000;7,300000;0,000000;0,000000;0,000000;1,000000;1,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"E154";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Puglia";"BA";"E155";12,000000;26,000000;87,020000;0,000000;0,000000;0,000000;2,000000;4,000000;0,000000
"Isole";"Sicilia";"CT";"E156";1,000000;6,000000;26,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"CE";"E158";0,000000;0,000000;5,750000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Piemonte";"AT";"E159";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"RI";"E160";0,000000;0,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"AV";"E161";0,000000;0,000000;1,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"VC";"E163";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AL";"E164";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Valle d'Aosta";"AO";"E165";1,000000;2,000000;10,250000;0,000000;1,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Valle d'Aosta";"AO";"E167";0,000000;0,000000;1,000000;0,000000;1,520000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Valle d'Aosta";"AO";"E168";0,000000;2,000000;3,120000;0,000000;4,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"FI";"E169";0,000000;11,000000;34,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,500000
"Nord Ovest";"Lombardia";"MI";"E170";0,000000;1,000000;7,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Est";"Veneto";"VR";"E171";1,000000;0,000000;13,250000;0,000000;0,000000;0,000000;0,000000;3,000000;2,870000
"Nord Ovest";"Lombardia";"CO";"E172";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"CE";"E173";0,000000;1,000000;2,610000;0,000000;0,000000;0,000000;0,000000;2,500000;0,500000
"Nord Ovest";"Piemonte";"NO";"E177";0,000000;2,000000;10,410000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"E179";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"E180";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"CN";"E182";0,000000;2,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VI";"E184";1,340000;0,680000;3,000000;0,000000;0,000000;0,000000;2,000000;8,000000;0,000000
"Sud";"Calabria";"CS";"E185";1,000000;3,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Emilia-Romagna";"BO";"E187";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AL";"E188";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BG";"E189";0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,110000;0,000000
"Nord Ovest";"Piemonte";"AL";"E191";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Lombardia";"BG";"E192";0,000000;0,000000;2,330000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Lombardia";"CR";"E193";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"PV";"E195";0,000000;1,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,060000;1,170000
"Nord Est";"Emilia-Romagna";"PC";"E196";0,250000;1,500000;6,670000;0,000000;0,000000;0,000000;0,000000;0,000000;3,880000
"Nord Ovest";"Piemonte";"TO";"E199";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;4,000000
"Nord Ovest";"Lombardia";"SO";"E200";0,000000;0,000000;8,140000;0,000000;0,000000;0,000000;0,000000;0,140000;0,000000
"Nord Ovest";"Lombardia";"SO";"E201";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Centro";"Toscana";"GR";"E202";15,000000;40,500000;52,510000;0,000000;0,030000;2,000000;4,000000;15,000000;6,860000
"Nord Ovest";"Piemonte";"TO";"E203";0,000000;0,000000;2,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"RM";"E204";3,000000;6,000000;18,060000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Sud";"Puglia";"TA";"E205";1,000000;17,660000;25,430000;0,000000;0,000000;0,000000;0,000000;1,100000;0,000000
"Sud";"Campania";"AV";"E206";1,000000;6,000000;10,500000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
"Centro";"Marche";"AP";"E207";0,000000;3,330000;10,130000;0,000000;0,000000;0,000000;2,000000;4,000000;0,500000
"Centro";"Marche";"AP";"E208";1,000000;1,330000;5,040000;0,000000;0,000000;0,000000;1,000000;3,000000;0,000000
"Isole";"Sicilia";"AG";"E209";0,000000;1,500000;25,760000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"VT";"E210";0,000000;1,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"RC";"E212";0,000000;1,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Basilicata";"MT";"E213";0,000000;0,000000;7,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Sud";"Campania";"AV";"E214";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Veneto";"VE";"E215";0,000000;3,000000;3,000000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"E216";2,000000;8,000000;7,110000;0,000000;0,000000;1,000000;1,000000;14,000000;0,000000
"Nord Ovest";"Lombardia";"CR";"E217";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Lombardia";"BG";"E219";2,000000;2,000000;4,380000;0,000000;0,000000;1,000000;7,000000;16,010000;0,000000
"Sud";"Basilicata";"PZ";"E221";0,000000;1,330000;7,990000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"BA";"E223";0,000000;2,000000;14,390000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"NA";"E224";0,000000;8,000000;13,750000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VI";"E226";1,000000;1,000000;5,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Puglia";"LE";"E227";1,000000;1,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Marche";"MC";"E228";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Umbria";"PG";"E229";0,000000;2,000000;13,500000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
"Centro";"Umbria";"PG";"E230";3,000000;12,830000;17,410000;0,000000;0,000000;0,000000;2,160000;1,150000;0,000000
"Nord Est";"Emilia-Romagna";"RE";"E232";0,000000;2,000000;7,790000;0,000000;0,000000;0,000000;1,000000;4,000000;0,550000
"Isole";"Sicilia";"ME";"E233";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"CA";"E234";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CO";"E235";1,000000;1,000000;9,750000;0,000000;0,000000;0,000000;0,000000;0,390000;0,000000
"Centro";"Lazio";"FR";"E236";0,000000;3,000000;0,250000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"VC";"E237";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Lombardia";"LO";"E238";0,000000;2,000000;4,670000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CZ";"E239";0,000000;0,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"RO";"E240";0,000000;1,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Centro";"Umbria";"TR";"E241";0,000000;1,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"E242";0,000000;1,000000;0,670000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Abruzzo ";"CH";"E243";0,000000;4,000000;8,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Molise";"CB";"E244";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"AV";"E245";0,000000;1,000000;4,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Basilicata";"PZ";"E246";0,000000;0,000000;1,250000;0,000000;0,000000;0,000000;0,000000;0,000000;0,500000
"Sud";"Molise";"CB";"E248";0,000000;3,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Sud";"Campania";"BN";"E249";0,000000;4,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"PI";"E250";0,000000;1,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Piemonte";"CN";"E251";0,000000;2,000000;10,000000;0,000000;0,000000;0,000000;2,000000;0,000000;0,000000
"Isole";"Sardegna";"CA";"E252";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Emilia-Romagna";"RE";"E253";2,000000;7,000000;9,660000;0,000000;0,000000;0,000000;0,000000;3,000000;1,000000
"Nord Ovest";"Piemonte";"AL";"E255";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Umbria";"PG";"E256";0,750000;15,000000;34,960000;0,000000;2,000000;0,000000;0,000000;2,000000;2,000000
"Nord Ovest";"Lombardia";"MI";"E258";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Molise";"CB";"E259";1,000000;1,000000;4,500000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Lombardia";"MN";"E261";0,000000;3,000000;1,000000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
"Centro";"Lazio";"RM";"E263";17,500000;43,200000;73,030000;0,000000;0,000000;0,000000;2,000000;42,000000;0,000000
"Nord Est";"Emilia-Romagna";"MO";"E264";1,000000;0,000000;10,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"PV";"E265";0,000000;4,000000;1,000000;0,000000;0,000000;0,000000;0,000000;11,000000;0,000000
"Sud";"Abruzzo ";"CH";"E266";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"VB";"E269";0,000000;0,000000;0,700000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"CA";"E270";1,000000;7,000000;10,010000;0,000000;0,000000;0,000000;2,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"E271";7,000000;4,000000;8,500000;0,000000;0,000000;0,000000;1,000000;19,080000;0,000000
"Nord Ovest";"Lombardia";"CR";"E272";0,000000;1,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Valle d'Aosta";"AO";"E273";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Sud";"Calabria";"CZ";"E274";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"E280";0,000000;1,500000;2,670000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"CA";"E281";8,000000;11,000000;15,000000;0,000000;0,000000;0,000000;0,000000;1,500000;0,000000
"Nord Ovest";"Piemonte";"CN";"E282";0,000000;0,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"NU";"E283";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VR";"E284";0,000000;1,000000;10,000000;0,000000;0,000000;0,000000;0,000000;1,000000;1,340000
"Isole";"Sardegna";"SS";"E285";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Lombardia";"LC";"E287";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,070000;0,000000
"Nord Est";"Emilia-Romagna";"BO";"E289";38,330000;29,000000;61,370000;0,000000;6,000000;1,000000;7,000000;9,000000;14,070000
"Nord Ovest";"Liguria";"IM";"E290";11,000000;18,670000;50,460000;0,000000;0,000000;0,000000;1,000000;1,000000;0,000000
"Centro";"Toscana";"FI";"E291";3,000000;5,670000;15,150000;0,300000;0,000000;0,000000;0,000000;5,000000;0,000000
"Nord Ovest";"Lombardia";"VA";"E292";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,130000;0,000000
"Nord Ovest";"Piemonte";"AT";"E295";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"E297";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,200000;0,000000
"Nord Ovest";"Lombardia";"VA";"E299";1,000000;0,000000;5,830000;0,000000;0,000000;0,000000;1,000000;3,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"E301";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Piemonte";"VB";"E304";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"LC";"E305";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Valle d'Aosta";"AO";"E306";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Abruzzo ";"AQ";"E307";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"LC";"E308";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CO";"E309";1,000000;2,000000;6,830000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Lombardia";"PV";"E310";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"E311";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"E313";1,000000;3,000000;8,660000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Piemonte";"NO";"E314";0,000000;2,000000;5,000000;0,000000;0,000000;0,000000;0,000000;9,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"E317";3,000000;2,000000;4,500000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Est";"Emilia-Romagna";"FE";"E320";1,000000;1,000000;4,000000;0,000000;0,000000;0,000000;0,000000;1,000000;2,330000
"Sud";"Calabria";"VV";"E321";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"NU";"E323";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"E325";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Basilicata";"MT";"E326";1,000000;1,000000;6,500000;0,000000;0,000000;0,000000;0,000000;0,000000;3,000000
"Nord Ovest";"Piemonte";"CN";"E327";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CZ";"E328";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"NA";"E329";0,000000;7,750000;5,000000;0,000000;1,500000;0,000000;0,170000;0,000000;0,000000
"Centro";"Lazio";"VT";"E330";0,000000;1,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"FG";"E332";0,000000;1,000000;4,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"E333";5,000000;4,000000;5,860000;0,000000;1,000000;0,000000;1,000000;3,130000;0,000000
"Sud";"Molise";"IS";"E335";0,000000;8,500000;10,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"NU";"E336";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;4,000000;0,000000
"Isole";"Sicilia";"PA";"E337";0,000000;0,000000;1,750000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AT";"E338";0,000000;0,000000;1,500000;0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Sud";"Calabria";"KR";"E339";0,000000;4,000000;11,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Centro";"Lazio";"FR";"E340";1,000000;7,000000;9,830000;0,000000;0,000000;0,000000;0,000000;8,000000;0,000000
"Nord Ovest";"Liguria";"GE";"E341";0,000000;1,000000;6,010000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"SO";"E342";0,000000;1,000000;0,670000;0,000000;0,000000;0,000000;0,000000;0,150000;0,000000
"Sud";"Abruzzo ";"TE";"E343";0,000000;2,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;2,000000
"Nord Ovest";"Piemonte";"TO";"E345";0,000000;0,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"IM";"E346";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"GR";"E348";0,000000;1,500000;0,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VR";"E349";0,330000;4,000000;23,250000;0,000000;0,000000;1,000000;1,000000;1,000000;6,440000
"Isole";"Sicilia";"PA";"E350";0,000000;1,170000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Marche";"PS";"E351";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;14,000000;0,510000
"Nord Ovest";"Lombardia";"BG";"E353";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VI";"E354";1,000000;3,500000;12,500000;0,000000;0,000000;0,000000;3,500000;7,060000;0,000000
"Nord Ovest";"Lombardia";"CR";"E356";0,000000;0,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VR";"E358";0,000000;1,000000;3,580000;0,000000;0,000000;0,000000;0,000000;2,000000;1,000000
"Nord Ovest";"Piemonte";"AL";"E360";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"FG";"E363";0,000000;2,000000;0,000000;0,000000;0,040000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"E364";0,500000;0,500000;2,670000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Campania";"SA";"E365";0,000000;1,000000;0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"RG";"E366";0,000000;6,500000;21,870000;0,000000;0,000000;0,000000;0,000000;10,500000;3,160000
"Nord Ovest";"Lombardia";"VA";"E367";0,000000;2,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"E368";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Valle d'Aosta";"AO";"E369";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,130000
"Nord Ovest";"Lombardia";"BG";"E370";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Valle d'Aosta";"AO";"E371";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Abruzzo ";"CH";"E372";6,000000;20,330000;30,080000;0,000000;0,000000;0,000000;3,440000;8,000000;0,000000
"Nord Est";"Veneto";"TV";"E373";0,000000;1,000000;6,340000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Isole";"Sicilia";"ME";"E374";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"LT";"E375";0,000000;3,000000;9,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"SS";"E376";0,000000;1,000000;0,200000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"SS";"E377";1,000000;1,000000;3,000000;0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Nord Ovest";"Piemonte";"TO";"E379";9,000000;15,000000;34,830000;0,000000;0,000000;0,000000;5,000000;4,010000;0,000000
"Nord Ovest";"Lombardia";"CR";"E380";1,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Molise";"CB";"E381";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"RM";"E382";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"VA";"E386";0,000000;5,000000;5,890000;0,000000;0,000000;0,000000;0,000000;0,160000;0,000000
"Isole";"Sardegna";"NU";"E387";0,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Marche";"AN";"E388";7,000000;26,000000;36,560000;0,000000;0,000000;0,000000;2,000000;8,800000;4,110000
"Sud";"Calabria";"VV";"E389";0,000000;1,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"AG";"E390";0,000000;0,000000;5,670000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Valle d'Aosta";"AO";"E391";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Centro";"Lazio";"RM";"E392";1,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"RI";"E393";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"E394";0,000000;0,000000;2,500000;0,000000;0,000000;0,000000;0,000000;5,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"E395";0,000000;4,000000;6,000000;0,000000;0,000000;0,000000;0,000000;11,000000;0,000000
"Sud";"Campania";"NA";"E396";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"AV";"E397";0,000000;1,000000;3,500000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Isole";"Sardegna";"NU";"E400";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Isole";"Sardegna";"SS";"E401";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;2,000000
"Sud";"Calabria";"RC";"E402";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VI";"E403";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CO";"E405";0,000000;0,000000;4,080000;0,000000;0,000000;0,000000;1,000000;0,080000;0,000000
"Nord Ovest";"Piemonte";"CN";"E406";0,000000;2,330000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"E407";0,000000;1,000000;2,750000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Basilicata";"PZ";"E409";2,000000;5,000000;8,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Emilia-Romagna";"FE";"E410";1,000000;8,000000;4,000000;0,000000;0,000000;1,000000;1,000000;4,000000;1,000000
"Centro";"Toscana";"PI";"E413";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Liguria";"SV";"E414";0,000000;2,000000;3,080000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"E415";2,000000;10,500000;12,840000;0,000000;0,000000;0,000000;5,000000;8,100000;0,000000
"Nord Ovest";"Lombardia";"CO";"E416";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"E417";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"E419";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BG";"E422";1,000000;2,000000;0,000000;0,000000;0,000000;0,000000;2,000000;8,530000;0,000000
"Nord Ovest";"Piemonte";"TO";"E423";0,000000;2,000000;8,110000;0,000000;0,000000;0,000000;0,000000;4,000000;0,000000
"Sud";"Abruzzo ";"CH";"E424";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"SS";"E425";1,000000;4,000000;4,170000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Emilia-Romagna";"MO";"E426";0,000000;0,500000;6,670000;0,000000;0,000000;0,000000;0,000000;2,000000;1,000000
"Nord Ovest";"Lombardia";"CO";"E428";0,000000;2,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"BL";"E429";0,000000;0,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"CN";"E430";0,000000;3,000000;10,500000;0,000000;0,000000;0,000000;0,000000;6,000000;0,000000
