Area;Regione;prov;2017_CodCom;NTN 2017 fino a 50 mq;NTN  2017 50 -| 85 mq;NTN  2017 85 -| 115 mq;NTN  2017 115 -| 145 mq;NTN   2017 oltre 145 mq;NTN 2017
"Nord Ovest";"Lombardia";"MI";"E317";3,000000;44,800000;59,500000;15,500000;16,000000;138,800000
"Nord Est";"Emilia-Romagna";"FE";"E320";0,000000;3,000000;3,000000;4,000000;4,160000;14,160000
"Sud";"Calabria";"VV";"E321";0,000000;0,000000;3,000000;6,000000;11,000000;20,000000
"Isole";"Sardegna";"NU";"E323";0,000000;1,000000;1,000000;0,500000;3,000000;5,500000
"Nord Ovest";"Lombardia";"BS";"E325";0,000000;0,000000;0,500000;0,000000;0,000000;0,500000
"Sud";"Basilicata";"MT";"E326";7,000000;12,160000;11,660000;2,000000;6,500000;39,320000
"Nord Ovest";"Piemonte";"CN";"E327";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CZ";"E328";6,000000;5,500000;5,000000;1,500000;1,000000;19,000000
"Sud";"Campania";"NA";"E329";11,250000;23,330000;29,000000;7,170000;14,420000;85,170000
"Centro";"Lazio";"VT";"E330";1,000000;7,000000;4,500000;4,400000;2,000000;18,900000
"Sud";"Puglia";"FG";"E332";7,750000;18,000000;6,000000;3,000000;0,000000;34,750000
"Nord Ovest";"Lombardia";"BS";"E333";14,000000;36,940000;23,370000;15,560000;23,500000;113,370000
"Sud";"Molise";"IS";"E335";6,100000;29,400000;39,000000;33,280000;23,830000;131,610000
"Isole";"Sardegna";"NU";"E336";0,000000;1,000000;1,000000;1,300000;0,000000;3,300000
"Isole";"Sicilia";"PA";"E337";0,000000;3,000000;3,500000;1,500000;0,500000;8,500000
"Nord Ovest";"Piemonte";"AT";"E338";0,000000;0,000000;0,000000;2,000000;7,500000;9,500000
"Sud";"Calabria";"KR";"E339";26,850000;36,120000;13,500000;6,500000;10,500000;93,470000
"Centro";"Lazio";"FR";"E340";4,000000;10,500000;9,170000;16,260000;10,330000;50,260000
"Nord Ovest";"Liguria";"GE";"E341";2,670000;10,670000;3,000000;1,670000;7,000000;25,010000
"Nord Ovest";"Lombardia";"SO";"E342";10,670000;14,360000;7,420000;1,630000;1,000000;35,080000
"Sud";"Abruzzo ";"TE";"E343";1,000000;1,750000;4,000000;1,000000;1,000000;8,750000
"Nord Ovest";"Piemonte";"TO";"E345";0,000000;0,000000;0,000000;2,000000;3,000000;5,000000
"Nord Ovest";"Liguria";"IM";"E346";3,000000;2,000000;5,000000;0,000000;0,000000;10,000000
"Centro";"Toscana";"GR";"E348";7,500000;8,870000;3,000000;0,500000;1,000000;20,870000
"Nord Est";"Veneto";"VR";"E349";1,000000;19,000000;28,360000;24,940000;35,890000;109,190000
"Isole";"Sicilia";"PA";"E350";15,120000;17,840000;14,000000;7,380000;3,890000;58,230000
"Centro";"Marche";"PS";"E351";4,000000;1,000000;0,000000;0,000000;0,340000;5,340000
"Nord Ovest";"Lombardia";"BG";"E353";3,000000;0,000000;0,000000;0,000000;1,000000;4,000000
"Nord Est";"Veneto";"VI";"E354";1,000000;24,500000;24,500000;17,330000;33,320000;100,650000
"Nord Ovest";"Lombardia";"CR";"E356";1,000000;2,000000;0,000000;2,000000;7,000000;12,000000
"Nord Est";"Veneto";"VR";"E358";0,000000;2,000000;3,080000;3,080000;9,500000;17,660000
"Nord Ovest";"Piemonte";"AL";"E360";0,000000;1,000000;1,500000;1,000000;2,000000;5,500000
"Sud";"Puglia";"FG";"E363";1,000000;4,750000;0,000000;0,750000;0,000000;6,500000
"Nord Ovest";"Lombardia";"BS";"E364";0,000000;8,340000;10,000000;3,750000;7,080000;29,170000
"Sud";"Campania";"SA";"E365";3,000000;8,070000;3,000000;2,000000;0,000000;16,070000
"Isole";"Sicilia";"RG";"E366";18,280000;39,070000;30,040000;11,940000;19,500000;118,830000
"Nord Ovest";"Lombardia";"VA";"E367";4,000000;13,000000;6,500000;3,000000;17,000000;43,500000
"Nord Ovest";"Piemonte";"TO";"E368";0,000000;0,000000;0,000000;0,000000;3,000000;3,000000
"Nord Ovest";"Valle d'Aosta";"AO";"E369";0,000000;2,000000;1,000000;0,000000;0,000000;3,000000
"Nord Ovest";"Lombardia";"BG";"E370";0,000000;2,000000;0,000000;2,330000;1,000000;5,330000
"Nord Ovest";"Valle d'Aosta";"AO";"E371";0,000000;1,000000;0,000000;0,000000;3,000000;4,000000
"Sud";"Abruzzo ";"CH";"E372";41,500000;182,500000;126,070000;95,980000;58,750000;504,800000
"Nord Est";"Veneto";"TV";"E373";0,500000;16,330000;16,500000;6,000000;14,670000;54,000000
"Isole";"Sicilia";"ME";"E374";0,000000;2,000000;2,000000;4,000000;1,000000;9,000000
"Centro";"Lazio";"LT";"E375";6,000000;11,720000;15,500000;7,000000;9,500000;49,720000
"Isole";"Sardegna";"SS";"E376";0,000000;1,000000;0,870000;1,920000;2,000000;5,790000
"Isole";"Sardegna";"SS";"E377";0,000000;2,670000;3,640000;7,080000;8,400000;21,790000
"Nord Ovest";"Piemonte";"TO";"E379";10,500000;61,510000;95,060000;55,330000;56,360000;278,760000
"Nord Ovest";"Lombardia";"CR";"E380";0,000000;5,500000;4,830000;2,000000;2,000000;14,330000
"Sud";"Molise";"CB";"E381";1,000000;3,000000;2,500000;0,000000;0,000000;6,500000
"Centro";"Lazio";"RM";"E382";0,000000;1,500000;1,890000;0,000000;2,000000;5,390000
"Nord Ovest";"Lombardia";"VA";"E386";2,000000;19,500000;14,500000;5,590000;11,060000;52,650000
"Isole";"Sardegna";"NU";"E387";0,000000;2,000000;4,000000;4,000000;0,000000;10,000000
"Centro";"Marche";"AN";"E388";21,170000;77,650000;92,950000;63,500000;60,120000;315,390000
"Sud";"Calabria";"VV";"E389";3,000000;2,000000;4,000000;3,000000;4,000000;16,000000
"Isole";"Sicilia";"AG";"E390";2,000000;0,000000;1,670000;0,000000;2,000000;5,670000
"Nord Ovest";"Valle d'Aosta";"AO";"E391";0,000000;0,000000;1,000000;0,000000;0,000000;1,000000
"Centro";"Lazio";"RM";"E392";3,000000;18,500000;7,500000;8,000000;5,340000;42,340000
"Centro";"Lazio";"RI";"E393";0,000000;0,500000;0,000000;2,000000;0,000000;2,500000
"Nord Ovest";"Piemonte";"TO";"E394";0,000000;5,000000;6,000000;7,000000;8,500000;26,500000
"Nord Ovest";"Lombardia";"MI";"E395";10,750000;44,500000;27,750000;12,000000;4,500000;99,500000
"Sud";"Campania";"NA";"E396";1,750000;6,000000;2,000000;2,500000;4,000000;16,250000
"Sud";"Campania";"AV";"E397";5,820000;4,670000;4,380000;5,700000;1,500000;22,070000
"Isole";"Sardegna";"NU";"E400";0,000000;0,830000;1,220000;1,940000;2,630000;6,620000
"Isole";"Sardegna";"SS";"E401";0,000000;0,000000;1,750000;1,000000;2,000000;4,750000
"Sud";"Calabria";"RC";"E402";0,000000;1,000000;0,000000;0,000000;0,000000;1,000000
"Nord Est";"Veneto";"VI";"E403";0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Nord Ovest";"Lombardia";"CO";"E405";2,750000;0,000000;3,000000;2,000000;6,000000;13,750000
"Nord Ovest";"Piemonte";"CN";"E406";0,000000;1,330000;1,000000;0,000000;2,000000;4,330000
"Sud";"Calabria";"CS";"E407";3,000000;3,000000;4,500000;1,500000;2,750000;14,750000
"Sud";"Basilicata";"PZ";"E409";2,000000;8,750000;7,000000;7,500000;8,500000;33,750000
"Nord Est";"Emilia-Romagna";"FE";"E410";0,000000;5,500000;14,500000;8,000000;8,000000;36,000000
"Centro";"Toscana";"PI";"E413";0,000000;2,000000;1,000000;0,000000;3,000000;6,000000
"Nord Ovest";"Liguria";"SV";"E414";21,970000;29,340000;8,670000;0,000000;3,000000;62,980000
"Nord Ovest";"Lombardia";"MI";"E415";11,500000;89,990000;105,170000;42,750000;60,250000;309,660000
"Nord Ovest";"Lombardia";"CO";"E416";7,000000;4,000000;0,000000;0,000000;0,000000;11,000000
"Sud";"Calabria";"CS";"E417";4,000000;1,000000;3,000000;1,000000;0,670000;9,670000
"Sud";"Calabria";"CS";"E419";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BG";"E422";3,000000;13,000000;22,000000;3,000000;3,000000;44,000000
"Nord Ovest";"Piemonte";"TO";"E423";0,000000;31,500000;36,400000;22,000000;13,670000;103,570000
"Sud";"Abruzzo ";"CH";"E424";1,000000;1,500000;0,500000;0,500000;0,500000;4,000000
"Isole";"Sardegna";"SS";"E425";13,920000;54,590000;19,950000;8,580000;8,500000;105,540000
"Nord Est";"Emilia-Romagna";"MO";"E426";2,330000;7,080000;3,000000;6,000000;13,000000;31,410000
"Nord Ovest";"Lombardia";"CO";"E428";4,000000;6,000000;15,300000;0,000000;8,000000;33,300000
"Nord Est";"Veneto";"BL";"E429";3,500000;3,170000;2,000000;0,500000;13,120000;22,290000
"Nord Ovest";"Piemonte";"CN";"E430";5,000000;2,000000;9,630000;3,000000;17,630000;37,260000
"Isole";"Sicilia";"AG";"E431";10,000000;15,000000;2,000000;3,000000;1,000000;31,000000
"Centro";"Toscana";"PT";"E432";2,000000;11,000000;6,000000;9,000000;5,750000;33,750000
"Nord Ovest";"Piemonte";"VC";"E433";0,330000;0,000000;0,000000;0,330000;1,330000;1,990000
"Sud";"Abruzzo ";"CH";"E435";13,000000;53,000000;75,330000;55,000000;47,180000;243,510000
"Nord Ovest";"Piemonte";"NO";"E436";0,000000;0,000000;1,000000;1,000000;1,000000;3,000000
"Nord Ovest";"Lombardia";"PV";"E437";2,000000;29,500000;12,500000;10,500000;8,370000;62,870000
"Nord Est";"Emilia-Romagna";"PR";"E438";2,800000;21,020000;35,970000;17,300000;21,000000;98,090000
"Nord Ovest";"Lombardia";"PV";"E439";0,000000;1,000000;2,000000;0,000000;4,000000;7,000000
"Isole";"Sardegna";"NU";"E441";2,000000;3,000000;2,500000;5,000000;2,500000;15,000000
"Nord Ovest";"Lombardia";"SO";"E443";2,000000;7,000000;0,000000;0,000000;0,000000;9,000000
"Nord Ovest";"Piemonte";"TO";"E445";4,000000;11,500000;12,500000;1,000000;12,330000;41,330000
"Centro";"Marche";"AP";"E447";2,780000;1,000000;2,000000;1,000000;0,000000;6,780000
"Sud";"Campania";"AV";"E448";2,000000;0,000000;1,000000;0,000000;0,000000;3,000000
"Sud";"Calabria";"CS";"E450";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"PT";"E451";0,000000;5,500000;12,330000;5,000000;12,160000;34,990000
"Nord Ovest";"Lombardia";"PV";"E454";0,000000;9,000000;3,000000;2,000000;1,000000;15,000000
"Sud";"Molise";"CB";"E456";4,190000;6,000000;6,170000;4,530000;5,030000;25,920000
"Nord Ovest";"Valle d'Aosta";"AO";"E458";8,020000;20,860000;8,880000;4,340000;3,000000;45,100000
"Isole";"Sicilia";"PA";"E459";6,000000;6,000000;16,000000;7,500000;2,000000;37,500000
"Nord Ovest";"Lombardia";"CO";"E462";1,500000;0,000000;1,000000;0,000000;1,000000;3,500000
"Nord Ovest";"Liguria";"SP";"E463";122,010000;432,020000;345,480000;137,460000;79,080000;1116,050000
"Isole";"Sardegna";"CA";"E464";0,000000;0,000000;0,000000;0,830000;0,000000;0,830000
"Nord Est";"Veneto";"VI";"E465";0,000000;0,500000;0,000000;1,000000;0,000000;1,500000
"Centro";"Toscana";"FI";"E466";8,780000;48,530000;51,950000;23,000000;29,960000;162,220000
"Centro";"Lazio";"VT";"E467";3,250000;4,000000;2,000000;0,000000;0,000000;9,250000
"Centro";"Toscana";"AR";"E468";1,500000;2,000000;8,000000;5,170000;3,000000;19,670000
"Sud";"Puglia";"TA";"E469";10,420000;14,880000;25,170000;22,170000;10,330000;82,970000
"Nord Ovest";"Valle d'Aosta";"AO";"E470";4,000000;28,750000;3,000000;2,000000;2,000000;39,750000
"Sud";"Puglia";"BR";"E471";2,640000;15,000000;21,670000;12,000000;6,250000;57,560000
"Centro";"Lazio";"LT";"E472";47,650000;338,530000;328,450000;194,230000;150,890000;1059,750000
"Nord Est";"Friuli- Venezia Giulia";"UD";"E473";35,000000;41,000000;48,330000;32,330000;43,400000;200,060000
"Sud";"Basilicata";"PZ";"E474";4,000000;4,750000;3,000000;3,000000;2,000000;16,750000
"Sud";"Calabria";"CS";"E475";0,000000;0,000000;2,000000;2,000000;0,330000;4,330000
"Nord Est";"Friuli- Venezia Giulia";"UD";"E476";0,000000;0,000000;1,000000;0,000000;2,000000;3,000000
"Sud";"Calabria";"RC";"E479";3,000000;6,000000;5,000000;8,000000;3,630000;25,630000
"Sud";"Campania";"SA";"E480";3,000000;6,000000;3,000000;1,000000;2,000000;15,000000
"Sud";"Basilicata";"PZ";"E482";0,000000;1,800000;0,870000;2,000000;1,000000;5,670000
"Sud";"Basilicata";"PZ";"E483";3,500000;2,580000;8,900000;6,640000;12,630000;34,250000
"Nord Ovest";"Piemonte";"TO";"E484";0,000000;2,000000;4,000000;2,000000;6,500000;14,500000
"Sud";"Campania";"SA";"E485";0,670000;5,000000;2,000000;0,000000;1,500000;9,170000
"Sud";"Campania";"SA";"E486";0,000000;0,000000;0,000000;1,000000;1,000000;2,000000
"Sud";"Campania";"AV";"E487";1,000000;1,000000;4,890000;4,000000;8,000000;18,890000
"Nord Ovest";"Liguria";"GE";"E488";19,250000;82,760000;52,170000;17,070000;15,000000;186,250000
"Nord Est";"Veneto";"VR";"E489";4,000000;31,000000;20,000000;12,000000;23,960000;90,960000
"Nord Est";"Veneto";"BL";"E490";0,750000;2,000000;1,000000;4,170000;1,000000;8,920000
"Sud";"Basilicata";"PZ";"E493";10,000000;22,000000;30,230000;16,500000;12,840000;91,570000
"Nord Ovest";"Lombardia";"VA";"E494";4,000000;27,000000;28,330000;12,000000;6,670000;78,000000
"Nord Ovest";"Lombardia";"VA";"E496";8,500000;37,500000;27,670000;18,830000;19,000000;111,500000
"Nord Ovest";"Lombardia";"BS";"E497";0,000000;1,000000;1,000000;2,000000;4,830000;8,830000
"Sud";"Campania";"SA";"E498";2,000000;4,000000;3,000000;2,000000;1,000000;12,000000
"Nord Est";"Veneto";"VR";"E502";21,000000;62,900000;41,670000;7,400000;21,220000;154,190000
"Nord Ovest";"Lombardia";"MI";"E504";2,000000;25,500000;23,500000;16,500000;14,670000;82,170000
"Sud";"Abruzzo ";"AQ";"E505";3,000000;4,000000;3,000000;1,000000;0,000000;11,000000
"Sud";"Puglia";"LE";"E506";51,280000;256,480000;308,600000;238,240000;252,680000;1107,280000
"Nord Ovest";"Lombardia";"LC";"E507";35,060000;142,450000;135,520000;79,640000;56,360000;449,030000
"Nord Ovest";"Lombardia";"BG";"E509";1,000000;6,830000;6,920000;5,000000;8,520000;28,270000
"Nord Ovest";"Lombardia";"VA";"E510";3,000000;20,000000;11,000000;1,330000;8,330000;43,660000
"Nord Est";"Veneto";"VR";"E512";9,600000;60,640000;70,250000;55,420000;97,080000;292,990000
"Nord Ovest";"Lombardia";"MI";"E514";58,340000;262,120000;237,530000;132,720000;117,900000;808,610000
"Nord Est";"Veneto";"PD";"E515";0,000000;19,500000;39,200000;31,660000;34,080000;124,440000
"Isole";"Sardegna";"NU";"E517";0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Nord Ovest";"Piemonte";"TO";"E518";16,100000;64,000000;54,010000;29,500000;33,000000;196,610000
"Nord Ovest";"Liguria";"GE";"E519";4,000000;6,000000;12,750000;2,500000;6,330000;31,580000
"Nord Ovest";"Piemonte";"TO";"E520";0,000000;2,000000;2,000000;2,000000;0,000000;6,000000
"Nord Est";"Veneto";"RO";"E522";3,000000;12,000000;24,000000;25,000000;31,420000;95,420000
"Isole";"Sicilia";"ME";"E523";0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Nord Ovest";"Lombardia";"BG";"E524";7,330000;7,670000;0,000000;2,000000;1,000000;18,000000
"Nord Ovest";"Lombardia";"BS";"E526";2,000000;32,500000;39,670000;19,380000;60,210000;153,760000
"Centro";"Lazio";"LT";"E527";0,000000;3,000000;2,000000;2,000000;2,500000;9,500000
"Nord Ovest";"Piemonte";"VC";"E528";0,000000;0,000000;1,500000;1,000000;2,330000;4,830000
"Nord Ovest";"Lombardia";"VA";"E529";0,000000;3,000000;3,000000;2,000000;8,950000;16,950000
"Nord Ovest";"Lombardia";"MI";"E530";7,000000;52,170000;41,930000;20,830000;24,000000;145,930000
"Sud";"Abruzzo ";"CH";"E531";0,000000;1,000000;1,000000;0,000000;0,000000;2,000000
"Isole";"Sicilia";"SR";"E532";28,260000;32,760000;39,050000;37,830000;20,170000;158,070000
"Centro";"Lazio";"RI";"E535";4,000000;3,500000;6,000000;3,330000;3,170000;20,000000
"Isole";"Sicilia";"EN";"E536";5,000000;16,330000;14,220000;15,060000;10,250000;60,860000
"Sud";"Puglia";"TA";"E537";5,000000;26,250000;28,500000;11,500000;19,250000;90,500000
"Sud";"Puglia";"LE";"E538";0,000000;8,500000;17,860000;14,070000;17,170000;57,600000
"Nord Ovest";"Piemonte";"CN";"E539";1,000000;0,000000;0,000000;1,000000;5,000000;7,000000
"Nord Ovest";"Piemonte";"CN";"E540";0,000000;2,000000;0,000000;0,000000;0,500000;2,500000
"Isole";"Sicilia";"PA";"E541";0,000000;6,750000;5,000000;5,000000;9,750000;26,500000
"Nord Ovest";"Liguria";"SP";"E542";35,750000;70,190000;52,500000;25,100000;15,000000;198,540000
"Nord Ovest";"Piemonte";"AL";"E543";1,000000;3,000000;1,000000;0,000000;1,000000;6,000000
"Nord Ovest";"Piemonte";"NO";"E544";3,000000;10,000000;9,210000;11,500000;10,380000;44,090000
"Nord Ovest";"Piemonte";"CN";"E546";0,000000;0,000000;4,000000;1,000000;4,000000;9,000000
"Nord Est";"Emilia-Romagna";"PR";"E547";3,000000;11,000000;17,000000;6,000000;18,330000;55,330000
"Nord Est";"Emilia-Romagna";"PR";"E548";3,000000;0,000000;0,330000;0,330000;5,500000;9,160000
"Sud";"Puglia";"FG";"E549";21,000000;49,190000;12,330000;10,300000;5,000000;97,820000
"Nord Ovest";"Lombardia";"MI";"E550";2,000000;29,830000;32,420000;21,740000;38,500000;124,490000
"Nord Ovest";"Piemonte";"TO";"E551";0,000000;4,000000;3,000000;0,000000;1,000000;8,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"E553";0,000000;4,000000;4,000000;5,500000;10,470000;23,970000
"Sud";"Campania";"CE";"E554";2,000000;1,000000;3,000000;0,000000;1,000000;7,000000
"Isole";"Sicilia";"ME";"E555";12,360000;22,250000;7,000000;2,830000;2,000000;46,440000
"Sud";"Campania";"NA";"E557";4,000000;6,000000;3,220000;7,000000;4,910000;25,130000
"Sud";"Abruzzo ";"PE";"E558";0,000000;2,000000;0,000000;1,000000;1,000000;4,000000
"Sud";"Abruzzo ";"CH";"E559";0,000000;0,000000;0,920000;0,000000;0,000000;0,920000
"Nord Ovest";"Liguria";"SP";"E560";10,340000;27,000000;17,500000;6,500000;5,670000;67,010000
"Nord Ovest";"Lombardia";"BG";"E562";2,000000;13,600000;3,000000;7,500000;3,000000;29,100000
"Sud";"Puglia";"LE";"E563";6,000000;8,000000;8,800000;7,000000;12,130000;41,930000
"Nord Ovest";"Piemonte";"CN";"E564";0,000000;1,000000;0,000000;1,000000;2,000000;4,000000
"Nord Ovest";"Piemonte";"TO";"E566";0,000000;0,000000;3,000000;0,000000;1,000000;4,000000
"Nord Ovest";"Lombardia";"CO";"E569";0,500000;3,070000;2,500000;9,000000;2,000000;17,070000
"Sud";"Campania";"CE";"E570";1,500000;1,000000;0,000000;0,000000;3,000000;5,500000
"Isole";"Sicilia";"ME";"E571";0,000000;1,000000;1,000000;1,000000;1,330000;4,330000
"Isole";"Sicilia";"AG";"E573";46,650000;66,830000;74,410000;39,420000;40,370000;267,680000
"Centro";"Toscana";"MS";"E574";3,000000;7,000000;3,940000;6,000000;10,000000;29,940000
"Centro";"Lazio";"RM";"E576";2,590000;2,920000;3,000000;1,000000;1,000000;10,510000
"Isole";"Sicilia";"CT";"E578";3,000000;4,000000;2,860000;6,170000;6,000000;22,030000
"Nord Ovest";"Lombardia";"LC";"E581";5,500000;13,070000;4,000000;2,000000;4,500000;29,070000
"Nord Ovest";"Piemonte";"VC";"E583";0,000000;1,000000;0,000000;0,000000;4,000000;5,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"E584";221,470000;203,730000;69,030000;30,000000;16,000000;540,230000
"Nord Est";"Friuli- Venezia Giulia";"UD";"E586";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Valle d'Aosta";"AO";"E587";1,000000;2,000000;3,000000;0,000000;1,000000;7,000000
"Nord Est";"Veneto";"BL";"E588";2,000000;7,250000;10,330000;7,500000;20,340000;47,420000
"Sud";"Campania";"BN";"E589";0,000000;0,000000;1,000000;1,830000;4,420000;7,250000
"Sud";"Calabria";"VV";"E590";3,820000;2,500000;2,990000;4,000000;4,000000;17,310000
"Nord Ovest";"Lombardia";"MI";"E591";29,800000;172,100000;85,080000;25,000000;25,800000;337,780000
"Nord Est";"Veneto";"PD";"E592";1,000000;20,000000;24,000000;18,500000;20,630000;84,130000
"Nord Ovest";"Lombardia";"CO";"E593";2,000000;20,000000;11,000000;8,000000;7,750000;48,750000
"Isole";"Sicilia";"ME";"E594";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"E596";0,000000;5,000000;3,000000;0,000000;6,000000;14,000000
"Nord Ovest";"Piemonte";"CN";"E597";41,000000;60,930000;14,000000;4,220000;5,000000;125,150000
"Sud";"Molise";"CB";"E599";0,000000;1,000000;2,000000;2,000000;2,500000;7,500000
"Nord Ovest";"Lombardia";"PV";"E600";1,000000;7,000000;6,150000;1,000000;7,000000;22,150000
"Isole";"Sicilia";"CT";"E602";2,000000;8,000000;3,830000;3,500000;6,000000;23,330000
"Sud";"Campania";"AV";"E605";0,000000;4,000000;5,830000;8,000000;6,260000;24,090000
"Isole";"Sicilia";"ME";"E606";37,100000;33,500000;18,570000;9,560000;13,600000;112,330000
"Nord Ovest";"Lombardia";"CO";"E607";2,000000;20,750000;13,670000;4,890000;5,000000;46,310000
"Nord Ovest";"Lombardia";"PV";"E608";1,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Lombardia";"MI";"E610";3,000000;17,500000;10,000000;4,000000;2,330000;36,830000
"Sud";"Abruzzo ";"CH";"E611";1,000000;0,000000;3,000000;0,000000;0,500000;4,500000
"Centro";"Umbria";"PG";"E613";0,000000;2,000000;4,000000;3,000000;4,500000;13,500000
"Nord Ovest";"Piemonte";"CN";"E615";0,000000;0,000000;0,000000;1,000000;0,000000;1,000000
"Nord Ovest";"Lombardia";"MI";"E617";56,500000;278,110000;209,860000;79,000000;63,450000;686,920000
"Isole";"Sicilia";"CL";"E618";0,000000;5,000000;4,000000;1,500000;3,000000;13,500000
"Sud";"Campania";"NA";"E620";0,000000;0,000000;2,000000;2,500000;3,000000;7,500000
"Nord Ovest";"Lombardia";"SO";"E621";27,040000;36,320000;23,170000;8,100000;5,500000;100,130000
"Nord Ovest";"Lombardia";"CO";"E623";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"LI";"E625";85,280000;582,750000;641,160000;295,110000;209,970000;1814,270000
"Nord Ovest";"Piemonte";"VC";"E626";0,000000;7,500000;12,250000;4,000000;14,590000;38,340000
"Nord Ovest";"Lombardia";"LO";"E627";1,000000;4,000000;3,000000;4,000000;4,300000;16,300000
"Sud";"Puglia";"LE";"E629";9,000000;20,000000;23,000000;18,580000;15,910000;86,490000
"Sud";"Puglia";"TA";"E630";2,000000;14,670000;16,250000;6,330000;11,240000;50,490000
"Nord Ovest";"Liguria";"SV";"E632";86,560000;153,420000;23,770000;7,900000;3,500000;275,150000
"Nord Ovest";"Piemonte";"AT";"E633";0,000000;0,000000;0,000000;0,000000;1,330000;1,330000
"Nord Ovest";"Piemonte";"TO";"E635";4,000000;5,000000;4,000000;2,000000;1,500000;16,500000
"Nord Ovest";"Lombardia";"CO";"E638";3,000000;11,000000;12,000000;5,550000;3,000000;34,550000
"Nord Ovest";"Lombardia";"MI";"E639";18,670000;73,200000;47,250000;15,820000;3,500000;158,440000
"Nord Ovest";"Lombardia";"BG";"E640";1,000000;2,170000;1,500000;1,000000;1,000000;6,670000
"Isole";"Sardegna";"NU";"E644";0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Sud";"Puglia";"BA";"E645";10,000000;14,610000;24,600000;16,800000;19,430000;85,440000
"Isole";"Sardegna";"NU";"E646";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"NU";"E647";0,000000;0,000000;0,000000;1,000000;1,000000;2,000000
"Nord Ovest";"Lombardia";"LO";"E648";51,000000;246,670000;200,380000;91,260000;55,320000;644,630000
"Nord Ovest";"Lombardia";"LO";"E651";5,000000;51,920000;23,250000;11,750000;9,000000;100,920000
"Nord Ovest";"Lombardia";"BS";"E652";4,000000;2,000000;2,000000;3,000000;2,500000;13,500000
"Nord Ovest";"Lombardia";"BS";"E654";2,000000;4,000000;3,830000;6,170000;5,300000;21,300000
"Nord Est";"Emilia-Romagna";"BO";"E655";4,000000;17,830000;14,800000;3,000000;13,500000;53,130000
"Nord Ovest";"Lombardia";"LC";"E656";4,500000;13,000000;11,670000;16,400000;15,370000;60,940000
"Nord Ovest";"Lombardia";"CO";"E659";6,000000;27,500000;33,500000;22,500000;14,500000;104,000000
"Nord Ovest";"Piemonte";"TO";"E660";0,000000;1,250000;4,000000;1,000000;4,480000;10,730000
"Nord Ovest";"Piemonte";"TO";"E661";1,000000;5,000000;2,000000;1,000000;5,000000;14,000000
"Nord Ovest";"Lombardia";"PV";"E662";1,000000;4,500000;2,500000;1,000000;13,000000;22,000000
"Nord Ovest";"Lombardia";"VA";"E665";1,000000;16,000000;12,000000;9,830000;14,720000;53,550000
"Nord Ovest";"Lombardia";"VA";"E666";8,000000;22,270000;25,330000;7,000000;25,000000;87,600000
"Centro";"Toscana";"FI";"E668";1,000000;5,500000;8,500000;3,000000;5,330000;23,330000
"Sud";"Molise";"IS";"E669";0,000000;1,000000;1,000000;0,000000;0,000000;2,000000
"Nord Est";"Veneto";"VI";"E671";0,000000;13,000000;9,330000;3,000000;10,670000;36,000000
"Nord Ovest";"Lombardia";"BS";"E673";0,000000;0,000000;1,000000;2,000000;3,670000;6,670000
"Isole";"Sicilia";"ME";"E674";3,000000;3,500000;0,000000;0,000000;0,000000;6,500000
"Nord Est";"Emilia-Romagna";"FO";"E675";1,000000;20,000000;18,500000;13,500000;14,300000;67,300000
"Sud";"Calabria";"CS";"E677";1,440000;2,000000;3,000000;2,000000;1,000000;9,440000
"Sud";"Calabria";"CS";"E678";1,000000;2,000000;2,500000;0,830000;1,000000;7,330000
"Nord Ovest";"Lombardia";"CO";"E679";0,000000;5,000000;7,840000;1,000000;1,000000;14,840000
"Centro";"Toscana";"LI";"E680";16,440000;20,500000;10,220000;1,000000;2,500000;50,660000
"Centro";"Lazio";"RI";"E681";0,000000;1,000000;4,000000;1,000000;2,000000;8,000000
"Nord Est";"Veneto";"VI";"E682";3,000000;15,000000;26,070000;22,570000;55,870000;122,510000
"Nord Ovest";"Piemonte";"TO";"E683";0,000000;0,000000;2,000000;3,500000;1,000000;6,500000
"Nord Est";"Veneto";"PD";"E684";0,000000;11,500000;17,000000;7,650000;15,720000;51,870000
"Nord Ovest";"Piemonte";"VB";"E685";0,000000;0,000000;2,000000;0,000000;0,000000;2,000000
"Nord Est";"Veneto";"BL";"E687";2,000000;3,000000;2,000000;3,300000;0,500000;10,800000
