Area;Regione;Provincia;2023_CodCom;NTN_2023_Depositi_Pert;NTN_2023_Box
Sud;Puglia;FG;C514;62,92;193,54
Sud;Calabria;CS;C515;6;0
Nord Ovest;Lombardia;CO;C516;18;80,29
Sud;Abruzzo;TE;C517;5;1,99
Centro;Lazio;RM;C518;4;3
Nord Ovest;Lombardia;CO;C520;33,9;69,57
Nord Ovest;Lombardia;LC;C521;29,5;77,67
Nord Ovest;Lombardia;MI;C523;188,41;578,42
Centro;Marche;AN;C524;8;22
Sud;Campania;BN;C525;1;1
Centro;Umbria;PG;C527;4,38;5,38
Nord Ovest;Piemonte;AT;C528;0;1
Centro;Toscana;FI;C529;7,25;35,44
Nord Ovest;Piemonte;CN;C530;0,5;1
Nord Ovest;Piemonte;AL;C531;2;6,5
Nord Ovest;Piemonte;BI;C532;5;25
Nord Ovest;Piemonte;AT;C533;0;2,5
Sud;Molise;IS;C534;1;0
Nord Ovest;Lombardia;MI;C536;16,5;66,6
Nord Ovest;Lombardia;MI;C537;83,24;219,33
Nord Est;Veneto;VR;C538;4;20,69
Sud;Basilicata;PZ;C539;0;0
Centro;Toscana;FI;C540;89,08;105,78
Nord Ovest;Lombardia;PV;C541;5;79
Sud;Calabria;CZ;C542;1;1
Centro;Lazio;RM;C543;11,5;40,5
Nord Est;Veneto;PD;C544;2,5;45,5
Centro;Lazio;FR;C545;8,84;9,5
Nord Ovest;Piemonte;CN;C547;19,6;43,1
Nord Ovest;Piemonte;VC;C548;4;1
Nord Ovest;Lombardia;BS;C549;7,63;7
Nord Ovest;Piemonte;CN;C550;11;16
Nord Ovest;Lombardia;PV;C551;1,5;8,33
Centro;Lazio;RM;C552;74,18;254,86
Nord Est;Emilia-Romagna;RA;C553;110,34;692,34
Sud;Calabria;CS;C554;0;0,5
Nord Ovest;Lombardia;LO;C555;6;52,5
Sud;Campania;AV;C557;6,97;9,17
Sud;Campania;CE;C558;1;1
Nord Ovest;Liguria;IM;C559;11;25
Sud;Calabria;CS;C560;1;0
Sud;Campania;CE;C561;17,5;48
Nord Ovest;Lombardia;LC;C563;1;16
Nord Ovest;Piemonte;TO;C564;28,2;95,08
Nord Ovest;Lombardia;MI;C565;59,52;169,34
Nord Ovest;Lombardia;MI;C566;159,83;404,94
Nord Ovest;Piemonte;VB;C567;1;2
Isole;Sicilia;ME;C568;6;2,31
Nord Ovest;Lombardia;MI;C569;58,5;166,73
Nord Est;Emilia-Romagna;FO;C573;139,61;760,94
Nord Est;Emilia-Romagna;FO;C574;52;200,99
Sud;Campania;AV;C576;1;10
Nord Est;Veneto;BL;C577;10,75;13,96
Nord Ovest;Liguria;IM;C578;1;2
Nord Est;Veneto;TV;C580;2;52,48
Sud;Calabria;VV;C581;2;0
Centro;Marche;MC;C582;0;0,5
Nord Ovest;Piemonte;AT;C583;0;0
Sud;Campania;SA;C584;0,73;1
Nord Ovest;Lombardia;BS;C585;5,5;3,75
Centro;Toscana;SI;C587;2;14,13
Sud;Calabria;CS;C588;5;3,67
Nord Ovest;Piemonte;CN;C589;14,03;39,5
Nord Ovest;Lombardia;BS;C591;2;10
Nord Ovest;Valle d'Aosta;AO;C593;2,5;12
Nord Ovest;Valle d'Aosta;AO;C594;3;4
Nord Ovest;Valle d'Aosta;AO;C595;2;1
Nord Ovest;Valle d'Aosta;AO;C596;0;1
Nord Ovest;Valle d'Aosta;AO;C598;8;15
Nord Ovest;Piemonte;CN;C599;53,17;66,42
Isole;Sardegna;SS;C600;0;0
Nord Ovest;Piemonte;TO;C604;1;6,7
Nord Est;Veneto;VI;C605;18,6;76,89
Sud;Campania;AV;C606;0;2
Centro;Toscana;SI;C608;26,5;60,5
Centro;Toscana;PI;C609;22,5;11,5
Nord Ovest;Piemonte;TO;C610;3;3
Isole;Sicilia;RG;C612;11,52;17,99
Isole;Sardegna;SS;C613;0;0
Nord Est;Veneto;TV;C614;3;21
Centro;Marche;AN;C615;33,1;99,45
Sud;Calabria;CZ;C616;1;2
Nord Ovest;Lombardia;BS;C618;40,85;193,48
Sud;Basilicata;PZ;C619;7,5;1
Sud;Molise;IS;C620;0;0
Nord Ovest;Liguria;GE;C621;129;288,23
Nord Ovest;Lombardia;SO;C623;64,53;85,61
Nord Ovest;Piemonte;TO;C624;7;6
Nord Ovest;Piemonte;TO;C627;92,21;325,47
Nord Ovest;Lombardia;SO;C628;38,49;40,68
Nord Ovest;Piemonte;TO;C629;0;1
Nord Est;Veneto;BL;C630;10;23
Centro;Toscana;PT;C631;3;11,5
Sud;Abruzzo;CH;C632;117,09;275,44
Sud;Puglia;FG;C633;0;8,67
Nord Ovest;Lombardia;CR;C634;0;28,83
Nord Ovest;Lombardia;BG;C635;6,56;39,5
Nord Ovest;Lombardia;PV;C637;2;43,67
Nord Est;Veneto;VE;C638;168,98;583,06
Nord Ovest;Piemonte;TO;C639;28;12
Nord Est;Friuli- Venezia Giulia;PN;C640;7;40,8
Centro;Toscana;AR;C648;3;2
Nord Ovest;Lombardia;BG;C649;18,26;71,59
Nord Est;Veneto;VI;C650;1;12
Nord Ovest;Lombardia;SO;C651;4,5;5
Nord Ovest;Piemonte;CN;C653;24,5;29,06
Isole;Sicilia;PA;C654;6,25;12,5
Nord Ovest;Piemonte;TO;C655;0;10
Nord Est;Friuli- Venezia Giulia;UD;C656;2;15,41
Nord Ovest;Liguria;IM;C657;1;2
Nord Ovest;Piemonte;AT;C658;1;2
Sud;Campania;AV;C659;8;3,5
Nord Ovest;Liguria;IM;C660;8;1
Centro;Toscana;SI;C661;11,63;11
Centro;Toscana;SI;C662;8,96;46,11
Centro;Toscana;AR;C663;1,5;4
Nord Ovest;Piemonte;TO;C665;87,86;242,2
Isole;Sicilia;AG;C668;5,5;2
Nord Est;Emilia-Romagna;RE;C669;1;38,67
Nord Est;Veneto;TV;C670;5;38
Nord Est;Veneto;BL;C672;0;6,67
Nord Ovest;Liguria;GE;C673;8;4
Sud;Calabria;CZ;C674;4;0
Sud;Campania;NA;C675;34;62,57
Sud;Campania;SA;C676;1;0
Centro;Lazio;RM;C677;1;5
Nord Ovest;Lombardia;CR;C678;4;7,5
Nord Ovest;Piemonte;TO;C679;0;3
Nord Ovest;Piemonte;VC;C680;5;24
Nord Ovest;Piemonte;CN;C681;0;1
Nord Ovest;Lombardia;PV;C684;4;7
Nord Ovest;Lombardia;BS;C685;1;10,5
Nord Ovest;Lombardia;PV;C686;18;64,13
Nord Est;Veneto;TV;C689;5;20,5
Nord Ovest;Lombardia;BS;C691;1;5
Sud;Calabria;RC;C695;0;0
Isole;Sicilia;PA;C696;3,5;2
Sud;Campania;NA;C697;10;21
Nord Ovest;Lombardia;BS;C698;1;7
Nord Est;Friuli- Venezia Giulia;PN;C699;0,75;1,25
Nord Ovest;Piemonte;AT;C701;0;3
Centro;Lazio;RM;C702;2;0,44
Nord Ovest;Lombardia;CR;C703;0;7
Centro;Marche;MC;C704;35,5;33
Centro;Toscana;GR;C705;18;7,88
Nord Ovest;Lombardia;MI;C707;293,8;668,17
Isole;Sicilia;PA;C708;8;17
Nord Ovest;Lombardia;SO;C709;1;0
Sud;Calabria;RC;C710;2;7
Nord Ovest;Piemonte;TO;C711;0;0,08
Nord Est;Veneto;PD;C713;1;6,75
Nord Est;Veneto;VE;C714;1;16,5
Nord Ovest;Piemonte;TO;C715;0,06;0
Sud;Campania;CE;C716;1;0
Nord Ovest;Liguria;IM;C718;17,77;14
Sud;Campania;BN;C719;1,08;0
Nord Ovest;Piemonte;TO;C722;62,5;190,02
Sud;Basilicata;MT;C723;0;1
Nord Ovest;Lombardia;CO;C724;3,14;26,5
Sud;Calabria;KR;C725;2;5,58
Sud;Calabria;KR;C726;20,67;6
Nord Ovest;Lombardia;BG;C728;25,34;68,84
Nord Ovest;Liguria;SV;C729;4;3
Nord Ovest;Lombardia;BG;C730;10,53;82,17
Nord Ovest;Lombardia;VA;C732;15,25;98,45
Nord Ovest;Lombardia;MI;C733;18,75;115,84
Nord Est;Veneto;TV;C735;10,25;9,5
Nord Ovest;Piemonte;CN;C738;0;3
Nord Ovest;Piemonte;AT;C739;2,25;5
Centro;Lazio;LT;C740;33,22;104,33
Sud;Puglia;BR;C741;21,08;23,07
Centro;Umbria;PG;C742;5;16,17
Nord Est;Veneto;PD;C743;22,67;148,5
Centro;Umbria;PG;C744;16,11;48
Centro;Umbria;PG;C745;66,42;204,39
Centro;Lazio;RI;C746;7,4;8
Sud;Calabria;RC;C747;10;8
Centro;Lazio;RI;C749;0;1
Sud;Abruzzo;PE;C750;21,38;125,41
Nord Ovest;Lombardia;VA;C751;6,67;41,42
Nord Ovest;Lombardia;LC;C752;7;21,95
Nord Ovest;Liguria;IM;C755;6;6
Nord Ovest;Piemonte;VC;C757;0;1
Nord Est;Friuli- Venezia Giulia;UD;C758;23;85
Nord Ovest;Lombardia;BG;C759;6;24,84
Nord Ovest;Lombardia;BS;C760;2;7
Sud;Calabria;CS;C763;2;0
Sud;Molise;CB;C764;13;11,61
Centro;Lazio;VT;C765;30,58;52,94
Sud;Abruzzo;AQ;C766;3,2;3
Centro;Lazio;RM;C767;11,75;34,88
Sud;Abruzzo;CH;C768;0;1
Sud;Molise;IS;C769;2;4
Centro;Marche;MC;C770;100,96;294,44
Sud;Abruzzo;PE;C771;2;1
Sud;Molise;CB;C772;0;2
Centro;Lazio;RM;C773;113;235,96
Centro;Toscana;AR;C774;16,5;37,36
Sud;Abruzzo;CH;C776;5;1
Nord Est;Emilia-Romagna;FO;C777;1;15,02
Sud;Abruzzo;AQ;C778;3;4
Sud;Abruzzo;PE;C779;0;6
Centro;Lazio;VT;C780;5,78;3
Sud;Abruzzo;TE;C781;8;10
Centro;Toscana;GR;C782;12,02;12
Sud;Abruzzo;AQ;C783;2;4
Centro;Lazio;RM;C784;8;10
Nord Ovest;Lombardia;SO;C785;13,48;8
Nord Ovest;Lombardia;CO;C787;2,33;2
Nord Ovest;Lombardia;BG;C789;4,2;5,1
Nord Est;Friuli- Venezia Giulia;PN;C790;0,25;0,25
Nord Est;Friuli- Venezia Giulia;PN;C791;3;9,5
Nord Ovest;Piemonte;CN;C792;5;5
Nord Ovest;Piemonte;TO;C793;5;14
Sud;Calabria;CS;C795;2;1
Nord Ovest;Lombardia;VA;C796;6;13
Nord Ovest;Lombardia;BG;C800;26,42;119,38
Nord Ovest;Piemonte;TO;C801;6;14
Nord Ovest;Piemonte;TO;C803;22;34,82
Nord Ovest;Piemonte;AT;C804;0;0
Nord Ovest;Lombardia;BS;C806;21,34;77,92
Nord Ovest;Piemonte;AT;C807;2;2
Nord Ovest;Lombardia;VA;C810;9,67;27,17
Sud;Abruzzo;AQ;C811;0;1
Nord Est;Veneto;PD;C812;2,75;37,17
Nord Ovest;Lombardia;PV;C813;5;4,33
Nord Est;Emilia-Romagna;FE;C814;20,03;88,38
Nord Est;Veneto;TV;C815;9;32,5
Nord Ovest;Lombardia;LO;C816;66,5;201,72
Nord Est;Friuli- Venezia Giulia;UD;C817;30;143,55
Isole;Sardegna;SS;C818;2;3
Nord Ovest;Piemonte;BI;C819;12,31;18
Nord Ovest;Lombardia;MI;C820;24,25;75,25
Nord Ovest;Valle d'Aosta;AO;C821;32;19,89
Nord Ovest;Liguria;GE;C823;31,27;79,52
Nord Est;Veneto;VI;C824;2;21
Nord Ovest;Liguria;GE;C826;25,5;42,11
Nord Ovest;Piemonte;NO;C829;2,25;11
Nord Ovest;Lombardia;BG;C835;7,05;37,65
Centro;Lazio;FR;C836;4;2
Nord Est;Emilia-Romagna;PC;C838;12;4
Nord Ovest;Lombardia;LC;C839;40,71;152,85
Centro;Lazio;RI;C841;0;1
Sud;Abruzzo;AQ;C844;1;0
Centro;Umbria;PG;C845;14;25,75
Sud;Campania;BN;C846;2;1,5
Centro;Toscana;SI;C847;34,02;173,83
Nord Est;Veneto;TV;C848;10,33;43,74
Nord Ovest;Lombardia;BS;C850;5,5;34,55
Nord Ovest;Lombardia;LC;C851;16,25;28
Nord Est;Emilia-Romagna;PR;C852;47,29;171,57
Sud;Abruzzo;PE;C853;6;16
Sud;Molise;CB;C854;0;1
Sud;Abruzzo;CH;C855;0,67;0
Sud;Abruzzo;CH;C856;3;1
Centro;Lazio;RI;C857;4;2
Centro;Lazio;RM;C858;28;98,74
Centro;Lazio;RI;C859;3;0
Nord Ovest;Piemonte;TO;C860;207,6;652,76
Sud;Abruzzo;AQ;C862;1;4
Centro;Lazio;FR;C864;0;2
Sud;Puglia;LE;C865;1,5;9
Sud;Abruzzo;AQ;C866;2;0,15
Nord Ovest;Piemonte;TO;C867;0;1
Nord Ovest;Piemonte;TO;C868;0;1
Centro;Toscana;LI;C869;38,15;129,07
Centro;Lazio;FR;C870;3;1
Isole;Sicilia;PA;C871;14,5;0
Sud;Molise;CB;C875;2;1
Centro;Lazio;RI;C876;6,5;4,32
Centro;Marche;AP;C877;4,99;14
Sud;Molise;IS;C878;2;0
Sud;Campania;SA;C879;1;1
Centro;Lazio;RI;C880;2;1,5
Isole;Sardegna;CA;C882;0;0
Nord Ovest;Lombardia;BS;C883;4,15;21,78
Nord Ovest;Piemonte;VC;C884;0;0
Nord Est;Friuli- Venezia Giulia;UD;C885;17;36
Centro;Marche;MC;C886;0;2,38
Sud;Basilicata;MT;C888;2;3
Nord Est;Veneto;VR;C890;6,07;77,52
Nord Ovest;Lombardia;BS;C893;9,54;82,31
Nord Ovest;Lombardia;BG;C894;20,78;122,92
Nord Ovest;Lombardia;MI;C895;186,24;671,01
Nord Est;Veneto;VR;C897;24;105,64
Centro;Lazio;RM;C900;6;10
Sud;Abruzzo;TE;C901;8,17;49
Nord Ovest;Lombardia;CO;C902;6;7
Nord Ovest;Lombardia;SO;C903;10,5;5,26
Nord Est;Emilia-Romagna;PR;C904;19;101
Sud;Calabria;CS;C905;0;0
Nord Ovest;Lombardia;MI;C908;4;24,17
Nord Ovest;Lombardia;BG;C910;1;8
Nord Ovest;Lombardia;VA;C911;1;7
Nord Est;Emilia-Romagna;FE;C912;56,21;268,59
Centro;Toscana;MS;C914;6;1,33
Nord Ovest;Lombardia;LO;C917;7;50
Nord Est;Friuli- Venezia Giulia;UD;C918;2;0
Nord Est;Veneto;BL;C919;9,33;23,25
Nord Est;Veneto;BL;C920;25,94;20,89
Nord Ovest;Lombardia;VA;C922;9,25;41,25
Nord Ovest;Lombardia;BS;C925;0;21,5
Nord Ovest;Piemonte;NO;C926;0;11
Isole;Sicilia;RG;C927;21,28;68,74
Isole;Sicilia;AG;C928;4;0
Sud;Campania;NA;C929;1;0
Nord Ovest;Lombardia;MN;C930;0;3
Nord Ovest;Lombardia;CO;C933;393,34;1036,89
Nord Est;Emilia-Romagna;PR;C934;3;8,5
Centro;Marche;AP;C935;2,87;20,75
Nord Ovest;Lombardia;CO;C936;9,43;11
Nord Ovest;Lombardia;BG;C937;19,83;167
Nord Est;Veneto;VE;C938;3;15,75
Sud;Campania;CE;C939;3;1
Sud;Campania;SA;C940;5;1
Sud;Molise;IS;C941;1;3
Nord Est;Veneto;VR;C943;1;4,5
Centro;Lazio;RI;C946;4,6;2,6
Nord Ovest;Lombardia;BS;C948;19;115,4
Nord Est;Veneto;VE;C950;9,32;67,44
Nord Est;Emilia-Romagna;MO;C951;15,5;74,07
Nord Ovest;Lombardia;MI;C952;46,41;155,06
Sud;Calabria;RC;C954;2;3
Nord Ovest;Piemonte;TO;C955;27,51;38,67
Isole;Sicilia;ME;C956;0;2
Nord Est;Veneto;TV;C957;95,2;408,65
Nord Ovest;Lombardia;PV;C958;1;15
Centro;Lazio;RI;C959;0,5;2
Sud;Calabria;CZ;C960;1;0,5
Nord Ovest;Piemonte;AL;C962;0;1
Nord Est;Emilia-Romagna;RA;C963;7,52;70,5
Nord Est;Veneto;PD;C964;5;101,91
Isole;Sicilia;PA;C968;2;8
Centro;Lazio;RI;C969;4;8,93
Sud;Campania;AV;C971;4;3
Sud;Abruzzo;TE;C972;4;5,67
Sud;Campania;SA;C973;3;0
Sud;Campania;SA;C974;2;1,75
Sud;Puglia;BA;C975;71,71;138,61
Sud;Campania;AV;C976;4;6,75
Nord Ovest;Piemonte;AL;C977;0;4,17
Sud;Puglia;LE;C978;6,67;39,13
Nord Ovest;Lombardia;PV;C979;2;19,89
Nord Est;Emilia-Romagna;FE;C980;31;169,96
Nord Ovest;Lombardia;PV;C982;1;5
Sud;Puglia;BA;C983;126,65;122,9
Sud;Campania;SA;C984;7;7,83
Nord Ovest;Lombardia;MI;C986;94,35;291,33
Nord Est;Veneto;RO;C987;1;18
Centro;Lazio;VT;C988;5;6,5
Centro;Umbria;PG;C990;65;265,51
Nord Est;Friuli- Venezia Giulia;PN;C991;32,67;135,62
Nord Est;Veneto;TV;C992;10,5;62,5
Nord Est;Friuli- Venezia Giulia;PN;C993;11;34
Nord Ovest;Liguria;GE;C995;0;1
Centro;Toscana;LU;C996;9,33;15,08
Centro;Lazio;FR;C998;1,5;1
Sud;Abruzzo;AQ;C999;2;6
Centro;Lazio;LT;D003;23,5;9
Nord Est;Emilia-Romagna;RN;D004;10;79,63
Sud;Puglia;LE;D006;6;13,22
Centro;Marche;AN;D007;7;17,88
Nord Ovest;Piemonte;TO;D008;12;27,33
Isole;Sicilia;PA;D009;15,66;17,47
Sud;Basilicata;PZ;D010;9;5
Sud;Campania;SA;D011;1;0
Nord Ovest;Valle d'Aosta;AO;D012;78,34;169,57
Nord Ovest;Lombardia;MI;D013;131;239,07
Nord Ovest;Lombardia;BG;D015;2,12;3,12
Nord Ovest;Lombardia;BG;D016;14,33;21,43
Nord Ovest;Lombardia;MI;D018;96,65;262,95
Nord Ovest;Lombardia;MI;D019;40,5;153,42
Nord Est;Veneto;VI;D020;10,5;82,32
Nord Ovest;Lombardia;LO;D021;2,5;21
Nord Ovest;Piemonte;CN;D022;9,33;20
Centro;Lazio;VT;D024;49,92;48,17
Nord Est;Emilia-Romagna;PR;D026;14,97;10
Nord Est;Friuli- Venezia Giulia;UD;D027;11;19,67
Nord Ovest;Lombardia;LO;D028;1;6,17
Nord Ovest;Lombardia;LO;D029;0;3
Nord Est;Veneto;TV;D030;11,33;42,33
Nord Ovest;Lombardia;MI;D033;1;6
Nord Est;Emilia-Romagna;RE;D037;41,92;209,25
Nord Ovest;Lombardia;MI;D038;10;47,5
Nord Est;Veneto;PD;D040;1;24,42
Nord Ovest;Lombardia;CO;D041;0;4
Centro;Marche;MC;D042;25,59;51,58
Sud;Abruzzo;TE;D043;10;34,66
Sud;Puglia;LE;D044;4;5,5
Nord Ovest;Lombardia;MI;D045;152,4;203,85
Nord Ovest;Piemonte;AT;D046;0;2
Sud;Calabria;CZ;D049;3;3
Nord Ovest;Piemonte;AT;D050;0;0
Nord Ovest;Piemonte;AT;D051;0;0
Nord Ovest;Piemonte;AT;D052;0;2
Nord Est;Emilia-Romagna;PC;D054;3;5,68
Nord Ovest;Lombardia;CR;D056;1;14,34
Nord Ovest;Lombardia;CR;D057;0;11,67
Nord Ovest;Lombardia;BS;D058;10;75,45
Nord Est;Emilia-Romagna;PC;D061;13,24;47,74
Nord Ovest;Piemonte;CN;D062;2,14;12
Nord Ovest;Lombardia;BS;D064;37,14;106,61
Nord Ovest;Lombardia;LC;D065;5,88;4
Nord Ovest;Lombardia;BG;D066;5;27,5
Nord Ovest;Lombardia;LO;D068;1;12
Nord Ovest;Piemonte;AT;D072;2;3
Sud;Abruzzo;TE;D076;0;0
Centro;Toscana;AR;D077;29,66;83,17
Sud;Abruzzo;PE;D078;0;0
Nord Ovest;Lombardia;PV;D081;2;6
Nord Ovest;Lombardia;BS;D082;45;34
Nord Est;Friuli- Venezia Giulia;UD;D085;2,63;8
Sud;Calabria;CS;D086;101,33;245,97
Nord Ovest;Liguria;IM;D087;3;0,2
Nord Ovest;Lombardia;SO;D088;17,36;31
Sud;Calabria;RC;D089;0;0
Nord Ovest;Piemonte;TO;D092;5;5
Nord Ovest;Piemonte;CN;D093;1;1
Nord Ovest;Piemonte;BI;D094;46,25;128,47
Nord Ovest;Liguria;SV;D095;5;7
Centro;Marche;AP;D096;0;5,5
Nord Ovest;Piemonte;VB;D099;8,33;9
Isole;Sardegna;SS;D100;2;5
Nord Ovest;Piemonte;AT;D101;0;4
Nord Ovest;Piemonte;AL;D102;0;0
Nord Ovest;Lombardia;BG;D103;0,83;4,8
Nord Est;Veneto;RO;D105;0,25;13,65
Nord Est;Veneto;VI;D107;7,5;88,5
Centro;Umbria;PG;D108;1;4,22
Nord Ovest;Lombardia;PV;D109;0;3
Nord Ovest;Lombardia;BG;D110;6;79,5
Nord Ovest;Lombardia;BG;D111;1;31
Nord Ovest;Lombardia;LC;D112;14,17;56
Nord Ovest;Piemonte;VC;D113;2;7
Nord Ovest;Liguria;IM;D114;7;12,54
Nord Ovest;Lombardia;BG;D117;12,58;110,33
Nord Est;Veneto;VR;D118;25;111,54
Nord Ovest;Piemonte;AT;D119;9;32
Nord Ovest;Piemonte;CN;D120;8,39;19,64
Nord Est;Emilia-Romagna;RA;D121;3;58,66
Sud;Calabria;KR;D122;45,13;95,85
Sud;Calabria;KR;D123;16;4
Centro;Lazio;RI;D124;2;4
Nord Ovest;Lombardia;BG;D126;9,66;47,33
Nord Ovest;Lombardia;PV;D127;0;2,5
Sud;Basilicata;MT;D128;1;1
Nord Ovest;Lombardia;LC;D131;1;2
Nord Ovest;Piemonte;VC;D132;0;0
Nord Ovest;Piemonte;CN;D133;1;1
Nord Ovest;Piemonte;VB;D134;2,08;6
Nord Est;Veneto;VI;D136;10;116,69
Sud;Abruzzo;CH;D137;1;1
Nord Ovest;Lombardia;BG;D139;9;44,5
Nord Ovest;Lombardia;CR;D141;1;5,5
Nord Ovest;Lombardia;CR;D142;97,89;479,52
Nord Ovest;Lombardia;LC;D143;3;8,67
Nord Ovest;Lombardia;VA;D144;0;8
Nord Ovest;Lombardia;LC;D145;12;54,33
Nord Ovest;Lombardia;CO;D147;5;7,33
Nord Ovest;Piemonte;AL;D149;3;12
Nord Ovest;Lombardia;CR;D150;274,16;785,36
Nord Ovest;Lombardia;CR;D151;2;22,34
Nord Ovest;Piemonte;VC;D154;25,17;97,99
Nord Est;Veneto;VI;D156;3;11
Nord Ovest;Lombardia;LO;D159;3;32,67
Nord Est;Veneto;RO;D161;4;19,8
Nord Ovest;Piemonte;NO;D162;2;10
Nord Ovest;Piemonte;BI;D165;5,75;11
Nord Est;Emilia-Romagna;BO;D166;41,51;149,61
Nord Ovest;Piemonte;VB;D168;20,84;29,5
Sud;Campania;NA;D170;4;30,5
Sud;Puglia;TA;D171;12,5;26
Nord Ovest;Piemonte;CN;D172;3,5;4,92
Nord Ovest;Liguria;GE;D175;2;2
Nord Ovest;Piemonte;VB;D177;14,84;14,67
Sud;Abruzzo;TE;D179;3,5;4
Sud;Calabria;CS;D180;2,33;0
Sud;Calabria;CZ;D181;5;2
Sud;Calabria;CS;D184;6,75;11
Nord Ovest;Lombardia;VA;D185;0;5
Nord Ovest;Lombardia;CR;D186;0,25;6,25
Nord Ovest;Piemonte;VC;D187;2;6
Sud;Calabria;KR;D189;5;1
Nord Ovest;Lombardia;VA;D192;19,34;43
Nord Est;Veneto;VR;D193;2,82;45,11
Sud;Campania;SA;D195;1;0
Nord Ovest;Lombardia;CO;D196;5;20,67
Nord Ovest;Piemonte;TO;D197;1;11
Nord Ovest;Lombardia;MI;D198;32;87,69
Nord Ovest;Lombardia;VA;D199;5,29;25,29
Isole;Sardegna;OR;D200;4,5;3
Sud;Abruzzo;PE;D201;1,67;4
Nord Ovest;Piemonte;TO;D202;30;73,58
Nord Ovest;Lombardia;CR;D203;0;1
Nord Ovest;Lombardia;VA;D204;5;27,17
Nord Ovest;Piemonte;CN;D205;371,54;487,3
Nord Ovest;Piemonte;AT;D207;0;0
Nord Ovest;Piemonte;TO;D208;33,7;64,67
Sud;Abruzzo;CH;D209;4;18
Centro;Marche;AP;D210;15,5;56,5
Centro;Marche;AN;D211;26;15,17
Isole;Sardegna;OR;D214;0;0
Nord Ovest;Piemonte;NO;D216;0;8,99
Nord Ovest;Lombardia;VA;D217;4;1
Sud;Calabria;CZ;D218;3;0
Nord Ovest;Piemonte;BI;D219;4;5,33
Nord Ovest;Lombardia;BG;D221;26,78;94
Sud;Puglia;LE;D223;2;1,5
Nord Est;Veneto;PD;D226;3;60,75
Nord Ovest;Lombardia;MN;D227;7;198,57
Sud;Campania;CE;D228;8;40,5
Nord Ovest;Lombardia;MI;D229;48;130,47
Sud;Campania;BN;D230;3,55;1
Nord Ovest;Lombardia;MI;D231;117,27;230,84
Nord Ovest;Lombardia;CO;D232;1;2
Nord Ovest;Lombardia;BG;D233;5;3,5
Isole;Sicilia;TP;D234;3,33;4
Sud;Calabria;KR;D236;5;3,89
Sud;Puglia;LE;D237;4,33;7
Nord Ovest;Lombardia;VA;D238;12,17;31,41
Nord Ovest;Lombardia;VA;D239;3,25;15
Nord Ovest;Lombardia;MI;D244;12,39;50,16
Nord Ovest;Lombardia;BG;D245;86,34;358,18
Nord Est;Veneto;BL;D247;1;9,5
Nord Ovest;Lombardia;BS;D251;49,94;193,4
Sud;Calabria;VV;D253;0;1
Nord Ovest;Liguria;GE;D255;11;3
Nord Ovest;Lombardia;VA;D256;7;33,01
Sud;Calabria;CZ;D257;9,83;10,33
Nord Ovest;Lombardia;SO;D258;7;23,5
Isole;Sardegna;CA;D259;5;25
Isole;Sardegna;CA;D260;2;1
Sud;Calabria;CZ;D261;4;0
Nord Ovest;Liguria;SV;D264;5;6
Nord Ovest;Liguria;SP;D265;13;32,17
Nord Ovest;Lombardia;SO;D266;7,59;19,33
Isole;Sicilia;CL;D267;3,33;4,89
Sud;Calabria;RC;D268;1;1
Sud;Puglia;FG;D269;6;10,83
Nord Ovest;Lombardia;BS;D270;8;70,6
Nord Ovest;Piemonte;CN;D271;5,5;8
Nord Ovest;Piemonte;AL;D272;2;1
Nord Ovest;Piemonte;AL;D277;1;0
Nord Ovest;Lombardia;CR;D278;0;2
Centro;Umbria;PG;D279;29,33;78,33
Nord Ovest;Lombardia;LC;D280;10,47;28,5
Nord Ovest;Piemonte;VC;D281;3;17,5
Nord Ovest;Lombardia;BS;D284;124,53;634,48
Nord Ovest;Lombardia;MI;D286;117,03;408,37
Isole;Sardegna;NU;D287;0;1
Sud;Calabria;CS;D289;11,71;15,19
Sud;Calabria;CS;D290;4;1
Nord Ovest;Piemonte;CN;D291;7;24,5
Sud;Campania;SA;D292;4,5;5,42
Nord Ovest;Liguria;IM;D293;15;17,5
Nord Ovest;Liguria;IM;D296;10,25;25
Nord Ovest;Liguria;IM;D297;66,18;110,22
Nord Ovest;Liguria;IM;D298;10;13
Centro;Toscana;FI;D299;4,29;38,77
Nord Est;Friuli- Venezia Giulia;UD;D300;4;8,5
Sud;Calabria;VV;D303;1;0
Sud;Calabria;CS;D304;4,67;4
Sud;Puglia;LE;D305;6;9
Nord Ovest;Piemonte;NO;D309;2;12,5
Nord Ovest;Lombardia;CO;D310;5,38;6,5
Nord Ovest;Piemonte;CN;D314;12,3;22,52
Sud;Abruzzo;CH;D315;0;0
Nord Est;Friuli- Venezia Giulia;UD;D316;1,5;0,33
Nord Est;Veneto;VR;D317;8;13,39
Nord Ovest;Liguria;IM;D318;19,33;4
Nord Ovest;Liguria;IM;D319;23;8,34
Isole;Sardegna;CA;D323;4,16;11
Nord Est;Veneto;VE;D325;24,67;273,77
Nord Ovest;Lombardia;LC;D327;4,24;11,44
Sud;Calabria;CS;D328;0;0
Nord Ovest;Lombardia;CO;D329;12;27
Nord Est;Veneto;BL;D330;9,47;11,5
Sud;Campania;AV;D331;1;0
Nord Ovest;Piemonte;VB;D332;84,66;134,87
Isole;Sardegna;CA;D333;0;14,5
Isole;Sardegna;CA;D334;0;1
