Area;Regione;Provincia;2022_CodCom;NTN_2022_Depositi_Pert;NTN_2022_Box
Sud;Campania;AV;C606;4;0
Centro;Toscana;SI;C608;20;76,75
Centro;Toscana;PI;C609;16;10
Nord Ovest;Piemonte;TO;C610;7;9,67
Isole;Sicilia;RG;C612;16;18,34
Isole;Sardegna;SS;C613;0,89;5
Nord Est;Veneto;TV;C614;7,33;30,23
Centro;Marche;AN;C615;38,31;109,01
Sud;Calabria;CZ;C616;1;0
Nord Ovest;Lombardia;BS;C618;39,69;218,41
Sud;Basilicata;PZ;C619;4;2
Sud;Molise;IS;C620;1;0
Nord Ovest;Liguria;GE;C621;131,61;270,09
Nord Ovest;Lombardia;SO;C623;54,85;97,6
Nord Ovest;Piemonte;TO;C624;10;14
Nord Ovest;Piemonte;TO;C627;155,09;383,08
Nord Ovest;Lombardia;SO;C628;33,99;35,75
Nord Ovest;Piemonte;TO;C629;4;1
Nord Est;Veneto;BL;C630;2;5,7
Centro;Toscana;PT;C631;1;19,05
Sud;Abruzzo;CH;C632;98,9;254,78
Sud;Puglia;FG;C633;0;7
Nord Ovest;Lombardia;CR;C634;3;32,17
Nord Ovest;Lombardia;BG;C635;3;45,44
Nord Ovest;Lombardia;PV;C637;8,5;44,84
Nord Est;Veneto;VE;C638;159,28;544,17
Nord Ovest;Piemonte;TO;C639;8;13,5
Nord Est;Friuli- Venezia Giulia;PN;C640;15;48,5
Centro;Toscana;AR;C648;1;2
Nord Ovest;Lombardia;BG;C649;19,42;83,61
Nord Est;Veneto;VI;C650;4;18,64
Nord Ovest;Lombardia;SO;C651;11,33;6
Nord Ovest;Piemonte;CN;C653;14,5;31,23
Isole;Sicilia;PA;C654;4;4
Nord Ovest;Piemonte;TO;C655;1;7
Nord Est;Friuli- Venezia Giulia;UD;C656;3,5;31,33
Nord Ovest;Liguria;IM;C657;3;1
Nord Ovest;Piemonte;AT;C658;0;0
Sud;Campania;AV;C659;1;2
Nord Ovest;Liguria;IM;C660;3;0
Centro;Toscana;SI;C661;12,63;5
Centro;Toscana;SI;C662;18,83;61,5
Centro;Toscana;AR;C663;9;7,95
Nord Ovest;Piemonte;TO;C665;96,42;288,5
Isole;Sicilia;AG;C668;8;7,67
Nord Est;Emilia-Romagna;RE;C669;11,5;38,67
Nord Est;Veneto;TV;C670;2;39
Nord Est;Veneto;BL;C672;3,61;4
Nord Ovest;Liguria;GE;C673;9,36;3
Sud;Calabria;CZ;C674;2;0
Sud;Campania;NA;C675;20,01;46,5
Sud;Campania;SA;C676;5,5;1
Centro;Lazio;RM;C677;1;3
Nord Ovest;Lombardia;CR;C678;1;7,26
Nord Ovest;Piemonte;TO;C679;2;3
Nord Ovest;Piemonte;VC;C680;8,07;47,13
Nord Ovest;Piemonte;CN;C681;0;1
Nord Ovest;Lombardia;PV;C684;2;8
Nord Ovest;Lombardia;BS;C685;0,06;8,74
Nord Ovest;Lombardia;PV;C686;6;70,5
Nord Est;Veneto;TV;C689;3;16,53
Nord Ovest;Lombardia;BS;C691;1;4
Sud;Calabria;RC;C695;0;0
Isole;Sicilia;PA;C696;6;2
Sud;Campania;NA;C697;4,5;17,94
Nord Ovest;Lombardia;BS;C698;5;7
Nord Est;Friuli- Venezia Giulia;PN;C699;1;0
Nord Ovest;Piemonte;AT;C701;1;2
Centro;Lazio;RM;C702;2,72;0
Nord Ovest;Lombardia;CR;C703;2;6
Centro;Marche;MC;C704;33,5;36
Centro;Toscana;GR;C705;21,09;14
Nord Ovest;Lombardia;MI;C707;240,28;538,73
Isole;Sicilia;PA;C708;9,5;4,5
Nord Ovest;Lombardia;SO;C709;0,5;5
Sud;Calabria;RC;C710;0,33;2
Nord Ovest;Piemonte;TO;C711;0;1
Nord Est;Veneto;PD;C713;5,5;8
Nord Est;Veneto;VE;C714;0;31,33
Nord Ovest;Piemonte;TO;C715;6;3
Sud;Campania;CE;C716;0;0
Nord Ovest;Liguria;IM;C718;24,13;31,1
Sud;Campania;BN;C719;0,58;0,5
Nord Ovest;Piemonte;TO;C722;63,58;207,64
Sud;Basilicata;MT;C723;0;0
Nord Ovest;Lombardia;CO;C724;3,34;33,33
Sud;Calabria;KR;C725;3;5
Sud;Calabria;KR;C726;19,2;6,73
Nord Ovest;Lombardia;BG;C728;17,78;69,67
Nord Ovest;Liguria;SV;C729;8;8
Nord Ovest;Lombardia;BG;C730;12,06;99,8
Nord Ovest;Lombardia;VA;C732;30,25;121,37
Nord Ovest;Lombardia;MI;C733;15,25;94,49
Nord Est;Veneto;TV;C735;6;10,5
Nord Ovest;Piemonte;CN;C738;1;1
Nord Ovest;Piemonte;AT;C739;3;11
Centro;Lazio;LT;C740;44,42;131,49
Sud;Puglia;BR;C741;22,25;41,33
Centro;Umbria;PG;C742;4,27;14
Nord Est;Veneto;PD;C743;23,16;175,1
Centro;Umbria;PG;C744;29,5;67,78
Centro;Umbria;PG;C745;72,98;246,45
Centro;Lazio;RI;C746;9;20,07
Sud;Calabria;RC;C747;5,5;7
Centro;Lazio;RI;C749;0;0
Sud;Abruzzo;PE;C750;24;123,81
Nord Ovest;Lombardia;VA;C751;12;40,77
Nord Ovest;Lombardia;LC;C752;11,5;35,79
Nord Ovest;Liguria;IM;C755;9;19
Nord Ovest;Piemonte;VC;C757;0;1
Nord Est;Friuli- Venezia Giulia;UD;C758;31;87,78
Nord Ovest;Lombardia;BG;C759;5;34,67
Nord Ovest;Lombardia;BS;C760;9,5;7
Sud;Calabria;CS;C763;5;5
Sud;Molise;CB;C764;2;5
Centro;Lazio;VT;C765;47,58;61,13
Sud;Abruzzo;AQ;C766;0;0
Centro;Lazio;RM;C767;21,83;31,41
Sud;Abruzzo;CH;C768;2;0
Sud;Molise;IS;C769;0;1
Centro;Marche;MC;C770;143,77;483,85
Sud;Abruzzo;PE;C771;1;1
Sud;Molise;CB;C772;3,5;0,5
Centro;Lazio;RM;C773;104,24;254,64
Centro;Toscana;AR;C774;10;48,5
Sud;Abruzzo;CH;C776;1;1
Nord Est;Emilia-Romagna;FO;C777;3,83;8
Sud;Abruzzo;AQ;C778;3;3
Sud;Abruzzo;PE;C779;2,2;2,7
Centro;Lazio;VT;C780;6;4
Sud;Abruzzo;TE;C781;5,82;4,5
Centro;Toscana;GR;C782;6;13,92
Sud;Abruzzo;AQ;C783;1,5;5
Centro;Lazio;RM;C784;7;4
Nord Ovest;Lombardia;SO;C785;15,6;8
Nord Ovest;Lombardia;CO;C787;7,5;1
Nord Ovest;Lombardia;BG;C789;0;9
Nord Est;Friuli- Venezia Giulia;PN;C790;5,5;3
Nord Est;Friuli- Venezia Giulia;PN;C791;2,5;2
Nord Ovest;Piemonte;CN;C792;6;5
Nord Ovest;Piemonte;TO;C793;5;25,78
Sud;Calabria;CS;C795;0,33;3
Nord Ovest;Lombardia;VA;C796;4,5;21
Nord Ovest;Lombardia;BG;C800;14,23;118,71
Nord Ovest;Piemonte;TO;C801;3;18
Nord Ovest;Piemonte;TO;C803;18;49,5
Nord Ovest;Piemonte;AT;C804;0;1
Nord Ovest;Lombardia;BS;C806;18,66;114,39
Nord Ovest;Piemonte;AT;C807;3;15
Nord Ovest;Lombardia;VA;C810;9,33;26
Sud;Abruzzo;AQ;C811;1;0
Nord Est;Veneto;PD;C812;6,13;53,02
Nord Ovest;Lombardia;PV;C813;1;3
Nord Est;Emilia-Romagna;FE;C814;11,42;78,37
Nord Est;Veneto;TV;C815;4,6;30,6
Nord Ovest;Lombardia;LO;C816;65;171,19
Nord Est;Friuli- Venezia Giulia;UD;C817;31;199,17
Isole;Sardegna;SS;C818;1;2
Nord Ovest;Piemonte;BI;C819;6;14
Nord Ovest;Lombardia;MI;C820;23;65,25
Nord Ovest;Valle d'Aosta;AO;C821;32,64;25
Nord Ovest;Liguria;GE;C823;29,87;92,33
Nord Est;Veneto;VI;C824;5;17,33
Nord Ovest;Liguria;GE;C826;42,82;35
Nord Ovest;Piemonte;NO;C829;3,66;9
Nord Ovest;Lombardia;BG;C835;8,4;17,71
Centro;Lazio;FR;C836;2,17;0
Nord Est;Emilia-Romagna;PC;C838;4,67;9,84
Nord Ovest;Lombardia;LC;C839;57,96;199,53
Centro;Lazio;RI;C841;3;0
Sud;Abruzzo;AQ;C844;2;4
Centro;Umbria;PG;C845;11,5;14
Sud;Campania;BN;C846;2;0
Centro;Toscana;SI;C847;21,67;179,17
Nord Est;Veneto;TV;C848;9;43,97
Nord Ovest;Lombardia;BS;C850;8,36;15,91
Nord Ovest;Lombardia;LC;C851;0;10
Nord Est;Emilia-Romagna;PR;C852;67,17;162,6
Sud;Abruzzo;PE;C853;6;11
Sud;Molise;CB;C854;2;0,67
Sud;Abruzzo;CH;C855;0;0
Sud;Abruzzo;CH;C856;0;2,5
Centro;Lazio;RI;C857;3;1
Centro;Lazio;RM;C858;44;141,27
Centro;Lazio;RI;C859;2;1
Nord Ovest;Piemonte;TO;C860;217,16;518,21
Sud;Abruzzo;AQ;C862;3;1
Centro;Lazio;FR;C864;1;1
Sud;Puglia;LE;C865;1,33;4
Sud;Abruzzo;AQ;C866;0;0
Nord Ovest;Piemonte;TO;C867;0;0,5
Nord Ovest;Piemonte;TO;C868;0;4
Centro;Toscana;LI;C869;53,25;161,18
Centro;Lazio;FR;C870;1;1
Isole;Sicilia;PA;C871;13,63;0
Sud;Molise;CB;C875;0;1,25
Centro;Lazio;RI;C876;9;3
Centro;Marche;AP;C877;5;25,5
Sud;Molise;IS;C878;2;2,67
Sud;Campania;SA;C879;5,34;0,67
Centro;Lazio;RI;C880;3;1
Isole;Sardegna;CA;C882;0;0
Nord Ovest;Lombardia;BS;C883;4,1;17,91
Nord Ovest;Piemonte;VC;C884;0;2,67
Nord Est;Friuli- Venezia Giulia;UD;C885;1,5;4
Centro;Marche;MC;C886;4;10
Sud;Basilicata;MT;C888;3,34;5,67
Nord Est;Veneto;VR;C890;7,57;71,18
Nord Ovest;Lombardia;BS;C893;17;99,47
Nord Ovest;Lombardia;BG;C894;20,96;165,8
Nord Ovest;Lombardia;MI;C895;215,36;521,93
Nord Est;Veneto;VR;C897;14,34;88,99
Centro;Lazio;RM;C900;8,6;15,02
Sud;Abruzzo;TE;C901;3,67;25,5
Nord Ovest;Lombardia;CO;C902;2;16
Nord Ovest;Lombardia;SO;C903;11;6
Nord Est;Emilia-Romagna;PR;C904;5,5;115,38
Sud;Calabria;CS;C905;2;4
Nord Ovest;Lombardia;MI;C908;5;26
Nord Ovest;Lombardia;BG;C910;0;17,83
Nord Ovest;Lombardia;VA;C911;5;12
Nord Est;Emilia-Romagna;FE;C912;60,71;243
Centro;Toscana;MS;C914;4;5
Nord Ovest;Lombardia;LO;C917;10;76,67
Nord Est;Friuli- Venezia Giulia;UD;C918;2;2,5
Nord Est;Veneto;BL;C919;9,36;13,45
Nord Est;Veneto;BL;C920;13,3;27
Nord Ovest;Lombardia;VA;C922;7,63;42,17
Nord Ovest;Lombardia;BS;C925;1;31
Nord Ovest;Piemonte;NO;C926;2;15,5
Isole;Sicilia;RG;C927;16,41;59,5
Isole;Sicilia;AG;C928;0;1
Sud;Campania;NA;C929;1;0
Nord Ovest;Lombardia;MN;C930;0;2,5
Nord Ovest;Lombardia;CO;C933;402,31;1088,43
Nord Est;Emilia-Romagna;PR;C934;2;10,5
Centro;Marche;AP;C935;9,5;16,12
Nord Ovest;Lombardia;CO;C936;12;17,5
Nord Ovest;Lombardia;BG;C937;7;68,34
Nord Est;Veneto;VE;C938;1,25;15,5
Sud;Campania;CE;C939;3;3
Sud;Campania;SA;C940;4;0
Sud;Molise;IS;C941;0;1
Nord Est;Veneto;VR;C943;0;26
Centro;Lazio;RI;C946;4;0
Nord Ovest;Lombardia;BS;C948;26,5;172,5
Nord Est;Veneto;VE;C950;39,1;129,67
Nord Est;Emilia-Romagna;MO;C951;9,5;67,69
Nord Ovest;Lombardia;MI;C952;85,59;273,08
Sud;Calabria;RC;C954;0;2
Nord Ovest;Piemonte;TO;C955;17,64;47,4
Isole;Sicilia;ME;C956;1;0
Nord Est;Veneto;TV;C957;131,2;451,03
Nord Ovest;Lombardia;PV;C958;3;17,88
Centro;Lazio;RI;C959;8;1
Sud;Calabria;CZ;C960;0,66;1
Nord Ovest;Piemonte;AL;C962;1;3
Nord Est;Emilia-Romagna;RA;C963;14;86
Nord Est;Veneto;PD;C964;10,04;97,54
Isole;Sicilia;PA;C968;5,06;2,83
Centro;Lazio;RI;C969;2;10,5
Sud;Campania;AV;C971;8;7
Sud;Abruzzo;TE;C972;2,5;11,5
Sud;Campania;SA;C973;2;0
Sud;Campania;SA;C974;6;8
Sud;Puglia;BA;C975;57,63;132,83
Sud;Campania;AV;C976;7;10
Nord Ovest;Piemonte;AL;C977;4;3
Sud;Puglia;LE;C978;5;33,07
Nord Ovest;Lombardia;PV;C979;0;17
Nord Est;Emilia-Romagna;FE;C980;25,67;173,01
Nord Ovest;Lombardia;PV;C982;3;3
Sud;Puglia;BA;C983;164,97;163,89
Sud;Campania;SA;C984;4;4
Nord Ovest;Lombardia;MI;C986;104,27;324,72
Nord Est;Veneto;RO;C987;1;13,56
Centro;Lazio;VT;C988;7;6,22
Centro;Umbria;PG;C990;104,4;298,25
Nord Est;Friuli- Venezia Giulia;PN;C991;45,57;186,95
Nord Est;Veneto;TV;C992;4;64
Nord Est;Friuli- Venezia Giulia;PN;C993;9;23
Nord Ovest;Liguria;GE;C995;0,5;1
Centro;Toscana;LU;C996;12;22,25
Centro;Lazio;FR;C998;2;0
Sud;Abruzzo;AQ;C999;2,33;4,33
Centro;Lazio;LT;D003;15,42;10,5
Nord Est;Emilia-Romagna;RN;D004;4;70,47
Sud;Puglia;LE;D006;8,78;7
Centro;Marche;AN;D007;1;13,39
Nord Ovest;Piemonte;TO;D008;13;30,72
Isole;Sicilia;PA;D009;12,17;10,67
Sud;Basilicata;PZ;D010;12,25;5
Sud;Campania;SA;D011;0,33;0
Nord Ovest;Valle d'Aosta;AO;D012;89,2;196,7
Nord Ovest;Lombardia;MI;D013;110,89;256,22
Nord Ovest;Lombardia;BG;D015;2;9
Nord Ovest;Lombardia;BG;D016;4;7,89
Nord Ovest;Lombardia;MI;D018;130,32;260,46
Nord Ovest;Lombardia;MI;D019;47,64;170,82
Nord Est;Veneto;VI;D020;7,83;76,57
Nord Ovest;Lombardia;LO;D021;3;58,5
Nord Ovest;Piemonte;CN;D022;3;12,67
Centro;Lazio;VT;D024;49,97;65,68
Nord Est;Emilia-Romagna;PR;D026;13,75;12
Nord Est;Friuli- Venezia Giulia;UD;D027;10;34,5
Nord Ovest;Lombardia;LO;D028;2;10
Nord Ovest;Lombardia;LO;D029;0;0
Nord Est;Veneto;TV;D030;6,2;41,7
Nord Ovest;Lombardia;MI;D033;0,25;4
Nord Est;Emilia-Romagna;RE;D037;68,33;307,63
Nord Ovest;Lombardia;MI;D038;18,5;67
Nord Est;Veneto;PD;D040;5;32,08
Nord Ovest;Lombardia;CO;D041;0,11;3
Centro;Marche;MC;D042;23,44;73,78
Sud;Abruzzo;TE;D043;12;30,67
Sud;Puglia;LE;D044;2,83;4,92
Nord Ovest;Lombardia;MI;D045;113,04;265,52
Nord Ovest;Piemonte;AT;D046;0;1
Sud;Calabria;CZ;D049;3;2
Nord Ovest;Piemonte;AT;D050;0;1
Nord Ovest;Piemonte;AT;D051;2;0,99
Nord Ovest;Piemonte;AT;D052;1;3
Nord Est;Emilia-Romagna;PC;D054;1,33;7,44
Nord Ovest;Lombardia;CR;D056;1;13,75
Nord Ovest;Lombardia;CR;D057;2;12,97
Nord Ovest;Lombardia;BS;D058;4,34;90
Nord Est;Emilia-Romagna;PC;D061;6;60,31
Nord Ovest;Piemonte;CN;D062;4,86;12,99
Nord Ovest;Lombardia;BS;D064;27,47;125
Nord Ovest;Lombardia;LC;D065;4;5
Nord Ovest;Lombardia;BG;D066;5;15,5
Nord Ovest;Lombardia;LO;D068;0;13,5
Nord Ovest;Piemonte;AT;D072;1;2
Sud;Abruzzo;TE;D076;0;0
Centro;Toscana;AR;D077;39,07;108,5
Sud;Abruzzo;PE;D078;0;1
Nord Ovest;Lombardia;PV;D081;2;4
Nord Ovest;Lombardia;BS;D082;1,5;16
Nord Est;Friuli- Venezia Giulia;UD;D085;2;7,5
Sud;Calabria;CS;D086;130,21;230,42
Nord Ovest;Liguria;IM;D087;1;1
Nord Ovest;Lombardia;SO;D088;12,5;40,5
Sud;Calabria;RC;D089;0;0
Nord Ovest;Piemonte;TO;D092;0;2
Nord Ovest;Piemonte;CN;D093;0,01;4
Nord Ovest;Piemonte;BI;D094;52;181,73
Nord Ovest;Liguria;SV;D095;4,96;3,49
Centro;Marche;AP;D096;1;2,5
Nord Ovest;Piemonte;VB;D099;9;2
Isole;Sardegna;SS;D100;2;4,9
Nord Ovest;Piemonte;AT;D101;0;1
Nord Ovest;Piemonte;AL;D102;1;1
Nord Ovest;Lombardia;BG;D103;4;6,59
Nord Est;Veneto;RO;D105;2,5;12,25
Nord Est;Veneto;VI;D107;10;116,32
Centro;Umbria;PG;D108;2;1,44
Nord Ovest;Lombardia;PV;D109;0;3
Nord Ovest;Lombardia;BG;D110;4,27;68,09
Nord Ovest;Lombardia;BG;D111;3;49,38
Nord Ovest;Lombardia;LC;D112;15,5;37,5
Nord Ovest;Piemonte;VC;D113;1;6
Nord Ovest;Liguria;IM;D114;11;28,02
Nord Ovest;Lombardia;BG;D117;30;86,83
Nord Est;Veneto;VR;D118;17,5;107,33
Nord Ovest;Piemonte;AT;D119;16;31,34
Nord Ovest;Piemonte;CN;D120;15,5;26,5
Nord Est;Emilia-Romagna;RA;D121;18;97,4
Sud;Calabria;KR;D122;49,92;131,18
Sud;Calabria;KR;D123;12;10
Centro;Lazio;RI;D124;2;2
Nord Ovest;Lombardia;BG;D126;3,66;34,84
Nord Ovest;Lombardia;PV;D127;0;1
Sud;Basilicata;MT;D128;0;1
Nord Ovest;Lombardia;LC;D131;0;1
Nord Ovest;Piemonte;VC;D132;2,67;5,34
Nord Ovest;Piemonte;CN;D133;3;2
Nord Ovest;Piemonte;VB;D134;6,17;23
Nord Est;Veneto;VI;D136;9,62;152,03
Sud;Abruzzo;CH;D137;4,2;0
Nord Ovest;Lombardia;BG;D139;10;54,22
Nord Ovest;Lombardia;CR;D141;5;17,36
Nord Ovest;Lombardia;CR;D142;87,9;401,13
Nord Ovest;Lombardia;LC;D143;7,1;12,5
Nord Ovest;Lombardia;VA;D144;0,25;10,25
Nord Ovest;Lombardia;LC;D145;12,07;63
Nord Ovest;Lombardia;CO;D147;11;9
Nord Ovest;Piemonte;AL;D149;0;8
Nord Ovest;Lombardia;CR;D150;344,58;848,89
Nord Ovest;Lombardia;CR;D151;2;27,6
Nord Ovest;Piemonte;VC;D154;15;81,5
Nord Est;Veneto;VI;D156;2;7,5
Nord Ovest;Lombardia;LO;D159;3,1;21,61
Nord Est;Veneto;RO;D161;2,5;5
Nord Ovest;Piemonte;NO;D162;2;5,5
Nord Ovest;Piemonte;BI;D165;4,5;6,5
Nord Est;Emilia-Romagna;BO;D166;37;149,33
Nord Ovest;Piemonte;VB;D168;38,5;25
Sud;Campania;NA;D170;5;24
Sud;Puglia;TA;D171;11;32,33
Nord Ovest;Piemonte;CN;D172;2;6
Nord Ovest;Liguria;GE;D175;2;0
Nord Ovest;Piemonte;VB;D177;10;14,33
Sud;Abruzzo;TE;D179;3;8
Sud;Calabria;CS;D180;2;1
Sud;Calabria;CZ;D181;4,5;1
Sud;Calabria;CS;D184;7;5
Nord Ovest;Lombardia;VA;D185;0;6
Nord Ovest;Lombardia;CR;D186;0;7
Nord Ovest;Piemonte;VC;D187;1;1
Sud;Calabria;KR;D189;5;4
Nord Ovest;Lombardia;VA;D192;18,08;47,14
Nord Est;Veneto;VR;D193;10;58
Sud;Campania;SA;D195;1;0
Nord Ovest;Lombardia;CO;D196;0;20
Nord Ovest;Piemonte;TO;D197;1;5
Nord Ovest;Lombardia;MI;D198;11,5;87,48
Nord Ovest;Lombardia;VA;D199;6,5;34
Isole;Sardegna;OR;D200;5;4,33
Sud;Abruzzo;PE;D201;2;4
Nord Ovest;Piemonte;TO;D202;30;75
Nord Ovest;Lombardia;CR;D203;0;4
Nord Ovest;Lombardia;VA;D204;1,25;21,67
Nord Ovest;Piemonte;CN;D205;440,33;529,51
Nord Ovest;Piemonte;AT;D207;0;3
Nord Ovest;Piemonte;TO;D208;38,22;65,64
Sud;Abruzzo;CH;D209;6;12
Centro;Marche;AP;D210;25,5;48,59
Centro;Marche;AN;D211;18,52;29,2
Isole;Sardegna;OR;D214;0;0
Nord Ovest;Piemonte;NO;D216;4;25
Nord Ovest;Lombardia;VA;D217;3;1
Sud;Calabria;CZ;D218;1;1,67
Nord Ovest;Piemonte;BI;D219;4;2
Nord Ovest;Lombardia;BG;D221;20,65;149
Sud;Puglia;LE;D223;2,5;4
Nord Est;Veneto;PD;D226;1;68,21
Nord Ovest;Lombardia;MN;D227;12,5;194,59
Sud;Campania;CE;D228;6,33;43
Nord Ovest;Lombardia;MI;D229;57;130,67
Sud;Campania;BN;D230;4,42;4,66
Nord Ovest;Lombardia;MI;D231;90,84;186,49
Nord Ovest;Lombardia;CO;D232;10,5;0,5
Nord Ovest;Lombardia;BG;D233;1;0
Isole;Sicilia;TP;D234;3;1
Sud;Calabria;KR;D236;3;4
Sud;Puglia;LE;D237;6;4,33
Nord Ovest;Lombardia;VA;D238;13;40,08
Nord Ovest;Lombardia;VA;D239;2,5;12
Nord Ovest;Lombardia;MI;D244;17;77,75
Nord Ovest;Lombardia;BG;D245;53,04;337,36
Nord Est;Veneto;BL;D247;3;9,33
Nord Ovest;Lombardia;BS;D251;63,42;153,16
Sud;Calabria;VV;D253;1,67;0
Nord Ovest;Liguria;GE;D255;9;1
Nord Ovest;Lombardia;VA;D256;3;25
Sud;Calabria;CZ;D257;12;2
Nord Ovest;Lombardia;SO;D258;2;8,66
Isole;Sardegna;CA;D259;13;79
Isole;Sardegna;CA;D260;2;1,5
Sud;Calabria;CZ;D261;0;0,5
Nord Ovest;Liguria;SV;D264;9,5;8,5
Nord Ovest;Liguria;SP;D265;12,83;62,89
Nord Ovest;Lombardia;SO;D266;2,5;14,5
Isole;Sicilia;CL;D267;9,5;5
Sud;Calabria;RC;D268;1;0
Sud;Puglia;FG;D269;1,5;6
Nord Ovest;Lombardia;BS;D270;3;65,83
Nord Ovest;Piemonte;CN;D271;8,5;11
Nord Ovest;Piemonte;AL;D272;2;3
Nord Ovest;Piemonte;AL;D277;2;2
Nord Ovest;Lombardia;CR;D278;1;2,5
Centro;Umbria;PG;D279;20,5;66
Nord Ovest;Lombardia;LC;D280;8,33;26,47
Nord Ovest;Piemonte;VC;D281;2;10,5
Nord Ovest;Lombardia;BS;D284;149;720,94
Nord Ovest;Lombardia;MI;D286;148,15;439,61
Isole;Sardegna;NU;D287;2;1
Sud;Calabria;CS;D289;17,25;23,47
Sud;Calabria;CS;D290;0;0
Nord Ovest;Piemonte;CN;D291;9;17,5
Sud;Campania;SA;D292;1;2,5
Nord Ovest;Liguria;IM;D293;5,5;32
Nord Ovest;Liguria;IM;D296;15;38
Nord Ovest;Liguria;IM;D297;76,84;132,17
Nord Ovest;Liguria;IM;D298;15;5
Centro;Toscana;FI;D299;9,75;32,25
Nord Est;Friuli- Venezia Giulia;UD;D300;6;9
Sud;Calabria;VV;D303;0;0
Sud;Calabria;CS;D304;1,77;3
Sud;Puglia;LE;D305;4;10
Nord Ovest;Piemonte;NO;D309;0;10
Nord Ovest;Lombardia;CO;D310;2;7,5
Nord Ovest;Piemonte;CN;D314;17,1;27,5
Sud;Abruzzo;CH;D315;0;2
Nord Est;Friuli- Venezia Giulia;UD;D316;0;0
Nord Est;Veneto;VR;D317;1,33;26,5
Nord Ovest;Liguria;IM;D318;18;7
Nord Ovest;Liguria;IM;D319;20;10,5
Isole;Sardegna;CA;D323;5;13,5
Nord Est;Veneto;VE;D325;15,67;282,6
Nord Ovest;Lombardia;LC;D327;3,17;26
Sud;Calabria;CS;D328;1;1
Nord Ovest;Lombardia;CO;D329;12,45;29
Nord Est;Veneto;BL;D330;12,68;14,07
Sud;Campania;AV;D331;4;2
Nord Ovest;Piemonte;VB;D332;87,99;148,83
Isole;Sardegna;CA;D333;2;17
Isole;Sardegna;CA;D334;1,33;3,33
Nord Ovest;Valle d'Aosta;AO;D338;13,5;15
Nord Ovest;Piemonte;BI;D339;3;4
Nord Ovest;Lombardia;CO;D341;10,02;12,08
Isole;Sardegna;CA;D344;0;0
Isole;Sardegna;NU;D345;5;5,5
Nord Ovest;Lombardia;LC;D346;5;6
Nord Ovest;Piemonte;NO;D347;8,5;31,75
Nord Ovest;Lombardia;PV;D348;6;43,5
Nord Ovest;Piemonte;BI;D350;0;5
Nord Ovest;Lombardia;MN;D351;4,5;25
Nord Ovest;Lombardia;BG;D352;5;15,5
Nord Ovest;Lombardia;CO;D355;1;0
Nord Ovest;Valle d'Aosta;AO;D356;3;3
Nord Est;Emilia-Romagna;FO;D357;0;7,5
Nord Ovest;Lombardia;CR;D358;2;36,7
Nord Est;Emilia-Romagna;BO;D360;13,52;99,69
Sud;Campania;CE;D361;2;0
Sud;Calabria;VV;D364;0;0
Nord Est;Friuli- Venezia Giulia;UD;D366;0;0
Nord Ovest;Lombardia;MI;D367;4;44,17
Nord Ovest;Piemonte;CN;D372;21,2;34,95
Nord Ovest;Piemonte;TO;D373;47,25;119,09
Nord Ovest;Piemonte;VB;D374;8,98;5,5
Isole;Sardegna;NU;D376;0;0
Nord Ovest;Lombardia;SO;D377;8;38
Nord Est;Veneto;VI;D379;12;118,7
Sud;Campania;BN;D380;5,5;4,5
Nord Ovest;Lombardia;VA;D384;5,2;8,2
Nord Ovest;Lombardia;VA;D385;0;0
Sud;Campania;BN;D386;2;0
Nord Ovest;Piemonte;AT;D388;0;5,32
Sud;Campania;SA;D390;43,67;65,57
Nord Ovest;Lombardia;BS;D391;27,91;45,17
Sud;Abruzzo;PE;D394;0,83;1,83
Nord Ovest;Lombardia;LC;D398;5;7
Isole;Sardegna;CA;D399;26;90
Nord Ovest;Piemonte;CN;D401;0;0
Nord Ovest;Valle d'Aosta;AO;D402;1;6
Centro;Toscana;FI;D403;112,26;402,46
Nord Ovest;Lombardia;BG;D406;5,17;48,49
Nord Est;Veneto;VI;D407;6,33;23,41
Nord Est;Friuli- Venezia Giulia;UD;D408;0;4,25
Nord Ovest;Piemonte;CN;D410;2,83;15,5
Nord Ovest;Lombardia;BG;D411;6;27,86
Nord Ovest;Piemonte;CN;D412;10,5;16,5
Sud;Basilicata;PZ;D414;0;1
Nord Est;Veneto;VE;D415;40,88;175,51
Nord Ovest;Lombardia;CO;D416;52,94;152,11
Nord Est;Veneto;VR;D419;3;23
Nord Est;Veneto;VR;D420;3,33;18,62
Nord Ovest;Lombardia;BS;D421;6;97,5
Sud;Puglia;BR;D422;1;6,56
Isole;Sicilia;TP;D423;17,43;64,37
Nord Ovest;Liguria;SV;D424;2;1
Nord Est;Friuli- Venezia Giulia;PN;D426;1;1
Nord Ovest;Lombardia;LC;D428;1,33;3,66
Centro;Marche;MC;D429;4,5;6
Isole;Sardegna;NU;D430;1;4
Isole;Sardegna;NU;D431;0;0
Nord Ovest;Piemonte;TO;D433;6;2
Nord Ovest;Lombardia;BS;D434;5,5;27,75
Nord Ovest;Lombardia;LC;D436;4;7
Centro;Lazio;FR;D440;2;0
Isole;Sardegna;SS;D441;0;0
Nord Est;Veneto;PD;D442;26,93;206,83
Isole;Sardegna;NU;D443;0;0
Nord Ovest;Valle d'Aosta;AO;D444;3;2
Nord Ovest;Lombardia;CO;D445;5;14,5
Nord Ovest;Piemonte;AL;D447;5;5,17
Nord Est;Emilia-Romagna;RE;D450;25;97,05
