AREA;REGIONE;PROVINCIA;2020_CodCom;NTN_2020_Depositi_Pert;NTN_2020_Box
Centro;Toscana;PI;C113;17,41;61,73
Sud;Abruzzo;CH;C114;3,09;21
Nord Ovest;Lombardia;CR;C115;0;1
Centro;Lazio;RM;C116;9,59;33,9
Centro;Umbria;TR;C117;2;1
Nord Ovest;Lombardia;MN;C118;0;76,21
Nord Est;Veneto;VI;C119;3,75;32
Sud;Basilicata;PZ;C120;3;0
Nord Est;Emilia-Romagna;BO;C121;4;32,84
Nord Est;Veneto;RO;C122;0;8
Sud;Abruzzo;CH;C123;0;0
Sud;Campania;SA;C125;6;37,5
Sud;Abruzzo;AQ;C126;0;1
Nord Ovest;Piemonte;AT;C127;1;8,5
Sud;Abruzzo;TE;C128;7;18,25
Sud;Campania;NA;C129;30,32;84,2
Isole;Sicilia;TP;C130;13;16,42
Nord Ovest;Piemonte;TO;C133;26;96,09
Sud;Puglia;BA;C134;63,17;60,56
Isole;Sicilia;PA;C135;3;1,5
Sud;Puglia;TA;C136;31,5;32,13
Nord Ovest;Piemonte;AL;C137;0;0
Nord Ovest;Lombardia;VA;C139;14,21;152,53
Nord Est;Emilia-Romagna;RE;C141;11,63;201,93
Nord Ovest;Piemonte;AL;C142;0;0
Nord Ovest;Liguria;IM;C143;2;4
Nord Est;Emilia-Romagna;PC;C145;4,83;24,08
Centro;Toscana;GR;C147;6,33;9
Nord Ovest;Piemonte;AL;C148;3;28
Nord Ovest;Piemonte;NO;C149;0;2
Centro;Marche;AN;C152;2;4
Nord Ovest;Lombardia;CR;C153;13,5;83,83
Nord Ovest;Piemonte;AT;C154;0;0
Nord Ovest;Piemonte;BI;C155;0;5
Nord Ovest;Piemonte;AL;C156;0;1
Nord Ovest;Lombardia;PV;C157;0;5,5
Nord Ovest;Piemonte;AL;C158;2;9
Nord Ovest;Piemonte;AL;C160;0;1,66
Nord Ovest;Piemonte;AT;C161;2,5;0
Nord Ovest;Piemonte;AL;C162;2;7
Nord Ovest;Piemonte;CN;C165;3;9
Nord Ovest;Piemonte;NO;C166;9,5;77,87
Nord Ovest;Piemonte;CN;C167;1;1
Sud;Abruzzo;TE;C169;1;1
Centro;Toscana;SI;C172;6;9
Nord Ovest;Piemonte;CN;C173;2;3
Centro;Toscana;PI;C174;12;10,89
Sud;Molise;CB;C175;0;2
Nord Ovest;Piemonte;CN;C176;1;0
Centro;Lazio;FR;C177;0;1
Sud;Campania;CE;C178;2,8;0
Nord Ovest;Lombardia;VA;C181;3;15
Nord Ovest;Lombardia;PV;C184;0;7
Nord Est;Emilia-Romagna;BO;C185;2,5;72,83
Nord Ovest;Lombardia;SO;C186;4,58;2
Nord Ovest;Lombardia;LC;C187;0,11;16,5
Sud;Campania;NA;C188;9,33;34,5
Nord Est;Veneto;TV;C190;4,75;19,4
Nord Ovest;Lombardia;MN;C195;2;29,67
Sud;Molise;CB;C197;3;0
Sud;Puglia;FG;C198;1;3,5
Sud;Basilicata;PZ;C199;0;0
Sud;Molise;IS;C200;1;1
Sud;Basilicata;PZ;C201;0;0
Sud;Puglia;FG;C202;0;1
Centro;Lazio;RM;C203;19,85;8,5
Nord Est;Emilia-Romagna;BO;C204;42,68;275,77
Nord Ovest;Piemonte;CN;C205;2;0
Nord Ovest;Lombardia;CO;C206;1;5
Nord Est;Veneto;RO;C207;3;24,25
Nord Ovest;Lombardia;BS;C208;4;159,65
Sud;Basilicata;PZ;C209;3;0
Isole;Sicilia;ME;C210;0;0
Sud;Campania;CE;C211;1;2
Nord Ovest;Lombardia;PV;C213;2;3
Nord Ovest;Piemonte;CN;C214;0;0
Nord Est;Veneto;RO;C215;3,25;13,5
Nord Est;Friuli- Venezia Giulia;PN;C217;0;1
Nord Est;Emilia-Romagna;RE;C218;2;62,42
Nord Est;Emilia-Romagna;RE;C219;30,1;74,22
Nord Ovest;Lombardia;CO;C220;0;6
Sud;Puglia;FG;C222;1;1
Centro;Lazio;FR;C223;2;1
Centro;Lazio;RI;C224;3,75;2
Nord Est;Veneto;VR;C225;16,67;174,85
Nord Ovest;Piemonte;AT;C226;0;1
Centro;Toscana;SI;C227;11;74,84
Nord Ovest;Lombardia;LO;C228;2,67;5,17
Nord Ovest;Piemonte;AL;C229;0,5;1,5
Nord Ovest;Piemonte;AT;C230;0;2
Sud;Campania;SA;C231;1;8
Nord Ovest;Piemonte;AT;C232;4;16
Sud;Campania;SA;C235;0,67;0
Centro;Toscana;LU;C236;7;16,5
Centro;Lazio;RM;C237;9,2;23,84
Nord Ovest;Liguria;SP;C240;7,34;44,5
Nord Ovest;Piemonte;TO;C241;3,5;4,5
Nord Est;Emilia-Romagna;MO;C242;24,75;167,67
Nord Ovest;Piemonte;AL;C243;5;24
Centro;Toscana;PI;C244;9,5;5
Sud;Campania;BN;C245;1;0
Sud;Molise;IS;C246;0;1,8
Sud;Molise;IS;C247;0;0
Centro;Marche;AN;C248;2,18;21,42
Sud;Campania;BN;C250;0,61;2
Centro;Marche;MC;C251;5;17
Centro;Umbria;PG;C252;5;9
Nord Ovest;Piemonte;AT;C253;0;0
Nord Ovest;Lombardia;BG;C255;1,86;21,84
Sud;Campania;SA;C259;18,33;56,84
Nord Est;Emilia-Romagna;PC;C261;7,79;113,17
Sud;Campania;SA;C262;1,5;2,67
Centro;Toscana;AR;C263;8,17;3,5
Nord Est;Emilia-Romagna;BO;C265;17;158,2
Centro;Lazio;RM;C266;0;0
Centro;Marche;MC;C267;0;0
Centro;Lazio;RI;C268;1,81;5,5
Centro;Lazio;VT;C269;2;4,34
Sud;Molise;IS;C270;3;0
Sud;Basilicata;PZ;C271;0;1
Isole;Sardegna;SS;C272;6;77
Nord Ovest;Lombardia;VA;C273;1;9,3
Nord Ovest;Piemonte;AL;C274;1;1
Isole;Sicilia;AG;C275;11;7
Nord Ovest;Liguria;SV;C276;1;0
Sud;Abruzzo;AQ;C278;0;0
Sud;Abruzzo;AQ;C279;1,67;0
Sud;Campania;BN;C280;2;0
Nord Ovest;Valle d'Aosta;AO;C282;3;10
Sud;Campania;AV;C283;2;2
Sud;Campania;BN;C284;0;2
Sud;Calabria;RC;C285;2;2
Isole;Sicilia;TP;C286;35,07;36,67
Nord Est;Emilia-Romagna;MO;C287;20,13;100,29
Nord Est;Emilia-Romagna;PC;C288;1,14;49,09
Centro;Umbria;TR;C289;3;4
Nord Ovest;Lombardia;CR;C290;0;1
Sud;Campania;CE;C291;6;47
Nord Est;Emilia-Romagna;BO;C292;32,1;203,05
Nord Ovest;Lombardia;BS;C293;7;92,77
Nord Ovest;Valle d'Aosta;AO;C294;13;14,75
Nord Est;Emilia-Romagna;BO;C296;18,58;21,44
Isole;Sicilia;CT;C297;22,75;3
Sud;Abruzzo;CH;C298;1;1
Nord Ovest;Lombardia;VA;C300;14,1;59,46
Sud;Calabria;CS;C301;2;4
Nord Ovest;Liguria;GE;C302;1;1
Centro;Toscana;LU;C303;4;4
Nord Ovest;Lombardia;LO;C304;3,25;23,22
Sud;Campania;SA;C306;0;1
Nord Ovest;Piemonte;TO;C307;15,03;75,16
Sud;Abruzzo;PE;C308;0;0
Centro;Umbria;PG;C309;29,74;96,91
Centro;Toscana;GR;C310;12,17;71,67
Sud;Abruzzo;TE;C311;3;2
Nord Ovest;Lombardia;MN;C312;12;197,72
Centro;Toscana;SI;C313;6,5;9,8
Nord Ovest;Piemonte;CN;C314;1;1
Centro;Lazio;VT;C315;5,5;1,5
Sud;Abruzzo;TE;C316;4;11,5
Nord Ovest;Piemonte;CN;C317;1;2
Centro;Toscana;AR;C318;0;10
Centro;Toscana;AR;C319;13,49;57,23
Centro;Marche;AP;C321;3;6,66
Sud;Abruzzo;TE;C322;0;3
Nord Ovest;Piemonte;CN;C323;2;0
Nord Ovest;Lombardia;BG;C324;7,83;95,14
Nord Ovest;Lombardia;SO;C325;1,25;1
Nord Est;Friuli- Venezia Giulia;UD;C327;0;15
Nord Ovest;Lombardia;LO;C329;3,75;40
Nord Ovest;Lombardia;BS;C330;1,75;3,9
Centro;Marche;AP;C331;0;11
Nord Ovest;Lombardia;BS;C332;10;99,58
Sud;Puglia;LE;C334;2;1
Sud;Puglia;LE;C335;1;1
Sud;Puglia;LE;C336;3;20
Nord Ovest;Lombardia;BG;C337;0;4,5
Centro;Lazio;FR;C338;3;0,33
Nord Est;Emilia-Romagna;FO;C339;5;37,5
Centro;Lazio;FR;C340;0;0
Isole;Sicilia;AG;C341;3;1
Isole;Sicilia;EN;C342;16,56;62,4
Nord Ovest;Lombardia;VA;C343;3,5;30,17
Isole;Sicilia;PA;C344;8,94;2,5
Sud;Basilicata;PZ;C345;2;0
Sud;Molise;CB;C346;1;0
Isole;Sicilia;ME;C347;1,8;0,8
Sud;Calabria;CS;C348;0;0
Sud;Calabria;CS;C349;20,83;23
Isole;Sicilia;CT;C351;116,41;963,16
Sud;Calabria;CZ;C352;64,75;68,27
Isole;Sicilia;EN;C353;4;4
Sud;Abruzzo;PE;C354;4,78;3
Isole;Sicilia;AG;C356;5;0
Nord Est;Emilia-Romagna;RN;C357;18,58;127,89
Sud;Campania;BN;C359;0;0
Nord Ovest;Lombardia;PV;C360;9,09;50,25
Sud;Campania;SA;C361;58,88;121,12
Nord Ovest;Piemonte;BI;C363;8;29
Nord Ovest;Piemonte;NO;C364;0;1
Nord Ovest;Piemonte;NO;C365;0;4
Nord Ovest;Piemonte;TO;C369;3;13
Nord Est;Veneto;VR;C370;8;66,56
Nord Ovest;Piemonte;CN;C375;0;2
Nord Ovest;Piemonte;CN;C376;1,75;20,45
Sud;Puglia;LE;C377;2;61,21
Nord Ovest;Piemonte;NO;C378;1;8
Nord Ovest;Lombardia;CO;C381;0;0
Nord Ovest;Lombardia;VA;C382;3;39,75
Nord Est;Veneto;VE;C383;7,29;56,04
Nord Est;Veneto;TV;C384;1;28,28
Nord Est;Friuli- Venezia Giulia;PN;C385;1,83;6,33
Nord Ovest;Piemonte;AL;C387;2;2
Nord Est;Veneto;VE;C388;120,22;1129,2
Nord Est;Friuli- Venezia Giulia;UD;C389;2;1
Centro;Lazio;RM;C390;23,34;23,67
Nord Ovest;Lombardia;LO;C394;0;11
Nord Ovest;Lombardia;MI;C395;9,5;83,9
Nord Ovest;Lombardia;BG;C396;14;54,35
Nord Est;Emilia-Romagna;MO;C398;1;55,25
Nord Ovest;Piemonte;TO;C404;7;33
Nord Est;Emilia-Romagna;RE;C405;9,17;82,33
Nord Ovest;Lombardia;MN;C406;0;12,75
Centro;Toscana;AR;C407;10,25;57,33
Nord Ovest;Lombardia;BS;C408;2;57,08
Nord Ovest;Lombardia;VA;C409;0;1
Nord Ovest;Lombardia;BG;C410;2,86;14,86
Nord Est;Veneto;VR;C412;5;10
Centro;Lazio;FR;C413;3;15
Nord Ovest;Lombardia;PV;C414;0;2
Centro;Toscana;LI;C415;60,85;207,91
Nord Ovest;Lombardia;BS;C417;2;7
Nord Ovest;Lombardia;SO;C418;0;0
Isole;Sicilia;PA;C420;0;0
Isole;Sicilia;PA;C421;33,27;19,21
Nord Est;Veneto;VE;C422;3;41,83
Sud;Puglia;BR;C424;28,63;56,54
Sud;Abruzzo;AQ;C426;3,5;4
Sud;Abruzzo;CH;C428;2;0
Sud;Puglia;FG;C429;0;1
Sud;Calabria;CS;C430;1;0
Nord Ovest;Piemonte;AL;C432;0;0
Nord Ovest;Lombardia;CR;C435;1;3
Sud;Puglia;BA;C436;6;21,5
Sud;Calabria;CS;C437;1;0
Nord Ovest;Piemonte;AT;C438;1;6
Nord Ovest;Lombardia;BS;C439;5;24,81
Nord Ovest;Piemonte;AT;C440;0;1
Nord Ovest;Piemonte;CN;C441;1;0
Sud;Puglia;FG;C442;3;0
Nord Ovest;Liguria;SV;C443;21,55;41,17
Sud;Campania;SA;C444;1;0
Centro;Lazio;VT;C446;1;2
Centro;Lazio;VT;C447;4,75;3,67
Sud;Puglia;BR;C448;0;3,5
Sud;Abruzzo;TE;C449;1;7
Sud;Calabria;CZ;C453;1;0
Nord Ovest;Lombardia;BG;C456;3;25,75
Nord Ovest;Lombardia;BG;C457;3;37,64
Nord Est;Veneto;BL;C458;11;14
Nord Ovest;Lombardia;BG;C459;2;18,83
Nord Est;Veneto;RO;C461;0,5;2,5
Nord Ovest;Liguria;SV;C463;2,41;15,88
Nord Ovest;Piemonte;CN;C466;11,1;40,62
Nord Est;Emilia-Romagna;FE;C469;28;312,16
Sud;Campania;SA;C470;1;7
Isole;Sicilia;EN;C471;16,83;8,34
Sud;Calabria;CZ;C472;1;0
Sud;Abruzzo;PE;C474;7,39;33,33
Sud;Campania;BN;C476;0,88;1
Nord Ovest;Piemonte;VB;C478;1;0
Centro;Lazio;FR;C479;5;4
Isole;Sicilia;EN;C480;2;5
Nord Ovest;Liguria;GE;C481;6,67;5
Nord Ovest;Lombardia;CO;C482;0;2
Nord Ovest;Piemonte;NO;C483;4,5;52,32
Nord Ovest;Lombardia;PV;C484;3;24,5
Sud;Campania;SA;C485;5;1
Sud;Molise;CB;C486;2,75;1,5
Nord Ovest;Piemonte;TO;C487;0;7,5
Sud;Molise;CB;C488;1;0
Sud;Calabria;CS;C489;1;0
Sud;Abruzzo;AQ;C492;2;2
Nord Ovest;Lombardia;SO;C493;2;2
Nord Est;Friuli- Venezia Giulia;UD;C494;2;1
Sud;Campania;NA;C495;4,17;21,71
Isole;Sicilia;PA;C496;0;0
Nord Ovest;Piemonte;TO;C497;4;12
Nord Est;Veneto;VR;C498;26;159,16
Nord Est;Veneto;RO;C500;2;12,01
Nord Ovest;Lombardia;MN;C502;0;8,5
Nord Ovest;Piemonte;AL;C503;1;2
Nord Ovest;Piemonte;CN;C504;4;13
Nord Ovest;Piemonte;TO;C505;1;7
Nord Ovest;Lombardia;BG;C506;2;19
Nord Ovest;Piemonte;AL;C507;2;0
Nord Ovest;Lombardia;PV;C508;0;0
Nord Ovest;Lombardia;PV;C509;1;0
Nord Ovest;Liguria;SV;C510;59,25;136,67
Nord Ovest;Liguria;IM;C511;23;0
Nord Ovest;Lombardia;MI;C512;17;61,5
Nord Est;Emilia-Romagna;PC;C513;1;1
Sud;Puglia;FG;C514;40,75;138,66
Sud;Calabria;CS;C515;3;2
Nord Ovest;Lombardia;CO;C516;10;76,5
Sud;Abruzzo;TE;C517;0;1
Centro;Lazio;RM;C518;3,5;1
Nord Ovest;Lombardia;CO;C520;8,3;30,97
Nord Ovest;Lombardia;LC;C521;3;39,75
Nord Ovest;Lombardia;MI;C523;182,82;547,52
Centro;Marche;AN;C524;2;21
Sud;Campania;BN;C525;3,5;0
Centro;Umbria;PG;C527;2;3
Nord Ovest;Piemonte;AT;C528;0;2
Centro;Toscana;FI;C529;11,5;57,5
Nord Ovest;Piemonte;CN;C530;0;1
Nord Ovest;Piemonte;AL;C531;3;7
Nord Ovest;Piemonte;BI;C532;1;13,5
Nord Ovest;Piemonte;AT;C533;0;1
Sud;Molise;IS;C534;3;0
Nord Ovest;Lombardia;MI;C536;3;61
Nord Ovest;Lombardia;MI;C537;26,25;114,87
Nord Est;Veneto;VR;C538;4,9;27
Sud;Basilicata;PZ;C539;1;0
Centro;Toscana;FI;C540;47;72,48
Nord Ovest;Lombardia;PV;C541;3;62,5
Sud;Calabria;CZ;C542;2;1,33
Centro;Lazio;RM;C543;10,5;16,5
Nord Est;Veneto;PD;C544;1;27,5
Centro;Lazio;FR;C545;1,83;5
Nord Ovest;Piemonte;CN;C547;6,89;29
Nord Ovest;Piemonte;VC;C548;0;0
Nord Ovest;Lombardia;BS;C549;1;1
Nord Ovest;Piemonte;CN;C550;5;17,49
Nord Ovest;Lombardia;PV;C551;1;3,5
Centro;Lazio;RM;C552;59,67;221,51
Nord Est;Emilia-Romagna;RA;C553;38,33;425,12
Sud;Calabria;CS;C554;2,5;2
Nord Ovest;Lombardia;LO;C555;7;44
Sud;Campania;AV;C557;11,07;5
Sud;Campania;CE;C558;1;2
Nord Ovest;Liguria;IM;C559;5;18
Sud;Calabria;CS;C560;0;1
Sud;Campania;CE;C561;7;52
Nord Ovest;Lombardia;LC;C563;1;6,42
Nord Ovest;Piemonte;TO;C564;17,17;98,68
Nord Ovest;Lombardia;MI;C565;32,25;143,58
Nord Ovest;Lombardia;MI;C566;114,55;358,57
Nord Ovest;Piemonte;VB;C567;2;1
Isole;Sicilia;ME;C568;5;2,5
Nord Ovest;Lombardia;MI;C569;33,11;140,7
Nord Est;Emilia-Romagna;FO;C573;89,96;669,05
Nord Est;Emilia-Romagna;FO;C574;30,37;220,14
Sud;Campania;AV;C576;12;3
Nord Est;Veneto;BL;C577;7,5;16,33
Nord Ovest;Liguria;IM;C578;2;0
Nord Est;Veneto;TV;C580;2,5;29,02
Sud;Calabria;VV;C581;0;0
Centro;Marche;MC;C582;2;2
Nord Ovest;Piemonte;AT;C583;1;0
Sud;Campania;SA;C584;1;0
Nord Ovest;Lombardia;BS;C585;1;2
Centro;Toscana;SI;C587;4;8
Sud;Calabria;CS;C588;6;5,89
Nord Ovest;Piemonte;CN;C589;14,16;27
Nord Ovest;Lombardia;BS;C591;5,33;4
Nord Ovest;Valle d'Aosta;AO;C593;2;4
Nord Ovest;Valle d'Aosta;AO;C594;7,14;7
Nord Ovest;Valle d'Aosta;AO;C595;5;2
Nord Ovest;Valle d'Aosta;AO;C596;3;0
Nord Ovest;Valle d'Aosta;AO;C598;9,1;11
Nord Ovest;Piemonte;CN;C599;22;83,33
Isole;Sardegna;SS;C600;0;1
Nord Ovest;Piemonte;TO;C604;4,67;2,67
Nord Est;Veneto;VI;C605;3;66,13
Sud;Campania;AV;C606;1;0
Centro;Toscana;SI;C608;14,52;50,51
Centro;Toscana;PI;C609;5;4,83
Nord Ovest;Piemonte;TO;C610;0;6,34
Isole;Sicilia;RG;C612;10,17;22,4
Isole;Sardegna;SS;C613;1;2
Nord Est;Veneto;TV;C614;3;20,99
Centro;Marche;AN;C615;15,35;78,49
Sud;Calabria;CZ;C616;1;2
Nord Ovest;Lombardia;BS;C618;21;161,77
Sud;Basilicata;PZ;C619;4;1
Sud;Molise;IS;C620;0;0
Nord Ovest;Liguria;GE;C621;48,24;283,66
Nord Ovest;Lombardia;SO;C623;35,09;70,31
Nord Ovest;Piemonte;TO;C624;5,17;16,67
Nord Ovest;Piemonte;TO;C627;66,67;300,4
Nord Ovest;Lombardia;SO;C628;36,38;42,92
Nord Ovest;Piemonte;TO;C629;2,5;0
Nord Est;Veneto;BL;C630;2;2
Centro;Toscana;PT;C631;1;11,75
Sud;Abruzzo;CH;C632;37,72;193,84
Sud;Puglia;FG;C633;2;5
Nord Ovest;Lombardia;CR;C634;1;12
Nord Ovest;Lombardia;BG;C635;4,75;30
Nord Ovest;Lombardia;PV;C637;6;26
Nord Est;Veneto;VE;C638;93,43;441,84
Nord Ovest;Piemonte;TO;C639;10;14,14
Nord Est;Friuli- Venezia Giulia;PN;C640;2,8;33,96
Centro;Toscana;AR;C648;1,93;3
Nord Ovest;Lombardia;BG;C649;19,05;64,72
Nord Est;Veneto;VI;C650;1;13,55
Nord Ovest;Lombardia;SO;C651;2;4,5
Nord Ovest;Piemonte;CN;C653;10,96;18,51
Isole;Sicilia;PA;C654;7;3
Nord Ovest;Piemonte;TO;C655;3;6
Nord Est;Friuli- Venezia Giulia;UD;C656;3,67;14,09
Nord Ovest;Liguria;IM;C657;3,5;1
Nord Ovest;Piemonte;AT;C658;0;0
Sud;Campania;AV;C659;2;6
Nord Ovest;Liguria;IM;C660;2;1
Centro;Toscana;SI;C661;5,25;4
Centro;Toscana;SI;C662;6;38,67
Centro;Toscana;AR;C663;1;5,94
Nord Ovest;Piemonte;TO;C665;28,5;237,17
Isole;Sicilia;AG;C668;2;1,5
Nord Est;Emilia-Romagna;RE;C669;11,67;23,5
Nord Est;Veneto;TV;C670;2,2;27,47
Nord Est;Veneto;BL;C672;0;4
Nord Ovest;Liguria;GE;C673;2;4
Sud;Calabria;CZ;C674;2,5;0
Sud;Campania;NA;C675;7,66;17,5
Sud;Campania;SA;C676;1;0
Centro;Lazio;RM;C677;1;3
Nord Ovest;Lombardia;CR;C678;0;3,5
Nord Ovest;Piemonte;TO;C679;0;0
Nord Ovest;Piemonte;VC;C680;3;18,84
Nord Ovest;Piemonte;CN;C681;0;1
Nord Ovest;Lombardia;PV;C684;3;1,5
Nord Ovest;Lombardia;BS;C685;0,5;5,67
Nord Ovest;Lombardia;PV;C686;3;56,83
Nord Est;Veneto;TV;C689;4;9,3
Nord Ovest;Lombardia;BS;C691;1;1
Sud;Calabria;RC;C695;0;1
Isole;Sicilia;PA;C696;2;0
Sud;Campania;NA;C697;5,1;8
Nord Ovest;Lombardia;BS;C698;1;4
Nord Est;Friuli- Venezia Giulia;PN;C699;1;1
Nord Ovest;Piemonte;AT;C701;0;1
Centro;Lazio;RM;C702;1;0
Nord Ovest;Lombardia;CR;C703;0;9
Centro;Marche;MC;C704;15,99;32,4
Centro;Toscana;GR;C705;8,31;4
Nord Ovest;Lombardia;MI;C707;104,04;786,68
Isole;Sicilia;PA;C708;5,5;9,83
Nord Ovest;Lombardia;SO;C709;0;1
Sud;Calabria;RC;C710;1;0
Nord Ovest;Piemonte;TO;C711;0;1
Nord Est;Veneto;PD;C713;0;2,5
Nord Est;Veneto;VE;C714;2;14
Nord Ovest;Piemonte;TO;C715;0;2
Sud;Campania;CE;C716;0;1
Nord Ovest;Liguria;IM;C718;11;14,5
Sud;Campania;BN;C719;0,89;0
Nord Ovest;Piemonte;TO;C722;31,12;157,28
Sud;Basilicata;MT;C723;2;0
Nord Ovest;Lombardia;CO;C724;1;22,5
Sud;Calabria;KR;C725;1;2
Sud;Calabria;KR;C726;15;3
Nord Ovest;Lombardia;BG;C728;3;62,01
Nord Ovest;Liguria;SV;C729;5;7
Nord Ovest;Lombardia;BG;C730;7;68,11
Nord Ovest;Lombardia;VA;C732;10,28;117,41
Nord Ovest;Lombardia;MI;C733;11,01;83,84
Nord Est;Veneto;TV;C735;2,5;15,5
Nord Ovest;Piemonte;CN;C738;1;1
Nord Ovest;Piemonte;AT;C739;1;2,25
Centro;Lazio;LT;C740;33,28;125,45
Sud;Puglia;BR;C741;15,5;44,42
Centro;Umbria;PG;C742;0;10
Nord Est;Veneto;PD;C743;13;130,51
Centro;Umbria;PG;C744;16;40,5
Centro;Umbria;PG;C745;36,8;190,81
Centro;Lazio;RI;C746;9;12
Sud;Calabria;RC;C747;10,91;2,67
Centro;Lazio;RI;C749;3,34;2,34
Sud;Abruzzo;PE;C750;16,33;89
Nord Ovest;Lombardia;VA;C751;2;29,33
Nord Ovest;Lombardia;LC;C752;3;28,98
Nord Ovest;Liguria;IM;C755;6;3
Nord Ovest;Piemonte;VC;C757;0;0
Nord Est;Friuli- Venezia Giulia;UD;C758;6,33;91,34
Nord Ovest;Lombardia;BG;C759;5,33;28,16
Nord Ovest;Lombardia;BS;C760;1;5
Sud;Calabria;CS;C763;2;1
Sud;Molise;CB;C764;0;0
Centro;Lazio;VT;C765;18,92;41,65
Sud;Abruzzo;AQ;C766;0;0
Centro;Lazio;RM;C767;10;22
Sud;Abruzzo;CH;C768;0;0
Sud;Molise;IS;C769;0;0
Centro;Marche;MC;C770;69,23;297,3
Sud;Abruzzo;PE;C771;1;1
Sud;Molise;CB;C772;2;0
Centro;Lazio;RM;C773;82,54;210,1
Centro;Toscana;AR;C774;6,5;26,83
Sud;Abruzzo;CH;C776;1,5;6,5
Nord Est;Emilia-Romagna;FO;C777;2,11;14,39
Sud;Abruzzo;AQ;C778;0;1
Sud;Abruzzo;PE;C779;2,75;7,75
Centro;Lazio;VT;C780;2;3
Sud;Abruzzo;TE;C781;5,99;2
Centro;Toscana;GR;C782;9,33;8,21
Sud;Abruzzo;AQ;C783;2;5
Centro;Lazio;RM;C784;3;2
Nord Ovest;Lombardia;SO;C785;6;35,5
Nord Ovest;Lombardia;CO;C787;5;1
Nord Ovest;Lombardia;BG;C789;0,33;5
Nord Est;Friuli- Venezia Giulia;PN;C790;3;4,38
Nord Est;Friuli- Venezia Giulia;PN;C791;4;2
Nord Ovest;Piemonte;CN;C792;2;1
Nord Ovest;Piemonte;TO;C793;1;17
Sud;Calabria;CS;C795;0;0
Nord Ovest;Lombardia;VA;C796;2;16,5
Nord Ovest;Lombardia;BG;C800;14,17;96,52
Nord Ovest;Piemonte;TO;C801;7;13,3
Nord Ovest;Piemonte;TO;C803;7;25
Nord Ovest;Piemonte;AT;C804;0;0
Nord Ovest;Lombardia;BS;C806;4;88,5
Nord Ovest;Piemonte;AT;C807;0;3
Nord Ovest;Lombardia;VA;C810;4;33,99
Sud;Abruzzo;AQ;C811;0;0
Nord Est;Veneto;PD;C812;3;43
Nord Ovest;Lombardia;PV;C813;2;5
Nord Est;Emilia-Romagna;FE;C814;4;59,47
Nord Est;Veneto;TV;C815;4;29,56
Nord Ovest;Lombardia;LO;C816;12,5;150,92
Nord Est;Friuli- Venezia Giulia;UD;C817;17,67;98,57
Isole;Sardegna;SS;C818;0;0,81
Nord Ovest;Piemonte;BI;C819;5,2;8,5
Nord Ovest;Lombardia;MI;C820;9;85,75
Nord Ovest;Valle d'Aosta;AO;C821;8;15,5
Nord Ovest;Liguria;GE;C823;22,26;73,17
Nord Est;Veneto;VI;C824;2,83;20,85
Nord Ovest;Liguria;GE;C826;13;29
Nord Ovest;Piemonte;NO;C829;0,17;3
Nord Ovest;Lombardia;BG;C835;2;10,75
Centro;Lazio;FR;C836;0;1,5
Nord Est;Emilia-Romagna;PC;C838;1,67;11,33
Nord Ovest;Lombardia;LC;C839;21;141,17
Centro;Lazio;RI;C841;0;0,5
Sud;Abruzzo;AQ;C844;0;0
Centro;Umbria;PG;C845;0,5;7
Sud;Campania;BN;C846;0;0
Centro;Toscana;SI;C847;18,78;169,51
Nord Est;Veneto;TV;C848;3,5;34,5
Nord Ovest;Lombardia;BS;C850;6,75;26
Nord Ovest;Lombardia;LC;C851;5,44;16
Nord Est;Emilia-Romagna;PR;C852;38;138,04
Sud;Abruzzo;PE;C853;4,67;7,34
Sud;Molise;CB;C854;1;0
Sud;Abruzzo;CH;C855;0;0
Sud;Abruzzo;CH;C856;1;1
Centro;Lazio;RI;C857;3;0
Centro;Lazio;RM;C858;18,3;102,06
Centro;Lazio;RI;C859;0;0
Nord Ovest;Piemonte;TO;C860;95,36;415,39
Sud;Abruzzo;AQ;C862;0,87;1
Centro;Lazio;FR;C864;0;0
Sud;Puglia;LE;C865;2;8
Sud;Abruzzo;AQ;C866;0;1
Nord Ovest;Piemonte;TO;C867;0;1
Nord Ovest;Piemonte;TO;C868;1;5
Centro;Toscana;LI;C869;30,33;109,99
Centro;Lazio;FR;C870;0;0
Isole;Sicilia;PA;C871;7;0
Sud;Molise;CB;C875;0,93;3
Centro;Lazio;RI;C876;6,1;1
Centro;Marche;AP;C877;2;7,83
Sud;Molise;IS;C878;0;0
Sud;Campania;SA;C879;2;2
Centro;Lazio;RI;C880;0;0
Isole;Sardegna;CA;C882;0;0
Nord Ovest;Lombardia;BS;C883;4;12
Nord Ovest;Piemonte;VC;C884;0;0
Nord Est;Friuli- Venezia Giulia;UD;C885;3;12,5
Centro;Marche;MC;C886;0;2
Sud;Basilicata;MT;C888;1;0
Nord Est;Veneto;VR;C890;7,5;51,84
Nord Ovest;Lombardia;BS;C893;5,34;58,85
Nord Ovest;Lombardia;BG;C894;16,02;86,35
Nord Ovest;Lombardia;MI;C895;97,72;372,14
Nord Est;Veneto;VR;C897;9,25;97,22
Centro;Lazio;RM;C900;9,84;16
Sud;Abruzzo;TE;C901;2;6,5
Nord Ovest;Lombardia;CO;C902;0;2
Nord Ovest;Lombardia;SO;C903;5,5;2
Nord Est;Emilia-Romagna;PR;C904;6;73,33
Sud;Calabria;CS;C905;1,5;0
