AREA;Regione;prov;2019_CodCom;NTN_2019_Box;NTN_2019_Depositi_Pert
Nord Ovest;Piemonte;CN;C504;13;2
Nord Ovest;Piemonte;TO;C505;8;0
Nord Ovest;Lombardia;BG;C506;26,58;0
Nord Ovest;Piemonte;AL;C507;2;1
Nord Ovest;Lombardia;PV;C508;1;0
Nord Ovest;Lombardia;PV;C509;2;0
Nord Ovest;Liguria;SV;C510;162,42;27,89
Nord Ovest;Liguria;IM;C511;1;22,67
Nord Ovest;Lombardia;MI;C512;59,5;29
Nord Est;Emilia-Romagna;PC;C513;1;1
Sud;Puglia;FG;C514;165,92;56
Sud;Calabria;CS;C515;1,5;3
Nord Ovest;Lombardia;CO;C516;78,5;7,5
Sud;Abruzzo;TE;C517;4;2
Centro;Lazio;RM;C518;7;5,5
Nord Ovest;Lombardia;CO;C520;76,5;24,08
Nord Ovest;Lombardia;LC;C521;36,88;6
Nord Ovest;Lombardia;MI;C523;599,59;122,04
Centro;Marche;AN;C524;6,17;2
Sud;Campania;BN;C525;0;1,83
Centro;Umbria;PG;C527;1;0,2
Nord Ovest;Piemonte;AT;C528;1;1
Centro;Toscana;FI;C529;45;7
Nord Ovest;Piemonte;CN;C530;5;1
Nord Ovest;Piemonte;AL;C531;1;1
Nord Ovest;Piemonte;BI;C532;20,5;7
Nord Ovest;Piemonte;AT;C533;2;0
Sud;Molise;IS;C534;0;2
Nord Ovest;Lombardia;MI;C536;67,5;0
Nord Ovest;Lombardia;MI;C537;125,94;30,24
Nord Est;Veneto;VR;C538;28,5;3,57
Sud;Basilicata;PZ;C539;0;2
Centro;Toscana;FI;C540;75,64;58,1
Nord Ovest;Lombardia;PV;C541;54;7,66
Sud;Calabria;CZ;C542;0;1
Centro;Lazio;RM;C543;18,75;9,33
Nord Est;Veneto;PD;C544;47,66;1
Centro;Lazio;FR;C545;2,18;5
Nord Ovest;Piemonte;CN;C547;34;7
Nord Ovest;Piemonte;VC;C548;0;0
Nord Ovest;Lombardia;BS;C549;2;1
Nord Ovest;Piemonte;CN;C550;12;1
Nord Ovest;Lombardia;PV;C551;3;1
Centro;Lazio;RM;C552;198,36;52,24
Nord Est;Emilia-Romagna;RA;C553;425,35;32,8
Sud;Calabria;CS;C554;1;1,67
Nord Ovest;Lombardia;LO;C555;40,5;0
Sud;Campania;AV;C557;5,5;7,8
Sud;Campania;CE;C558;1;1
Nord Ovest;Liguria;IM;C559;37,91;14,34
Sud;Calabria;CS;C560;1;0
Sud;Campania;CE;C561;30;6
Nord Ovest;Lombardia;LC;C563;16,22;2,2
Nord Ovest;Piemonte;TO;C564;67,66;18,16
Nord Ovest;Lombardia;MI;C565;137,28;12,05
Nord Ovest;Lombardia;MI;C566;406,16;99,86
Nord Ovest;Piemonte;VB;C567;4;0
Isole;Sicilia;ME;C568;2,5;3,25
Nord Ovest;Lombardia;MI;C569;139,4;18
Nord Est;Emilia-Romagna;FO;C573;867,27;83,12
Nord Est;Emilia-Romagna;FO;C574;310,5;43,45
Sud;Campania;AV;C576;5;0,5
Nord Est;Veneto;BL;C577;5,45;1,56
Nord Ovest;Liguria;IM;C578;1;5
Nord Est;Veneto;TV;C580;33,39;1,5
Sud;Calabria;VV;C581;0;3
Centro;Marche;MC;C582;0;0
Nord Ovest;Piemonte;AT;C583;0;0
Sud;Campania;SA;C584;0;3
Nord Ovest;Lombardia;BS;C585;0,86;2
Centro;Toscana;SI;C587;24;8
Sud;Calabria;CS;C588;1,5;5
Nord Ovest;Piemonte;CN;C589;26;9
Nord Ovest;Lombardia;BS;C591;5;4
Nord Ovest;Valle d'Aosta;AO;C593;5,08;2
Nord Ovest;Valle d'Aosta;AO;C594;2;4
Nord Ovest;Valle d'Aosta;AO;C595;4;0
Nord Ovest;Valle d'Aosta;AO;C596;5;4
Nord Ovest;Valle d'Aosta;AO;C598;20;9
Nord Ovest;Piemonte;CN;C599;99,4;26,39
Isole;Sardegna;SS;C600;0;0
Nord Ovest;Piemonte;TO;C604;4;1
Nord Est;Veneto;VI;C605;81,68;4
Sud;Campania;AV;C606;0;0
Centro;Toscana;SI;C608;56,17;9
Centro;Toscana;PI;C609;7;8
Nord Ovest;Piemonte;TO;C610;15,05;9
Isole;Sicilia;RG;C612;11,34;13,17
Isole;Sardegna;SS;C613;3;2,25
Nord Est;Veneto;TV;C614;23,98;1
Centro;Marche;AN;C615;91;11,88
Sud;Calabria;CZ;C616;2;2
Nord Ovest;Lombardia;BS;C618;166,75;7,8
Sud;Basilicata;PZ;C619;0;1,5
Sud;Molise;IS;C620;1;0
Nord Ovest;Liguria;GE;C621;249,57;53,4
Nord Ovest;Lombardia;SO;C623;75,22;31,27
Nord Ovest;Piemonte;TO;C624;10;4
Nord Ovest;Piemonte;TO;C627;326,7;37,37
Nord Ovest;Lombardia;SO;C628;38,44;19,7
Nord Ovest;Piemonte;TO;C629;0;1
Nord Est;Veneto;BL;C630;3;4,33
Centro;Toscana;PT;C631;8,83;1
Sud;Abruzzo;CH;C632;204,32;51,71
Sud;Puglia;FG;C633;3;2
Nord Ovest;Lombardia;CR;C634;16,17;0
Nord Ovest;Lombardia;BG;C635;40,37;4
Nord Ovest;Lombardia;PV;C637;30,89;3
Nord Est;Veneto;VE;C638;389,15;129,7
Nord Ovest;Piemonte;TO;C639;9;5
Nord Est;Friuli- Venezia Giulia;PN;C640;27,8;0,3
Centro;Toscana;AR;C648;2;1
Nord Ovest;Lombardia;BG;C649;40;4,75
Nord Est;Veneto;VI;C650;12,5;0,25
Nord Ovest;Lombardia;SO;C651;2,5;2
Nord Ovest;Piemonte;CN;C653;23;5
Isole;Sicilia;PA;C654;5,17;7,25
Nord Ovest;Piemonte;TO;C655;2;1
Nord Est;Friuli- Venezia Giulia;UD;C656;8,5;2
Nord Ovest;Liguria;IM;C657;0;0
Nord Ovest;Piemonte;AT;C658;1,5;2
Sud;Campania;AV;C659;2;2
Nord Ovest;Liguria;IM;C660;1;9
Centro;Toscana;SI;C661;3;12,5
Centro;Toscana;SI;C662;26,17;8,17
Centro;Toscana;AR;C663;1,5;4
Nord Ovest;Piemonte;TO;C665;273,42;18
Isole;Sicilia;AG;C668;3;9
Nord Est;Emilia-Romagna;RE;C669;17,25;1
Nord Est;Veneto;TV;C670;40,92;10
Nord Est;Veneto;BL;C672;3,5;3,5
Nord Ovest;Liguria;GE;C673;5,26;3,26
Sud;Calabria;CZ;C674;0;1
Sud;Campania;NA;C675;16,68;12,34
Sud;Campania;SA;C676;1;3
Centro;Lazio;RM;C677;7;3
Nord Ovest;Lombardia;CR;C678;2,2;1,2
Nord Ovest;Piemonte;TO;C679;0;0
Nord Ovest;Piemonte;VC;C680;31,13;3
Nord Ovest;Piemonte;CN;C681;1;0
Nord Ovest;Lombardia;PV;C684;5;2
Nord Ovest;Lombardia;BS;C685;4,5;0
Nord Ovest;Lombardia;PV;C686;47,83;2,34
Nord Est;Veneto;TV;C689;17;5
Nord Ovest;Lombardia;BS;C691;1;1
Sud;Calabria;RC;C695;0;0
Isole;Sicilia;PA;C696;1;0,99
Sud;Campania;NA;C697;13;9
Nord Ovest;Lombardia;BS;C698;5;1
Nord Est;Friuli- Venezia Giulia;PN;C699;2;0
Nord Ovest;Piemonte;AT;C701;0;0
Centro;Lazio;RM;C702;0;0
Nord Ovest;Lombardia;CR;C703;4;0
Centro;Marche;MC;C704;30;6
Centro;Toscana;GR;C705;10;9,5
Nord Ovest;Lombardia;MI;C707;400,47;65,54
Isole;Sicilia;PA;C708;6,17;9,33
Nord Ovest;Lombardia;SO;C709;0;1
Sud;Calabria;RC;C710;1,5;0
Nord Ovest;Piemonte;TO;C711;0;0
Nord Est;Veneto;PD;C713;8;4
Nord Est;Veneto;VE;C714;25,5;0
Nord Ovest;Piemonte;TO;C715;3;0
Sud;Campania;CE;C716;0;0
Nord Ovest;Liguria;IM;C718;23,88;19
Sud;Campania;BN;C719;0;0
Nord Ovest;Piemonte;TO;C722;160,27;17,5
Sud;Basilicata;MT;C723;0;2
Nord Ovest;Lombardia;CO;C724;16,83;4
Sud;Calabria;KR;C725;0;1
Sud;Calabria;KR;C726;5;6
Nord Ovest;Lombardia;BG;C728;56,67;5
Nord Ovest;Liguria;SV;C729;3;3
Nord Ovest;Lombardia;BG;C730;41,5;7
Nord Ovest;Lombardia;VA;C732;88,45;20,86
Nord Ovest;Lombardia;MI;C733;66,25;6,27
Nord Est;Veneto;TV;C735;11;3,5
Nord Ovest;Piemonte;CN;C738;0;0
Nord Ovest;Piemonte;AT;C739;3;1
Centro;Lazio;LT;C740;92,05;25,7
Sud;Puglia;BR;C741;34;6,1
Centro;Umbria;PG;C742;4,8;2,5
Nord Est;Veneto;PD;C743;99,94;11,67
Centro;Umbria;PG;C744;42,5;16,5
Centro;Umbria;PG;C745;182,25;33,73
Centro;Lazio;RI;C746;16,5;7
Sud;Calabria;RC;C747;4,83;5,25
Centro;Lazio;RI;C749;0;1
Sud;Abruzzo;PE;C750;84,34;12
Nord Ovest;Lombardia;VA;C751;39;4
Nord Ovest;Lombardia;LC;C752;18;5
Nord Ovest;Liguria;IM;C755;10;3,5
Nord Ovest;Piemonte;VC;C757;0;1
Nord Est;Friuli- Venezia Giulia;UD;C758;65,5;12,5
Nord Ovest;Lombardia;BG;C759;25,11;3,5
Nord Ovest;Lombardia;BS;C760;5;1
Sud;Calabria;CS;C763;0;0
Sud;Molise;CB;C764;0;1
Centro;Lazio;VT;C765;47,67;6,89
Sud;Abruzzo;AQ;C766;0;0
Centro;Lazio;RM;C767;21,5;6,17
Sud;Abruzzo;CH;C768;0;0
Sud;Molise;IS;C769;0;0
Centro;Marche;MC;C770;334,84;40,83
Sud;Abruzzo;PE;C771;0;0
Sud;Molise;CB;C772;1;1
Centro;Lazio;RM;C773;213,19;50,27
Centro;Toscana;AR;C774;20,87;11
Sud;Abruzzo;CH;C776;0;1
Nord Est;Emilia-Romagna;FO;C777;12,02;1
Sud;Abruzzo;AQ;C778;1;0
Sud;Abruzzo;PE;C779;5;2
Centro;Lazio;VT;C780;0;2
Sud;Abruzzo;TE;C781;6;4
Centro;Toscana;GR;C782;12,08;9,02
Sud;Abruzzo;AQ;C783;3;1
Centro;Lazio;RM;C784;1;6,34
Nord Ovest;Lombardia;SO;C785;13,92;6,92
Nord Ovest;Lombardia;CO;C787;4;7
Nord Ovest;Lombardia;BG;C789;4;2
Nord Est;Friuli- Venezia Giulia;PN;C790;1,13;1
Nord Est;Friuli- Venezia Giulia;PN;C791;1;1
Nord Ovest;Piemonte;CN;C792;2;0
Nord Ovest;Piemonte;TO;C793;6,78;2
Sud;Calabria;CS;C795;0;0
Nord Ovest;Lombardia;VA;C796;14,5;1
Nord Ovest;Lombardia;BG;C800;135,75;24,17
Nord Ovest;Piemonte;TO;C801;9;1
Nord Ovest;Piemonte;TO;C803;29,33;6,58
Nord Ovest;Piemonte;AT;C804;0;0
Nord Ovest;Lombardia;BS;C806;84,67;10,66
Nord Ovest;Piemonte;AT;C807;4;3
Nord Ovest;Lombardia;VA;C810;23,59;1,99
Sud;Abruzzo;AQ;C811;0;0
Nord Est;Veneto;PD;C812;31,13;3
Nord Ovest;Lombardia;PV;C813;11;1
Nord Est;Emilia-Romagna;FE;C814;53,51;5,33
Nord Est;Veneto;TV;C815;22,33;2
Nord Ovest;Lombardia;LO;C816;136,29;9,56
Nord Est;Friuli- Venezia Giulia;UD;C817;129,26;12,1
Isole;Sardegna;SS;C818;0;2
Nord Ovest;Piemonte;BI;C819;2;1
Nord Ovest;Lombardia;MI;C820;66,42;10,5
Nord Ovest;Valle d'Aosta;AO;C821;19,5;9,08
Nord Ovest;Liguria;GE;C823;175,51;25,5
Nord Est;Veneto;VI;C824;22;2
Nord Ovest;Liguria;GE;C826;32;14,81
Nord Ovest;Piemonte;NO;C829;8;2
Nord Ovest;Lombardia;BG;C835;7,67;2
Centro;Lazio;FR;C836;0;0
Nord Est;Emilia-Romagna;PC;C838;3,22;6,5
Nord Ovest;Lombardia;LC;C839;122,26;20,24
Centro;Lazio;RI;C841;1;0
Sud;Abruzzo;AQ;C844;2;0
Centro;Umbria;PG;C845;16;7,5
Sud;Campania;BN;C846;0;0,33
Centro;Toscana;SI;C847;208,84;28,91
Nord Est;Veneto;TV;C848;43,4;8
Nord Ovest;Lombardia;BS;C850;30,5;2,5
Nord Ovest;Lombardia;LC;C851;11,5;3,93
Nord Est;Emilia-Romagna;PR;C852;148,12;20
Sud;Abruzzo;PE;C853;5,5;3
Sud;Molise;CB;C854;1;1
Sud;Abruzzo;CH;C855;0;0
Sud;Abruzzo;CH;C856;0;2
Centro;Lazio;RI;C857;0;0,5
Centro;Lazio;RM;C858;122;22
Centro;Lazio;RI;C859;0;0
Nord Ovest;Piemonte;TO;C860;433,03;43,02
Sud;Abruzzo;AQ;C862;0;0
Centro;Lazio;FR;C864;2;4
Sud;Puglia;LE;C865;5,83;2
Sud;Abruzzo;AQ;C866;1;0
Nord Ovest;Piemonte;TO;C867;1;0
Nord Ovest;Piemonte;TO;C868;2;0
Centro;Toscana;LI;C869;135,89;28,79
Centro;Lazio;FR;C870;0;1
Isole;Sicilia;PA;C871;1;7
Sud;Molise;CB;C875;1,75;2,5
Centro;Lazio;RI;C876;3;5,5
Centro;Marche;AP;C877;26,48;0
Sud;Molise;IS;C878;0;1
Sud;Campania;SA;C879;1;1,5
Centro;Lazio;RI;C880;0;0
Isole;Sardegna;CA;C882;1;2,5
Nord Ovest;Lombardia;BS;C883;6,16;1,33
Nord Ovest;Piemonte;VC;C884;0,11;0
Nord Est;Friuli- Venezia Giulia;UD;C885;14,25;0
Centro;Marche;MC;C886;2;1
Sud;Basilicata;MT;C888;0;7
Nord Est;Veneto;VR;C890;55,3;8,71
Nord Ovest;Lombardia;BS;C893;103,95;5
Nord Ovest;Lombardia;BG;C894;89,19;9,14
Nord Ovest;Lombardia;MI;C895;402,34;90,5
Nord Est;Veneto;VR;C897;72,21;7,33
Centro;Lazio;RM;C900;8;4
Sud;Abruzzo;TE;C901;12,5;1
Nord Ovest;Lombardia;CO;C902;13;2
Nord Ovest;Lombardia;SO;C903;0;0
Nord Est;Emilia-Romagna;PR;C904;87,83;5
Sud;Calabria;CS;C905;0;1
Nord Ovest;Lombardia;MI;C908;20,83;1
Nord Ovest;Lombardia;BG;C910;12,33;2,33
Nord Ovest;Lombardia;VA;C911;20;3
Nord Est;Emilia-Romagna;FE;C912;204,36;20,54
Centro;Toscana;MS;C914;2;0,83
Nord Ovest;Lombardia;LO;C917;24;2
Nord Est;Friuli- Venezia Giulia;UD;C918;4;0
Nord Est;Veneto;BL;C919;9,17;3
Nord Est;Veneto;BL;C920;24;25,54
Nord Ovest;Lombardia;VA;C922;38,67;10,08
Nord Ovest;Lombardia;BS;C925;25,5;0
Nord Ovest;Piemonte;NO;C926;7,39;0
Isole;Sicilia;RG;C927;71,76;15
Isole;Sicilia;AG;C928;1;1
Sud;Campania;NA;C929;2;0
Nord Ovest;Lombardia;MN;C930;5;0
Nord Ovest;Lombardia;CO;C933;778,59;175,13
Nord Est;Emilia-Romagna;PR;C934;0,5;1
Centro;Marche;AP;C935;14,5;4
Nord Ovest;Lombardia;CO;C936;10;10,5
Nord Ovest;Lombardia;BG;C937;53;2,33
Nord Est;Veneto;VE;C938;9;1
Sud;Campania;CE;C939;1;1
Sud;Campania;SA;C940;0;2
Sud;Molise;IS;C941;0;0
Nord Est;Veneto;VR;C943;3;1
Centro;Lazio;RI;C946;1;1
Nord Ovest;Lombardia;BS;C948;143,32;18,44
Nord Est;Veneto;VE;C950;75,99;8,5
Nord Est;Emilia-Romagna;MO;C951;56,47;5,5
Nord Ovest;Lombardia;MI;C952;210,32;31,89
Sud;Calabria;RC;C954;3;4
Nord Ovest;Piemonte;TO;C955;32,67;7
Isole;Sicilia;ME;C956;2;2
Nord Est;Veneto;TV;C957;407,01;111,07
Nord Ovest;Lombardia;PV;C958;3,5;0
Centro;Lazio;RI;C959;1;2
Sud;Calabria;CZ;C960;1,66;1
Nord Ovest;Piemonte;AL;C962;2;0
Nord Est;Emilia-Romagna;RA;C963;50,5;5
Nord Est;Veneto;PD;C964;68,36;6,83
Isole;Sicilia;PA;C968;2;8
Centro;Lazio;RI;C969;13;0,67
Sud;Campania;AV;C971;2,5;4
Sud;Abruzzo;TE;C972;2;1
Sud;Campania;SA;C973;0;2
Sud;Campania;SA;C974;4;6
Sud;Puglia;BA;C975;125,55;35
Sud;Campania;AV;C976;10,33;5
Nord Ovest;Piemonte;AL;C977;3;1
Sud;Puglia;LE;C978;27;4,9
Nord Ovest;Lombardia;PV;C979;6;1
Nord Est;Emilia-Romagna;FE;C980;106,98;8
Nord Ovest;Lombardia;PV;C982;6,5;1,5
Sud;Puglia;BA;C983;112,32;111,19
Sud;Campania;SA;C984;6,06;2
Nord Ovest;Lombardia;MI;C986;244,58;53,14
Nord Est;Veneto;RO;C987;7,75;1,5
Centro;Lazio;VT;C988;13,5;4,5
Centro;Umbria;PG;C990;190,59;21,53
Nord Est;Friuli- Venezia Giulia;PN;C991;146,21;32,23
Nord Est;Veneto;TV;C992;52,67;6,25
Nord Est;Friuli- Venezia Giulia;PN;C993;25,5;1
Nord Ovest;Liguria;GE;C995;0;0
Centro;Toscana;LU;C996;10;2
Centro;Lazio;FR;C998;1,75;2,75
Sud;Abruzzo;AQ;C999;2;1
Centro;Lazio;LT;D003;13;21,41
Nord Est;Emilia-Romagna;RN;D004;54,92;3
Sud;Puglia;LE;D006;7,5;3
Centro;Marche;AN;D007;14,61;3
Nord Ovest;Piemonte;TO;D008;21,3;10
Isole;Sicilia;PA;D009;4;12,17
Sud;Basilicata;PZ;D010;9,2;11
Sud;Campania;SA;D011;0;0
Nord Ovest;Valle d'Aosta;AO;D012;175,09;50,3
Nord Ovest;Lombardia;MI;D013;147,47;29,16
Nord Ovest;Lombardia;BG;D015;2;0
Nord Ovest;Lombardia;BG;D016;3;1
Nord Ovest;Lombardia;MI;D018;227,92;49,86
Nord Ovest;Lombardia;MI;D019;101,66;21,5
Nord Est;Veneto;VI;D020;54,63;4,5
Nord Ovest;Lombardia;LO;D021;32,8;3
Nord Ovest;Piemonte;CN;D022;16;4
Centro;Lazio;VT;D024;78,16;88,78
Nord Est;Emilia-Romagna;PR;D026;12,17;6,93
Nord Est;Friuli- Venezia Giulia;UD;D027;21,67;1
Nord Ovest;Lombardia;LO;D028;8;1
Nord Ovest;Lombardia;LO;D029;1;0
Nord Est;Veneto;TV;D030;41,25;6
Nord Ovest;Lombardia;MI;D033;3,49;0
Nord Est;Emilia-Romagna;RE;D037;287,6;22,17
Nord Ovest;Lombardia;MI;D038;50;5
Nord Est;Veneto;PD;D040;17,6;0
Nord Ovest;Lombardia;CO;D041;1;3,5
Centro;Marche;MC;D042;77;21,05
Sud;Abruzzo;TE;D043;35,04;5
Sud;Puglia;LE;D044;2,04;0,67
Nord Ovest;Lombardia;MI;D045;240,16;26,1
Nord Ovest;Piemonte;AT;D046;2;0
Sud;Calabria;CZ;D049;4;1,5
Nord Ovest;Piemonte;AT;D050;1;0
Nord Ovest;Piemonte;AT;D051;0;0
Nord Ovest;Piemonte;AT;D052;3,17;0
Nord Est;Emilia-Romagna;PC;D054;5;0
Nord Ovest;Lombardia;CR;D056;4;0
Nord Ovest;Lombardia;CR;D057;2;0
Nord Ovest;Lombardia;BS;D058;61,42;5
Nord Est;Emilia-Romagna;PC;D061;40,34;0
Nord Ovest;Piemonte;CN;D062;13;0
Nord Ovest;Lombardia;BS;D064;69;9,18
Nord Ovest;Lombardia;LC;D065;5;1
Nord Ovest;Lombardia;BG;D066;13;1,5
Nord Ovest;Lombardia;LO;D068;4,5;1
Nord Ovest;Piemonte;AT;D072;0;1
Sud;Abruzzo;TE;D076;2;0
Centro;Toscana;AR;D077;69,05;22,25
Sud;Abruzzo;PE;D078;0;0
Nord Ovest;Lombardia;PV;D081;3;4
Nord Ovest;Lombardia;BS;D082;9,5;1
Nord Est;Friuli- Venezia Giulia;UD;D085;5;1
Sud;Calabria;CS;D086;242,66;78,1
Nord Ovest;Liguria;IM;D087;0;1
Nord Ovest;Lombardia;SO;D088;21,99;18,49
Sud;Calabria;RC;D089;0;0
Nord Ovest;Piemonte;TO;D092;0;0
Nord Ovest;Piemonte;CN;D093;2,25;1
Nord Ovest;Piemonte;BI;D094;147,24;14,17
Nord Ovest;Liguria;SV;D095;2,34;1
Centro;Marche;AP;D096;1,5;1
Nord Ovest;Piemonte;VB;D099;5;2
Isole;Sardegna;SS;D100;2,33;0
Nord Ovest;Piemonte;AT;D101;2,5;0
Nord Ovest;Piemonte;AL;D102;0;1
Nord Ovest;Lombardia;BG;D103;1,5;1
Nord Est;Veneto;RO;D105;6;1
Nord Est;Veneto;VI;D107;110,33;4,75
Centro;Umbria;PG;D108;3;1
Nord Ovest;Lombardia;PV;D109;1;1
Nord Ovest;Lombardia;BG;D110;28,28;3,5
Nord Ovest;Lombardia;BG;D111;26,36;3
Nord Ovest;Lombardia;LC;D112;53;12,05
Nord Ovest;Piemonte;VC;D113;7;1
Nord Ovest;Liguria;IM;D114;14,99;3
Nord Ovest;Lombardia;BG;D117;66,31;10,33
Nord Est;Veneto;VR;D118;97,76;7,33
Nord Ovest;Piemonte;AT;D119;38,67;1
Nord Ovest;Piemonte;CN;D120;23;2,5
Nord Est;Emilia-Romagna;RA;D121;48,53;3,48
Sud;Calabria;KR;D122;103,58;63,51
Sud;Calabria;KR;D123;9;7
Centro;Lazio;RI;D124;4;1
Nord Ovest;Lombardia;BG;D126;39,28;2,33
Nord Ovest;Lombardia;PV;D127;3;0
Sud;Basilicata;MT;D128;0;0
Nord Ovest;Lombardia;LC;D131;0;1
Nord Ovest;Piemonte;VC;D132;2;0
Nord Ovest;Piemonte;CN;D133;1;1
Nord Ovest;Piemonte;VB;D134;14;3
Nord Est;Veneto;VI;D136;133,99;18
Sud;Abruzzo;CH;D137;2;1
Nord Ovest;Lombardia;BG;D139;51,67;4
Nord Ovest;Lombardia;CR;D141;6,5;1
Nord Ovest;Lombardia;CR;D142;413,85;29,16
Nord Ovest;Lombardia;LC;D143;14,8;2
Nord Ovest;Lombardia;VA;D144;7,5;0
Nord Ovest;Lombardia;LC;D145;27,5;5,11
Nord Ovest;Lombardia;CO;D147;8;9,5
Nord Ovest;Piemonte;AL;D149;1;1
Nord Ovest;Lombardia;CR;D150;709,77;61,23
Nord Ovest;Lombardia;CR;D151;18,5;0
Nord Ovest;Piemonte;VC;D154;56,7;10
Nord Est;Veneto;VI;D156;4,88;1
Nord Ovest;Lombardia;LO;D159;9,5;0
Nord Est;Veneto;RO;D161;4;0,5
Nord Ovest;Piemonte;NO;D162;5;2
Nord Ovest;Piemonte;BI;D165;6;1,75
Nord Est;Emilia-Romagna;BO;D166;97,84;5,5
Nord Ovest;Piemonte;VB;D168;23;9,72
Sud;Campania;NA;D170;25;2,89
Sud;Puglia;TA;D171;17,5;12
Nord Ovest;Piemonte;CN;D172;5,99;1
Nord Ovest;Liguria;GE;D175;5;9
Nord Ovest;Piemonte;VB;D177;14,84;8,58
Sud;Abruzzo;TE;D179;0;3
Sud;Calabria;CS;D180;1;0
Sud;Calabria;CZ;D181;4;7
Sud;Calabria;CS;D184;9;8
Nord Ovest;Lombardia;VA;D185;3;0
Nord Ovest;Lombardia;CR;D186;3;0
Nord Ovest;Piemonte;VC;D187;2;1
Sud;Calabria;KR;D189;0;2,49
Nord Ovest;Lombardia;VA;D192;52,5;9,5
Nord Est;Veneto;VR;D193;56,28;3
Sud;Campania;SA;D195;0;0
Nord Ovest;Lombardia;CO;D196;24,33;1,5
Nord Ovest;Piemonte;TO;D197;4;0
Nord Ovest;Lombardia;MI;D198;82,46;12,39
Nord Ovest;Lombardia;VA;D199;22;6,83
Isole;Sardegna;OR;D200;3;4
Sud;Abruzzo;PE;D201;2;5
Nord Ovest;Piemonte;TO;D202;49,5;9,5
Nord Ovest;Lombardia;CR;D203;1;0
Nord Ovest;Lombardia;VA;D204;14,39;3,5
Nord Ovest;Piemonte;CN;D205;498,96;135,23
Nord Ovest;Piemonte;AT;D207;1;1
Nord Ovest;Piemonte;TO;D208;47,53;10
Sud;Abruzzo;CH;D209;4;3
Centro;Marche;AP;D210;36,9;3
Centro;Marche;AN;D211;11,67;5,67
Isole;Sardegna;OR;D214;0;0
Nord Ovest;Piemonte;NO;D216;10,17;0
Nord Ovest;Lombardia;VA;D217;0;0
Sud;Calabria;CZ;D218;2;0
Nord Ovest;Piemonte;BI;D219;1;4
Nord Ovest;Lombardia;BG;D221;88,28;15,9
Sud;Puglia;LE;D223;1;4,2
Nord Est;Veneto;PD;D226;40,06;3,87
Nord Ovest;Lombardia;MN;D227;151,34;7,5
Sud;Campania;CE;D228;11,5;6,33
Nord Ovest;Lombardia;MI;D229;110,68;40
Sud;Campania;BN;D230;1,33;0
Nord Ovest;Lombardia;MI;D231;134,53;17,63
Nord Ovest;Lombardia;CO;D232;1;0
Nord Ovest;Lombardia;BG;D233;2;3
Isole;Sicilia;TP;D234;2;4,8
Sud;Calabria;KR;D236;6,5;6,51
Sud;Puglia;LE;D237;6;0
Nord Ovest;Lombardia;VA;D238;31,83;6,33
Nord Ovest;Lombardia;VA;D239;16,17;1
Nord Ovest;Lombardia;MI;D244;62,33;17,5
Nord Ovest;Lombardia;BG;D245;277,53;32,1
Nord Est;Veneto;BL;D247;5,5;2,99
Nord Ovest;Lombardia;BS;D251;117,87;13,55
Sud;Calabria;VV;D253;0;2
Nord Ovest;Liguria;GE;D255;5,34;6,17
Nord Ovest;Lombardia;VA;D256;15,5;0,5
Sud;Calabria;CZ;D257;6;6,25
Nord Ovest;Lombardia;SO;D258;5,39;0
Isole;Sardegna;CA;D259;28;4
Isole;Sardegna;CA;D260;0;0
Sud;Calabria;CZ;D261;1;5
Nord Ovest;Liguria;SV;D264;9,66;3
Nord Ovest;Liguria;SP;D265;26,25;5,25
Nord Ovest;Lombardia;SO;D266;10,84;10
Isole;Sicilia;CL;D267;5;4,75
Sud;Calabria;RC;D268;0;2
Sud;Puglia;FG;D269;4;1
Nord Ovest;Lombardia;BS;D270;50;1
Nord Ovest;Piemonte;CN;D271;12;7
Nord Ovest;Piemonte;AL;D272;0;0
Nord Ovest;Piemonte;AL;D277;2;1
Nord Ovest;Lombardia;CR;D278;0;0
Centro;Umbria;PG;D279;41;6
Nord Ovest;Lombardia;LC;D280;36,68;9,75
Nord Ovest;Piemonte;VC;D281;9;3
Nord Ovest;Lombardia;BS;D284;485,91;39,87
Nord Ovest;Lombardia;MI;D286;368,56;54,04
Isole;Sardegna;NU;D287;1;0
Sud;Calabria;CS;D289;12,06;19,76
Sud;Calabria;CS;D290;0;2
Nord Ovest;Piemonte;CN;D291;21;2
Sud;Campania;SA;D292;5,5;3
Nord Ovest;Liguria;IM;D293;6;5
Nord Ovest;Liguria;IM;D296;36;19
Nord Ovest;Liguria;IM;D297;89,38;39,33
Nord Ovest;Liguria;IM;D298;3,4;10,5
Centro;Toscana;FI;D299;32;11
Nord Est;Friuli- Venezia Giulia;UD;D300;12;0,9
Sud;Calabria;VV;D303;0,17;1
Sud;Calabria;CS;D304;1;7
Sud;Puglia;LE;D305;9,83;2,5
Nord Ovest;Piemonte;NO;D309;5;0
Nord Ovest;Lombardia;CO;D310;2,51;1,83
Nord Ovest;Piemonte;CN;D314;39;6,75
Sud;Abruzzo;CH;D315;0;1
Nord Est;Friuli- Venezia Giulia;UD;D316;0;1
Nord Est;Veneto;VR;D317;18,94;5
Nord Ovest;Liguria;IM;D318;20;26,93
Nord Ovest;Liguria;IM;D319;7,5;18,5
Isole;Sardegna;CA;D323;9;5,34
Nord Est;Veneto;VE;D325;241,43;15,34
