AREA;Regione;prov;2018_CodCom;NTN_2018_Box;NTN_2018_Depositi_Pert
Nord Est;Veneto;PD;A001;270,42;23
Nord Ovest;Lombardia;LO;A004;1;1
Nord Ovest;Lombardia;LC;A005;28,5;3
Centro;Toscana;SI;A006;44,67;9
Isole;Sardegna;OR;A007;0;0
Sud;Abruzzo ;PE;A008;1;2
Nord Ovest;Lombardia;MI;A010;298,95;32,03
Sud;Basilicata;PZ;A013;1;3
Isole;Sicilia;RG;A014;3;1
Sud;Puglia;FG;A015;6,92;1
Nord Ovest;Piemonte;CN;A016;0;1,5
Sud;Basilicata;MT;A017;24;3
Sud;Abruzzo ;AQ;A018;0;1
Centro;Lazio;RI;A019;0;1
Sud;Basilicata;PZ;A020;4,5;3,25
Sud;Campania;SA;A023;2;2,67
Sud;Campania;NA;A024;177,53;43,78
Isole;Sicilia;CT;A025;10;2
Isole;Sicilia;CT;A026;90,19;17,33
Isole;Sicilia;CT;A027;112,48;13,5
Isole;Sicilia;CT;A028;188,76;29,36
Isole;Sicilia;CT;A029;50,08;3,75
Centro;Lazio;FR;A032;0;2
Sud;Calabria;CS;A033;0;0
Nord Ovest;Lombardia;BS;A034;3,5;0
Centro;Marche;PS;A035;3;0,5
Nord Ovest;Lombardia;MN;A038;9;2
Nord Ovest;Lombardia;CR;A039;5;0
Centro;Lazio;VT;A040;9;11,01
Sud;Calabria;CS;A041;1;0
Sud;Puglia;LE;A042;4;1
Sud;Calabria;VV;A043;0;0
Centro;Marche;AP;A044;1,67;2,67
Centro;Umbria;TR;A045;12;6,5
Centro;Marche;AP;A047;20;0
Sud;Puglia;BA;A048;68;26,5
Isole;Sicilia;CL;A049;0;3
Sud;Molise;CB;A050;0;0
Sud;Molise;IS;A051;0;0
Nord Ovest;Piemonte;AL;A052;137;29,62
Sud;Calabria;CS;A053;8,25;16,25
Centro;Lazio;FR;A054;1;1,33
Sud;Puglia;BA;A055;68,67;15,25
Isole;Sicilia;CT;A056;70,03;39,54
Nord Ovest;Lombardia;BG;A057;16,75;2,67
Nord Ovest;Lombardia;BG;A058;1,02;0,34
Nord Est;Veneto;RO;A059;109,31;9,36
Nord Ovest;Lombardia;BS;A060;50,8;2
Nord Est;Veneto;VR;A061;30;7
Centro;Lazio;RM;A062;2;1,5
Sud;Campania;NA;A064;66,02;25
Sud;Calabria;RC;A065;0;0
Nord Est;Emilia-Romagna;PC;A067;10,5;0
Sud;Campania;NA;A068;55,33;9,33
Isole;Sardegna;SS;A069;5;1,17
Isole;Sicilia;EN;A070;17,5;12,11
Centro;Toscana;PT;A071;112,83;5,17
Nord Ovest;Piemonte;AT;A072;5;0
Nord Ovest;Piemonte;TO;A074;14;5
Nord Est;Veneto;PD;A075;9,5;0
Nord Ovest;Lombardia;CR;A076;31;1
Sud;Calabria;RC;A077;0;0
Sud;Molise;IS;A080;2;3,34
Centro;Lazio;FR;A081;2;0
Nord Ovest;Lombardia;BS;A082;7;10,11
Nord Est;Veneto;BL;A083;49,71;10,83
Centro;Lazio;RM;A084;2;6
Nord Ovest;Lombardia;VA;A085;9,34;1
Nord Ovest;Lombardia;MI;A087;290,17;31,58
Nord Ovest;Piemonte;NO;A088;11;1
Isole;Sicilia;AG;A089;40,67;40,02
Sud;Campania;SA;A091;88,19;16,54
Centro;Marche;AN;A092;26,8;1
Nord Est;Veneto;VI;A093;6,5;0
Nord Ovest;Valle d'Aosta;AO;A094;53,66;26,16
Nord Ovest;Lombardia;MI;A096;22,86;0
Isole;Sardegna;OR;A097;0;0
Isole;Sicilia;EN;A098;6,93;5
Sud;Abruzzo ;AQ;A100;2;0
Sud;Campania;AV;A101;12;6,71
Sud;Calabria;CS;A102;0;0
Sud;Calabria;CS;A105;0;1
Sud;Campania;CE;A106;0;0
Nord Ovest;Piemonte;BI;A107;4;1
Nord Ovest;Valle d'Aosta;AO;A108;9;7
Nord Ovest;Piemonte;TO;A109;22;2
Sud;Campania;BN;A110;16;10,5
Nord Ovest;Liguria;IM;A111;0;7
Nord Ovest;Lombardia;LC;A112;12,58;3,5
Nord Ovest;Piemonte;CN;A113;1,5;0,5
Isole;Sardegna;SS;A115;0;0
Nord Ovest;Piemonte;TO;A117;7;2
Nord Ovest;Lombardia;PV;A118;4;1
Nord Ovest;Piemonte;VC;A119;14;4,6
Sud;Abruzzo ;PE;A120;3;2,86
Nord Est;Veneto;BL;A121;12,83;4,32
Nord Ovest;Liguria;SV;A122;215,33;68,28
Centro;Lazio;FR;A123;14,83;10,33
Nord Ovest;Piemonte;CN;A124;347,1;36,96
Sud;Abruzzo ;TE;A125;187,95;93,31
Isole;Sardegna;OR;A126;0;0
Nord Ovest;Lombardia;MI;A127;38,84;8
Sud;Campania;SA;A128;1;0
Nord Ovest;Lombardia;BG;A129;112,04;14,24
Nord Ovest;Piemonte;VC;A130;0;0
Sud;Basilicata;PZ;A131;0;1
Centro;Lazio;RM;A132;221,06;65,01
Nord Ovest;Lombardia;PV;A134;1;1
Nord Ovest;Lombardia;SO;A135;2,28;8,93
Nord Est;Veneto;VR;A137;29,5;3
Nord Est;Emilia-Romagna;PR;A138;9,25;3
Nord Ovest;Piemonte;CN;A139;0;1
Nord Ovest;Lombardia;CO;A143;59,23;10,72
Nord Ovest;Liguria;SV;A145;127,83;43,34
Nord Ovest;Piemonte;AL;A146;0;2
Sud;Puglia;BA;A149;31;19,67
Sud;Puglia;FG;A150;0;3
Nord Ovest;Lombardia;CO;A153;29,83;3
Nord Est;Veneto;VI;A154;11;0
Sud;Calabria;CZ;A155;0,33;2,88
Nord Ovest;Piemonte;TO;A157;8;0
Nord Ovest;Lombardia;MI;A159;69,33;8
Sud;Calabria;CS;A160;0;0
Nord Est;Veneto;PD;A161;377,32;1,5
Nord Est;Emilia-Romagna;RE;A162;74,22;0,72
Nord Ovest;Lombardia;BG;A163;136,19;14,16
Nord Ovest;Lombardia;CO;A164;21,99;0,27
Nord Ovest;Liguria;SV;A165;46,5;11,75
Nord Ovest;Liguria;SV;A166;49,43;30,25
Nord Ovest;Lombardia;VA;A167;40,97;2
Nord Ovest;Lombardia;PV;A171;2,5;0
Nord Ovest;Lombardia;SO;A172;6,5;6,83
Nord Ovest;Piemonte;AT;A173;1;0
Nord Ovest;Lombardia;PV;A175;48;4
Isole;Sicilia;TP;A176;95,47;21,54
Isole;Sicilia;ME;A177;0;3
Isole;Sardegna;OR;A180;0;0,8
Isole;Sicilia;AG;A181;1;4
Nord Ovest;Piemonte;AL;A182;565,23;83,53
Sud;Calabria;CS;A183;1;0
Sud;Puglia;LE;A184;6;2
Sud;Puglia;LE;A185;25;3
Sud;Campania;SA;A186;0,5;0
Sud;Abruzzo ;AQ;A187;2;4,9
Nord Ovest;Lombardia;BS;A188;8,5;0
Nord Ovest;Piemonte;AL;A189;1;0
Nord Est;Emilia-Romagna;RA;A191;42,25;4
Isole;Sardegna;SS;A192;326,1;83,6
Nord Ovest;Lombardia;BG;A193;5,67;0
Isole;Sicilia;ME;A194;1;0
Isole;Sicilia;PA;A195;0;0,11
Sud;Basilicata;MT;A196;0;3
Nord Ovest;Piemonte;AL;A197;0;0
Nord Ovest;Piemonte;VC;A198;6;0
Nord Ovest;Piemonte;TO;A199;3;0
Sud;Campania;CE;A200;3;3
Isole;Sicilia;ME;A201;3;4
Isole;Sicilia;PA;A202;5,25;5,3
Isole;Sicilia;PA;A203;0;0
Isole;Sardegna;OR;A204;0;0
Nord Ovest;Valle d'Aosta;AO;A205;0;0
Nord Est;Veneto;BL;A206;19;2,5
Centro;Umbria;TR;A207;3;3,13
Sud;Puglia;LE;A208;6,94;4
Centro;Lazio;RM;A210;7,5;7,5
Nord Ovest;Lombardia;BG;A214;27;5
Nord Ovest;Lombardia;BG;A215;30,89;2,42
Nord Ovest;Lombardia;BG;A216;79,07;2,88
Nord Ovest;Lombardia;BG;A217;54,8;7,43
Nord Ovest;Piemonte;TO;A218;47,16;10
Nord Est;Veneto;VI;A220;13;2
Nord Ovest;Piemonte;TO;A221;2;1
Nord Ovest;Piemonte;TO;A222;208,83;33,97
Nord Est;Emilia-Romagna;PC;A223;46,99;3
Nord Ovest;Lombardia;CO;A224;11;4
Sud;Puglia;BA;A225;290,22;70,51
Nord Ovest;Liguria;SV;A226;7;3
Nord Ovest;Piemonte;AL;A227;2;0
Sud;Campania;AV;A228;2;6
Isole;Sicilia;PA;A229;3;6,33
Sud;Campania;SA;A230;7;4,65
Nord Est;Veneto;VI;A231;171,71;7
Centro;Marche;AP;A233;34,66;2,33
Sud;Calabria;CS;A234;0;0
Sud;Abruzzo ;CH;A235;11;4
Nord Est;Veneto;VI;A236;6;0
Nord Est;Veneto;TV;A237;33,66;3
Nord Ovest;Piemonte;CN;A238;0;0
Isole;Sicilia;PA;A239;10;8,42
Sud;Calabria;CS;A240;4;6
Centro;Toscana;LU;A241;152,23;16,75
Centro;Umbria;TR;A242;4;2
Sud;Campania;CE;A243;6,5;2
Centro;Lazio;FR;A244;0;1,5
Nord Ovest;Piemonte;AL;A245;0;0
Nord Ovest;Lombardia;BG;A246;185,68;25,6
Nord Ovest;Lombardia;CO;A249;25,5;1
Sud;Campania;SA;A251;3,5;8,83
Centro;Marche;AP;A252;6;3,5
Sud;Calabria;CS;A253;38,08;9,17
Nord Est;Friuli- Venezia Giulia;UD;A254;5;2,5
Sud;Calabria;CZ;A255;0;2
Centro;Lazio;FR;A256;1;1
Sud;Calabria;CZ;A257;0;2
Centro;Lazio;RI;A258;5,22;0,22
Nord Ovest;Lombardia;BG;A259;20,75;1
Nord Ovest;Liguria;SP;A261;21,67;12,68
Centro;Umbria;TR;A262;29;13,27
Sud;Calabria;CS;A263;4;4,14
Nord Ovest;Piemonte;NO;A264;6;0,88
Sud;Campania;BN;A265;1;0
Nord Est;Friuli- Venezia Giulia;UD;A267;0;0
Sud;Campania;NA;A268;1;7
Centro;Lazio;FR;A269;25,28;19
Sud;Abruzzo ;TE;A270;4;1
Centro;Marche;AN;A271;401,1;64,42
Sud;Calabria;CZ;A272;0;0
Nord Ovest;Lombardia;SO;A273;0,5;2
Nord Ovest;Piemonte;TO;A275;12,1;6
Nord Ovest;Liguria;SV;A278;146,22;48,75
Nord Ovest;Piemonte;BI;A280;22,33;3
Sud;Puglia;LE;A281;4;1
Nord Ovest;Piemonte;TO;A282;1;1
Nord Est;Friuli- Venezia Giulia;PN;A283;1;1
Sud;Campania;AV;A284;0;0,5
Sud;Puglia;BA;A285;360,82;158,63
Isole;Sardegna;SS;A287;0;1
Nord Ovest;Lombardia;BS;A288;3;0
Nord Ovest;Lombardia;VA;A290;29,83;4
Centro;Toscana;AR;A291;15,72;6,5
Nord Est;Veneto;VR;A292;19;1
Nord Ovest;Lombardia;BS;A293;16;5
Sud;Campania;SA;A294;126,58;38,4
Nord Ovest;Piemonte;TO;A295;3,67;3,33
Nord Est;Veneto;PD;A296;17,16;1,22
Centro;Lazio;RM;A297;49,4;8
Nord Ovest;Lombardia;CR;A299;7;0
Nord Ovest;Piemonte;AT;A300;6;3
Nord Ovest;Lombardia;LC;A301;16;2
Nord Est;Veneto;VE;A302;20,5;3
Sud;Calabria;RC;A303;0;2
Nord Ovest;Lombardia;BG;A304;22;0
Nord Ovest;Valle d'Aosta;AO;A305;8;1
Nord Ovest;Valle d'Aosta;AO;A308;4;1
Centro;Lazio;RM;A309;1;2
Centro;Lazio;FR;A310;35;14,5
Nord Ovest;Piemonte;AT;A312;2;1
Isole;Sicilia;ME;A313;1;1
Sud;Calabria;RC;A314;0;0
Centro;Lazio;RI;A315;5;1
Nord Ovest;Piemonte;VB;A317;0;2,5
Sud;Abruzzo ;AQ;A318;1;0
Nord Ovest;Lombardia;CO;A319;12,5;0
Sud;Puglia;FG;A320;2;1
Sud;Basilicata;PZ;A321;1;5
Centro;Lazio;RM;A323;311,75;73
Nord Est;Emilia-Romagna;BO;A324;129,67;11
Nord Ovest;Piemonte;VB;A325;1;0
Nord Ovest;Valle d'Aosta;AO;A326;236,13;73,46
Centro;Marche;PS;A327;5;5
Sud;Campania;BN;A328;5,25;1
Centro;Marche;MC;A329;3,25;1,83
Sud;Campania;BN;A330;0;0
Nord Ovest;Lombardia;CO;A333;88,78;8,16
Centro;Marche;MC;A334;8,5;2,69
Centro;Marche;AP;A335;2;0
Nord Ovest;Lombardia;SO;A337;71,33;14,61
Nord Ovest;Liguria;IM;A338;0;6,5
Sud;Puglia;FG;A339;36,39;3
Sud;Calabria;CS;A340;0;1
Centro;Lazio;LT;A341;385,57;103,86
Sud;Campania;SA;A343;0,5;1
Nord Ovest;Liguria;IM;A344;0;0
Sud;Abruzzo ;AQ;A345;374,66;142,52
Sud;Campania;AV;A347;2;0
Centro;Lazio;FR;A348;4,83;0,5
Sud;Puglia;LE;A350;8;2,67
Isole;Sicilia;AG;A351;2,33;13,67
Nord Ovest;Piemonte;AT;A352;2;1
Nord Est;Friuli- Venezia Giulia;PN;A354;1,5;1
Isole;Sardegna;NU;A355;66,75;7
Isole;Sardegna;OR;A357;2;1
Nord Ovest;Piemonte;VC;A358;10,5;6
Isole;Sardegna;CA;A359;13;4,09
Nord Est;Veneto;TV;A360;39,98;2
Centro;Lazio;FR;A363;2;3,5
Nord Ovest;Lombardia;BG;A365;43,99;1,56
Centro;Marche;AN;A366;6,16;0,5
Sud;Abruzzo ;CH;A367;1,61;2,78
Isole;Sardegna;OR;A368;0;0,5
Centro;Toscana;GR;A369;18,5;12,5
Centro;Lazio;RM;A370;4,34;3
Nord Ovest;Lombardia;VA;A371;100,55;6,17
Nord Ovest;Liguria;SP;A373;17,5;23,5
Nord Est;Veneto;VR;A374;46,38;6,02
Nord Ovest;Lombardia;MI;A375;70;15,22
Nord Ovest;Lombardia;MI;A376;163,47;13,33
Nord Est;Veneto;VI;A377;54,17;7,83
Isole;Sardegna;SS;A379;0;1
Isole;Sardegna;OR;A380;0;0
Nord Ovest;Lombardia;SO;A382;6;4,66
Nord Ovest;Lombardia;BG;A383;22;6,58
Sud;Calabria;RC;A385;5,5;2
Sud;Calabria;VV;A386;0;2
Nord Ovest;Lombardia;PV;A387;6;2
Nord Ovest;Liguria;GE;A388;153,32;34,16
Nord Ovest;Lombardia;MI;A389;302,81;19,52
Centro;Toscana;AR;A390;593,91;112,65
Nord Ovest;Lombardia;CO;A391;25;8,51
Nord Est;Emilia-Romagna;BO;A392;118,83;4,93
Nord Est;Emilia-Romagna;FE;A393;122,59;7
Nord Ovest;Piemonte;CN;A394;11,33;0
Nord Ovest;Piemonte;CN;A396;1;0
Sud;Calabria;CZ;A397;0;1
Sud;Abruzzo ;CH;A398;2;0
Sud;Campania;AV;A399;35,93;12
Nord Est;Veneto;RO;A400;10;5
Centro;Lazio;RM;A401;54,24;13,5
Sud;Abruzzo ;CH;A402;1;2
Sud;Campania;CE;A403;3;2
Nord Ovest;Piemonte;TO;A405;4;0
Isole;Sardegna;NU;A407;0;0
Nord Ovest;Piemonte;VB;A409;11,5;1
Centro;Lazio;VT;A412;0;6
Nord Ovest;Lombardia;MI;A413;171,58;11,02
Nord Ovest;Piemonte;NO;A414;10;2
Sud;Basilicata;PZ;A415;1;3
Nord Ovest;Liguria;IM;A418;0;0
Isole;Sardegna;CA;A419;0;0
Centro;Lazio;FR;A421;1;2
Nord Ovest;Liguria;SV;A422;0;2
Nord Ovest;Valle d'Aosta;AO;A424;2,76;1,78
Sud;Puglia;LE;A425;1;0
Nord Ovest;Piemonte;VB;A427;0;0
Nord Ovest;Piemonte;NO;A429;143,15;14,28
Nord Ovest;Lombardia;CO;A430;73,5;14
Sud;Campania;BN;A431;0;0
Sud;Campania;BN;A432;0;1
Centro;Lazio;FR;A433;1,33;3,5
Nord Est;Veneto;PD;A434;12,84;2
Nord Est;Veneto;RO;A435;13,5;1
Nord Ovest;Piemonte;AL;A436;35;12,5
Centro;Marche;AP;A437;0;0
Nord Est;Veneto;PD;A438;7;0
Centro;Umbria;TR;A439;6,5;5,5
Nord Ovest;Lombardia;BG;A440;26,67;0
Nord Ovest;Lombardia;VA;A441;62,72;5,5
Nord Est;Veneto;BL;A443;10,03;3
Nord Est;Veneto;VI;A444;22,26;2,98
Sud;Abruzzo ;TE;A445;0;0
Centro;Lazio;RM;A446;2;3,67
Nord Est;Friuli- Venezia Giulia;UD;A447;8;3
Nord Est;Friuli- Venezia Giulia;UD;A448;6;2
Centro;Lazio;RM;A449;26,33;1
Nord Ovest;Lombardia;BS;A451;33,17;8
Nord Ovest;Valle d'Aosta;AO;A452;1;0
Isole;Sardegna;SS;A453;113,06;28
Isole;Sardegna;NU;A454;0;0
Sud;Campania;NA;A455;24,23;8,2
Nord Est;Veneto;PD;A458;33,75;0
Nord Est;Veneto;VI;A459;226,74;16,51
Sud;Campania;SA;A460;37,5;10,94
Centro;Toscana;SI;A461;29,94;13,83
Centro;Marche;AP;A462;169,9;51,57
Sud;Puglia;FG;A463;16,5;6,5
Centro;Lazio;RI;A464;3;2
Nord Est;Veneto;VI;A465;135,94;19,61
Nord Ovest;Piemonte;VC;A466;5;2,5
Nord Est;Veneto;VI;A467;6;0
Centro;Toscana;SI;A468;42,25;8,17
Nord Ovest;Lombardia;MN;A470;71,94;4
Nord Est;Veneto;TV;A471;61,89;5,17
Centro;Lazio;RI;A472;11,58;2,08
Nord Ovest;Lombardia;MI;A473;140,18;34,35
Isole;Sardegna;CA;A474;88,3;9,56
Centro;Umbria;PG;A475;128,61;29,94
Nord Ovest;Lombardia;CO;A476;14;3,5
Isole;Sardegna;OR;A477;0;0
Isole;Sicilia;EN;A478;3,8;8,61
Nord Ovest;Piemonte;AT;A479;538,18;48,5
Isole;Sardegna;OR;A480;0;0
Sud;Abruzzo ;AQ;A481;0;1
Sud;Basilicata;PZ;A482;9;1
Sud;Campania;SA;A484;2;2
Sud;Abruzzo ;CH;A485;26,17;3
Centro;Lazio;FR;A486;4;1
Sud;Campania;SA;A487;0;2
Sud;Abruzzo ;TE;A488;22,34;19
Sud;Campania;AV;A489;29,69;12,16
Centro;Umbria;TR;A490;4,5;6
Nord Est;Friuli- Venezia Giulia;UD;A491;2;0
Isole;Sardegna;NU;A492;0;1
Centro;Marche;PS;A493;4,17;0
Isole;Sicilia;SR;A494;91,77;15,33
Sud;Campania;SA;A495;3,86;3
Centro;Toscana;MS;A496;58,67;20,32
Nord Ovest;Piemonte;VB;A497;0;0
Nord Ovest;Liguria;IM;A499;0;2
Nord Est;Veneto;BL;A501;29,35;15,75
Centro;Lazio;FR;A502;1;2
Isole;Sardegna;NU;A503;1;0
Nord Ovest;Liguria;GE;A506;19,85;1
Sud;Campania;AV;A508;1;2
Sud;Campania;AV;A509;194,87;28,85
Nord Ovest;Lombardia;BG;A511;3;0
Sud;Campania;CE;A512;226,49;42,43
Sud;Puglia;TA;A514;6,53;3
Sud;Abruzzo ;AQ;A515;171,51;39,7
Nord Est;Friuli- Venezia Giulia;PN;A516;97,22;27,5
Nord Ovest;Lombardia;BG;A517;27,33;3,8
Nord Ovest;Piemonte;TO;A518;157,83;27
Sud;Basilicata;PZ;A519;14,69;10,5
Nord Ovest;Valle d'Aosta;AO;A521;0;0
Isole;Sicilia;SR;A522;53,22;16,96
Nord Ovest;Piemonte;AL;A523;0;0
Nord Ovest;Piemonte;TO;A525;13;5
Nord Ovest;Lombardia;CR;A526;2;0
Nord Ovest;Piemonte;AT;A527;2;0
Nord Ovest;Lombardia;BG;A528;89,11;17,45
Nord Ovest;Lombardia;BS;A529;45,5;2
Nord Est;Friuli- Venezia Giulia;PN;A530;133,23;19
Nord Ovest;Lombardia;VA;A531;40,33;15
Nord Ovest;Lombardia;VA;A532;6;0
Nord Ovest;Lombardia;BG;A533;1,9;0
Nord Ovest;Piemonte;VB;A534;5,5;0
Sud;Campania;NA;A535;12,42;11,46
Nord Ovest;Liguria;IM;A536;1;12
Nord Ovest;Lombardia;PV;A538;6;2
Nord Est;Veneto;RO;A539;64,14;1,59
Nord Est;Veneto;VR;A540;11,33;3
Centro;Toscana;AR;A541;2;6,54
Sud;Calabria;CZ;A542;0;3
Sud;Calabria;RC;A544;2;0
Isole;Sicilia;PA;A546;44,33;13,66
Nord Est;Emilia-Romagna;RA;A547;89,57;13
Nord Ovest;Lombardia;PV;A550;3,37;1
Nord Est;Emilia-Romagna;RA;A551;10,4;0
Sud;Calabria;RC;A552;13;4
Nord Est;Friuli- Venezia Giulia;UD;A553;14,16;1
Nord Ovest;Piemonte;CN;A555;3;3
Nord Ovest;Lombardia;BG;A557;43,66;4
Centro;Toscana;LU;A560;17;9
Centro;Toscana;PT;A561;149;13,33
Centro;Toscana;PI;A562;137,88;32,66
Centro;Toscana;FI;A564;149,44;28,75
Nord Est;Emilia-Romagna;FO;A565;20,17;5,75
Sud;Campania;AV;A566;8,16;5,5
Sud;Molise;IS;A567;1;4,5
Nord Est;Veneto;PD;A568;10,5;1
Nord Ovest;Lombardia;BS;A569;96,59;9,05
Nord Ovest;Lombardia;CR;A570;38,17;2,01
Nord Ovest;Piemonte;CN;A571;58,7;19
Sud;Puglia;LE;A572;3;0
Nord Est;Emilia-Romagna;RE;A573;92;2
Nord Est;Veneto;RO;A574;3;0
Nord Ovest;Lombardia;MN;A575;41,83;0,08
Centro;Toscana;MS;A576;3,5;14,54
Centro;Lazio;VT;A577;5,5;9,5
Nord Ovest;Lombardia;BS;A578;8,83;7,17
Sud;Campania;CE;A579;1;1
Sud;Campania;AV;A580;9;2
Nord Ovest;Liguria;IM;A581;2;1
Nord Ovest;Piemonte;TO;A584;4;0
Nord Est;Emilia-Romagna;RE;A586;18,01;7
Nord Ovest;Piemonte;TO;A587;9,5;4
Nord Ovest;Piemonte;AT;A588;6;1
Nord Ovest;Piemonte;CN;A589;3;1
Nord Ovest;Piemonte;TO;A590;2;1
Nord Ovest;Piemonte;TO;A591;26,06;3
Isole;Sicilia;PA;A592;2;6,67
Nord Ovest;Liguria;SV;A593;0;0
Nord Ovest;Lombardia;LC;A594;37,17;3
Isole;Sardegna;CA;A597;0;0
Nord Ovest;Piemonte;TO;A599;0;0,5
Nord Ovest;Piemonte;VC;A600;1;0
Nord Ovest;Piemonte;VC;A601;1,08;0
Sud;Abruzzo ;AQ;A603;6;3
Sud;Basilicata;PZ;A604;2,5;2
Nord Ovest;Piemonte;AL;A605;7;0
Isole;Sardegna;SS;A606;0;0
Nord Ovest;Piemonte;TO;A607;28;4
Isole;Sardegna;OR;A609;0;0
Nord Ovest;Piemonte;VB;A610;0,5;1
Sud;Basilicata;PZ;A612;0;0
Nord Est;Veneto;PD;A613;15;1
Isole;Sardegna;OR;A614;0;0
Sud;Basilicata;PZ;A615;4;10
Sud;Molise;CB;A616;6;2
Sud;Campania;NA;A617;2,5;4,17
Nord Ovest;Lombardia;MI;A618;46,67;11
Nord Ovest;Lombardia;VA;A619;6,33;4
Isole;Sardegna;OR;A621;0;0
Nord Ovest;Piemonte;TO;A625;11,99;2
Centro;Marche;AN;A626;2;0
Centro;Lazio;VT;A628;3;1
Nord Ovest;Piemonte;CN;A629;1;0
Nord Ovest;Lombardia;BS;A630;9,67;0
Nord Ovest;Lombardia;BG;A631;2,58;2
Centro;Toscana;FI;A632;72,5;11,96
Centro;Toscana;FI;A633;14;5,13
Nord Ovest;Lombardia;PV;A634;3,34;0
Nord Est;Veneto;PD;A637;0;1
Isole;Sicilia;ME;A638;13,57;16,12
Nord Est;Friuli- Venezia Giulia;PN;A640;1,83;0
Nord Ovest;Valle d'Aosta;AO;A643;0;0
Nord Ovest;Lombardia;VA;A645;8,5;1,5
Nord Est;Emilia-Romagna;PR;A646;14,25;2,11
Nord Ovest;Liguria;SV;A647;3;0
Nord Est;Veneto;VR;A650;117,9;3,5
Nord Ovest;Piemonte;TO;A651;134,77;10,67
Nord Ovest;Lombardia;MI;A652;198,69;16,5
Nord Ovest;Piemonte;NO;A653;2;0
Isole;Sardegna;OR;A655;0;0
Sud;Abruzzo ;AQ;A656;1;0
Centro;Toscana;LU;A657;29,45;11,92
Nord Ovest;Liguria;GE;A658;5,68;14,25
Nord Ovest;Piemonte;CN;A660;34,94;11
Nord Ovest;Lombardia;BS;A661;3,17;0
Sud;Puglia;BA;A662;2207,74;465,08
Isole;Sardegna;NU;A663;4;3
Nord Ovest;Lombardia;BG;A664;24,92;3,25
Nord Est;Emilia-Romagna;BO;A665;54,53;3
Sud;Basilicata;PZ;A666;5;5
Sud;Abruzzo ;AQ;A667;4;1
Nord Ovest;Lombardia;MI;A668;67,15;7,5
Sud;Puglia;BA;A669;376,82;68,2
Nord Ovest;Lombardia;CO;A670;6;0
Nord Ovest;Piemonte;CN;A671;2;0
Nord Ovest;Piemonte;TO;A673;0,67;1,83
Sud;Campania;SA;A674;110,07;22,1
Isole;Sicilia;EN;A676;13;1,93
Isole;Sardegna;CA;A677;0;0
Sud;Abruzzo ;AQ;A678;0;0
Isole;Sardegna;CA;A681;0;1
Nord Ovest;Lombardia;LC;A683;20,12;1,08
Nord Ovest;Lombardia;BG;A684;17;0,5
Nord Ovest;Lombardia;LC;A686;37,72;3
Nord Ovest;Lombardia;LC;A687;22,17;3
Nord Ovest;Piemonte;AL;A689;15,5;2
Nord Ovest;Lombardia;PV;A690;6,29;2
Centro;Umbria;TR;A691;6;6,83
Sud;Abruzzo ;TE;A692;2;0
Sud;Campania;BN;A696;1;2
Nord Ovest;Lombardia;MI;A697;50,25;1
Isole;Sicilia;ME;A698;2;0
Nord Ovest;Lombardia;MI;A699;139,3;10
Nord Est;Friuli- Venezia Giulia;UD;A700;19;0
Centro;Lazio;VT;A701;6;11,9
Nord Ovest;Lombardia;BS;A702;10,65;1
Nord Est;Veneto;VI;A703;431,92;28,5
Centro;Lazio;VT;A704;8;6
Nord Ovest;Lombardia;VA;A705;2;0
Centro;Lazio;VT;A706;2;9
Centro;Lazio;LT;A707;3;0
Nord Ovest;Piemonte;AL;A708;9,5;1
Nord Ovest;Piemonte;CN;A709;1;0
Centro;Umbria;PG;A710;130,03;23,17
Nord Ovest;Lombardia;PV;A712;5;0
Nord Est;Emilia-Romagna;MO;A713;41,5;3
Nord Est;Veneto;PD;A714;42;2,5
Nord Ovest;Piemonte;CN;A716;0;0,25
Sud;Campania;SA;A717;111,53;41,58
Nord Ovest;Lombardia;PV;A718;7,5;0
Isole;Sicilia;PA;A719;1;2
Centro;Lazio;FR;A720;1;1
Isole;Sardegna;OR;A721;0;0
Isole;Sardegna;NU;A722;3;0
Nord Ovest;Piemonte;VB;A725;45;5
Nord Ovest;Lombardia;VA;A728;10,43;0
Nord Ovest;Lombardia;BS;A729;117,66;4,17
Nord Est;Emilia-Romagna;PR;A731;12;0
Nord Ovest;Lombardia;BG;A732;6;3
Nord Ovest;Piemonte;VB;A733;16;0
Nord Ovest;Piemonte;TO;A734;142,51;10
Nord Ovest;Piemonte;CN;A735;46;4
Sud;Calabria;CZ;A736;1;0
Nord Est;Veneto;VR;A737;34,02;2
Nord Ovest;Piemonte;AL;A738;2;1
Centro;Marche;MC;A739;5;1
Centro;Marche;PS;A740;1,5;0
Nord Ovest;Lombardia;PV;A741;42;7,5
Nord Ovest;Piemonte;VB;A742;8;1
Sud;Basilicata;PZ;A743;4,95;8,91
Nord Ovest;Lombardia;LC;A745;37;10
Sud;Abruzzo ;TE;A746;17,5;4
Nord Est;Emilia-Romagna;RN;A747;134,92;14,66
Centro;Lazio;RM;A749;1;5,5
Nord Ovest;Piemonte;CN;A750;0;2
Nord Ovest;Lombardia;MI;A751;41,02;5,1
Nord Ovest;Piemonte;NO;A752;75,16;6,5
Sud;Campania;CE;A755;19;1
Sud;Campania;SA;A756;1;1
Nord Est;Veneto;BL;A757;231,23;40,6
Nord Ovest;Lombardia;MI;A759;77,8;8,92
Centro;Marche;AP;A760;0;0
